Renew,Brand Loyalty,Location Code,Years after high school graduation,Gender,Marital Status,Education Level,Monthly Income,City,Years subscribed,Active online hours
Yes,-0.17400931742701697,Urban,27.0,F,Divorced,High School,3601.674447396993,Manchester,7.0,5.211684225792322
No,-0.033156055909661836,Urban,26.0,F,Married,High School,4829.102545733494,New Castle,4.0,3.7989772325056577
No,0.09224890826549637,Suburban,28.0,F,Divorced,Graduate School,2517.534045190678,New Castle,6.0,5.599419038735322
Yes,0.37852314533889675,Urban,44.0,F,Single,College,5876.569245883929,New Castle,5.0,3.8408481414310542
Yes,-0.6243344415555985,Suburban,28.0,F,Divorced,College,4459.442379309806,Manchester,6.0,6.994468235417568
Yes,0.17764921053604532,Urban,44.0,M,Divorced,Graduate School,3833.2499012579055,London,5.0,4.264234304288787
Yes,0.5093964075136508,Urban,54.0,F,Married,High School,3568.5400682095933,Manchester,0.0,4.584183377834824
Yes,0.7204587292372662,Urban,52.0,M,Divorced,College,6113.413572402422,New Castle,1.0,6.096150001277417
,-0.1193406785633957,Suburban,18.0,M,Married,High School,2396.6538622333883,Manchester,4.0,5.133834724241349
No,-0.3777826969333164,Suburban,31.0,F,Single,Graduate School,5469.77064111448,New Castle,1.0,3.161541917260119
Yes,-0.8553204438571207,Urban,32.0,F,Single,High School,2455.8568342739254,London,6.0,5.844486720112863
Yes,0.18237651688666345,Urban,35.0,M,Single,High School,4106.507887694671,Manchester,4.0,5.397320909538568
Yes,-0.7777964180158147,Suburban,28.0,F,Divorced,High School,6823.405968811327,Manchester,3.0,4.185906616735745
Yes,-0.47815824320547895,Suburban,27.0,F,Divorced,Graduate School,2926.0968751126684,New Castle,5.0,7.25803289717382
Yes,-0.10159374236793729,Urban,20.0,F,Single,Graduate School,5502.795259145418,Manchester,6.0,4.068940708050732
Yes,0.17747123566409467,Urban,37.0,F,Divorced,Graduate School,5633.805127362217,London,5.0,3.753488778935594
Yes,0.2573340658277446,Urban,45.0,M,Single,High School,3145.8247891228007,Manchester,5.0,4.830002118492308
Yes,-0.8371800671889198,Suburban,15.0,M,Married,College,5259.039629910861,New Castle,6.0,
No,-0.3990681694466933,Rural,21.0,M,Married,College,4126.486905480639,New Castle,5.0,4.680208372065662
Yes,0.5844171441681755,Urban,56.0,M,Married,Graduate School,5491.012859797181,London,1.0,5.962046302466468
No,-0.5484051746951437,Rural,19.0,F,Married,College,5401.25261332345,Manchester,6.0,6.5909066776769665
No,-0.05482209194485206,Rural,37.0,F,Single,Graduate School,2872.2682495293334,New Castle,,6.37948853890267
No,0.020986468708522554,Urban,28.0,M,Married,Graduate School,4867.974153591957,New Castle,6.0,2.820609871165392
Yes,-0.38448586230711734,Urban,32.0,F,Single,High School,6359.105995634558,New Castle,3.0,3.9041369660192715
No,0.5428540786049001,Rural,41.0,F,Married,Graduate School,3475.902961113734,London,3.0,4.904073009597775
Yes,0.3807681758411432,Urban,44.0,F,Single,College,2335.041741460433,London,5.0,4.977413635224995
Yes,-0.052510076979962544,Urban,27.0,M,Single,Graduate School,4072.264735297557,New Castle,5.0,5.779284246757765
Yes,0.029332354511355463,Suburban,27.0,M,Divorced,High School,2484.374924932751,New Castle,5.0,5.490215465212441
Yes,0.019877233850965875,Urban,38.0,M,Divorced,College,4536.700975635531,London,4.0,3.4297107497758135
Yes,-0.22327787491524814,Urban,43.0,M,Divorced,College,4980.518658339803,,5.0,6.41056580984114
Yes,-0.4759665446469098,Suburban,32.0,F,Divorced,Graduate School,4249.768000693912,New Castle,3.0,6.741241291709867
Yes,0.09814685529837472,Urban,51.0,,Single,College,2647.598420140882,Manchester,2.0,6.51659567274956
Yes,-0.41879657207917415,Suburban,17.0,F,Divorced,College,4191.979050684371,London,9.0,6.856331988648677
No,-0.6100697281830346,Rural,18.0,M,Married,High School,4554.668004503555,Manchester,4.0,2.7989367034324095
Yes,-0.4321296670051054,Urban,17.0,M,Married,High School,3628.7138292077607,London,6.0,4.973687256260623
Yes,-0.9610014313042965,Urban,28.0,F,Divorced,High School,5238.838204364847,New Castle,5.0,4.738810584514777
No,0.16915023928332068,Urban,25.0,M,Married,High School,3868.8634758364738,London,4.0,4.861776637762262
No,0.0223855906976467,Rural,44.0,F,Married,High School,3949.4964187470678,Manchester,3.0,7.100961743178818
Yes,0.019473894537265224,Rural,37.0,F,Married,College,4259.817428828757,Manchester,5.0,3.8134496003589975
Yes,0.3933649446380054,Urban,40.0,M,Divorced,Graduate School,4321.535626319558,London,,7.161018495684303
Yes,-0.26727203125737786,Suburban,43.0,F,Married,College,6095.590176794799,London,5.0,2.2799593785545773
Yes,0.11278570925371911,Urban,40.0,F,Divorced,College,3922.925939910884,Manchester,4.0,5.847845319906974
Yes,-0.1511317607370058,Urban,32.0,M,Divorced,Graduate School,3982.8241100832565,Manchester,5.0,6.0199000986851035
No,-0.13041408472793692,Rural,26.0,F,Single,Graduate School,,London,4.0,5.2765295603263205
Yes,0.6177065553249891,Urban,56.0,M,Married,College,4638.901949841541,New Castle,4.0,6.171010253406914
No,-0.16421923580092973,Rural,39.0,F,Married,High School,4910.80808930965,Manchester,3.0,7.010624200070127
No,0.32693724023142673,Rural,34.0,F,Married,Graduate School,4215.189321296899,New Castle,5.0,6.251699497681636
No,-0.12218263777066211,Suburban,27.0,F,Married,Graduate School,3297.5608519050584,Manchester,4.0,4.906391861138199
Yes,0.26471292720809236,Urban,,,Single,Graduate School,5142.168679507549,London,4.0,5.824304395557508
Yes,0.4800898662117149,Urban,43.0,F,Divorced,College,5964.790299542019,Manchester,5.0,5.277970081487637
Yes,-0.16909491006017754,Urban,34.0,F,Divorced,College,5153.067762767013,London,7.0,6.245850452537301
Yes,0.23388889361080928,Rural,34.0,M,Single,Graduate School,5779.705398440591,Manchester,3.0,4.812143642566579
Yes,0.9539314603259381,Urban,40.0,M,Divorced,College,5692.228826964296,New Castle,3.0,6.031196600149635
No,-0.08448631625589176,Urban,,M,Single,College,4058.8996660138278,Manchester,5.0,5.342598772673573
Yes,-0.1769721489243506,Urban,36.0,F,Single,High School,2462.6091281660138,New Castle,6.0,5.850255083569673
Yes,0.2731344290780212,Suburban,33.0,F,Married,High School,5157.766901969566,New Castle,2.0,
Yes,0.5232328532611257,Suburban,35.0,F,Divorced,Graduate School,3775.613310109476,Manchester,5.0,4.835807966838615
No,-0.39740890731912487,Suburban,25.0,F,Married,,2919.187596928844,New Castle,3.0,5.214693091466616
No,0.045846110144599855,Rural,20.0,F,Divorced,College,3704.9220327419916,New Castle,5.0,6.904308154331429
Yes,1.404135974646538,Urban,46.0,M,Married,Graduate School,,Manchester,5.0,4.848610889540084
Yes,0.3646097722259438,Suburban,40.0,F,Divorced,College,5044.12371257978,New Castle,6.0,4.8339352607827255
No,0.3793574277410856,Suburban,31.0,F,Single,College,4868.636973475597,New Castle,3.0,
Yes,0.1577824184981494,Urban,35.0,M,Single,Graduate School,3281.974263094354,New Castle,3.0,4.532598568629377
No,0.2935044427090178,Rural,31.0,M,Divorced,High School,2518.486329919342,London,5.0,4.935085024592501
Yes,,Urban,48.0,F,Single,Graduate School,5077.3161915383525,London,6.0,7.380448631606528
Yes,0.10997625096802932,Urban,38.0,M,Single,College,2968.0159559909725,London,6.0,5.016971726704912
No,0.1177957839029829,Urban,28.0,M,Married,Graduate School,,London,6.0,4.037205578917968
Yes,-0.5632590137537616,Urban,26.0,F,Single,College,4501.342578529344,Manchester,3.0,5.513013726151179
Yes,-0.6729427361114937,Urban,33.0,F,Divorced,College,4451.959438626862,,,3.1264458914398072
Yes,-0.0027358701727792645,Rural,31.0,F,Single,College,4872.131747722746,New Castle,4.0,5.852392628887476
Yes,0.4179281700112697,Suburban,41.0,F,Single,Graduate School,5691.003559455932,Manchester,5.0,
Yes,0.3572147578671699,Urban,51.0,M,Divorced,Graduate School,5573.829035132179,New Castle,3.0,3.433275309853008
Yes,0.27671995346273925,Urban,38.0,M,Single,Graduate School,2654.9904440259097,London,3.0,2.782173206516703
No,0.2751859647549149,Suburban,34.0,F,Married,Graduate School,4230.077804316708,London,5.0,4.920179315697992
Yes,-0.08471679216382857,Urban,35.0,M,Divorced,High School,3885.694746468663,London,4.0,2.4377396413132075
Yes,0.33833443084543,Urban,31.0,F,Single,Graduate School,3769.783667953248,London,4.0,3.6603731342651855
Yes,0.5597262858724742,Urban,44.0,F,Divorced,College,4572.348339406851,London,5.0,4.903020438746382
No,0.01708500020534126,Rural,34.0,F,Married,Graduate School,3702.7340295889417,New Castle,5.0,6.849299030316778
Yes,-0.06997654458377812,Urban,39.0,F,Divorced,Graduate School,4018.899378832851,New Castle,2.0,4.654041235390652
Yes,0.20733169490913034,Suburban,31.0,F,Divorced,College,2664.6834268883276,,5.0,7.236077342391259
No,-0.2630247355056524,Rural,18.0,F,Single,College,4280.042369322683,London,2.0,3.070874562056152
Yes,0.446422633936305,Urban,47.0,M,Divorced,College,4149.714526353174,New Castle,4.0,6.062918990914918
Yes,-0.24893114516724635,Rural,35.0,M,Single,Graduate School,3544.8813665547345,New Castle,2.0,5.123241385389287
Yes,0.46961466645744343,Suburban,45.0,F,,High School,4327.032825695981,New Castle,4.0,5.011132078551208
Yes,0.02486410118915444,Suburban,35.0,F,Divorced,College,4524.782213682218,Manchester,4.0,4.971108731443182
Yes,,Suburban,52.0,M,Divorced,Graduate School,4078.5719009636314,New Castle,3.0,2.4215534556741605
Yes,0.03259899967290683,Urban,41.0,F,Single,High School,4517.7128668765445,London,4.0,4.106731178162845
Yes,0.7843532330483196,Suburban,46.0,M,Single,High School,3470.2584005328204,London,5.0,4.372942865979123
No,-0.20563859174335042,Suburban,20.0,F,Divorced,Graduate School,3491.879064350276,New Castle,7.0,4.280579319671574
No,0.18974717173347405,Urban,39.0,F,Married,Graduate School,4031.9311969289147,London,4.0,5.04373864867871
Yes,0.20188049970883265,Urban,,M,Single,College,3532.381591443986,London,3.0,5.98529189805209
Yes,0.29925095076844804,Suburban,23.0,M,Divorced,College,4635.942700561744,London,7.0,6.782975754167021
Yes,-0.47211080846266607,Rural,24.0,F,Divorced,High School,6458.01113988846,New Castle,5.0,4.529199792865427
Yes,-0.30826303151815304,Suburban,36.0,M,Divorced,High School,2907.7581983964837,New Castle,2.0,3.744788178156215
No,0.5617379265182723,Rural,,M,Married,Graduate School,7586.4003317173865,Manchester,2.0,5.7421240790320915
No,0.03132592090545566,Rural,25.0,F,Divorced,Graduate School,4575.871260478365,New Castle,4.0,2.799149793399265
No,1.0216906310083478,Rural,47.0,F,Divorced,College,4506.880128523449,New Castle,5.0,5.205287675373346
No,0.29498661307946283,Suburban,28.0,M,Married,Graduate School,6226.128423266589,New Castle,4.0,6.415883830438222
Yes,0.05452206039578664,Suburban,38.0,M,Single,College,2892.2793226879485,Manchester,3.0,5.126574925411372
Yes,-0.05153120174301613,Urban,31.0,M,Divorced,Graduate School,4409.6824055266825,New Castle,4.0,3.651927481405105
No,0.39258853566321106,Rural,18.0,F,Divorced,Graduate School,4293.530762938905,New Castle,4.0,4.9274273072428905
Yes,0.014651768260363157,Rural,39.0,F,Divorced,High School,3289.966707370735,New Castle,4.0,6.265572329275665
Yes,-0.09237869855457376,Suburban,41.0,F,Married,College,4838.924001813078,Manchester,5.0,4.254904652133453
No,-0.22424010719177437,Rural,31.0,M,Divorced,High School,4136.890433079385,Manchester,5.0,5.307408391096044
No,-0.3921125744416838,Rural,18.0,M,Married,Graduate School,3987.2637800051457,Manchester,3.0,5.627791667847894
No,0.06448905760839829,Suburban,26.0,F,Married,College,3654.734686607018,London,5.0,6.806203085267978
Yes,-0.7626473312618374,Urban,27.0,F,Single,Graduate School,4486.949181352903,New Castle,6.0,6.540073790430358
Yes,0.8999867977516531,Urban,38.0,M,Divorced,High School,3501.2888698771794,London,6.0,4.249845965284659
No,-0.5953454057085412,Rural,19.0,F,Divorced,College,5360.874822500595,New Castle,6.0,4.8017340296903415
Yes,0.23319375726785585,Urban,36.0,M,Single,Graduate School,3756.8806124554253,New Castle,2.0,4.922809229229005
Yes,0.18599611211580086,Urban,38.0,M,Divorced,Graduate School,1956.539617309631,London,2.0,6.496933562593947
No,0.07099503470569482,Urban,37.0,M,Married,College,5394.973609380866,London,4.0,2.9262542600014436
No,-0.2561364178526935,Rural,14.0,F,Divorced,College,4318.750715563095,New Castle,3.0,5.521740207537386
Yes,0.24873262772423305,Suburban,26.0,M,Single,High School,3670.083313179767,Manchester,4.0,4.35150819654913
Yes,0.837941980044594,Suburban,46.0,,Divorced,College,3448.282115189401,Manchester,3.0,7.097221896347563
Yes,0.2089287857146616,Suburban,47.0,M,Married,,5191.971528954427,New Castle,4.0,5.2093992966497575
Yes,-0.8533625076656187,Urban,14.0,M,Single,Graduate School,3834.730750028224,New Castle,10.0,5.84258192710608
Yes,-0.053505740372460586,Urban,51.0,M,Single,High School,3262.8280260651454,Manchester,3.0,5.784040674468575
No,0.5663171279086877,Urban,,M,Married,College,4928.460384099865,Manchester,6.0,4.2480496162335895
No,0.23207364120089358,Suburban,37.0,M,Married,,4483.007398465398,London,2.0,4.070712338221375
No,0.1855650816527779,Rural,28.0,F,Divorced,Graduate School,4899.663087997503,Manchester,3.0,4.013888096928118
Yes,0.11898714607993455,Suburban,25.0,F,Divorced,Graduate School,4062.0191839960053,London,8.0,4.642379277317647
No,-0.3429777491796118,Suburban,22.0,M,Single,Graduate School,4198.878014660571,New Castle,5.0,6.195109808128098
Yes,-0.26821721744035687,Suburban,28.0,M,Single,College,5828.767395747433,London,3.0,3.077980878012225
Yes,0.31073028700025457,Urban,34.0,F,Divorced,High School,5304.481926786772,Manchester,4.0,7.769198287921749
No,0.285726703328384,Urban,30.0,M,Divorced,Graduate School,4843.125628439187,London,6.0,4.738221445099992
Yes,0.6952431158386347,Urban,34.0,F,Single,College,3909.615914902844,New Castle,4.0,6.00941440436516
Yes,0.15512366615305762,Urban,38.0,M,Divorced,Graduate School,5763.3455148203675,,5.0,7.8518345465906165
No,-0.5653817035222668,Rural,31.0,M,Married,Graduate School,3986.094180474128,New Castle,5.0,4.9403605064673055
Yes,0.6901156674884344,Rural,55.0,F,Single,College,4392.4860714479655,London,2.0,4.265275885447464
Yes,-0.015824918807856206,Urban,37.0,M,Divorced,College,6151.625268189567,London,5.0,6.138234529645036
Yes,-0.345510693364124,Urban,40.0,M,Single,High School,3450.857927589034,London,,5.629909256405742
No,0.19936783134681507,Urban,42.0,M,Divorced,High School,6184.389902853789,New Castle,4.0,4.945200557728445
Yes,0.1264226630128003,Urban,47.0,M,Single,High School,4495.358513638443,Manchester,2.0,4.554789562700637
Yes,0.8868285256114199,Suburban,42.0,F,Divorced,Graduate School,6678.037075009319,New Castle,4.0,3.7523167737587113
No,0.4000883520358931,Urban,25.0,F,Single,High School,4337.184902755399,London,6.0,7.946705088682274
No,0.12017765708099282,Rural,25.0,F,Married,High School,3855.93639617586,Manchester,4.0,5.283694913065279
No,-0.09091114183927884,Rural,35.0,F,,High School,5226.488130659483,London,7.0,4.440773354653292
No,-0.4531085421994493,Suburban,23.0,M,Divorced,Graduate School,5258.357366176359,London,5.0,6.762785012906743
No,-0.0685619123595181,Suburban,37.0,M,Single,College,5587.079996681511,Manchester,4.0,5.669513836717466
Yes,0.32534895211545983,Urban,40.0,M,Married,College,4916.044000527451,London,2.0,6.282711528717953
Yes,0.7021778970920177,Urban,58.0,F,Single,High School,5837.350251286872,New Castle,3.0,4.759008230509828
Yes,0.43159063979246604,Urban,40.0,F,Single,High School,3223.289052813237,Manchester,4.0,7.476240132876429
Yes,0.13350258737782356,Suburban,41.0,M,Single,Graduate School,4830.3650604564145,Manchester,3.0,5.854775123164766
No,0.05925422358887836,Rural,28.0,M,Divorced,Graduate School,1772.120044511771,London,5.0,6.289070817222322
Yes,0.5964537123852953,Urban,42.0,F,Married,Graduate School,5120.589473923861,New Castle,2.0,5.959442703723944
Yes,0.3041752327577964,Urban,28.0,M,Divorced,High School,2215.5806740954645,Manchester,4.0,5.201544365965128
No,-0.05747627877538808,Suburban,27.0,F,Married,College,5335.010039837926,London,6.0,4.600084544852092
Yes,-0.29193544375836233,Rural,45.0,F,Single,College,4659.154547654497,New Castle,6.0,8.221081425997731
No,-0.18152503361819333,Rural,24.0,F,Single,High School,5956.541768476773,London,5.0,7.780201428205146
No,0.16737761264054773,Rural,15.0,M,Married,College,2862.0703331848545,London,5.0,6.613051055600248
No,-0.01648736709139774,Urban,29.0,F,Single,College,5194.328533269415,London,3.0,6.015134360767785
Yes,-0.05804501913826331,Urban,36.0,F,Single,Graduate School,5012.974811572794,London,6.0,4.248644729403411
No,0.26581599909841136,Suburban,37.0,F,Married,High School,3835.8033653693446,London,5.0,5.120014504423291
Yes,-0.25455277110895264,Suburban,24.0,M,Divorced,High School,5398.29861563412,Manchester,8.0,4.574141053114807
Yes,0.777218033528339,Urban,35.0,M,Divorced,Graduate School,5037.890349635463,Manchester,5.0,
Yes,-0.22716340736578586,Suburban,32.0,F,Single,Graduate School,4337.331258253393,Manchester,3.0,6.869663203210848
Yes,0.022891789111051636,Urban,30.0,M,Married,High School,3050.14082238597,Manchester,7.0,
Yes,0.0009713283297717312,Urban,26.0,F,Divorced,Graduate School,4820.718996791993,London,5.0,5.927080512685935
No,-0.3106283357653519,Urban,36.0,M,Married,High School,4872.23048063212,London,2.0,6.254334901681113
,0.10950412129983586,Urban,35.0,F,Married,College,5438.810977478205,London,3.0,4.579366526862273
Yes,0.1315802840049044,Urban,45.0,F,Single,College,5284.874329057969,Manchester,3.0,4.412708781550123
Yes,,Urban,40.0,M,Single,High School,4300.746929527982,London,3.0,4.098664404682664
No,0.10119236048670133,Rural,31.0,F,Single,College,2734.779175327625,London,6.0,4.91843606068842
Yes,0.35403604003852623,Urban,55.0,F,Divorced,College,3379.8429367627227,New Castle,2.0,6.3423074090221405
Yes,-0.6360506511554712,Urban,22.0,M,Single,High School,7125.200944475242,London,4.0,3.2714325343368285
Yes,-0.09631473459296064,Rural,35.0,F,Divorced,Graduate School,4414.293873734374,Manchester,5.0,5.4898835623735325
Yes,-0.0948105087575006,Rural,25.0,F,Single,High School,3132.4476450240927,London,5.0,4.741514896358755
Yes,-0.7357584486875939,Suburban,24.0,F,Single,Graduate School,5589.356626030497,Manchester,6.0,4.774577945171407
