age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
52.0,retired,married,unknown,no,293,no,no,unknown,11,jun,,1,-1,0,unknown,yes
59.0,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199.0,1,-1,0,unknown,yes
56.0,blue-collar,married,secondary,no,1210,no,no,unknown,11,jun,935.0,1,-1,0,unknown,yes
49.0,management,married,tertiary,no,64,no,no,unknown,11,jun,,1,-1,0,unknown,yes
35.0,blue-collar,divorced,unknown,no,164,no,no,unknown,11,jun,967.0,2,-1,0,unknown,yes
36.0,unemployed,married,secondary,no,1766,no,no,unknown,11,jun,595.0,2,-1,0,unknown,yes
40.0,admin.,single,tertiary,no,1248,no,no,unknown,11,jun,1290.0,2,-1,0,unknown,yes
55.0,blue-collar,married,secondary,no,0,no,no,unknown,12,jun,,2,-1,0,unknown,yes
58.0,admin.,married,secondary,no,826,no,no,unknown,12,jun,885.0,1,-1,0,unknown,yes
39.0,self-employed,married,tertiary,no,2630,no,no,,12,jun,651.0,5,-1,0,unknown,yes
47.0,housemaid,single,tertiary,no,3727,no,no,unknown,12,jun,993.0,6,-1,0,unknown,yes
40.0,management,married,secondary,no,406,yes,no,unknown,12,jun,,2,-1,0,unknown,yes
35.0,blue-collar,married,tertiary,no,2999,no,no,,12,jun,1141.0,6,-1,0,unknown,yes
48.0,blue-collar,married,secondary,no,1000,yes,no,unknown,12,jun,1268.0,2,-1,0,unknown,yes
48.0,management,divorced,tertiary,no,503,no,yes,unknown,12,jun,1243.0,7,-1,0,unknown,yes
24.0,blue-collar,single,secondary,yes,-203,yes,no,unknown,12,jun,465.0,3,-1,0,unknown,yes
49.0,blue-collar,married,primary,no,361,yes,no,unknown,16,jun,513.0,2,-1,0,unknown,yes
36.0,blue-collar,married,secondary,no,274,yes,no,unknown,16,jun,686.0,11,-1,0,unknown,yes
52.0,retired,divorced,tertiary,no,3687,yes,yes,unknown,16,jun,741.0,4,-1,0,unknown,yes
42.0,entrepreneur,single,unknown,no,323,no,no,unknown,16,jun,617.0,1,-1,0,unknown,yes
36.0,services,married,secondary,no,981,no,no,unknown,16,jun,1093.0,1,-1,0,unknown,yes
36.0,blue-collar,divorced,secondary,no,638,yes,no,unknown,16,jun,1395.0,2,-1,0,unknown,yes
48.0,unemployed,single,tertiary,no,3229,no,no,unknown,16,jun,1089.0,1,-1,0,unknown,yes
51.0,management,single,secondary,no,1610,yes,no,unknown,16,jun,1248.0,3,-1,0,unknown,yes
51.0,blue-collar,married,secondary,no,33,no,yes,unknown,16,jun,721.0,3,-1,0,unknown,yes
46.0,technician,married,secondary,no,536,yes,no,unknown,16,jun,750.0,2,-1,0,unknown,yes
37.0,management,married,tertiary,no,0,no,no,,16,jun,637.0,6,-1,0,unknown,yes
36.0,entrepreneur,married,tertiary,no,3057,no,no,unknown,16,jun,2769.0,4,-1,0,unknown,yes
47.0,management,married,secondary,no,2892,no,no,unknown,17,jun,556.0,1,-1,0,unknown,yes
40.0,technician,divorced,tertiary,no,0,no,no,unknown,17,jun,522.0,1,-1,0,unknown,yes
38.0,student,single,tertiary,no,3316,no,no,unknown,17,jun,1345.0,3,-1,0,unknown,yes
40.0,management,married,secondary,no,106,no,no,unknown,17,jun,676.0,2,-1,0,unknown,yes
39.0,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775.0,3,-1,0,unknown,yes
60.0,management,married,tertiary,no,3301,no,no,unknown,17,jun,2621.0,3,-1,0,unknown,yes
39.0,self-employed,single,tertiary,no,426,no,no,,18,jun,1029.0,1,-1,0,unknown,yes
51.0,services,divorced,secondary,no,9,no,no,unknown,18,jun,371.0,2,-1,0,unknown,yes
27.0,admin.,married,secondary,no,-97,yes,no,unknown,18,jun,1528.0,2,-1,0,unknown,yes
41.0,management,single,tertiary,no,11008,no,no,unknown,18,jun,1540.0,1,-1,0,unknown,yes
42.0,blue-collar,single,primary,no,4930,no,no,,18,jun,973.0,1,-1,0,unknown,yes
41.0,entrepreneur,married,secondary,no,707,no,no,unknown,18,jun,707.0,1,-1,0,unknown,yes
33.0,technician,married,secondary,no,4,yes,yes,unknown,18,jun,625.0,2,-1,0,unknown,yes
46.0,admin.,married,secondary,no,126,no,no,unknown,18,jun,1255.0,1,-1,0,unknown,yes
31.0,blue-collar,married,secondary,no,671,yes,no,unknown,18,jun,704.0,4,-1,0,unknown,yes
41.0,blue-collar,married,primary,no,219,no,yes,unknown,18,jun,1574.0,3,-1,0,unknown,yes
41.0,blue-collar,divorced,secondary,no,3622,no,no,unknown,19,jun,1135.0,4,-1,0,unknown,yes
55.0,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,,1,-1,0,unknown,yes
53.0,technician,married,secondary,no,1319,no,no,unknown,19,jun,,3,-1,0,unknown,yes
55.0,housemaid,married,primary,no,2152,no,no,unknown,19,jun,922.0,2,-1,0,unknown,yes
39.0,services,married,secondary,no,2843,yes,no,unknown,19,jun,585.0,1,-1,0,unknown,yes
40.0,entrepreneur,married,tertiary,yes,0,no,no,unknown,19,jun,952.0,4,-1,0,unknown,yes
59.0,retired,married,primary,no,1115,no,no,unknown,19,jun,834.0,1,-1,0,unknown,yes
42.0,blue-collar,single,secondary,no,625,no,no,unknown,19,jun,651.0,3,-1,0,unknown,yes
41.0,blue-collar,married,primary,no,246,no,no,,19,jun,683.0,3,-1,0,unknown,yes
27.0,blue-collar,married,secondary,no,61,yes,no,unknown,19,jun,1012.0,1,-1,0,unknown,yes
25.0,blue-collar,single,secondary,no,-191,yes,no,unknown,19,jun,958.0,7,-1,0,unknown,yes
43.0,unemployed,married,primary,no,519,no,no,unknown,20,jun,973.0,2,-1,0,unknown,yes
44.0,services,married,secondary,no,522,no,yes,,20,jun,911.0,1,-1,0,unknown,yes
26.0,blue-collar,single,secondary,no,-46,yes,no,unknown,20,jun,382.0,7,-1,0,unknown,yes
52.0,retired,married,tertiary,no,2269,no,no,unknown,20,jun,1210.0,1,-1,0,unknown,yes
54.0,services,married,unknown,no,386,no,yes,unknown,20,jun,,1,-1,0,unknown,yes
56.0,management,married,tertiary,no,0,no,yes,unknown,20,jun,422.0,1,-1,0,unknown,yes
57.0,management,married,tertiary,no,9103,no,yes,unknown,20,jun,1098.0,2,-1,0,unknown,yes
29.0,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663.0,1,-1,0,unknown,yes
47.0,technician,married,tertiary,no,1694,no,yes,unknown,20,jun,560.0,3,-1,0,unknown,yes
57.0,management,married,tertiary,no,-92,yes,yes,unknown,20,jun,1617.0,1,-1,0,unknown,yes
40.0,blue-collar,married,secondary,no,188,yes,yes,unknown,20,jun,,2,-1,0,unknown,yes
46.0,services,divorced,secondary,no,0,no,no,unknown,20,jun,1023.0,3,-1,0,unknown,yes
43.0,blue-collar,single,secondary,no,740,yes,no,unknown,20,jun,585.0,2,-1,0,unknown,yes
45.0,management,married,tertiary,no,655,no,no,unknown,20,jun,693.0,3,-1,0,unknown,yes
24.0,management,married,secondary,no,867,yes,no,,20,jun,546.0,10,-1,0,unknown,yes
40.0,blue-collar,married,secondary,no,1009,yes,yes,unknown,20,jun,1036.0,5,-1,0,unknown,yes
38.0,services,divorced,unknown,no,6360,no,no,unknown,20,jun,1409.0,2,-1,0,unknown,yes
36.0,unemployed,married,tertiary,no,4145,no,no,unknown,20,jun,988.0,4,-1,0,unknown,yes
27.0,blue-collar,single,secondary,yes,-27,no,no,unknown,23,jun,498.0,2,-1,0,unknown,yes
26.0,admin.,single,primary,no,-122,yes,no,unknown,23,jun,,3,-1,0,unknown,yes
43.0,management,married,tertiary,no,149,yes,no,unknown,23,jun,662.0,2,-1,0,unknown,yes
25.0,blue-collar,single,primary,no,52,yes,no,unknown,24,jun,528.0,2,-1,0,unknown,yes
27.0,blue-collar,married,tertiary,no,335,yes,no,unknown,26,jun,519.0,3,-1,0,unknown,yes
30.0,technician,married,tertiary,no,526,yes,yes,unknown,26,jun,677.0,3,-1,0,unknown,yes
28.0,admin.,single,secondary,no,-7,no,yes,unknown,26,jun,3183.0,2,-1,0,unknown,yes
27.0,blue-collar,married,primary,no,-413,no,yes,unknown,27,jun,,6,-1,0,unknown,yes
32.0,admin.,divorced,secondary,no,-241,no,yes,unknown,27,jun,856.0,2,-1,0,unknown,yes
41.0,blue-collar,single,secondary,no,75,yes,no,unknown,1,jul,,9,-1,0,unknown,yes
37.0,technician,single,tertiary,no,0,no,no,unknown,1,jul,1135.0,2,-1,0,unknown,yes
27.0,technician,single,secondary,no,158,no,no,unknown,1,jul,650.0,2,-1,0,unknown,yes
29.0,services,single,secondary,no,84,no,yes,unknown,3,jul,,3,-1,0,unknown,yes
33.0,services,married,secondary,no,114,no,yes,unknown,3,jul,676.0,1,-1,0,unknown,yes
36.0,technician,married,primary,no,0,no,no,unknown,4,jul,584.0,1,-1,0,unknown,yes
28.0,blue-collar,single,secondary,no,-127,yes,no,cellular,4,jul,1044.0,3,-1,0,unknown,yes
55.0,blue-collar,married,secondary,no,49,yes,no,cellular,7,jul,494.0,4,-1,0,unknown,yes
51.0,technician,married,secondary,no,216,no,no,cellular,7,jul,615.0,2,-1,0,unknown,yes
39.0,technician,single,secondary,no,506,yes,no,cellular,7,jul,,2,-1,0,unknown,yes
42.0,blue-collar,divorced,primary,no,213,yes,no,cellular,7,jul,434.0,3,-1,0,unknown,yes
33.0,services,single,secondary,no,170,no,no,,7,jul,,1,-1,0,unknown,yes
36.0,entrepreneur,divorced,tertiary,no,776,no,yes,cellular,7,jul,722.0,3,-1,0,unknown,yes
45.0,technician,married,secondary,no,879,no,no,cellular,7,jul,621.0,2,-1,0,unknown,yes
37.0,self-employed,married,secondary,no,1633,no,no,cellular,7,jul,629.0,2,-1,0,unknown,yes
46.0,unemployed,married,secondary,no,926,no,no,cellular,7,jul,385.0,5,-1,0,unknown,yes
32.0,self-employed,single,tertiary,no,2559,no,no,cellular,7,jul,889.0,1,-1,0,unknown,yes
28.0,technician,single,secondary,no,909,no,yes,cellular,7,jul,532.0,1,-1,0,unknown,yes
45.0,admin.,divorced,secondary,no,-176,no,yes,,7,jul,574.0,1,-1,0,unknown,yes
41.0,blue-collar,single,secondary,yes,1085,yes,yes,cellular,7,jul,599.0,1,-1,0,unknown,yes
59.0,blue-collar,divorced,primary,no,1265,no,yes,cellular,7,jul,849.0,1,-1,0,unknown,yes
47.0,technician,single,secondary,no,-239,yes,yes,cellular,7,jul,,3,-1,0,unknown,yes
31.0,blue-collar,single,secondary,no,726,no,no,cellular,7,jul,,2,-1,0,unknown,yes
31.0,management,single,tertiary,no,296,no,yes,cellular,8,jul,509.0,4,-1,0,unknown,yes
33.0,entrepreneur,married,secondary,no,-627,yes,yes,,8,jul,740.0,1,-1,0,unknown,yes
52.0,entrepreneur,married,tertiary,yes,-468,no,no,cellular,8,jul,534.0,1,-1,0,unknown,yes
26.0,self-employed,single,secondary,no,551,no,no,,8,jul,531.0,1,-1,0,unknown,yes
25.0,technician,single,secondary,no,0,no,yes,cellular,8,jul,634.0,1,-1,0,unknown,yes
25.0,blue-collar,married,secondary,no,101,no,yes,cellular,8,jul,460.0,3,-1,0,unknown,yes
28.0,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681.0,1,-1,0,unknown,yes
33.0,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,8,jul,,1,-1,0,unknown,yes
45.0,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,730.0,1,-1,0,unknown,yes
36.0,services,married,secondary,no,30,no,yes,cellular,8,jul,716.0,5,-1,0,unknown,yes
26.0,blue-collar,single,secondary,yes,81,no,yes,cellular,8,jul,803.0,2,-1,0,unknown,yes
38.0,technician,married,secondary,no,0,no,no,,8,jul,635.0,1,-1,0,unknown,yes
56.0,blue-collar,single,secondary,no,663,no,yes,cellular,8,jul,819.0,3,-1,0,unknown,yes
26.0,admin.,single,secondary,no,102,no,yes,cellular,8,jul,658.0,2,-1,0,unknown,yes
26.0,technician,married,secondary,no,370,no,yes,cellular,8,jul,1061.0,4,-1,0,unknown,yes
25.0,blue-collar,single,secondary,no,189,no,yes,cellular,8,jul,687.0,2,-1,0,unknown,yes
26.0,unemployed,single,secondary,no,111,no,no,cellular,9,jul,537.0,1,-1,0,unknown,yes
40.0,blue-collar,married,primary,no,665,yes,no,cellular,9,jul,781.0,1,-1,0,unknown,yes
37.0,admin.,married,primary,no,214,yes,no,,9,jul,645.0,1,-1,0,unknown,yes
43.0,blue-collar,single,primary,no,0,no,no,cellular,9,jul,1242.0,1,-1,0,unknown,yes
41.0,services,divorced,tertiary,no,1583,yes,no,cellular,9,jul,662.0,1,-1,0,unknown,yes
49.0,blue-collar,married,secondary,no,0,no,yes,,9,jul,,1,-1,0,unknown,yes
29.0,admin.,divorced,tertiary,yes,0,no,yes,cellular,9,jul,,3,-1,0,unknown,yes
39.0,services,divorced,secondary,no,687,yes,no,cellular,9,jul,869.0,1,-1,0,unknown,yes
38.0,management,married,tertiary,yes,327,yes,yes,,9,jul,556.0,5,-1,0,unknown,yes
26.0,technician,married,secondary,no,-119,no,yes,cellular,9,jul,359.0,5,-1,0,unknown,yes
32.0,management,married,tertiary,no,794,yes,yes,cellular,9,jul,1014.0,1,-1,0,unknown,yes
33.0,blue-collar,married,primary,no,-191,yes,yes,cellular,9,jul,1290.0,4,-1,0,unknown,yes
31.0,management,single,tertiary,no,409,no,yes,cellular,9,jul,564.0,5,-1,0,unknown,yes
49.0,blue-collar,married,primary,no,3,no,yes,cellular,9,jul,1439.0,6,-1,0,unknown,yes
27.0,unemployed,single,primary,no,9,no,yes,cellular,9,jul,919.0,2,-1,0,unknown,yes
30.0,blue-collar,single,secondary,no,155,yes,yes,cellular,9,jul,1426.0,3,-1,0,unknown,yes
35.0,blue-collar,married,secondary,no,1330,no,no,cellular,10,jul,901.0,1,-1,0,unknown,yes
26.0,blue-collar,single,secondary,no,-29,yes,no,cellular,10,jul,998.0,4,-1,0,unknown,yes
45.0,entrepreneur,married,unknown,no,3133,yes,yes,cellular,10,jul,804.0,1,-1,0,unknown,yes
34.0,admin.,married,secondary,no,-33,yes,yes,,10,jul,961.0,1,-1,0,unknown,yes
28.0,admin.,single,secondary,no,-170,no,yes,cellular,10,jul,720.0,2,-1,0,unknown,yes
25.0,blue-collar,single,secondary,no,1243,no,yes,cellular,10,jul,1341.0,7,-1,0,unknown,yes
30.0,blue-collar,single,secondary,no,1598,yes,no,cellular,10,jul,634.0,1,-1,0,unknown,yes
30.0,services,married,secondary,no,5,no,yes,,10,jul,829.0,5,-1,0,unknown,yes
47.0,services,married,secondary,no,367,yes,no,cellular,10,jul,,4,-1,0,unknown,yes
57.0,admin.,divorced,secondary,no,658,no,no,cellular,10,jul,724.0,1,-1,0,unknown,yes
38.0,management,married,tertiary,no,1722,yes,no,cellular,10,jul,500.0,1,-1,0,unknown,yes
54.0,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029.0,1,-1,0,unknown,yes
25.0,blue-collar,single,primary,no,2483,no,no,,10,jul,1499.0,3,-1,0,unknown,yes
30.0,blue-collar,married,secondary,no,0,yes,yes,cellular,10,jul,1399.0,1,-1,0,unknown,yes
26.0,management,single,tertiary,no,45,no,no,cellular,10,jul,1187.0,3,-1,0,unknown,yes
,student,married,primary,no,46,yes,no,cellular,10,jul,487.0,1,-1,0,unknown,yes
29.0,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,1097.0,3,-1,0,unknown,yes
49.0,blue-collar,married,secondary,no,3728,yes,no,cellular,11,jul,1060.0,2,-1,0,unknown,yes
60.0,retired,divorced,secondary,no,1099,no,no,cellular,11,jul,764.0,2,-1,0,unknown,yes
60.0,management,married,tertiary,no,2222,yes,no,,11,jul,1120.0,2,-1,0,unknown,yes
29.0,management,single,tertiary,no,983,yes,no,cellular,11,jul,963.0,2,-1,0,unknown,yes
55.0,management,divorced,secondary,no,204,yes,no,cellular,11,jul,1973.0,2,-1,0,unknown,yes
44.0,admin.,married,secondary,no,1074,yes,no,cellular,11,jul,911.0,2,-1,0,unknown,yes
47.0,technician,married,secondary,no,3466,yes,no,cellular,11,jul,853.0,2,-1,0,unknown,yes
35.0,admin.,married,secondary,no,-203,yes,no,cellular,11,jul,1649.0,2,-1,0,unknown,yes
35.0,entrepreneur,married,secondary,no,2436,no,yes,cellular,14,jul,,3,-1,0,unknown,yes
38.0,technician,married,secondary,no,976,yes,no,cellular,14,jul,766.0,3,-1,0,unknown,yes
34.0,entrepreneur,married,tertiary,no,146,yes,no,cellular,14,jul,788.0,2,-1,0,unknown,yes
50.0,technician,married,secondary,no,156,no,yes,,14,jul,,3,-1,0,unknown,yes
43.0,admin.,married,tertiary,no,189,yes,no,cellular,14,jul,1062.0,4,-1,0,unknown,yes
44.0,admin.,divorced,secondary,no,163,yes,no,cellular,14,jul,1669.0,2,-1,0,unknown,yes
51.0,services,divorced,secondary,no,242,no,yes,cellular,14,jul,1336.0,4,-1,0,unknown,yes
31.0,technician,married,secondary,no,1173,yes,no,cellular,14,jul,444.0,3,-1,0,unknown,yes
39.0,technician,married,tertiary,no,0,yes,no,cellular,14,jul,894.0,7,-1,0,unknown,yes
59.0,management,married,tertiary,no,296,no,yes,cellular,15,jul,805.0,3,-1,0,unknown,yes
25.0,services,single,secondary,no,333,no,yes,cellular,15,jul,1056.0,2,-1,0,unknown,yes
58.0,management,married,tertiary,no,3864,yes,no,cellular,15,jul,815.0,4,-1,0,unknown,yes
30.0,entrepreneur,married,primary,no,2686,yes,no,cellular,15,jul,808.0,3,-1,0,unknown,yes
34.0,blue-collar,single,primary,no,-109,yes,no,cellular,15,jul,860.0,4,-1,0,unknown,yes
51.0,services,divorced,secondary,no,65,no,yes,cellular,15,jul,881.0,1,-1,0,unknown,yes
60.0,retired,married,secondary,no,597,no,no,cellular,15,jul,981.0,1,-1,0,unknown,yes
51.0,entrepreneur,married,secondary,no,-799,no,yes,,15,jul,1001.0,3,-1,0,unknown,yes
37.0,management,divorced,tertiary,no,1775,no,no,cellular,15,jul,514.0,5,-1,0,unknown,yes
30.0,blue-collar,single,primary,no,0,no,no,cellular,15,jul,716.0,3,-1,0,unknown,yes
46.0,entrepreneur,divorced,secondary,no,-563,no,yes,cellular,15,jul,769.0,4,-1,0,unknown,yes
29.0,student,single,tertiary,no,5,no,no,cellular,15,jul,889.0,5,-1,0,unknown,yes
27.0,entrepreneur,married,tertiary,no,139,no,no,cellular,15,jul,448.0,5,-1,0,unknown,yes
28.0,management,single,tertiary,no,0,yes,no,cellular,16,jul,767.0,5,-1,0,unknown,yes
34.0,blue-collar,single,secondary,no,855,yes,no,cellular,16,jul,578.0,1,-1,0,unknown,yes
29.0,blue-collar,single,unknown,no,694,yes,yes,cellular,16,jul,1806.0,4,-1,0,unknown,yes
27.0,management,single,tertiary,no,151,yes,no,cellular,16,jul,496.0,1,-1,0,unknown,yes
26.0,technician,single,secondary,no,354,no,no,cellular,16,jul,586.0,1,-1,0,unknown,yes
36.0,management,married,tertiary,no,673,yes,no,cellular,16,jul,689.0,1,-1,0,unknown,yes
44.0,blue-collar,married,primary,no,1265,yes,no,cellular,16,jul,555.0,1,-1,0,unknown,yes
39.0,blue-collar,married,tertiary,no,597,no,no,cellular,16,jul,686.0,6,-1,0,unknown,yes
30.0,technician,married,secondary,no,-393,yes,yes,,16,jul,435.0,1,-1,0,unknown,yes
31.0,unemployed,divorced,tertiary,no,256,yes,no,cellular,16,jul,873.0,2,-1,0,unknown,yes
56.0,blue-collar,married,primary,no,0,yes,no,cellular,16,jul,1222.0,1,-1,0,unknown,yes
29.0,blue-collar,married,secondary,no,2870,yes,no,cellular,16,jul,,1,-1,0,unknown,yes
43.0,blue-collar,married,secondary,no,184,no,yes,cellular,16,jul,1019.0,11,-1,0,unknown,yes
32.0,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,709.0,2,-1,0,unknown,yes
30.0,admin.,single,secondary,no,-36,no,no,,16,jul,561.0,9,-1,0,unknown,yes
40.0,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018.0,2,-1,0,unknown,yes
42.0,services,married,secondary,no,3465,yes,yes,cellular,16,jul,1039.0,2,-1,0,unknown,yes
27.0,student,married,secondary,no,119,yes,no,cellular,16,jul,781.0,2,-1,0,unknown,yes
35.0,management,married,tertiary,no,36,no,yes,cellular,16,jul,1656.0,5,-1,0,unknown,yes
35.0,housemaid,married,primary,no,113,yes,no,cellular,17,jul,923.0,2,-1,0,unknown,yes
32.0,blue-collar,single,secondary,no,118,yes,no,cellular,17,jul,1275.0,1,-1,0,unknown,yes
39.0,technician,married,secondary,no,251,yes,no,cellular,17,jul,342.0,2,-1,0,unknown,yes
31.0,blue-collar,divorced,secondary,no,-277,yes,no,telephone,17,jul,1008.0,2,-1,0,unknown,yes
26.0,services,single,secondary,no,-189,no,yes,cellular,17,jul,538.0,2,-1,0,unknown,yes
42.0,management,married,tertiary,no,4,yes,no,cellular,17,jul,795.0,1,-1,0,unknown,yes
27.0,services,single,secondary,no,1820,yes,no,cellular,17,jul,,1,-1,0,unknown,yes
33.0,self-employed,divorced,secondary,no,1904,yes,no,cellular,17,jul,1584.0,2,-1,0,unknown,yes
51.0,blue-collar,married,primary,no,201,yes,no,cellular,17,jul,,2,-1,0,unknown,yes
33.0,admin.,married,secondary,no,0,yes,no,,17,jul,1448.0,7,-1,0,unknown,yes
30.0,technician,single,tertiary,no,178,no,no,,17,jul,656.0,3,-1,0,unknown,yes
52.0,housemaid,married,primary,no,3798,yes,no,cellular,17,jul,1208.0,1,-1,0,unknown,yes
42.0,blue-collar,divorced,primary,no,301,yes,no,cellular,17,jul,1175.0,2,-1,0,unknown,yes
31.0,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,,5,-1,0,unknown,yes
,services,married,secondary,no,0,yes,no,,17,jul,991.0,5,-1,0,unknown,yes
44.0,blue-collar,single,secondary,no,292,no,yes,cellular,17,jul,1153.0,4,-1,0,unknown,yes
40.0,entrepreneur,divorced,secondary,no,2998,yes,no,,18,jul,623.0,3,-1,0,unknown,yes
46.0,housemaid,divorced,primary,no,2084,yes,no,cellular,18,jul,1081.0,2,-1,0,unknown,yes
32.0,services,divorced,secondary,no,454,yes,no,cellular,18,jul,978.0,1,-1,0,unknown,yes
56.0,technician,divorced,secondary,no,179,no,no,cellular,18,jul,536.0,1,-1,0,unknown,yes
33.0,blue-collar,married,secondary,no,661,yes,no,cellular,18,jul,968.0,1,-1,0,unknown,yes
33.0,blue-collar,married,secondary,no,89,yes,no,cellular,18,jul,278.0,2,-1,0,unknown,yes
32.0,self-employed,married,primary,no,102,yes,no,cellular,18,jul,560.0,1,-1,0,unknown,yes
41.0,blue-collar,divorced,primary,no,138,yes,no,cellular,18,jul,640.0,3,-1,0,unknown,yes
31.0,admin.,single,secondary,no,622,no,no,cellular,18,jul,420.0,1,-1,0,unknown,yes
30.0,admin.,divorced,secondary,no,10,yes,no,cellular,18,jul,658.0,2,-1,0,unknown,yes
34.0,admin.,divorced,secondary,no,-251,no,no,cellular,18,jul,641.0,1,-1,0,unknown,yes
43.0,entrepreneur,married,secondary,no,104,yes,no,cellular,18,jul,635.0,3,-1,0,unknown,yes
28.0,blue-collar,married,secondary,no,173,no,no,cellular,18,jul,588.0,7,-1,0,unknown,yes
32.0,admin.,divorced,secondary,no,-46,no,yes,cellular,18,jul,1373.0,4,-1,0,unknown,yes
31.0,blue-collar,divorced,secondary,no,0,yes,yes,cellular,18,jul,913.0,4,-1,0,unknown,yes
35.0,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,jul,799.0,2,-1,0,unknown,yes
31.0,management,married,tertiary,no,325,yes,no,cellular,18,jul,1139.0,2,-1,0,unknown,yes
25.0,services,single,secondary,no,2311,no,yes,cellular,21,jul,1105.0,2,-1,0,unknown,yes
56.0,retired,divorced,tertiary,no,158,no,yes,cellular,21,jul,854.0,1,-1,0,unknown,yes
47.0,technician,married,secondary,no,1981,yes,no,,21,jul,919.0,2,-1,0,unknown,yes
39.0,management,married,tertiary,no,1423,yes,no,telephone,21,jul,733.0,3,-1,0,unknown,yes
51.0,management,married,tertiary,no,2455,yes,no,cellular,21,jul,,1,-1,0,unknown,yes
54.0,technician,divorced,secondary,no,859,no,yes,cellular,21,jul,,1,-1,0,unknown,yes
58.0,retired,married,unknown,no,9004,no,no,cellular,21,jul,891.0,4,-1,0,unknown,yes
42.0,unemployed,married,unknown,no,970,yes,no,telephone,21,jul,,10,-1,0,unknown,yes
