Location Code,Hours Online,Monthly Income,Marital Status,Brand Loyalty,Sex,Years after high school graduation,Education Level,Renew,City,Months with Company
Urban,4.984717445414149,5797.398031230881,Divorced,0.07784820132500661,F,30.0,College,Yes,Khon Kaen,61.0
Suburban,5.3201943036214905,5578.613533726083,Divorced,-0.1993122314712183,M,28.0,College,Yes,Mahasarakam,84.0
Urban,5.938273876923642,4434.708638814591,Married,0.7956444537006683,F,45.0,Graduate School,No,Udon,50.0
Rural,6.577999627898045,2692.5921397654724,Divorced,0.5634278614639288,M,19.0,Graduate School,Yes,Khon Kaen,69.0
Urban,5.222101911328686,3389.3168102937207,Divorced,-0.2728440630583937,M,21.0,High School,Yes,Udon,43.0
Urban,4.868605134743136,4659.118065291183,Divorced,-0.3758133803587449,M,23.0,High School,Yes,Mahasarakam,76.0
Suburban,3.041893310240453,4461.747316331364,Married,-0.5037830863413693,M,26.0,High School,No,Mahasarakam,72.0
Rural,4.515750921557853,5738.291222731128,Married,0.5457349365577512,M,32.0,College,No,Mahasarakam,82.0
Urban,5.045763099863661,4381.308976008676,Single,0.06696706860005135,M,24.0,Graduate School,Yes,Khon Kaen,72.0
Suburban,6.951802207413245,5350.193863510085,Single,0.44137942257604856,M,33.0,High School,No,Khon Kaen,66.0
Suburban,4.199477354024486,3874.36500475103,Divorced,0.2134979627427003,M,19.0,Graduate School,Yes,,62.0
Urban,4.221845367641377,2490.0844618081837,Divorced,-0.03339187040615976,M,12.0,High School,Yes,Udon,60.0
Rural,5.196127445307914,6563.354539073938,Single,0.6874876492015892,M,31.0,Graduate School,No,Khon Kaen,88.0
Urban,4.647882238918832,4670.2723379383615,Single,-0.08993836136673922,M,28.0,College,Yes,Mahasarakam,80.0
Urban,4.394426702859679,5256.182334981228,Single,0.07871686231845079,M,26.0,College,Yes,Mahasarakam,39.0
Urban,4.760130705960188,5973.385841277868,Married,-0.19913173831931474,F,38.0,Graduate School,Yes,Udon,20.0
Urban,3.9644650733388267,5125.68120603374,Single,-0.709652910902414,F,21.0,College,Yes,Khon Kaen,62.0
Suburban,6.691071205858773,4907.002582506942,Divorced,-0.02646371508328313,M,37.0,High School,Yes,Udon,38.0
Suburban,5.412955824158572,6218.494131701271,Single,0.048168459746752906,M,34.0,Graduate School,Yes,Udon,67.0
Suburban,5.047064057649683,4730.327443752485,Divorced,0.2062179226876166,M,27.0,High School,Yes,Mahasarakam,70.0
Rural,3.4271532536674636,5494.735427811582,Married,-0.06309220901281132,M,33.0,High School,No,Khon Kaen,57.0
Urban,7.039112539967167,5140.236247046311,Divorced,-0.4555927711382167,M,25.0,Graduate School,Yes,Udon,51.0
Urban,5.7927327655584335,5955.098249543599,Single,0.710093629878935,M,33.0,College,Yes,,100.0
Urban,4.990224383335782,4667.996873171307,Single,0.09356562662993267,F,23.0,College,Yes,Khon Kaen,78.0
Urban,5.735123842680844,4162.728147073607,Divorced,0.3599743325535545,F,22.0,Graduate School,Yes,Khon Kaen,69.0
Urban,4.885267732376719,5320.393488782624,Divorced,-0.5138229241466261,M,25.0,College,Yes,Mahasarakam,50.0
Suburban,5.054667214365868,5832.650038462288,Divorced,0.5054420659785317,M,22.0,High School,Yes,Khon Kaen,59.0
Rural,5.509741353242067,4885.802913069851,Single,0.19920860348631236,F,26.0,High School,No,Udon,87.0
Suburban,4.84053437551049,4735.630549043287,,-0.0982370590628791,F,23.0,Graduate School,Yes,Khon Kaen,50.0
Rural,6.913418745635445,3569.9830244263517,Divorced,0.02429748832982706,F,42.0,High School,No,Udon,73.0
Rural,4.755258662277457,5796.143860138087,Married,-0.06214517963665028,M,31.0,High School,No,Khon Kaen,44.0
Urban,6.360667191655066,4225.621287910313,Divorced,-0.4368897910435432,F,29.0,College,Yes,Mahasarakam,87.0
Suburban,4.6716346080604465,4898.908603950548,Married,0.25757273695051774,F,25.0,College,Yes,Udon,64.0
Rural,3.915096960997367,4160.222288198049,Single,-1.325373380641695,M,35.0,High School,No,Mahasarakam,54.0
Urban,5.407236021224042,3366.5929036057473,Single,-0.23759437880051226,F,17.0,College,Yes,Udon,80.0
Urban,4.668502368926601,4634.621636880886,Single,-0.1398140487758474,F,26.0,High School,Yes,Khon Kaen,57.0
Rural,6.278200129329555,2449.999292414433,Single,-0.14344460345136,M,19.0,College,Yes,Khon Kaen,28.0
Rural,4.481567008973295,4664.428664769903,Single,0.3096193006824529,M,34.0,College,No,Udon,65.0
Suburban,7.1468272775406305,2126.0696769821616,Single,-0.3625162020550373,F,15.0,College,Yes,Mahasarakam,118.0
Urban,6.63594850123253,4620.252167850797,Divorced,0.05727159500488074,M,39.0,College,Yes,Udon,62.0
Rural,4.625237662590349,4887.84518096154,Divorced,-0.017533612247355362,F,26.0,High School,No,Khon Kaen,53.0
Urban,3.911834651189227,2926.983627242378,Single,-0.39506328977516225,M,18.0,Graduate School,Yes,Udon,42.0
Suburban,7.591721288331648,6012.272246696596,Divorced,0.052527888889419935,F,36.0,High School,No,Khon Kaen,23.0
Urban,5.71520713132967,7019.192800538237,Married,0.38958565960815017,F,44.0,Graduate School,No,Udon,87.0
Suburban,3.9676168566811643,5881.279769935541,Single,-0.12173400772498383,F,29.0,College,No,Udon,39.0
,5.30435380680639,3423.2299681050085,Married,-0.5365218781779314,F,34.0,College,No,Khon Kaen,47.0
Rural,3.819126542332894,5329.251751553251,Single,-0.5559015051677869,F,28.0,Graduate School,No,Mahasarakam,73.0
Urban,3.4257657254442786,5105.137996425912,Divorced,-0.4174701192213891,F,27.0,College,Yes,Khon Kaen,43.0
Urban,4.707502928669327,5404.047265170199,Single,0.189650317176989,M,27.0,Graduate School,Yes,Udon,
Urban,3.9325708898214176,7149.7458225235805,Divorced,-0.6541627988510819,F,38.0,High School,Yes,Mahasarakam,63.0
Urban,5.271207773055653,3763.52176530835,Single,0.27110453477639196,F,20.0,Graduate School,Yes,Mahasarakam,66.0
Suburban,4.627267319907818,5271.648375776675,Married,-0.628525174609648,F,32.0,High School,Yes,Khon Kaen,86.0
Rural,5.9711353683498185,3730.8811597021436,Married,-0.5132764813695491,F,34.0,High School,No,Khon Kaen,65.0
,4.439957798010881,4012.2737367121013,Single,0.08643259224663627,F,11.0,Graduate School,Yes,Udon,62.0
Urban,5.92455453567445,6797.9601219032165,Married,0.1772899366724742,F,,College,No,Udon,87.0
Urban,5.922420372882553,3908.4078650919373,Married,0.5242902889296293,F,18.0,College,,,37.0
Urban,5.838734881603386,5866.850574680728,Married,0.39553690020665905,F,30.0,Graduate School,No,Khon Kaen,43.0
Rural,6.203621030348555,5471.25163529198,Single,-0.3050710843852447,F,33.0,High School,Yes,Udon,90.0
Rural,2.610382016969244,3978.994429117293,Married,0.893700119980375,F,14.0,Graduate School,Yes,Khon Kaen,56.0
Suburban,5.406078833405743,5011.713748210615,Divorced,-0.148137925928024,M,40.0,College,Yes,Udon,49.0
Rural,5.829933197551501,3939.949969327885,Married,0.25219751870927815,F,31.0,College,No,Udon,45.0
Suburban,4.78098299847043,6613.166530037866,Single,-0.6755851531633771,F,31.0,College,Yes,Mahasarakam,81.0
Suburban,6.557516680807633,6037.704480539695,Single,-0.46043907795075345,F,32.0,Graduate School,Yes,Mahasarakam,44.0
Rural,6.22091569507862,3646.4115693569274,Single,0.1943505910761087,F,40.0,Graduate School,No,Khon Kaen,56.0
Rural,4.5925947297348415,8333.333333333334,Married,0.3968181390443843,F,28.0,College,No,Mahasarakam,84.0
Urban,4.1469683336903715,4967.164019012199,Single,-0.2761841025260811,F,25.0,High School,Yes,Mahasarakam,26.0
Urban,3.8828939903627626,4062.655996965812,Married,-0.28029224901807986,F,34.0,Graduate School,No,Udon,53.0
Urban,3.942634464217001,4245.161120365027,Divorced,-0.2345426798161403,,19.0,College,Yes,Mahasarakam,51.0
Urban,6.611949990751153,6540.36490866758,,-0.6958411831912712,F,40.0,Graduate School,Yes,Khon Kaen,50.0
Rural,2.7007932229673566,4824.164261492842,Single,-0.6145661962042568,F,20.0,Graduate School,No,Mahasarakam,86.0
Urban,4.987087329503214,4992.824551435647,Divorced,-0.3095856314063755,M,21.0,Graduate School,Yes,Khon Kaen,46.0
Rural,4.170248173373304,4343.367201987239,Married,-0.4332340102479523,F,34.0,High School,No,Khon Kaen,59.0
Suburban,4.786810611941169,3122.633425364758,Single,-0.7245509097980994,F,32.0,High School,No,Udon,61.0
Rural,4.800810933156349,6724.882207989004,Married,0.22874352404888404,F,37.0,High School,No,Udon,81.0
Urban,3.7233771462938945,3295.6766767253407,,-0.04682009445845134,F,13.0,Graduate School,Yes,Udon,81.0
Urban,4.658734651631372,4191.232079296488,Divorced,-1.105048205672036,M,29.0,High School,Yes,Udon,90.0
Rural,4.644757932809809,6519.649709742432,Married,0.7773921041030729,M,37.0,Graduate School,No,Udon,63.0
Suburban,5.257213951941321,5256.321997985848,Single,0.3470140512595541,M,36.0,Graduate School,No,Mahasarakam,11.0
Urban,4.63269135158822,3361.2628495471968,Divorced,-0.48770923022206314,F,12.0,Graduate School,Yes,Khon Kaen,44.0
Rural,4.595641568984427,4688.020094293952,Single,0.37270270926740673,F,29.0,Graduate School,No,Udon,46.0
Rural,5.246193681708469,4320.532153587563,Divorced,-0.4650304477931758,M,32.0,High School,No,Mahasarakam,38.0
Rural,5.115410764427637,4564.511946346673,Divorced,-0.1987179298858769,F,26.0,College,Yes,Udon,48.0
Urban,3.9533643909671783,5440.914175798663,Single,,M,34.0,College,Yes,Mahasarakam,77.0
Suburban,5.989073259943202,3553.6361516101006,Single,-0.4982989128499775,M,17.0,High School,,Khon Kaen,36.0
Rural,4.651803841627436,4746.311634709825,Married,-0.11944158783707781,M,31.0,College,No,Mahasarakam,89.0
Urban,4.624680215874336,4180.074945772434,Single,-0.397516440541132,M,23.0,High School,Yes,Mahasarakam,57.0
Urban,4.930905985790743,5459.3377701303125,Divorced,-0.5870113074657274,F,40.0,Graduate School,No,Khon Kaen,56.0
Urban,2.18914246952428,5771.8510423924145,Divorced,,M,29.0,High School,Yes,Mahasarakam,67.0
Urban,5.135435583094962,5191.598726468218,Divorced,0.6908891222414477,F,21.0,Graduate School,Yes,Mahasarakam,50.0
Suburban,,4498.791982055434,Divorced,-0.025072027567135835,M,22.0,College,Yes,Khon Kaen,73.0
Rural,3.423570852060105,6579.074014542535,Single,-0.9392712087518977,M,30.0,High School,No,Udon,76.0
Urban,5.470820520781579,6246.085690649023,Divorced,-0.12578546010105918,M,28.0,High School,Yes,Udon,45.0
Urban,4.676901367477915,5574.4315934479855,Divorced,-0.27828221363713557,M,28.0,High School,Yes,Mahasarakam,55.0
Rural,4.362772708367765,5308.460635574785,Divorced,0.26271584199600395,M,25.0,High School,No,Mahasarakam,62.0
Urban,5.942507961263347,6548.063992643317,Single,0.9035114808150734,F,28.0,Graduate School,Yes,Mahasarakam,33.0
Rural,4.878136158738524,3879.8348982463485,Divorced,-0.3396556809993421,M,41.0,College,No,Khon Kaen,73.0
Suburban,3.762923262131442,2902.7636524392674,Divorced,0.18394971277702704,F,13.0,High School,Yes,Udon,58.0
Suburban,5.119392376130456,4821.760145254719,Single,-0.7414967558679106,F,27.0,Graduate School,No,Udon,62.0
Urban,3.474415882251085,4929.736136497596,Divorced,-0.7942291207352278,M,20.0,Graduate School,Yes,Mahasarakam,73.0
Rural,5.332453243964401,4837.816804745239,Married,-0.14095099662232735,M,43.0,College,No,Udon,79.0
Suburban,6.320830967118436,4876.071727637251,Single,-0.07690048572201755,F,37.0,Graduate School,No,Udon,71.0
Urban,6.338385872963166,5173.390792516324,Divorced,0.0017075083524659418,F,33.0,Graduate School,Yes,Mahasarakam,40.0
Urban,5.773125799798205,4348.843137933399,Divorced,0.28322894562116213,F,33.0,High School,Yes,Udon,42.0
Urban,4.020910453037433,5536.017185327898,Single,-0.4735890217176102,M,23.0,Graduate School,Yes,Udon,76.0
Rural,8.174502104921633,5807.9501366366585,Married,0.4588382370393979,F,36.0,Graduate School,No,Mahasarakam,47.0
Rural,5.096697332817278,6192.26949576782,Married,-0.045192312958193676,F,39.0,,No,Mahasarakam,62.0
Suburban,5.630472872624788,2703.803778989211,Married,-0.07807013903084944,M,20.0,High School,Yes,Udon,66.0
,4.162325720792504,4284.81143970782,Divorced,-0.09175215919601681,M,16.0,Graduate School,Yes,Udon,89.0
Urban,5.902481146606572,5677.553214643947,Single,0.511067753177899,M,32.0,Graduate School,Yes,,67.0
Urban,4.020562110524192,3349.386962499764,Single,-0.9794095215793983,M,22.0,High School,Yes,Udon,81.0
Suburban,6.440772352180007,4285.560495743801,Married,0.09680859497135924,M,42.0,Graduate School,No,Khon Kaen,77.0
Urban,4.9411598521127,3856.0325797227797,Single,-0.0698262293618318,M,23.0,High School,Yes,Khon Kaen,58.0
Rural,3.563214719049847,3753.427769123462,Single,0.08768134894608653,F,13.0,Graduate School,Yes,Udon,57.0
Urban,5.413980773997976,6307.103415084461,Divorced,-0.48496104970620113,F,32.0,College,Yes,Udon,75.0
Urban,4.2445879570602605,5471.915128062403,Single,0.6466094779697561,M,21.0,High School,Yes,Mahasarakam,
Rural,5.834074402238093,4929.518839968536,Married,-0.6977659368536971,M,41.0,Graduate School,No,Udon,44.0
Urban,6.109209309568121,4304.677672006264,Divorced,-1.0272413524784048,F,23.0,High School,Yes,Khon Kaen,41.0
Suburban,4.8818661910369965,4501.673644920604,Single,-0.06079496885536265,M,23.0,College,Yes,Khon Kaen,50.0
Suburban,5.841149977141101,3615.637730536437,Married,0.09642083525090606,F,36.0,,No,Mahasarakam,56.0
Suburban,5.043365538888197,5141.991305360866,Married,0.07319308298823284,M,33.0,College,No,Mahasarakam,83.0
Rural,6.660477338336298,2962.7082690533057,Married,-0.6380069826841143,F,41.0,Graduate School,No,Mahasarakam,86.0
Urban,3.4025469670928796,5567.065767389256,Divorced,0.07225529892354247,F,23.0,High School,Yes,Khon Kaen,59.0
Suburban,5.535146590312243,3890.649996101285,Divorced,0.1205717462993382,F,39.0,High School,No,Mahasarakam,76.0
Urban,6.423263624345143,6044.041819313889,Married,-0.4713199525778332,M,35.0,High School,Yes,,
Urban,4.345018641319429,6090.013889833573,Divorced,0.20290871473349661,M,27.0,Graduate School,Yes,Khon Kaen,88.0
Rural,7.974237927048653,4563.843149161657,Single,-0.14590672531121918,M,40.0,Graduate School,No,Udon,84.0
Urban,5.120757121740612,4618.283986817762,Divorced,0.03100452769719242,M,26.0,High School,Yes,Khon Kaen,63.0
Urban,4.217978588985508,6224.281442922136,Divorced,0.2621538720023767,M,27.0,Graduate School,Yes,Khon Kaen,81.0
Rural,4.4884306774392835,5566.937996685427,Divorced,0.1670814466791449,F,29.0,Graduate School,No,Udon,72.0
Suburban,7.150780359470282,5784.3889795320865,Divorced,0.3741177119052337,M,43.0,College,Yes,Khon Kaen,77.0
Urban,4.346011901354505,3716.043410609016,Single,-0.2067439261672992,F,14.0,,Yes,Mahasarakam,46.0
Suburban,6.371922926520028,5134.63758075427,Married,-0.0924734763501382,F,30.0,College,No,Mahasarakam,78.0
Rural,6.0090378894975816,5070.446655451151,Married,-0.4052599455247323,F,39.0,College,No,Udon,82.0
Urban,5.1922667973484815,,Single,1.0125467123488185,M,31.0,Graduate School,Yes,Mahasarakam,54.0
Suburban,4.3847621964068875,4663.047832039644,Divorced,-0.14351533119231197,F,19.0,Graduate School,Yes,Mahasarakam,70.0
Rural,5.617753088164761,4245.019382890979,Single,-0.08937122607727127,F,40.0,Graduate School,No,Khon Kaen,67.0
Urban,3.9110906454389753,6353.253470789343,Single,-0.7266491089612198,M,30.0,High School,Yes,Mahasarakam,73.0
Suburban,5.317004550788913,4867.586066765942,Divorced,-0.3744777724694195,M,21.0,Graduate School,Yes,Khon Kaen,58.0
Rural,2.3426439467212585,5609.840440981264,Married,-0.5215006868667795,M,24.0,High School,No,Udon,64.0
Rural,5.2301031034875045,3561.8824211469514,Single,-0.5774593478673978,M,36.0,Graduate School,No,Mahasarakam,45.0
Suburban,4.973801063222954,6605.471372718001,Single,-0.42035072081438574,F,27.0,College,No,Mahasarakam,66.0
Rural,3.9517472308794126,,Married,-0.6185927521859672,F,22.0,High School,Yes,Mahasarakam,59.0
Urban,4.697987632289204,4235.254483540508,Single,-0.16193745103025525,M,23.0,College,Yes,Udon,57.0
Rural,5.495847179682032,4265.247630810694,Married,-0.4562670577891712,,33.0,High School,No,Mahasarakam,60.0
Rural,4.546937621942951,5630.609399944458,Single,0.07440554366155902,F,42.0,,No,Udon,62.0
Rural,3.5892137571744986,5331.360114586,Married,-0.5496273641471725,M,25.0,Graduate School,No,Khon Kaen,39.0
Rural,6.6921428117617,5961.4536684386285,Married,0.5766217252996615,M,41.0,High School,No,Khon Kaen,53.0
Suburban,6.698257347410054,4932.824479216974,Divorced,-0.03253923199711162,M,30.0,Graduate School,Yes,Udon,42.0
Rural,1.8918596984663938,4403.9162778035525,Divorced,-0.25118200642002686,M,24.0,,No,Mahasarakam,77.0
Urban,5.401502324635721,4209.526988216842,Divorced,-0.07062889737080141,F,24.0,High School,Yes,Udon,38.0
Urban,3.873334917347401,7376.518547094183,Divorced,-0.4523426104633864,M,36.0,Graduate School,Yes,Udon,95.0
Urban,5.637983553092667,5270.534869616623,Divorced,0.1859100879025608,F,23.0,College,Yes,Udon,
Suburban,4.153096490511216,5630.1356888605205,Divorced,0.16165840871370238,F,25.0,College,Yes,Mahasarakam,69.0
Suburban,4.354205537019051,5014.148762556325,Married,-0.44240536119731777,F,32.0,Graduate School,No,Udon,63.0
Urban,6.017030531495166,5629.719563014274,Divorced,0.517349332600991,M,30.0,Graduate School,No,Mahasarakam,71.0
Rural,5.845206162185597,2846.759644801116,Single,0.6145566424144042,F,11.0,College,Yes,Udon,85.0
Suburban,2.435950035403662,4305.13126102668,Single,0.34527560680338654,F,18.0,High School,Yes,Khon Kaen,62.0
Suburban,4.091406701700395,5169.21139610132,Single,-1.2345360130630172,F,21.0,Graduate School,Yes,Udon,66.0
Urban,4.917399780038274,4676.555191152163,Single,-0.8964234241459816,M,30.0,College,Yes,Khon Kaen,55.0
Suburban,6.577659025568777,3301.583131330733,Single,0.26599690121320496,F,29.0,College,No,Mahasarakam,53.0
Urban,4.450470515488143,4033.0219690909207,Single,0.3476597260288466,M,18.0,College,Yes,Khon Kaen,48.0
Urban,3.0178817797991764,5952.096440819409,Single,0.21047201358885548,M,26.0,High School,Yes,Khon Kaen,63.0
Urban,6.473065608425538,4937.733948606381,Divorced,0.046481699720625616,F,32.0,Graduate School,Yes,,73.0
Rural,5.292097954492145,4753.3597082664355,Single,0.014044558848195443,F,24.0,High School,Yes,Udon,55.0
Rural,5.01594566605298,3957.885329586172,Single,0.1749084521338752,M,22.0,College,Yes,Khon Kaen,66.0
Rural,8.190819070473411,6234.671304229607,Married,0.1239619138290595,M,46.0,College,No,Khon Kaen,42.0
Suburban,4.025435439821707,5616.47752245197,Married,-0.6029686615558478,M,37.0,College,No,Khon Kaen,89.0
Urban,5.952043679972917,2663.7152827793584,Single,0.03274323724818455,F,21.0,High School,Yes,Khon Kaen,63.0
Suburban,5.398906899470175,4837.008687626285,Single,-0.37949713062742774,M,25.0,Graduate School,Yes,Mahasarakam,57.0
Urban,5.7650697529554815,4411.574375037984,Divorced,0.19478573612828984,F,25.0,High School,Yes,Udon,68.0
Suburban,4.793258097076359,4613.450991830528,Single,-0.4581689130000651,M,20.0,High School,Yes,Khon Kaen,49.0
Urban,4.25865966512077,2709.7616049136873,Single,0.5731330185562233,F,14.0,High School,Yes,Udon,61.0
Urban,5.565906097197337,4337.432916105111,Single,-0.020800263468700703,F,19.0,Graduate School,Yes,Udon,89.0
Urban,5.407099188106033,5083.57544337594,Married,0.2530681052446216,M,36.0,High School,No,Khon Kaen,51.0
Suburban,2.314669332390132,3381.9583558595546,Married,-0.6800786346217728,F,27.0,,No,Khon Kaen,53.0
Urban,4.8097351488029405,3462.348408079598,Married,-0.06846310156585139,F,15.0,High School,Yes,Mahasarakam,33.0
Rural,5.832944043586371,5662.916812658964,Divorced,-0.08095990910154313,M,48.0,Graduate School,No,Mahasarakam,63.0
Urban,7.035555634794147,4073.024954162046,Married,0.03504805633473436,M,31.0,Graduate School,Yes,Khon Kaen,57.0
