City,Renew,Active online hours,Education Level,Years after high school graduation,Location Code,Marital Status,Gender,Brand Loyalty,Annual Income,Years subscribed
Udon,Yes,3.743684235455606,College,30.0,Urban,,F,0.2758270203020952,51109.78664773869,5.0
Mahasarakam,Yes,3.8646760047015327,High School,31.0,,Divorced,F,0.4213506896665715,59191.362989880756,5.0
Udon,No,5.114749967064685,Graduate School,24.0,Suburban,Single,F,0.041631300350741585,64310.088263645375,4.0
Khon Kaen,Yes,7.131190025375337,Graduate School,40.0,Rural,Married,M,-0.443649942869233,47430.88755677944,4.0
Mahasarakam,Yes,5.05273588424647,Graduate School,47.0,Urban,Married,F,0.23817974515264378,37576.43198847246,4.0
Udon,No,4.174158897750356,High School,29.0,Suburban,Divorced,F,0.6468957421916207,54786.06015493576,4.0
Mahasarakam,Yes,5.164750437269799,High School,37.0,Urban,Divorced,F,0.16044597615192502,72021.5759386658,6.0
Khon Kaen,Yes,6.60046739049546,Graduate School,44.0,Urban,Divorced,F,-0.27240069943736256,29783.93664562758,5.0
Udon,Yes,4.068495531103777,High School,37.0,Suburban,Married,F,0.41224298924235225,57475.81473169473,6.0
Mahasarakam,Yes,5.547710793585072,High School,32.0,Urban,Divorced,M,-0.4426418941026479,72106.99473930971,6.0
Udon,Yes,3.8089693799190387,High School,33.0,Rural,Divorced,F,0.7408543152539053,57493.97871264744,6.0
Khon Kaen,No,4.2610585359801405,College,29.0,Rural,Divorced,M,,47997.30924312587,6.0
Khon Kaen,Yes,6.4824389262939786,College,30.0,Suburban,Single,M,-0.26269772965175875,28327.022502178454,6.0
Mahasarakam,No,3.9482870083046158,High School,31.0,Suburban,Divorced,M,0.5889180868969656,43523.82661463319,7.0
Mahasarakam,Yes,4.669135891540736,College,35.0,Suburban,Divorced,F,0.464227896481787,40129.440163575244,4.0
Udon,No,4.709021221787481,High School,39.0,Suburban,Married,F,-0.12315524669289431,61949.311656737984,5.0
Khon Kaen,No,5.505996569913392,College,34.0,Rural,Married,M,-0.20872984525646382,46185.30264756578,2.0
Khon Kaen,No,6.806621828160201,High School,30.0,Rural,Single,F,-0.06752374345066997,61687.2072937019,5.0
Udon,Yes,3.6314966975573766,College,23.0,Urban,Single,M,,49165.32708457544,4.0
Udon,Yes,4.224960659953149,Graduate School,44.0,Rural,Divorced,M,0.6002643127040043,39111.03386560192,8.0
Mahasarakam,No,4.741050127386966,High School,33.0,Rural,Married,F,0.8394581605163642,76023.81308989927,5.0
Udon,No,6.699921352492036,High School,27.0,Suburban,Single,M,-0.25174494760564803,57025.8717730794,3.0
Mahasarakam,No,5.38803602473184,College,35.0,Suburban,Single,F,-0.20724336523214096,61875.647718737164,5.0
Mahasarakam,No,7.130693583589259,College,47.0,Urban,Married,F,0.059380766366466,63385.89629173455,5.0
Udon,Yes,5.593171937412877,Graduate School,28.0,Urban,Single,F,-0.05175512031488741,49372.38547066967,6.0
Mahasarakam,No,7.1744967079560205,High School,26.0,Rural,Married,M,-0.6021873331205041,54918.79400623537,5.0
Khon Kaen,No,5.858011981345061,College,30.0,Rural,Single,F,0.2118638337624798,48930.388987084574,6.0
,Yes,5.555807054816686,High School,29.0,Urban,Divorced,M,-0.13297189055971392,51268.7626183138,6.0
Mahasarakam,Yes,3.3650739039943565,High School,24.0,Urban,Single,F,0.6489430016253709,48888.95768188385,4.0
Udon,No,5.545653279089053,College,,Suburban,Single,F,-0.5987109553756065,36611.93317746571,6.0
Udon,Yes,,Graduate School,37.0,,Divorced,F,-0.236212173753514,29193.636405564135,6.0
Mahasarakam,No,,Graduate School,31.0,Suburban,Single,F,0.009188083761927562,29994.092157693325,7.0
Mahasarakam,Yes,5.409156321766858,Graduate School,36.0,Urban,Divorced,,0.1895154830944174,44877.200813872885,5.0
Khon Kaen,Yes,7.009885275490521,College,34.0,Suburban,Divorced,F,-0.28060904504184747,54511.56242673087,6.0
Khon Kaen,Yes,6.207597976499912,High School,29.0,Urban,Single,M,-0.2728395487408612,57254.246343532686,6.0
Mahasarakam,Yes,6.409042145683824,Graduate School,39.0,Suburban,Single,M,-0.4696780817943426,52422.92656282476,5.0
Mahasarakam,No,4.923952253264943,High School,19.0,Rural,Single,M,0.2791867019720039,60803.97831653105,3.0
Udon,Yes,4.196929548064113,High School,47.0,Suburban,Single,,,76928.65061760755,5.0
Mahasarakam,Yes,5.794124087732202,Graduate School,35.0,Urban,Single,M,-0.10177461719368977,34347.80191222941,5.0
Mahasarakam,Yes,4.051545161192462,High School,30.0,Urban,Divorced,M,0.6233863337827957,60176.855534319184,5.0
Udon,Yes,6.8982023958148915,Graduate School,42.0,Suburban,Single,M,-0.7096205805729218,33253.27097049856,8.0
Mahasarakam,Yes,3.0040466983519485,College,33.0,Suburban,Divorced,F,0.6613684945565645,42587.54102532535,5.0
Udon,No,4.5664552357379025,High School,33.0,Rural,Married,F,0.21769745079737102,40727.437827110385,5.0
Mahasarakam,Yes,5.568890987348579,High School,37.0,Suburban,Divorced,M,-0.35958770756408737,49913.1393790788,6.0
Khon Kaen,No,4.1533495473463065,High School,35.0,,Married,M,0.24948430309342529,78506.46863222033,6.0
Udon,No,5.4039708428753235,College,35.0,Suburban,Single,M,0.12484230875830687,30346.22570274659,5.0
Udon,No,3.708983075902133,Graduate School,26.0,Suburban,Married,F,-0.01083916947941746,73269.50708330126,3.0
Udon,Yes,5.233254892372466,Graduate School,34.0,Suburban,Divorced,M,0.11323733520160983,65205.58754115236,5.0
Khon Kaen,No,2.8210381861332072,Graduate School,8.0,Rural,Single,M,-0.4839790628571988,52186.1968069104,5.0
Khon Kaen,No,4.376421021333487,College,30.0,Rural,Single,F,0.5861768592652131,52398.35503584628,4.0
Udon,Yes,4.956368215806078,High School,36.0,Urban,Single,F,0.4505386780759746,76047.6505028317,4.0
Khon Kaen,Yes,,College,38.0,Urban,Married,M,0.11155393633678623,53995.701305551454,3.0
Mahasarakam,Yes,4.843641156021656,College,,Urban,Married,M,-0.2312218825060153,67500.52268032201,6.0
Khon Kaen,Yes,3.8965189147589006,Graduate School,44.0,Suburban,Divorced,F,0.1597254963200046,43862.21216971125,7.0
Mahasarakam,No,4.761587867470993,Graduate School,18.0,Rural,Married,M,-0.35024150702732093,42829.089597851416,6.0
Khon Kaen,Yes,6.1675322912200174,College,37.0,Urban,Single,M,-0.4426130705540491,67521.01158193928,6.0
Udon,Yes,6.291081758856052,College,34.0,Suburban,Married,M,-0.4003344813563778,41478.68289750664,6.0
Udon,No,7.750348158672841,High School,41.0,Rural,Married,F,0.1485732773146609,56120.94748007694,1.0
Mahasarakam,No,5.980444796249898,Graduate School,25.0,Rural,Single,F,-1.128977050671519,41185.373497332694,2.0
Khon Kaen,Yes,5.798928461765167,Graduate School,42.0,Suburban,Single,M,-0.5384476486751734,52589.05593997132,5.0
Udon,Yes,5.6271059530576455,High School,30.0,Suburban,Divorced,F,0.050840809211745275,39016.55791463578,5.0
Mahasarakam,Yes,5.440921913018929,High School,40.0,Rural,Single,F,0.04878461960483177,67310.1288349726,4.0
Udon,No,3.15128450238653,High School,,Suburban,Married,M,-0.16960756242209607,50695.46305644041,6.0
Khon Kaen,No,4.973244876952898,College,26.0,Suburban,Married,F,0.16920940710767984,69552.88377960991,4.0
Mahasarakam,No,5.929585664508991,High School,28.0,Suburban,Divorced,M,-0.07898416225786788,64044.3073553431,4.0
Udon,No,5.304728128294753,College,25.0,Suburban,Single,F,0.713873647458748,69004.66103032966,5.0
Mahasarakam,No,3.5070002850036106,Graduate School,26.0,Rural,Divorced,F,,48937.451872113874,6.0
,Yes,6.6020767452857285,College,40.0,Urban,Divorced,M,-0.7636609102856345,47834.43949479645,4.0
Khon Kaen,Yes,6.889281912516111,High School,32.0,Urban,Divorced,F,-0.15857381679869254,42321.59215260122,4.0
Mahasarakam,Yes,7.117152752247612,High School,42.0,Rural,Divorced,F,-0.4363773592090172,35425.47870263882,5.0
Udon,Yes,4.503608123792229,High School,42.0,Urban,Single,F,0.38718803798325174,57606.355727483184,6.0
Udon,No,4.956458743898581,College,33.0,Rural,Married,M,0.08537106935817945,56644.684133032184,4.0
Khon Kaen,No,4.259118854107912,College,28.0,Urban,Married,M,0.047071017279073146,34506.66173795264,5.0
Khon Kaen,No,6.241308929577636,College,33.0,Rural,Married,M,0.05317453493573243,45160.89640906433,5.0
Mahasarakam,No,5.411745129319881,College,30.0,Rural,Married,M,0.005503671372440233,47188.85404830616,4.0
Udon,Yes,6.020354107646095,Graduate School,34.0,Suburban,Single,M,-0.40615139446246634,62334.20503126264,6.0
Udon,No,4.648659515284688,College,27.0,Rural,Married,M,-0.15324987376069835,37603.497658803084,3.0
Khon Kaen,No,5.684319332799424,High School,23.0,Rural,Married,F,-0.23861692340593654,67796.48603256283,4.0
Mahasarakam,No,6.054429295072259,High School,33.0,Urban,Married,F,0.8443730108898433,42566.02109464868,5.0
Khon Kaen,Yes,6.943222470286305,College,32.0,Suburban,Divorced,M,-0.4882664239607543,40621.5915672555,7.0
Khon Kaen,Yes,7.96492090286363,College,33.0,Suburban,Divorced,M,-0.6147474896203775,68935.76615952663,6.0
Udon,Yes,3.924771307380351,High School,36.0,Urban,Single,M,0.6762336148942283,62618.46205166352,6.0
Mahasarakam,Yes,4.747700081746523,Graduate School,35.0,Urban,Divorced,M,0.054256052033938684,56706.90275793495,4.0
Udon,Yes,4.443532949893149,Graduate School,30.0,Urban,Single,F,0.4592608715397324,58836.559757411196,5.0
Mahasarakam,No,6.024877761905728,Graduate School,37.0,Rural,Married,M,0.14650090437485547,,7.0
Mahasarakam,Yes,6.052284583940889,High School,32.0,Suburban,Divorced,M,-0.6112001967359488,56838.05050600373,6.0
Udon,Yes,6.690567283066629,,41.0,Urban,Married,F,-0.3862434764346687,40099.75108290517,5.0
Mahasarakam,Yes,2.994852893409389,College,39.0,Urban,Divorced,M,0.6857504207868073,52846.849253586755,6.0
Mahasarakam,Yes,4.952999317735966,College,36.0,Suburban,Divorced,M,0.3457750406469381,64373.85610930109,4.0
Udon,Yes,3.972571184509893,Graduate School,34.0,Urban,Married,F,0.09676495628384407,53624.56592736438,6.0
,Yes,5.713094409208981,Graduate School,37.0,Suburban,Single,M,-0.3368369918712606,85623.36798891742,7.0
Udon,No,3.0614843325633725,Graduate School,17.0,Suburban,Married,F,0.2881172141177999,45144.98351830107,5.0
Khon Kaen,No,4.16294753708964,College,21.0,Rural,Divorced,M,-0.13148177417558382,31109.448118527802,5.0
Khon Kaen,Yes,3.149327411639554,College,32.0,Urban,Divorced,F,1.1213521483931537,67652.31188436244,5.0
Khon Kaen,Yes,6.500522508981402,High School,38.0,Urban,Divorced,F,-0.5251822570700517,61900.38073499797,4.0
Mahasarakam,No,6.69083894503764,High School,32.0,Suburban,Single,M,0.12234400510154758,53122.30779857159,5.0
Khon Kaen,No,5.427099936055535,High School,24.0,Rural,Single,F,0.36705646328980746,54018.483816145876,7.0
Mahasarakam,No,4.200085359471332,Graduate School,19.0,Rural,Single,F,0.5277605451897083,53905.930462639255,4.0
Udon,,7.231039278580191,High School,35.0,Urban,,M,-0.06782488709280224,53970.6734355345,4.0
Udon,Yes,2.852023028589043,High School,38.0,Urban,Divorced,M,0.8498566929168163,57212.27871651277,7.0
Mahasarakam,No,5.473750131601873,High School,29.0,Rural,Single,F,0.6960612828990884,67240.94045533446,7.0
Mahasarakam,Yes,4.549951339244293,College,36.0,Urban,Divorced,F,-0.21237925353985646,58682.01726683038,7.0
Mahasarakam,No,2.4321789912520146,College,13.0,Urban,Married,M,0.05457402376763262,54770.86673033999,3.0
Udon,No,5.433843984813846,College,33.0,Rural,Married,M,0.2571669328482481,48850.11102498949,5.0
Mahasarakam,Yes,5.016294012700066,High School,37.0,Urban,Divorced,F,0.2936510471010997,70256.05525720396,6.0
Udon,Yes,6.23905494958258,Graduate School,39.0,Urban,Single,M,,40555.63699342671,4.0
Udon,No,3.806136803838532,High School,29.0,Rural,Married,F,-0.5216692782622221,75443.18851791184,4.0
Udon,Yes,4.847938135136002,Graduate School,31.0,Suburban,Single,F,0.1973895963414527,53901.13237729147,4.0
Mahasarakam,Yes,7.107261067627924,High School,44.0,Urban,Married,F,-0.17236636222850163,72753.54329690692,4.0
Udon,Yes,3.5609125277830964,High School,40.0,Urban,Divorced,F,0.3585927640878036,,4.0
Udon,No,4.888970228817543,High School,22.0,Suburban,Married,F,0.5903887486774592,61794.755753968406,7.0
Udon,No,5.890388357557799,Graduate School,27.0,Rural,Married,F,-0.2683416879491798,50749.38686520934,4.0
Mahasarakam,Yes,,College,35.0,Urban,Married,M,0.4706746956380433,70871.85858826146,6.0
Khon Kaen,Yes,5.073445476864403,Graduate School,30.0,Urban,Divorced,M,0.2259557130673403,64460.990039807046,4.0
Khon Kaen,No,4.508548473756143,High School,21.0,Suburban,Divorced,M,-0.012927077002446663,82654.84691170524,6.0
Khon Kaen,No,6.872908750500324,High School,32.0,Suburban,Married,M,0.4219640152235674,56505.22001185153,6.0
Udon,Yes,4.909689196940414,College,37.0,Urban,Single,F,0.48860922178314103,57768.42228909377,4.0
Khon Kaen,No,3.5709545469448685,Graduate School,28.0,Rural,Divorced,M,-0.27787653061790807,49370.62777247838,4.0
Khon Kaen,Yes,4.941266581321291,Graduate School,36.0,Urban,Divorced,M,-0.028743005049912396,75511.59608724264,4.0
Khon Kaen,No,8.048684062311294,Graduate School,27.0,Suburban,Married,M,,43895.08227788919,4.0
Udon,Yes,4.607815228010004,College,33.0,Urban,Single,F,0.2782794844264781,35801.013166023266,3.0
Khon Kaen,No,3.7502605872870944,College,22.0,Rural,Married,M,-0.21282050523058713,48942.96314888677,4.0
Mahasarakam,No,4.808456399486481,High School,,Rural,Divorced,M,-0.09396715381125374,44122.96939644412,3.0
Mahasarakam,Yes,4.0781313331775575,Graduate School,33.0,Suburban,Divorced,F,0.84683421651414,69869.44051240248,4.0
Mahasarakam,Yes,4.999798922309131,College,45.0,Urban,Married,F,0.3980808533604565,55292.4953180358,3.0
Khon Kaen,Yes,5.594266557842984,Graduate School,36.0,Urban,Divorced,M,-0.30687831423513906,52709.67865326393,6.0
Mahasarakam,Yes,6.407681336870083,Graduate School,35.0,Urban,Divorced,M,-0.1408593149589189,44715.66841128387,5.0
Khon Kaen,No,6.317636514987837,College,34.0,Suburban,Single,F,-0.06538202615119892,44363.83168915883,4.0
Khon Kaen,Yes,6.919580513497224,College,38.0,Urban,Single,M,-0.20826378745610483,55024.96224870815,4.0
Khon Kaen,No,5.629470759880367,High School,29.0,Suburban,Married,M,-0.7782709782070256,74222.37626208448,5.0
,Yes,5.295435360165887,College,41.0,Suburban,Divorced,F,-0.04131218928807773,47699.513614568656,9.0
Mahasarakam,Yes,4.769859830217032,Graduate School,33.0,Urban,Single,F,0.087133021320146,35325.896032369856,6.0
Udon,Yes,7.824242490230963,Graduate School,32.0,Urban,Divorced,M,-0.43367106142320766,49294.23268391015,3.0
Khon Kaen,No,6.449558202687044,High School,32.0,Suburban,,M,-0.19771928568881722,41545.746731720414,6.0
Udon,No,4.222335069599592,Graduate School,31.0,Rural,Divorced,M,-0.6956877070219489,57958.60683475402,5.0
Khon Kaen,No,5.18294944086473,High School,26.0,Rural,Married,F,0.5457937317706758,46403.11075498887,
Mahasarakam,Yes,6.000686541218299,College,43.0,Urban,Single,M,-0.10082210702096457,70994.11032411805,
Udon,No,6.128174757463778,College,,Rural,Divorced,M,-0.47251175469542084,48432.55513359107,6.0
Khon Kaen,No,5.774963311845335,College,17.0,Rural,Married,F,-0.15661838220764962,35007.95533389968,7.0
Khon Kaen,No,5.650467012783399,,38.0,Suburban,Married,M,0.6085397287852827,60166.45518977156,2.0
Mahasarakam,Yes,6.237972591500455,Graduate School,30.0,Suburban,Divorced,F,-0.4813812154161913,48342.12698446164,5.0
Udon,Yes,6.569024958464599,Graduate School,43.0,Suburban,Divorced,M,-0.02825971155195539,46696.71874475581,6.0
Khon Kaen,No,5.483819926211723,College,34.0,Rural,Married,M,,40827.02722498983,5.0
Mahasarakam,No,5.008724953855994,College,32.0,Rural,Married,M,-0.17920724253590528,36681.109094971645,6.0
Udon,No,4.73824105905887,High School,32.0,Rural,,M,0.5670713809835485,73479.28439650132,7.0
Khon Kaen,Yes,3.5658640451515238,College,37.0,Urban,Married,M,0.14732565067198827,49382.4957663136,6.0
Mahasarakam,Yes,4.433657655130894,,43.0,Urban,Divorced,F,0.5929903398013879,62100.79964868338,9.0
Mahasarakam,Yes,5.638401779779367,High School,31.0,Suburban,Divorced,F,0.2724887789719015,65248.14676512154,7.0
Khon Kaen,Yes,6.758304562367277,,36.0,Rural,Divorced,M,-0.3665187276625136,37296.36634253976,6.0
Udon,Yes,7.277769171264965,High School,40.0,Suburban,Divorced,M,-0.5075840638047501,44649.54724742048,6.0
Mahasarakam,No,7.365947035732937,,43.0,Rural,Married,F,0.16870424090915104,77464.47001350185,4.0
Mahasarakam,Yes,7.09045538041001,Graduate School,37.0,Urban,Divorced,F,-0.4792802091942228,80435.73542604028,4.0
Mahasarakam,Yes,5.255502278625173,College,38.0,Suburban,Divorced,F,0.3627316399307783,31357.96112722223,5.0
Khon Kaen,Yes,5.179086410603295,High School,47.0,Urban,Single,M,0.14009846825391453,45627.985454589136,5.0
Mahasarakam,Yes,7.987677162939454,High School,26.0,Suburban,Single,M,-0.5848232787904332,52432.2040968098,4.0
Khon Kaen,No,4.099413350928773,College,28.0,Suburban,Married,M,-0.09663336202426195,52021.05299945646,6.0
Khon Kaen,No,3.6876307513477244,Graduate School,24.0,Rural,Married,M,-0.6286718307781795,66192.15570444026,5.0
Udon,Yes,4.444812788288633,Graduate School,40.0,Suburban,Single,M,0.6256176185810539,54467.13261018198,6.0
Udon,Yes,5.924347398035174,College,38.0,Urban,Divorced,F,0.27479416356794273,53152.250713415175,5.0
Khon Kaen,Yes,5.465557956768898,College,40.0,Suburban,Single,M,0.09146800256098192,51416.137106874055,5.0
Mahasarakam,Yes,4.208767758595675,Graduate School,31.0,Urban,Divorced,M,0.5177495534384362,75567.5961413173,7.0
Mahasarakam,No,6.975872033540556,College,38.0,Rural,Divorced,F,0.3201770138269757,43810.60227102964,
Mahasarakam,Yes,6.475998285222358,Graduate School,38.0,Suburban,Single,F,-0.3724736818251217,39079.99375766724,3.0
Udon,No,4.975102317769568,High School,23.0,Rural,Divorced,F,-0.592576864096197,68509.74877929325,
Udon,No,,High School,34.0,,Single,F,-0.1617774697859057,53987.82111740416,5.0
Udon,Yes,3.8858276315991027,High School,31.0,Suburban,Divorced,F,0.43482462816399803,41323.749411996105,4.0
Khon Kaen,Yes,5.771840743460409,Graduate School,44.0,Suburban,Single,M,0.04753501321991088,56342.79496658421,7.0
Mahasarakam,Yes,4.512622449770058,College,36.0,Urban,Divorced,F,-0.38326188823839735,48016.93555486037,5.0
Mahasarakam,Yes,6.365697273822843,College,38.0,Urban,Divorced,M,-0.19582734673450494,70486.01370263571,5.0
Udon,Yes,5.259999839727516,Graduate School,38.0,Rural,Single,M,0.2826095803996131,41737.66808302201,7.0
Khon Kaen,No,6.548945264925524,,31.0,Rural,Married,F,0.039573690191026994,42815.202130578415,4.0
Udon,Yes,5.290571590181258,High School,33.0,Suburban,Divorced,F,-0.06508573526172773,51274.99034398771,7.0
Mahasarakam,Yes,5.7427413635563225,High School,35.0,Suburban,Single,M,-0.3533602285284733,51859.716731267574,3.0
Mahasarakam,Yes,4.83762398422142,College,32.0,Suburban,Divorced,F,0.3235031783821638,80809.50655351725,3.0
Udon,Yes,3.802023185574777,Graduate School,37.0,Urban,Single,F,0.5331254351108863,72464.91161949487,5.0
Khon Kaen,Yes,5.446070981477337,Graduate School,39.0,Urban,Divorced,F,0.11406326063446576,53575.92678351577,4.0
Mahasarakam,Yes,5.12624819453138,High School,31.0,Urban,,F,0.0048437922057719685,63897.368954209276,
Khon Kaen,Yes,3.379091379164075,College,41.0,Urban,Married,F,0.6169356683793414,60086.70936518673,5.0
Khon Kaen,Yes,7.099671093707243,Graduate School,28.0,Urban,Single,F,-0.6036558093750181,56577.911052923984,
Mahasarakam,Yes,4.827843191329382,Graduate School,34.0,Urban,Divorced,F,-0.3783679178366096,53695.91151737783,5.0
Mahasarakam,No,5.0954229107647855,High School,28.0,Rural,Single,F,0.09858801304592418,69018.22232223806,5.0
Mahasarakam,Yes,4.042455362062762,College,33.0,Urban,Divorced,M,0.618840794653482,67725.21882589832,4.0
