City,Online Activity,Years after high school graduation,Education Level,Brand Loyalty,Annual Income,Location Code,Gender,Years subscribed,Marital Status,Renew
Udon,6.986802064481986,38.0,Graduate School,0.5985810427047635,49002.65598872391,Suburban,M,3.0,Married,Yes
Udon,,46.0,Graduate School,0.1854065652793637,33488.29842255497,Suburban,M,7.0,Divorced,Yes
Udon,7.098796715982534,44.0,High School,-0.03590649172674404,48881.0415761857,Suburban,F,4.0,Single,Yes
Udon,2.9141508201716,42.0,Graduate School,0.3979095511478026,23008.918786574053,Suburban,M,9.0,Single,No
Mahasarakam,5.932051760586191,36.0,Graduate School,0.12710041636805486,61214.6798263993,Urban,M,5.0,Married,Yes
Khon Kaen,4.01184479568991,28.0,College,0.1078051186558214,44423.49065484572,Urban,F,6.0,Divorced,Yes
Udon,6.838951435708031,28.0,Graduate School,0.6526940992987723,52179.937029701854,Urban,F,2.0,Divorced,Yes
Udon,6.351485846964457,30.0,High School,-0.21398109723025915,53599.921824960446,Rural,,5.0,Married,No
Mahasarakam,4.452930913586248,14.0,Graduate School,0.7044546085512309,63558.71118469805,Urban,F,3.0,Divorced,Yes
Mahasarakam,7.258433898544874,22.0,College,0.5923490716075628,43452.865101775926,Suburban,F,4.0,Divorced,Yes
Udon,5.998009917536077,26.0,Graduate School,0.46666636918163423,62289.715440654036,Urban,F,0.0,Single,Yes
Mahasarakam,4.71583924082151,35.0,Graduate School,0.6239886131294045,60252.61099221324,Suburban,M,,Single,Yes
Mahasarakam,5.754010410572603,44.0,Graduate School,0.709154681330308,27882.96072508034,Rural,M,8.0,Married,No
Udon,4.928495247606234,8.0,College,-0.20392420751150397,34177.00982649175,Urban,M,5.0,Divorced,Yes
Mahasarakam,4.213544541461955,33.0,College,0.2161453098905078,63829.11734617831,Urban,F,4.0,Single,Yes
Mahasarakam,3.726799975000535,9.0,Graduate School,0.011289261969601144,41589.96334750583,Rural,F,7.0,Married,No
Khon Kaen,5.448793664118743,16.0,College,0.1994637512892257,49425.42012404324,Urban,F,6.0,Divorced,Yes
Udon,5.377947733605916,36.0,High School,0.3308268528279661,50860.11125058853,Urban,M,4.0,Single,Yes
Mahasarakam,6.565849026558363,29.0,College,-0.0011442039152173844,46200.958531789285,Suburban,F,3.0,Single,Yes
Udon,4.895930810154845,25.0,High School,-0.22746607748303166,78632.35293041624,Rural,F,4.0,Married,No
Mahasarakam,5.884025127413405,38.0,College,0.9555404621943852,57071.32162929713,Suburban,M,2.0,Divorced,Yes
Udon,3.8258484394315966,30.0,Graduate School,0.16346126802968108,43252.30148411647,Rural,M,7.0,Divorced,No
Udon,3.927057959027588,30.0,College,0.7877726688618893,34407.005101764196,Rural,M,8.0,Married,
Udon,3.3504189835622786,49.0,Graduate School,0.7828238374928373,31061.287769266335,Rural,M,8.0,Single,No
Khon Kaen,2.6713070270302186,24.0,Graduate School,1.0925126966958036,16476.177492001494,Suburban,M,9.0,Married,No
Khon Kaen,6.826938333113256,23.0,College,0.8059293108876453,50687.13769988665,Rural,M,2.0,Divorced,Yes
Mahasarakam,3.512851070342765,25.0,High School,0.08630639416759131,53160.379438604214,Suburban,M,5.0,Single,No
,4.504059875321907,33.0,Graduate School,0.443429506665038,75833.99216347659,Rural,F,5.0,Married,No
Mahasarakam,8.042388321997123,30.0,Graduate School,1.0819135321711277,63026.655439039314,Suburban,F,1.0,Married,Yes
Khon Kaen,2.71261980946203,56.0,Graduate School,0.4749779255901505,30605.65549121782,Rural,M,8.0,Married,No
Udon,5.82913323513227,34.0,Graduate School,0.6224483431079331,46836.803797010616,Urban,M,4.0,Divorced,Yes
Mahasarakam,4.820220585426164,35.0,College,0.2977959991951169,32388.558776844256,Rural,F,8.0,Single,No
Khon Kaen,5.042676757852059,25.0,College,0.3316743799849014,40271.40202140099,Urban,F,7.0,Married,No
Udon,4.73934823680736,31.0,High School,0.18921936737607292,53380.71418206919,Urban,M,5.0,Divorced,Yes
Mahasarakam,6.449933938345357,38.0,High School,0.6507856095543318,37382.871039249076,Rural,F,8.0,Divorced,No
Udon,7.120124013050111,29.0,College,0.7403648843624108,,Urban,M,1.0,Single,Yes
Mahasarakam,7.334200717656312,34.0,High School,-0.3653169460526723,82874.45674154481,Suburban,F,3.0,Married,No
Khon Kaen,5.648683119144018,33.0,Graduate School,0.49477312569678233,60637.23633773805,Suburban,F,7.0,Married,No
Udon,3.363268607439318,30.0,College,0.016809501068630328,41741.434523988486,Urban,M,6.0,Divorced,Yes
Udon,4.971659309912242,33.0,High School,0.9247571080660608,63980.86133444529,Rural,F,3.0,Divorced,Yes
Mahasarakam,7.561238459868717,32.0,College,0.08532646462381388,67577.00362087582,Rural,F,5.0,Married,No
Khon Kaen,6.531348418420007,22.0,College,0.5879669736603412,59452.18775185353,Rural,F,3.0,Married,Yes
Khon Kaen,5.933862073885334,25.0,Graduate School,0.20925983825960892,52960.02751908958,Urban,M,5.0,Divorced,Yes
Khon Kaen,5.402011200981772,37.0,High School,-0.34982211378740447,72552.33607400065,Suburban,M,3.0,Divorced,No
Mahasarakam,5.4459202727185865,42.0,Graduate School,-0.1689072269746597,73967.07547432467,Rural,M,4.0,Married,No
,5.372539610606751,30.0,Graduate School,0.4421368148474517,60404.99331309936,Urban,F,3.0,Divorced,Yes
Mahasarakam,5.188504117748195,19.0,High School,0.17827906758082018,44133.62546120347,Urban,M,6.0,Single,Yes
Khon Kaen,6.2764527225775515,17.0,Graduate School,0.3066558736912245,63146.16805830034,Urban,M,4.0,Married,Yes
Udon,3.1188327251279673,35.0,Graduate School,0.17638534275702847,59634.31365221761,Urban,F,6.0,Married,Yes
Mahasarakam,4.6213019634475945,36.0,High School,-0.09049043034781318,56241.49371451451,Rural,M,5.0,Divorced,Yes
Khon Kaen,6.744947367865603,29.0,High School,,60662.68077491386,Urban,F,2.0,Single,Yes
Khon Kaen,3.5511196652292902,23.0,High School,0.09584742474602923,56307.716028607465,Urban,M,5.0,Single,Yes
Udon,3.847869840749267,38.0,Graduate School,0.5652280612903771,73993.93263579771,Suburban,F,4.0,Single,Yes
Khon Kaen,7.676299043508212,32.0,College,-0.0022216316223741817,,Urban,M,5.0,Divorced,Yes
Udon,5.763992543624401,31.0,Graduate School,0.4777084373631624,58086.94275999927,Rural,F,5.0,Married,No
Udon,6.201983397792062,34.0,College,0.6760546767337297,41362.287623817014,Urban,F,4.0,Divorced,Yes
Khon Kaen,5.089885478296908,36.0,College,0.486237115456572,60203.83859144427,Urban,M,3.0,Divorced,Yes
Khon Kaen,5.722755607518816,25.0,High School,0.6663996935557843,52241.66082849175,Urban,F,4.0,Single,Yes
Udon,4.91543511958794,28.0,College,0.3046754845213253,60530.114086268244,Rural,M,5.0,Married,
Khon Kaen,4.665756205274401,10.0,High School,-0.0070283723965551825,39507.00506149079,Suburban,M,6.0,Married,No
Udon,4.6379610801748905,24.0,Graduate School,0.8294446022693441,69809.97497294073,Suburban,F,2.0,Single,Yes
Khon Kaen,7.598716041897559,34.0,College,0.6357297484113951,57544.19045153009,Suburban,M,1.0,Single,Yes
Khon Kaen,7.351328989963216,,College,0.41588546538737425,66893.65735505939,Rural,M,2.0,Single,Yes
Mahasarakam,3.309052820923138,30.0,High School,0.4766415176647936,31585.966214567947,Rural,M,7.0,Married,No
Khon Kaen,5.650610910033004,23.0,College,-0.0031895737690145476,,Urban,F,5.0,Divorced,Yes
Mahasarakam,4.027003472813622,20.0,College,0.33695619673210686,57393.95387951729,Urban,M,5.0,Single,Yes
Udon,3.936037108255732,29.0,High School,0.06031268295133016,55045.83232354768,Urban,M,5.0,Divorced,Yes
Udon,6.9553882076856,25.0,Graduate School,0.7048289119451454,52753.74121677258,Rural,F,4.0,Divorced,Yes
,4.412233772361249,34.0,Graduate School,-0.09892419328501051,48978.19081774448,Urban,F,6.0,Married,No
Khon Kaen,4.027789127704659,27.0,Graduate School,0.5159211337386407,69637.42630629904,Suburban,F,4.0,Married,Yes
Udon,5.101517308793886,35.0,High School,0.3360470417876989,64692.88704708,,F,3.0,Divorced,Yes
Udon,4.6253711146229906,47.0,High School,0.5468263186049267,60958.204179959146,Rural,F,5.0,Married,No
Mahasarakam,6.2607807164814355,32.0,High School,-0.052359040529443845,45507.51500058183,Rural,M,5.0,Single,No
Udon,7.549014354728309,22.0,High School,0.8171700907235594,41053.050472522686,Suburban,M,4.0,Single,Yes
Khon Kaen,7.129224480849839,24.0,Graduate School,0.11783631571946938,56325.00162700504,Suburban,F,5.0,Single,No
Mahasarakam,4.070021885748464,29.0,High School,0.26998840515660033,51378.73433941186,Rural,M,7.0,Married,No
Mahasarakam,6.197726005802815,26.0,Graduate School,-0.860980070218011,92265.46813118168,Rural,F,2.0,Divorced,No
Mahasarakam,2.469090280371618,22.0,College,0.018214118049349082,52687.88298292154,Suburban,F,6.0,Single,Yes
Khon Kaen,5.808969547442242,,High School,-0.22228693395967863,47283.45675455908,Suburban,M,6.0,Single,Yes
Udon,2.7425296429046857,32.0,High School,0.39566130487752166,70100.2043313847,Rural,F,3.0,Single,Yes
Udon,4.300294987847851,23.0,College,0.38830833889032246,53705.3434849812,Suburban,M,3.0,Single,Yes
Khon Kaen,4.301114543427179,32.0,High School,-0.3464018987879731,60557.02285919861,Urban,M,6.0,Divorced,Yes
Khon Kaen,5.737364360246975,51.0,Graduate School,0.44319384479463086,49975.14638875719,Urban,M,4.0,Single,Yes
Mahasarakam,4.826889050863661,38.0,College,0.07079254035467644,59217.79853708401,Suburban,M,5.0,Divorced,Yes
Mahasarakam,5.08612689008579,33.0,College,0.5901717180536092,71294.90322840508,Urban,M,1.0,Single,Yes
Udon,7.197434937654386,42.0,High School,0.6368220889507153,80165.6541490132,Suburban,F,5.0,Married,No
Mahasarakam,6.200453603445108,43.0,Graduate School,0.8442450893243735,51129.35127019408,Urban,F,2.0,Single,Yes
Mahasarakam,5.039033580272022,36.0,Graduate School,0.5435955992610403,55399.376955151754,Urban,M,3.0,Divorced,Yes
Khon Kaen,4.047405804551201,26.0,High School,0.6756785116646629,53245.14606351233,Urban,M,4.0,Divorced,Yes
Udon,5.875326924871235,33.0,High School,0.015621482565273015,56148.985579455715,Rural,M,5.0,Single,No
Mahasarakam,4.642123906872411,29.0,Graduate School,0.4426761386761573,66994.11364396059,Urban,F,4.0,Divorced,Yes
Mahasarakam,3.358941846659814,24.0,College,-0.43680734334818394,52293.95971123809,,M,8.0,Divorced,Yes
Khon Kaen,3.579237667730289,40.0,High School,-0.3788463692344557,61578.04467981845,Rural,F,5.0,Married,No
Mahasarakam,6.978633325865869,33.0,College,0.8001694538509845,46042.61605313152,Suburban,F,2.0,Single,Yes
Khon Kaen,5.8607534184632435,29.0,Graduate School,-0.3265730903815872,54021.122635209314,Urban,M,5.0,Divorced,No
Khon Kaen,5.988728456378401,35.0,High School,0.842035247306256,48658.95661765968,Urban,F,2.0,Divorced,Yes
Mahasarakam,5.251614566596224,30.0,Graduate School,0.12664049913660683,54355.853810020686,Rural,F,7.0,Married,No
Udon,3.15159484614378,29.0,Graduate School,-0.2526867091001021,75044.62738842978,Rural,M,4.0,Married,No
Udon,5.340758768611861,31.0,College,0.15219947596377115,40766.623279973806,Urban,F,7.0,Single,Yes
Khon Kaen,5.110454264256965,32.0,High School,0.693704199395293,60628.23233537368,Suburban,M,3.0,Single,Yes
Khon Kaen,4.9052775315927555,18.0,College,0.4735289887288531,59668.30586297047,Urban,M,3.0,Divorced,Yes
Khon Kaen,7.7767882698429105,33.0,High School,0.4793995707896376,39589.49311367792,Urban,F,2.0,Divorced,Yes
Khon Kaen,2.597386717323185,19.0,College,0.4351467438701832,21688.437164353236,Rural,F,8.0,Married,No
Khon Kaen,4.832637823912079,37.0,College,0.5300518576392047,43445.04975263064,Urban,F,5.0,Divorced,Yes
Mahasarakam,4.6149318938342985,31.0,High School,0.5652433139729843,56748.060596134375,Suburban,M,6.0,Divorced,No
Udon,2.539642763995321,37.0,Graduate School,0.4521243863409501,66270.39996795577,Urban,F,3.0,Divorced,Yes
Mahasarakam,4.5526536180116475,37.0,High School,0.6212360307309219,56092.97751410524,Urban,M,4.0,Single,Yes
Mahasarakam,3.713182564327776,26.0,Graduate School,0.22352553645807097,37713.72572011231,,M,7.0,Married,No
Mahasarakam,4.372289738693761,39.0,Graduate School,0.362299612603962,49513.66999470802,Urban,M,5.0,Divorced,Yes
Udon,6.057338598457344,36.0,College,0.44256620489074067,,Urban,,6.0,Single,Yes
Khon Kaen,5.699878158628236,40.0,High School,0.3077517047044078,63485.73876712181,Urban,F,,Single,
Mahasarakam,3.6356187167282585,24.0,Graduate School,0.170965345799862,50653.3847821696,Urban,F,6.0,Married,Yes
Khon Kaen,6.1944410739728575,28.0,Graduate School,-0.06636756481598749,54775.96136487572,Rural,F,6.0,Married,No
Mahasarakam,4.431282743739562,48.0,Graduate School,0.7364755191912968,78264.10303097748,Suburban,M,0.0,Married,Yes
Khon Kaen,4.959825038811584,37.0,College,0.4412828701928262,44820.23989839608,Suburban,M,7.0,Single,Yes
Khon Kaen,5.787282534936389,34.0,Graduate School,0.7049061821297774,49207.64441411435,Rural,M,7.0,Married,No
Khon Kaen,6.577273329335407,29.0,Graduate School,-0.15641128409041238,69424.56277061328,Suburban,M,5.0,Divorced,No
Mahasarakam,5.647604888607571,27.0,College,,54350.96037163287,Urban,F,3.0,Single,Yes
Mahasarakam,3.645561126294421,,Graduate School,0.29125474721144984,54122.83358094069,Urban,F,5.0,Divorced,Yes
Udon,4.45285799711021,44.0,Graduate School,-0.06717949791301664,59110.54400351633,Rural,M,4.0,,No
Khon Kaen,6.093157599047343,30.0,Graduate School,0.43281529397490776,64067.62899157621,Suburban,M,5.0,Married,No
Mahasarakam,3.060797827030342,29.0,High School,0.8251539853865342,33458.07462771559,Rural,F,10.0,Married,No
Udon,5.428795444327006,,Graduate School,0.6734685321229974,56033.20389085909,Rural,F,5.0,Divorced,Yes
Khon Kaen,5.712311961386552,31.0,College,0.6142999681443473,58695.73500878846,Suburban,F,3.0,Divorced,Yes
Udon,3.779774202700605,23.0,Graduate School,0.18808647893762004,61528.65647274307,Urban,M,5.0,Single,Yes
Mahasarakam,4.794139424491823,29.0,College,0.4605660948135394,54680.12028315597,Urban,F,6.0,Single,Yes
Mahasarakam,6.813822177927848,36.0,Graduate School,0.6344435144306197,49314.31684436225,Suburban,M,3.0,Single,Yes
Mahasarakam,4.842452457681335,32.0,College,0.4734728205302331,51137.795429907215,Suburban,F,5.0,Divorced,Yes
Udon,3.179833408613068,34.0,College,0.16782926918825297,58528.86673642269,Suburban,M,6.0,Single,No
Mahasarakam,6.0818027020168195,21.0,High School,-0.5384271177909558,74669.8513861368,Rural,F,4.0,Married,No
Mahasarakam,6.570224617160585,20.0,College,0.45099773785345243,47654.43682702105,Rural,F,4.0,Single,
Mahasarakam,2.6951149000903696,28.0,Graduate School,0.37544251332053746,60063.89004553385,Rural,F,4.0,Single,Yes
Udon,4.820961948023293,47.0,College,0.4129555947943642,58713.49340658532,Urban,F,3.0,Divorced,Yes
Mahasarakam,5.600284998580771,36.0,College,0.20026937162302627,50142.86087984727,Urban,M,5.0,Divorced,Yes
,6.91908080635361,43.0,College,0.39011169486129277,57252.97306084462,Urban,F,2.0,Single,Yes
Mahasarakam,4.22563175454192,25.0,High School,0.145329484972196,58374.26294790956,Urban,M,4.0,Married,
Khon Kaen,4.903445496400948,36.0,High School,1.1578149718192519,40504.77815628433,Urban,M,8.0,Married,No
Mahasarakam,5.7721009349856995,19.0,College,0.1956528954058242,69646.78918805036,Suburban,F,1.0,Divorced,Yes
Mahasarakam,7.202456340540101,29.0,Graduate School,0.780532771924449,60996.03111529045,Suburban,M,2.0,Divorced,Yes
Udon,5.326603055275973,33.0,High School,0.34907010586225307,62049.90813565082,Urban,M,4.0,Single,Yes
Udon,6.104819567864805,31.0,College,0.3713339737648429,42295.48739569339,Urban,F,3.0,Divorced,Yes
Mahasarakam,4.4822810252830765,26.0,College,0.523727459777184,65071.566089905595,Suburban,F,5.0,Divorced,Yes
Khon Kaen,4.513334512638563,29.0,Graduate School,0.24651384388131778,70438.51374925057,Urban,M,5.0,Single,No
Khon Kaen,7.305634678172684,31.0,High School,0.5098333691770884,60168.12374200201,Urban,F,3.0,Divorced,Yes
Udon,6.396182500545684,35.0,College,0.4580770754538862,36771.541276123055,,F,5.0,Divorced,Yes
Mahasarakam,,36.0,College,-0.08882250982903894,57788.60671302276,Urban,,4.0,Divorced,Yes
Khon Kaen,5.499913712837639,36.0,College,0.06259664351385266,48659.53376103156,Urban,F,5.0,Divorced,Yes
Udon,4.949233942816699,23.0,High School,0.6007657847343919,52776.85110126698,Urban,M,3.0,Single,Yes
Mahasarakam,5.3370214840582175,37.0,Graduate School,-0.03877262564099054,61436.39222201459,Rural,M,5.0,Married,No
Udon,7.955787920530968,22.0,College,-0.5203339341355931,56270.84899079775,Suburban,M,5.0,Married,No
Udon,3.1741953621436534,13.0,Graduate School,0.36053963984905857,70516.50887780689,Urban,M,4.0,Divorced,Yes
Khon Kaen,7.411453411537616,30.0,College,0.7413024239305717,58418.67619342813,Rural,M,1.0,Divorced,Yes
Mahasarakam,4.52550332181015,25.0,College,0.22984868573351752,50990.37634093601,Rural,F,7.0,Divorced,No
Mahasarakam,4.498994012944961,28.0,Graduate School,0.43764661782413067,60063.3822991288,Rural,F,6.0,Divorced,No
Khon Kaen,4.589657619977835,27.0,High School,-0.2998144272165796,44181.06414353902,Rural,F,8.0,Married,No
Mahasarakam,4.762690002096357,45.0,High School,0.5231311716617526,59479.19627913664,Urban,M,4.0,Divorced,Yes
Udon,5.849421722553857,22.0,High School,-0.019744141865144338,50743.382510833006,Suburban,M,5.0,Married,Yes
Udon,6.071422500591008,25.0,College,0.27545100948228196,62646.791309157816,Suburban,M,5.0,Married,No
Udon,5.754874383116765,16.0,Graduate School,0.6735146026838138,41868.92070694881,Urban,F,8.0,Divorced,No
Mahasarakam,4.227353551622368,26.0,High School,0.4294296985427434,41298.6408384897,Rural,F,6.0,Married,No
Khon Kaen,4.850512913284241,30.0,College,0.10508526764174722,52197.61514635059,Rural,M,7.0,Divorced,No
Khon Kaen,6.953644433019122,38.0,Graduate School,0.3702313660179516,50248.44333972041,Suburban,F,2.0,Married,Yes
Mahasarakam,4.483864872331836,29.0,College,0.21844626823352634,70476.35189456998,Rural,F,4.0,Single,No
Khon Kaen,3.907424967839299,44.0,Graduate School,0.7292290192667232,46572.69195885875,Suburban,F,8.0,,No
Khon Kaen,5.905850104089922,35.0,Graduate School,0.19440805470988048,48993.44965299401,Suburban,M,6.0,Married,No
Khon Kaen,4.427256320731079,24.0,Graduate School,-0.15824009927756844,64311.91396581099,Suburban,F,5.0,Divorced,No
Mahasarakam,6.064754321675792,42.0,College,-0.10479420685220903,57467.324863928865,Suburban,F,5.0,Divorced,No
Khon Kaen,5.271207147603811,32.0,College,0.32590920096079423,53112.997037421024,Urban,M,4.0,Married,Yes
Khon Kaen,2.7234014087301084,,Graduate School,0.6762611564359833,30846.74700148799,Suburban,M,8.0,Divorced,No
Mahasarakam,3.2822670817601365,37.0,Graduate School,0.7821474183384248,75921.56432676018,Urban,F,,Divorced,Yes
Mahasarakam,2.955411741779253,39.0,Graduate School,0.3148808758698492,55386.83658173909,Urban,M,5.0,Divorced,Yes
Khon Kaen,4.172490885650722,30.0,College,-1.022393232530785,54647.45490235463,Suburban,F,4.0,Married,No
Mahasarakam,2.4918118267451645,23.0,Graduate School,0.160005704865744,57484.65429991104,Suburban,F,5.0,Married,Yes
Mahasarakam,4.7195209905086095,28.0,Graduate School,0.1970183954382106,67563.83543503736,Suburban,F,4.0,Married,Yes
Mahasarakam,3.558589413776125,35.0,,-0.1939684604356503,44320.19414237446,Rural,M,7.0,Divorced,No
Khon Kaen,5.113984845473453,27.0,College,-0.06885141861187238,38432.74650020398,Urban,M,5.0,Divorced,No
Khon Kaen,8.215736218123368,33.0,College,1.0894801536071537,50083.18108426052,Suburban,F,2.0,Single,Yes
Mahasarakam,6.477127860942982,37.0,College,-0.02867259889277629,59224.3669840156,Rural,F,5.0,Divorced,No
Udon,5.666280385098967,31.0,College,0.21600868659129574,47637.560684102114,Urban,M,5.0,Divorced,
Khon Kaen,3.3019451260490422,,High School,-0.07930486648804408,46520.850369148735,Urban,M,6.0,Single,Yes
Mahasarakam,6.461388672498482,31.0,Graduate School,-0.44510482006800856,71144.40981553539,Rural,F,4.0,Married,No
