ID,age,balance,housing,loan,contact,duration,campaign,previous,poutcome,deposit
492,30,178,no,no,cellular,656,3,0,unknown,yes
493,52,3798,yes,no,cellular,1208,1,0,unknown,yes
494,42,301,yes,no,cellular,1175,2,0,unknown,yes
495,31,294,yes,no,,536,5,0,unknown,yes
496,27,0,yes,no,cellular,991,5,0,unknown,yes
497,44,292,no,yes,cellular,1153,4,0,unknown,yes
498,40,2998,yes,no,cellular,623,3,0,unknown,yes
499,46,2084,yes,no,cellular,1081,2,0,unknown,yes
500,32,454,yes,no,cellular,978,1,0,unknown,yes
501,56,179,no,no,cellular,536,1,0,unknown,yes
502,33,661,yes,no,cellular,968,1,0,unknown,yes
503,33,89,yes,no,cellular,278,2,0,unknown,yes
504,32,102,yes,no,cellular,560,1,0,unknown,yes
505,41,138,yes,no,cellular,640,3,0,unknown,yes
506,31,622,no,no,cellular,420,1,0,unknown,yes
507,30,10,yes,no,cellular,658,2,0,unknown,yes
508,34,-251,no,no,cellular,641,1,0,unknown,yes
509,43,104,yes,no,cellular,635,3,0,unknown,yes
510,28,173,no,no,cellular,588,7,0,unknown,yes
511,32,-46,no,yes,cellular,1373,4,0,unknown,yes
512,31,0,yes,yes,,913,4,0,unknown,yes
513,,145,yes,no,cellular,799,2,0,unknown,yes
514,31,325,yes,no,cellular,1139,2,0,unknown,yes
515,25,2311,no,yes,cellular,1105,2,0,unknown,yes
516,56,158,no,yes,cellular,854,1,0,unknown,yes
517,,1981,yes,no,cellular,919,2,0,unknown,yes
518,39,1423,yes,no,telephone,733,3,0,unknown,yes
519,51,2455,yes,no,cellular,553,1,0,unknown,yes
520,54,859,no,yes,cellular,710,1,0,unknown,yes
521,58,9004,no,no,cellular,891,4,0,unknown,yes
522,42,970,yes,no,telephone,691,10,0,unknown,yes
523,56,486,no,yes,telephone,1877,1,0,unknown,yes
524,55,127,yes,no,telephone,1130,8,0,unknown,yes
525,26,409,yes,no,cellular,577,2,0,unknown,yes
526,40,664,no,no,cellular,1342,2,0,unknown,yes
527,26,223,no,yes,,1002,3,0,unknown,yes
528,35,-324,no,yes,cellular,985,11,0,unknown,yes
529,34,-30,no,no,cellular,1360,3,0,unknown,yes
530,41,1253,no,no,cellular,1134,5,0,unknown,yes
531,44,4758,yes,no,cellular,712,6,0,unknown,yes
532,33,30,yes,no,cellular,1077,1,0,unknown,yes
533,36,81,no,yes,,560,1,0,unknown,yes
534,38,0,yes,no,cellular,1545,1,0,unknown,yes
535,,328,yes,no,,654,2,0,unknown,yes
536,41,145,no,no,cellular,1833,2,0,unknown,yes
537,41,465,yes,no,cellular,1508,1,0,unknown,yes
538,28,751,yes,no,cellular,598,5,0,unknown,yes
539,26,-379,yes,yes,cellular,1237,7,0,unknown,yes
540,39,0,no,no,cellular,864,4,0,unknown,yes
541,25,349,yes,no,cellular,1037,8,0,unknown,yes
542,37,1110,yes,no,telephone,802,11,0,unknown,yes
543,25,2228,yes,no,cellular,754,1,0,unknown,yes
544,46,2166,yes,no,cellular,870,1,0,unknown,yes
545,25,-247,yes,no,cellular,633,1,0,unknown,yes
546,28,-123,no,yes,cellular,690,1,0,unknown,yes
547,33,44,no,yes,cellular,529,1,0,unknown,yes
548,32,131,yes,yes,cellular,1152,2,0,unknown,yes
549,32,476,yes,no,cellular,956,9,0,unknown,yes
550,47,1101,yes,no,cellular,957,3,0,unknown,yes
551,50,-168,yes,no,cellular,1327,2,0,unknown,yes
552,27,-392,yes,no,cellular,228,2,0,unknown,yes
553,45,524,yes,no,cellular,808,1,0,unknown,yes
554,51,895,no,no,cellular,638,2,0,unknown,yes
555,36,212,yes,yes,cellular,1201,6,0,unknown,yes
556,51,95,yes,no,cellular,1309,4,0,unknown,yes
557,33,395,yes,no,cellular,1359,6,0,unknown,yes
558,59,135,yes,yes,cellular,416,4,0,unknown,yes
559,38,0,no,no,cellular,532,2,0,unknown,yes
560,40,471,yes,no,cellular,430,4,0,unknown,yes
561,51,603,yes,no,cellular,853,2,0,unknown,yes
562,41,663,no,no,cellular,1204,1,0,unknown,yes
563,38,593,yes,yes,cellular,1484,24,0,unknown,yes
564,31,1224,yes,yes,cellular,1441,2,0,unknown,yes
565,28,2,yes,no,cellular,454,1,0,unknown,yes
566,41,720,no,yes,cellular,651,1,0,unknown,yes
567,33,990,yes,no,cellular,1491,2,0,unknown,yes
568,25,1747,yes,no,cellular,903,1,0,unknown,yes
569,45,59,yes,no,cellular,873,8,0,unknown,yes
570,31,33,yes,no,cellular,901,2,0,unknown,yes
571,28,340,yes,no,cellular,821,2,0,unknown,yes
572,,305,no,no,cellular,367,2,0,unknown,yes
573,25,0,yes,no,cellular,458,9,0,unknown,yes
574,28,497,yes,no,cellular,1602,6,0,unknown,yes
575,54,1371,no,no,telephone,1492,2,0,unknown,yes
576,28,1628,yes,no,cellular,1422,2,0,unknown,yes
577,27,372,yes,yes,cellular,728,2,0,unknown,yes
578,49,566,yes,no,cellular,979,2,0,unknown,yes
579,53,343,yes,no,cellular,616,5,0,unknown,yes
580,26,941,no,yes,cellular,784,1,0,unknown,yes
581,37,775,no,yes,cellular,1000,1,0,unknown,yes
582,34,1759,no,yes,cellular,695,1,0,unknown,yes
583,51,1495,no,no,telephone,1946,4,0,unknown,yes
584,39,1444,no,no,telephone,362,8,0,unknown,yes
585,35,470,yes,no,,743,13,0,unknown,yes
586,,1162,yes,no,cellular,2015,1,0,unknown,yes
587,30,2,yes,yes,cellular,1031,8,0,unknown,yes
588,42,1628,yes,no,cellular,590,8,0,unknown,yes
589,54,1134,yes,no,cellular,1330,3,0,unknown,yes
590,51,0,yes,yes,cellular,946,3,0,unknown,yes
591,57,63,no,yes,cellular,1448,17,0,unknown,yes
592,30,1221,yes,no,,279,4,0,unknown,yes
593,37,5024,no,yes,cellular,661,4,0,unknown,yes
594,39,10685,yes,no,cellular,1369,9,0,unknown,yes
595,35,1629,no,no,cellular,653,4,0,unknown,yes
596,48,268,yes,no,cellular,458,7,0,unknown,yes
597,31,0,yes,yes,cellular,664,8,0,unknown,yes
598,,5613,yes,no,cellular,699,3,0,unknown,yes
599,,513,no,yes,cellular,939,3,0,unknown,yes
600,53,362,no,no,cellular,1169,2,0,unknown,yes
601,27,3933,no,no,,837,3,0,unknown,yes
602,55,3899,yes,no,telephone,596,4,0,unknown,yes
603,40,473,yes,no,cellular,383,3,0,unknown,yes
604,40,1616,no,no,telephone,1009,7,0,unknown,yes
605,38,1817,yes,no,cellular,1096,4,0,unknown,yes
606,54,129,no,yes,cellular,867,2,0,unknown,yes
607,54,1938,no,yes,cellular,551,3,0,unknown,yes
608,50,133,no,no,cellular,890,4,0,unknown,yes
609,48,2263,no,no,cellular,874,2,0,unknown,yes
610,41,1538,no,no,cellular,710,2,0,unknown,yes
611,51,5,no,no,cellular,600,2,0,unknown,yes
612,,2625,no,no,cellular,2516,2,0,unknown,yes
613,58,1080,yes,no,cellular,1058,2,0,unknown,yes
614,,312,no,no,,884,1,0,unknown,yes
615,58,145,yes,no,telephone,616,13,0,unknown,yes
616,,-190,no,yes,cellular,808,3,0,unknown,yes
617,50,2678,no,no,telephone,1011,6,0,unknown,yes
618,46,271,yes,no,cellular,1013,29,0,unknown,yes
619,44,0,no,no,cellular,684,2,0,unknown,yes
620,36,0,no,no,cellular,843,2,0,unknown,yes
621,58,3161,no,no,telephone,542,2,0,unknown,yes
622,44,-4,no,yes,cellular,788,2,0,unknown,yes
623,49,-701,yes,no,cellular,988,2,0,unknown,yes
624,55,-375,no,no,cellular,814,2,0,unknown,yes
625,52,959,no,no,telephone,694,2,0,unknown,yes
626,60,1091,no,no,cellular,441,5,0,unknown,yes
627,41,-1,no,yes,cellular,1171,4,0,unknown,yes
628,36,96,no,no,cellular,729,4,0,unknown,yes
629,41,0,no,no,cellular,509,2,0,unknown,yes
630,50,230,no,no,telephone,1089,4,0,unknown,yes
631,44,-156,no,yes,cellular,1211,2,0,unknown,yes
632,54,114,no,no,cellular,458,3,0,unknown,yes
633,35,-468,yes,no,cellular,540,8,0,unknown,yes
634,59,679,no,no,cellular,761,4,0,unknown,yes
635,42,206,yes,no,cellular,695,2,0,unknown,yes
636,,1,yes,no,,764,4,0,unknown,yes
637,59,2518,no,no,cellular,675,3,0,unknown,yes
638,43,378,no,no,cellular,782,8,0,unknown,yes
639,39,391,no,yes,cellular,962,4,0,unknown,yes
640,33,-144,no,no,cellular,481,3,0,unknown,yes
641,36,1240,no,no,cellular,812,3,0,unknown,yes
642,35,1792,yes,no,cellular,630,6,0,unknown,yes
643,50,2284,yes,no,telephone,1088,17,0,unknown,yes
644,55,264,yes,yes,cellular,1150,5,0,unknown,yes
645,51,0,no,no,cellular,574,2,0,unknown,yes
646,,-392,no,no,cellular,725,4,0,unknown,yes
647,55,77,no,no,,463,6,0,unknown,yes
648,30,48,yes,no,,662,13,0,unknown,yes
649,53,252,no,no,cellular,727,4,0,unknown,yes
650,40,1954,no,no,cellular,1107,2,0,unknown,yes
651,44,755,no,yes,cellular,829,4,0,unknown,yes
652,49,755,no,no,cellular,1212,4,0,unknown,yes
653,40,341,no,no,cellular,1142,5,0,unknown,yes
654,58,1183,no,no,cellular,1721,5,0,unknown,yes
655,49,388,no,no,telephone,1032,4,0,unknown,yes
656,38,1919,no,no,cellular,846,1,0,unknown,yes
657,51,1613,no,no,cellular,870,1,0,unknown,yes
658,36,0,no,no,,1165,1,0,unknown,yes
659,55,0,no,no,cellular,1110,1,0,unknown,yes
660,43,0,no,no,cellular,1488,2,0,unknown,yes
661,60,0,no,no,cellular,603,3,0,unknown,yes
662,57,466,no,no,cellular,641,2,0,unknown,yes
663,41,515,no,no,cellular,837,2,0,unknown,yes
664,50,2313,no,no,cellular,553,1,0,unknown,yes
665,,-8,no,no,cellular,794,1,0,unknown,yes
666,59,1634,yes,yes,cellular,836,1,0,unknown,yes
667,59,100,no,no,cellular,1134,1,0,unknown,yes
668,52,5361,no,no,cellular,607,3,0,unknown,yes
669,58,1257,no,no,cellular,1536,1,0,unknown,yes
670,59,3400,yes,no,cellular,515,3,0,unknown,yes
671,,1377,no,no,cellular,935,1,0,unknown,yes
672,33,2885,no,no,,1051,2,0,unknown,yes
673,,512,no,no,cellular,1200,2,0,unknown,yes
674,42,921,no,no,cellular,531,3,0,unknown,yes
675,,1000,no,no,,766,2,0,unknown,yes
676,38,202,no,no,cellular,1311,2,0,unknown,yes
677,55,169,no,yes,cellular,618,2,0,unknown,yes
678,49,3726,no,no,cellular,875,2,0,unknown,yes
679,56,146,yes,no,cellular,419,3,0,unknown,yes
680,46,940,no,no,cellular,1227,2,0,unknown,yes
681,57,734,no,no,cellular,1357,4,0,unknown,yes
682,,77,no,no,cellular,455,4,0,unknown,yes
683,45,925,no,no,cellular,406,2,0,unknown,yes
684,39,1836,no,no,cellular,902,3,0,unknown,yes
685,46,660,no,no,cellular,740,2,0,unknown,yes
686,43,1304,no,no,,501,2,0,unknown,yes
687,34,2956,no,no,cellular,835,2,0,unknown,yes
688,35,146,no,no,cellular,720,2,0,unknown,yes
689,36,36,no,no,,836,4,0,unknown,yes
690,45,1,no,no,cellular,490,2,0,unknown,yes
691,47,2480,no,no,cellular,763,2,0,unknown,yes
692,42,14282,yes,no,,649,4,0,unknown,yes
693,40,0,no,no,cellular,641,6,0,unknown,yes
694,40,311,no,no,cellular,738,2,0,unknown,yes
695,32,560,no,no,,1044,4,0,unknown,yes
696,33,3059,no,yes,cellular,482,2,0,unknown,yes
697,32,1423,no,no,,1249,4,0,unknown,yes
698,46,874,no,no,cellular,996,1,0,unknown,yes
699,50,706,yes,no,cellular,1250,4,0,unknown,yes
700,51,7098,no,no,cellular,1471,7,0,unknown,yes
701,30,5389,no,no,cellular,1456,3,0,unknown,yes
702,39,1104,no,no,cellular,395,2,0,unknown,yes
703,47,3070,no,no,cellular,663,4,0,unknown,yes
704,40,0,no,no,cellular,674,2,0,unknown,yes
705,,4108,yes,no,,526,2,0,unknown,yes
706,60,0,no,no,cellular,401,3,0,unknown,yes
707,,4291,no,no,cellular,1321,9,0,unknown,yes
708,57,6822,no,no,,797,2,0,unknown,yes
709,41,231,no,no,cellular,352,2,0,unknown,yes
710,50,3176,no,no,cellular,670,1,0,unknown,yes
711,46,-824,yes,no,cellular,429,3,0,unknown,yes
712,31,676,no,no,cellular,1182,1,0,unknown,yes
713,36,651,no,no,cellular,876,1,0,unknown,yes
714,,2657,no,no,cellular,895,3,0,unknown,yes
715,33,801,no,no,cellular,341,5,0,unknown,yes
716,,405,no,yes,cellular,994,2,0,unknown,yes
717,35,82,no,no,,507,4,0,unknown,yes
718,,179,no,no,unknown,317,4,0,unknown,yes
719,33,1047,no,no,,512,4,0,unknown,yes
720,44,7138,no,no,cellular,809,2,0,unknown,yes
721,31,165,no,yes,,523,2,0,unknown,yes
722,31,37,no,no,cellular,669,2,0,unknown,yes
723,49,823,no,no,cellular,780,4,0,unknown,yes
724,52,1625,no,no,cellular,459,2,0,unknown,yes
725,31,120,no,no,cellular,1000,1,0,unknown,yes
726,35,2957,yes,yes,cellular,733,3,0,unknown,yes
727,31,2,no,no,cellular,848,1,0,unknown,yes
728,,1,no,no,cellular,1242,3,0,unknown,yes
729,39,1795,no,no,cellular,922,7,0,unknown,yes
730,,4,no,no,cellular,1206,4,0,unknown,yes
731,48,476,no,no,cellular,856,3,0,unknown,yes
732,36,9,no,no,cellular,386,4,0,unknown,yes
733,30,131,yes,no,cellular,384,6,0,unknown,yes
734,33,1120,no,no,cellular,1070,2,0,unknown,yes
735,57,2785,no,no,cellular,610,4,0,unknown,yes
736,33,0,no,no,cellular,699,7,0,unknown,yes
737,35,43,no,no,cellular,917,4,0,unknown,yes
738,53,0,no,no,cellular,608,2,0,unknown,yes
739,,456,yes,no,cellular,734,4,0,unknown,yes
740,32,2018,no,no,cellular,1238,1,0,unknown,yes
741,41,0,no,no,,1242,5,0,unknown,yes
742,35,354,no,no,,444,3,0,unknown,yes
743,48,719,no,yes,cellular,418,5,0,unknown,yes
744,34,828,no,yes,,1080,3,0,unknown,yes
745,47,2787,no,no,cellular,479,1,0,unknown,yes
746,46,2551,no,no,cellular,645,2,0,unknown,yes
747,60,2722,no,no,cellular,506,2,0,unknown,yes
748,39,1880,no,no,cellular,768,2,0,unknown,yes
749,57,2112,no,no,cellular,1134,2,0,unknown,yes
750,36,871,no,no,cellular,396,3,0,unknown,yes
751,30,850,no,no,cellular,507,2,0,unknown,yes
752,33,3243,no,no,,439,4,0,unknown,yes
753,30,1567,yes,no,cellular,1133,4,0,unknown,yes
754,36,12,no,no,cellular,587,2,0,unknown,yes
755,49,128,no,no,cellular,696,2,0,unknown,yes
756,49,553,no,no,,645,8,0,unknown,yes
757,40,1694,no,no,cellular,473,6,0,unknown,yes
758,49,408,no,no,cellular,559,4,0,unknown,yes
759,38,1223,no,no,cellular,1092,5,0,unknown,yes
760,31,1858,no,no,cellular,453,3,0,unknown,yes
761,34,520,yes,no,cellular,1307,4,0,unknown,yes
762,39,271,yes,no,cellular,1344,1,0,unknown,yes
763,40,4396,no,no,cellular,432,3,0,unknown,yes
764,47,568,yes,no,cellular,1613,1,0,unknown,yes
765,37,3665,no,no,cellular,664,3,0,unknown,yes
766,44,244,yes,no,cellular,1735,4,0,unknown,yes
767,55,568,no,no,cellular,940,10,0,unknown,yes
768,40,42,no,no,cellular,1842,2,0,unknown,yes
769,54,309,no,no,cellular,969,2,0,unknown,yes
770,35,-180,no,yes,,823,2,0,unknown,yes
771,32,34646,no,no,telephone,618,9,0,unknown,yes
772,36,59,no,no,cellular,526,2,0,unknown,yes
773,37,4436,no,no,cellular,846,5,0,unknown,yes
774,37,-242,yes,no,cellular,1149,6,0,unknown,yes
775,50,10052,no,no,cellular,665,2,0,unknown,yes
776,58,0,no,no,,641,4,0,unknown,yes
777,52,152,no,no,cellular,404,6,0,unknown,yes
778,31,156,no,no,cellular,657,7,0,unknown,yes
779,40,66,no,no,cellular,737,4,0,unknown,yes
780,,9827,yes,no,cellular,871,4,0,unknown,yes
781,53,6170,no,no,cellular,838,4,0,unknown,yes
782,43,2383,no,no,cellular,379,6,0,unknown,yes
783,30,635,no,no,cellular,851,8,0,unknown,yes
784,34,16,no,no,cellular,990,1,0,unknown,yes
785,48,362,no,no,cellular,529,1,0,unknown,yes
786,33,191,no,no,cellular,1148,2,0,unknown,yes
787,37,455,yes,no,cellular,904,6,0,unknown,yes
788,57,3043,no,no,cellular,707,2,0,unknown,yes
789,55,3334,no,no,,632,4,0,unknown,yes
790,34,8029,yes,no,cellular,593,4,0,unknown,yes
791,44,624,no,no,telephone,552,2,0,unknown,yes
792,35,331,no,no,cellular,857,2,0,unknown,yes
793,,2929,no,no,cellular,518,2,0,unknown,yes
794,49,1314,no,no,cellular,834,14,0,unknown,yes
795,30,289,yes,no,cellular,1184,4,0,unknown,yes
796,32,20,no,no,,1151,2,0,unknown,yes
797,56,8163,no,no,cellular,1231,4,0,unknown,yes
798,50,1200,no,no,cellular,904,3,0,unknown,yes
799,32,1732,yes,no,cellular,1871,3,0,unknown,yes
800,45,0,no,no,cellular,773,4,0,unknown,yes
801,52,576,no,no,cellular,762,3,0,unknown,yes
802,60,493,no,no,cellular,671,4,0,unknown,yes
803,47,682,no,no,cellular,638,6,0,unknown,yes
804,32,0,no,no,cellular,594,4,0,unknown,yes
805,55,3485,no,no,cellular,625,4,0,unknown,yes
806,36,2944,no,no,cellular,882,8,0,unknown,yes
807,46,1353,no,no,cellular,528,5,0,unknown,yes
808,55,0,no,no,cellular,309,4,0,unknown,yes
809,30,1541,no,no,cellular,471,8,0,unknown,yes
810,54,548,no,no,cellular,520,7,0,unknown,yes
811,31,254,no,no,cellular,1576,8,0,unknown,yes
812,,4414,no,no,cellular,504,7,0,unknown,yes
813,61,985,no,no,,998,6,0,unknown,yes
814,58,1241,no,no,cellular,194,2,0,unknown,yes
815,38,3278,no,no,cellular,645,14,0,unknown,yes
816,,412,no,no,cellular,1293,8,0,unknown,yes
817,43,483,no,no,,950,6,0,unknown,yes
818,52,7135,no,no,cellular,1032,3,0,unknown,yes
819,33,61,no,no,cellular,836,3,0,unknown,yes
820,33,1412,yes,no,unknown,480,1,0,unknown,yes
821,53,15,no,no,cellular,921,2,0,unknown,yes
822,40,27,no,no,cellular,467,2,0,unknown,yes
823,44,1196,no,no,cellular,552,5,0,unknown,yes
824,42,19,no,no,cellular,875,4,0,unknown,yes
825,33,432,no,no,telephone,588,6,0,unknown,yes
826,53,988,no,no,cellular,1408,5,0,unknown,yes
827,60,1614,no,no,cellular,921,6,0,unknown,yes
828,33,163,yes,no,cellular,627,2,0,unknown,yes
829,37,247,no,no,cellular,625,6,0,unknown,yes
830,45,236,no,no,cellular,703,2,0,unknown,yes
831,34,666,no,no,,1503,2,0,unknown,yes
832,56,73,no,no,cellular,644,4,0,unknown,yes
833,57,96,no,no,cellular,913,4,0,unknown,yes
834,32,46,no,no,,788,6,0,unknown,yes
835,50,1501,no,no,cellular,946,4,0,unknown,yes
836,30,-477,no,yes,cellular,1532,2,0,unknown,yes
837,56,1694,no,no,cellular,793,10,0,unknown,yes
838,55,196,no,no,cellular,81,1,0,unknown,yes
839,34,462,no,no,cellular,1877,3,0,unknown,yes
840,,1227,no,no,cellular,1123,4,0,unknown,yes
841,32,522,no,no,cellular,576,2,0,unknown,yes
842,31,94,no,no,cellular,579,2,0,unknown,yes
843,,267,no,no,,520,2,0,unknown,yes
844,33,4570,no,no,cellular,1258,2,0,unknown,yes
845,53,25,no,no,cellular,528,2,0,unknown,yes
846,46,0,no,no,cellular,686,2,0,unknown,yes
847,46,1920,no,no,,604,6,0,unknown,yes
848,59,1575,yes,no,cellular,1241,11,0,unknown,yes
849,51,234,no,no,cellular,735,1,0,unknown,yes
850,57,3518,yes,no,cellular,626,3,0,unknown,yes
851,43,136,no,no,,363,7,0,unknown,yes
852,48,830,no,no,cellular,961,4,0,unknown,yes
853,33,2054,no,no,cellular,472,6,0,unknown,yes
854,59,-546,no,no,cellular,1152,6,0,unknown,yes
855,58,5188,yes,no,cellular,606,6,0,unknown,yes
856,32,1882,no,no,cellular,497,5,0,unknown,yes
857,44,792,no,no,cellular,630,7,0,unknown,yes
858,47,162,no,no,,366,3,0,unknown,yes
859,34,1035,no,no,cellular,1374,10,0,unknown,yes
860,51,746,no,no,cellular,372,5,0,unknown,yes
861,60,17297,no,no,cellular,664,11,0,unknown,yes
862,46,22,no,no,cellular,388,6,0,unknown,yes
863,41,231,no,no,cellular,428,2,0,unknown,yes
864,34,296,no,no,cellular,609,13,0,unknown,yes
865,31,0,no,no,cellular,581,6,0,unknown,yes
866,37,40,no,no,cellular,1033,4,0,unknown,yes
867,,2396,no,no,cellular,1040,6,0,unknown,yes
868,55,2944,no,no,cellular,672,6,0,unknown,yes
869,33,7084,no,no,cellular,512,8,0,unknown,yes
870,30,569,no,no,cellular,976,12,0,unknown,yes
871,36,0,no,no,telephone,645,9,0,unknown,yes
872,44,1138,no,no,cellular,523,3,0,unknown,yes
873,36,54,yes,no,cellular,1642,3,0,unknown,yes
874,33,2637,no,no,cellular,583,17,0,unknown,yes
875,36,2473,no,no,cellular,965,4,0,unknown,yes
876,53,5603,no,no,cellular,2372,6,0,unknown,yes
877,,225,no,no,cellular,1126,4,0,unknown,yes
878,39,-17,yes,yes,,908,1,0,unknown,yes
879,35,3490,yes,no,cellular,643,2,0,unknown,yes
880,32,769,no,no,cellular,695,2,0,unknown,yes
881,46,-90,no,yes,telephone,270,1,0,unknown,yes
882,30,1785,no,no,unknown,235,1,0,unknown,yes
883,36,-103,yes,yes,telephone,3253,1,0,unknown,yes
884,47,555,yes,yes,telephone,478,1,0,unknown,yes
885,52,5303,yes,no,unknown,133,1,0,unknown,yes
886,43,1258,no,no,unknown,312,1,0,unknown,yes
887,44,1679,no,no,,718,1,0,unknown,yes
888,30,1664,yes,no,telephone,2016,1,0,unknown,yes
889,32,8749,yes,yes,unknown,294,1,0,unknown,yes
890,42,-247,yes,yes,telephone,519,1,1,other,yes
891,33,3444,yes,no,telephone,144,1,4,failure,yes
892,45,5346,yes,yes,unknown,187,1,0,unknown,yes
893,45,1144,yes,no,,676,1,0,unknown,yes
894,28,2351,no,no,telephone,157,1,0,unknown,yes
895,32,5514,no,no,telephone,181,1,0,unknown,yes
896,28,123,no,yes,telephone,313,1,0,unknown,yes
897,44,429,yes,no,telephone,80,1,0,unknown,yes
898,51,5254,yes,no,,134,1,0,unknown,yes
899,56,589,yes,no,unknown,518,1,2,success,yes
900,40,568,yes,no,,112,1,0,unknown,yes
901,49,10250,yes,no,telephone,97,1,0,unknown,yes
902,50,3537,no,no,unknown,305,1,0,unknown,yes
903,,1947,no,no,telephone,228,1,0,unknown,yes
904,37,1967,no,no,telephone,376,1,0,unknown,yes
905,27,2329,no,no,telephone,131,1,0,unknown,yes
906,47,12026,yes,no,telephone,251,1,0,unknown,yes
907,39,1757,no,no,telephone,125,1,0,unknown,yes
908,43,107,yes,yes,telephone,135,1,0,unknown,yes
909,34,1012,yes,yes,,540,1,0,unknown,yes
910,35,0,yes,no,telephone,171,1,0,unknown,yes
911,58,372,no,yes,unknown,11,1,0,unknown,yes
912,35,7506,yes,no,unknown,248,1,0,unknown,yes
913,42,314,yes,no,unknown,234,1,0,unknown,yes
914,43,860,no,no,,132,1,0,unknown,yes
915,34,0,yes,no,,154,1,0,unknown,yes
916,35,3623,no,no,telephone,160,1,0,unknown,yes
917,38,2470,no,no,telephone,227,1,0,unknown,yes
918,39,1307,yes,no,telephone,158,1,0,unknown,yes
919,58,3237,no,no,telephone,615,1,0,unknown,yes
920,60,5041,no,no,telephone,399,1,0,unknown,yes
921,56,6619,yes,no,telephone,465,1,0,unknown,yes
922,31,1331,no,no,unknown,268,1,0,unknown,yes
923,37,1970,yes,no,telephone,253,1,0,unknown,yes
924,59,1026,no,no,unknown,669,1,0,unknown,yes
925,49,249,no,no,telephone,234,1,0,unknown,yes
926,30,12857,yes,no,cellular,150,1,0,unknown,yes
927,31,2807,no,no,unknown,154,1,0,unknown,yes
928,40,5060,no,no,unknown,299,1,0,unknown,yes
929,,2271,no,no,telephone,524,1,0,unknown,yes
930,48,1,no,no,telephone,248,1,0,unknown,yes
931,34,676,no,no,telephone,486,1,0,unknown,yes
932,28,160,no,no,unknown,158,1,0,unknown,yes
933,34,899,yes,no,unknown,114,1,3,failure,yes
934,47,1230,yes,no,telephone,378,1,0,unknown,yes
935,59,0,no,no,,494,1,0,unknown,yes
936,32,700,no,no,unknown,90,1,0,unknown,yes
937,31,0,no,no,telephone,160,1,0,unknown,yes
938,27,67,no,no,telephone,239,1,0,unknown,yes
939,35,127,yes,no,telephone,162,1,0,unknown,yes
940,32,2089,yes,no,,132,1,0,unknown,yes
941,57,3585,no,no,telephone,172,1,0,unknown,yes
942,58,4152,yes,no,telephone,160,1,0,unknown,yes
943,30,816,yes,no,unknown,179,1,0,unknown,yes
944,37,5447,yes,yes,cellular,1789,1,0,unknown,yes
945,44,275,no,no,cellular,1077,1,0,unknown,yes
946,,1540,yes,no,cellular,564,1,0,unknown,yes
947,34,751,yes,yes,cellular,1303,1,0,unknown,yes
948,54,380,no,no,cellular,696,2,0,unknown,yes
949,55,1504,yes,yes,cellular,761,1,0,unknown,yes
950,59,1783,no,yes,cellular,540,2,0,unknown,yes
951,53,2269,no,no,cellular,1091,2,1,success,yes
952,37,5115,yes,no,cellular,1210,2,4,failure,yes
953,45,781,no,yes,cellular,652,2,2,failure,yes
954,49,-188,yes,yes,cellular,454,1,0,unknown,yes
955,31,761,no,no,telephone,514,2,0,unknown,yes
956,,19,yes,no,cellular,1978,1,0,unknown,yes
957,35,4508,yes,no,cellular,854,1,0,unknown,yes
958,37,66,no,no,cellular,1164,2,0,unknown,yes
959,48,2266,no,no,cellular,676,1,0,unknown,yes
960,39,4646,yes,no,cellular,486,1,0,unknown,yes
