Sex,Education Level,Renew,Online Activity,Marital Status,Monthly Income,Months with Company,Brand Loyalty,Location Code,City,Years after high school graduation
Male,College,Yes,8.88737107565702,,5327.650268929797,4.0,1.2222743428223257,Urban,London,24.0
Female,High School,Yes,3.951311173345303,Single,3815.542325974615,68.0,-1.053500117522716,Suburban,New Castle,28.0
Female,College,Yes,5.315696621676615,Married,4269.204291175051,57.0,-0.67401701412875,Suburban,New Castle,40.0
Male,College,Yes,5.405556363577015,Divorced,3336.880883203903,60.0,-0.8031887381659532,Urban,London,33.0
Male,Graduate School,Yes,5.489259006742968,Divorced,2923.69113618136,18.0,-0.01417389642812672,Suburban,New Castle,25.0
Female,,No,4.663439516275205,Single,4016.2759961011243,60.0,0.09224093224645308,Rural,Manchester,40.0
Male,College,Yes,3.377471775611859,Divorced,5124.680589833598,68.0,-0.43050623957645195,Urban,New Castle,34.0
Female,College,No,4.141716311946345,Single,5625.88755009139,56.0,-0.1342923485842394,Suburban,Manchester,
Female,Graduate School,Yes,4.854410191382973,Divorced,5753.612412496634,46.0,0.30431253398481195,Urban,Manchester,16.0
Male,College,No,4.1899691022074,Married,4380.3016582185155,31.0,0.31250863393850326,Suburban,London,35.0
Male,Graduate School,Yes,5.899289919013476,Divorced,5671.554149580941,56.0,0.015342667481765632,Urban,London,44.0
Female,High School,Yes,5.551685895300731,Single,6018.956881244452,61.0,-0.09888816984533151,Urban,New Castle,38.0
Female,High School,No,4.966119611711258,Divorced,4357.612684013194,37.0,0.5354829932529558,Suburban,New Castle,30.0
Female,High School,Yes,5.310178885983177,Divorced,4123.687426344023,23.0,0.28279904095630604,Suburban,Manchester,24.0
Male,High School,No,3.6796568155666423,Married,3851.6512946239563,72.0,0.05139408879078344,Rural,New Castle,42.0
Male,College,Yes,8.632663026174184,Divorced,5842.0756062936925,32.0,0.9434359592439789,Suburban,London,53.0
Female,High School,No,6.119584955614152,Married,4581.315970579658,48.0,1.0816955998652173,Rural,Manchester,20.0
Male,High School,Yes,6.40470816240955,Married,6288.88048170345,65.0,-0.04757612231129754,Rural,Manchester,27.0
Male,Graduate School,No,4.470815001016761,Divorced,5049.194563577066,80.0,-0.12638343851581096,Suburban,Manchester,30.0
Male,High School,Yes,6.166900570294594,Divorced,5151.085592146751,55.0,-0.034319540043271896,Urban,London,46.0
Male,High School,No,3.3080608606646553,Married,4809.032195190555,27.0,0.9718277906958734,Urban,Manchester,38.0
Male,College,Yes,6.463044217284351,Married,4425.177679793593,27.0,0.2467368245918954,Rural,London,45.0
Male,High School,Yes,6.593327840874483,Divorced,5210.415776242051,44.0,0.23289378514775622,Urban,Manchester,40.0
Male,College,Yes,4.61612595149866,Divorced,3897.7823488757,64.0,-0.8008756865407518,Suburban,London,36.0
Male,Graduate School,No,5.039366681450367,Married,4597.992689422822,62.0,0.17905082381882054,Suburban,Manchester,28.0
Female,Graduate School,Yes,7.284767251572618,Divorced,4537.334863205894,30.0,0.3608063756376475,Urban,New Castle,41.0
Female,College,Yes,5.312778944716114,Divorced,5591.381768728723,36.0,0.2963329825657538,Suburban,London,22.0
Male,High School,Yes,6.582966373281602,Divorced,5348.694527771771,37.0,0.2925962769447143,Urban,Manchester,33.0
Male,High School,Yes,5.818156346603137,Divorced,5081.464895641634,58.0,-0.2941902163475277,Urban,Manchester,48.0
Male,College,No,3.6024940963916032,Divorced,5278.364093296137,38.0,0.6636641855811329,,Manchester,27.0
Female,High School,Yes,6.485097095753618,Single,6545.96326523839,65.0,-0.05099216158586212,Suburban,London,35.0
Male,High School,No,5.485377822470544,Divorced,4200.637754603525,54.0,0.18562519478191614,Rural,London,28.0
Female,Graduate School,No,5.444619970218591,Divorced,4374.428545985684,45.0,0.14041351607741293,Rural,New Castle,46.0
Male,Graduate School,Yes,4.5135844544752555,Married,5508.90044751842,55.0,-0.18550327630457486,Suburban,New Castle,47.0
Male,Graduate School,Yes,2.1424046559230847,Divorced,3484.7348593840907,39.0,-0.6414557998950249,Urban,New Castle,22.0
Male,Graduate School,No,4.679269859131542,Married,3613.4384069658704,70.0,-0.20119471213327647,Rural,Manchester,41.0
Female,Graduate School,No,5.83228565317475,Married,4858.823596992114,60.0,0.19490092284491378,Rural,New Castle,43.0
,High School,No,5.111713482726265,Married,3923.265746262591,81.0,0.24482756526838811,Rural,Manchester,23.0
Female,Graduate School,Yes,6.712714933865998,Single,6305.050486817227,81.0,-0.33374692577385834,Urban,New Castle,39.0
Male,College,No,3.71272994774437,Single,6385.3134657696355,80.0,-0.42881685200643943,Rural,London,33.0
Male,Graduate School,Yes,,Single,5193.656356592381,20.0,0.7972107990664862,Suburban,New Castle,41.0
Male,Graduate School,Yes,8.04928827016808,Single,7204.902610721601,64.0,0.25896248388151427,Urban,Manchester,39.0
Male,College,Yes,4.970245803191087,Single,3988.304211919395,16.0,0.02319746143892029,Suburban,Manchester,
Female,High School,Yes,8.669533116661798,Married,5199.069614402372,44.0,0.27773517326216085,Suburban,London,37.0
Male,College,Yes,5.9769177970600955,Single,3378.3119829275843,21.0,-0.11992148027744917,Rural,Manchester,11.0
Male,College,No,4.400766784396397,Single,5577.388139674576,49.0,0.6529093353340183,Rural,Manchester,21.0
Female,High School,No,2.95874441359079,Married,7164.132332701739,16.0,0.4791479805022054,Suburban,London,30.0
Female,Graduate School,No,5.79844691822926,Married,5858.1114121363935,83.0,-0.07576465669047958,Rural,London,27.0
Male,High School,Yes,6.121973035603549,Divorced,5516.008824617398,32.0,0.49676812101754453,Rural,New Castle,24.0
Male,College,No,3.5989919634155605,Married,6627.377607636421,15.0,0.3962459189715134,Rural,New Castle,45.0
Male,High School,Yes,6.339233114379605,Single,5139.956837821609,35.0,0.40351854165529755,Rural,Manchester,46.0
Female,College,No,5.541913239295083,Married,4430.934727397184,86.0,-0.6064761463004289,Suburban,Manchester,31.0
Female,,Yes,5.601680454818253,Single,4234.955861916401,26.0,0.1812142409712275,Urban,London,30.0
Female,Graduate School,Yes,6.133616606020286,Single,4419.966335735015,37.0,0.012369597252887277,Urban,New Castle,40.0
Male,High School,Yes,6.362001863160559,Single,6944.771089133745,61.0,0.1833571915997113,Suburban,New Castle,28.0
Male,College,Yes,5.461192821073881,Divorced,4066.3860514492044,30.0,0.11360535306444297,Urban,New Castle,35.0
Female,High School,No,4.372020263157875,Single,4593.770462451439,96.0,-0.390110966194643,Suburban,London,24.0
Female,College,Yes,4.176710306286049,Divorced,5817.866215936112,41.0,0.38526275580156943,Urban,New Castle,35.0
Male,High School,Yes,7.901618446121132,Married,4051.7703740030674,37.0,0.07657089795998345,Urban,Manchester,27.0
Female,High School,Yes,6.233813984725889,Single,3515.8483027617576,20.0,,Suburban,Manchester,47.0
Male,High School,No,6.069336601840104,Married,4524.407579247123,,-0.8092914557844111,Suburban,London,38.0
Male,Graduate School,No,5.24890118202791,Married,4561.163894236884,39.0,-0.11352801613289512,Rural,New Castle,39.0
Male,Graduate School,No,3.3370830159701126,Divorced,5234.280145499541,71.0,-0.03776269830250378,Suburban,New Castle,35.0
Male,High School,Yes,6.82875656688261,Divorced,3640.2285637628524,37.0,-0.2627231158395077,Urban,Manchester,42.0
Female,College,Yes,7.993143974672161,Divorced,6738.025903677357,43.0,0.71230641388518,Urban,London,29.0
Female,College,Yes,5.59402053175689,Divorced,4648.752914747145,41.0,0.07824302856752846,Urban,Manchester,39.0
Female,College,Yes,6.549873553091969,Single,6168.187651856549,45.0,0.47498560182641114,Urban,Manchester,18.0
Female,Graduate School,No,4.81668743082856,Single,6685.954910874167,56.0,-0.06782289433337155,Rural,Manchester,32.0
Male,High School,No,4.511309621290875,Married,4532.3875371754975,40.0,0.8821484162326785,Suburban,New Castle,48.0
Male,High School,Yes,6.896972465515717,Divorced,7250.6969217821315,64.0,0.32096235222755465,Urban,London,33.0
Female,College,Yes,,Divorced,6050.053699478161,65.0,-0.03067920132078167,Suburban,New Castle,30.0
Female,Graduate School,No,3.552426902730054,Single,5749.9138920434825,69.0,0.5032825220654091,Rural,New Castle,34.0
Female,High School,,4.68858070009249,Married,6108.4301516261485,101.0,-1.022508295402504,Suburban,Manchester,29.0
Female,High School,Yes,6.471476026009455,Single,2576.031147228985,16.0,-0.02671133512278001,Urban,New Castle,19.0
Female,High School,Yes,7.274308775079163,Married,6528.90024803455,65.0,0.0062507870655302,Urban,Manchester,35.0
Female,Graduate School,Yes,6.785163004482114,Divorced,3176.943336078505,61.0,-0.9788514889792712,Urban,London,35.0
Male,College,No,5.227727026382299,Married,4618.9064084239235,69.0,0.059329550191434266,Suburban,London,26.0
Female,College,Yes,6.889348918531929,Divorced,4174.377385383613,47.0,-0.46853136123081124,Urban,New Castle,28.0
Female,High School,No,4.417415590025037,Single,4178.709834059333,43.0,0.771095979428072,Suburban,New Castle,18.0
Male,High School,No,4.904487892579833,Divorced,4689.332182944638,56.0,-0.043077991068674965,Suburban,London,37.0
Male,Graduate School,No,4.643954937442517,Married,6106.282270339027,22.0,0.4659339141309089,Urban,London,28.0
Female,College,Yes,6.559044379368947,Married,5348.625477254921,44.0,0.1846296029276001,Urban,London,18.0
Male,College,Yes,6.451259557232173,Divorced,3671.128573000198,30.0,-0.1218894105090511,Suburban,London,36.0
Male,Graduate School,Yes,5.810060026431717,Single,5203.499389338276,71.0,-0.4843686764106685,Suburban,New Castle,44.0
Male,College,Yes,7.375962457450134,Married,6114.935536926521,63.0,0.3626879200334394,Urban,London,39.0
Male,Graduate School,No,2.795992585200797,Married,6268.162691394797,71.0,-0.5446277265422945,Rural,Manchester,45.0
Male,High School,No,4.081708058424776,Married,4718.96311802981,70.0,0.30693821259513265,Rural,London,27.0
Female,College,Yes,7.333162598198082,Single,3708.392182043864,30.0,0.15223207475893002,Urban,London,28.0
Female,Graduate School,No,2.9113091064658256,Married,6499.182640043872,68.0,-0.09525058650902878,Suburban,New Castle,33.0
Female,High School,No,4.498963865064934,Married,5303.624586992233,63.0,-0.11136088667969132,Suburban,New Castle,35.0
Female,College,Yes,5.761093328704684,Divorced,4392.82395570851,31.0,0.009579873475172945,Urban,London,16.0
Female,High School,Yes,5.245556586133035,Single,4380.762425440387,73.0,-1.066112135017454,Urban,London,35.0
Male,High School,Yes,6.088504225737488,Divorced,5704.569060895878,41.0,0.3244469551511515,Urban,Manchester,43.0
Male,Graduate School,Yes,,Divorced,7265.559471731227,38.0,0.7067291492861779,Urban,New Castle,40.0
Male,Graduate School,Yes,4.611888046033039,Divorced,6131.928198455851,69.0,-0.14233526894995,Urban,London,29.0
Female,Graduate School,Yes,4.238203447672078,Divorced,3750.8500106928805,44.0,-0.7310161896044935,Urban,London,44.0
Female,College,Yes,8.428159354786189,Single,4212.6096235801015,21.0,,Urban,Manchester,50.0
Male,High School,Yes,5.109054967957146,Divorced,6368.316231612411,30.0,0.7465667051224768,Urban,Manchester,35.0
Male,Graduate School,No,5.654217923121472,Married,4268.771938370569,73.0,-0.3310657522237417,Rural,Manchester,22.0
Female,Graduate School,Yes,6.211012015744674,Single,6016.268170862053,45.0,0.3823637230384678,Urban,New Castle,37.0
Male,,Yes,4.346252636941679,,5547.4256493597495,45.0,0.2946377397929567,Suburban,Manchester,40.0
Female,College,Yes,4.704365850619046,Single,4678.52843467034,39.0,0.059519526095446584,Urban,Manchester,38.0
Female,Graduate School,No,5.640827851599218,Divorced,2606.2961630672,55.0,-0.5404573672681233,Rural,Manchester,32.0
Female,College,No,2.9926978762003795,Single,5071.070592182357,56.0,0.35924318168190517,Rural,Manchester,35.0
Female,Graduate School,Yes,5.630061908863634,Divorced,3809.4309982972277,32.0,-0.14207867439257385,Suburban,New Castle,34.0
Male,Graduate School,Yes,7.6547854375713,Single,,36.0,0.12556652161897536,Urban,Manchester,31.0
Female,Graduate School,Yes,5.7874834542064475,Divorced,6118.612577159488,52.0,0.10382877256947404,Suburban,London,29.0
Male,High School,Yes,5.930919478618295,Married,4686.1331220351285,46.0,-0.19973579564288552,Urban,London,51.0
Female,College,Yes,5.649060116417135,Single,4868.014740872857,42.0,-0.3767159593449612,Rural,Manchester,37.0
Male,High School,Yes,6.800021569481344,Divorced,4344.940428284686,30.0,0.08691960040778973,Urban,Manchester,37.0
Female,Graduate School,No,3.9264292104621052,Divorced,5009.737584050792,94.0,-0.2074193641910243,Rural,New Castle,18.0
Male,Graduate School,Yes,7.324709405026313,Divorced,,,0.14570606245741474,Urban,London,34.0
Female,College,Yes,8.586449266548636,Single,6279.415242623042,39.0,0.7666710232142787,Urban,London,34.0
Female,Graduate School,Yes,5.371979709680631,Married,4665.209975328031,49.0,-0.4455145852818698,Suburban,London,26.0
Male,Graduate School,Yes,5.281037761307992,Divorced,3627.1151297854067,50.0,-0.701865634000408,Suburban,Manchester,37.0
Male,College,Yes,5.040908427244563,Single,3814.8532744544605,25.0,-0.0019113130044061677,Suburban,London,24.0
Female,Graduate School,Yes,7.137186195790784,Divorced,7468.355695091615,32.0,1.1344962485869559,Urban,London,34.0
Female,High School,Yes,6.33361661096314,Single,4986.548290867096,42.0,-0.07029672827634667,Urban,New Castle,30.0
Male,College,Yes,5.84904315068078,Divorced,4640.398455069523,76.0,-0.8512600335810421,Suburban,Manchester,33.0
Male,Graduate School,Yes,6.81757774312026,Divorced,4417.152615521503,35.0,0.1556892161500168,Urban,New Castle,35.0
Female,Graduate School,No,3.9805228022259755,Married,5413.497105253782,51.0,0.8281364431570033,Rural,London,14.0
,College,Yes,5.332363471620342,Divorced,5899.011341289479,57.0,-0.06902569248769391,Suburban,,35.0
Male,High School,Yes,7.237252762200196,Divorced,4543.345911592724,56.0,-0.19822228220765345,Urban,London,35.0
Female,College,No,3.812435231696492,Married,5638.989225371193,61.0,-0.19373818675755466,Rural,London,28.0
Male,High School,Yes,8.529882111091407,Married,4858.974769368772,62.0,-0.18506888194484625,Urban,Manchester,29.0
Female,College,Yes,5.745065298966406,Single,3875.351170664014,58.0,-0.6907894704588642,Urban,New Castle,31.0
Male,High School,Yes,6.347367324695715,Divorced,6191.027988956454,74.0,-0.1104769954049719,Urban,London,31.0
Female,High School,Yes,5.690175341469636,Single,2540.9774849318947,56.0,-0.9818653565562043,Rural,,18.0
,College,No,6.715106403029969,Married,5665.078359148276,81.0,-0.9832488935243051,Suburban,New Castle,29.0
Female,High School,No,4.755484336934972,Single,5457.410596873976,59.0,-0.7162645631213455,Rural,New Castle,37.0
Male,Graduate School,No,4.872992038225054,Divorced,4547.088470818199,89.0,-0.6573220182769488,Rural,Manchester,40.0
Male,High School,No,5.270759679463781,Married,4583.650848312076,75.0,-0.19618687722290948,Rural,Manchester,47.0
Male,High School,Yes,6.2286495359075955,Divorced,6647.647935902058,67.0,0.03887785045825595,Suburban,New Castle,27.0
Female,College,No,4.424928482554691,Single,3633.816227068379,89.0,-0.5069625755984661,Rural,New Castle,27.0
Female,Graduate School,Yes,7.192656694371008,,5920.852091346185,39.0,0.4796917326313793,Urban,New Castle,34.0
Male,College,No,3.7896106091046766,Married,5951.895979070978,51.0,-0.18917510268942186,Rural,New Castle,28.0
Male,Graduate School,Yes,7.559001929686774,Divorced,6090.461667002881,59.0,-0.02292413516416239,Urban,New Castle,36.0
Female,Graduate School,Yes,4.167568982402262,,2782.2270926205697,15.0,-0.26811179394856804,Urban,Manchester,33.0
Male,Graduate School,Yes,8.555368406108926,Married,5934.505580080592,49.0,0.3645205442811864,Suburban,New Castle,37.0
Male,Graduate School,Yes,5.4896606933033025,Single,5320.644542159319,65.0,-0.40931970011682417,Suburban,London,53.0
,College,No,4.104470434406122,Married,4915.3851333516905,50.0,0.16945104456417037,Urban,London,25.0
Female,Graduate School,No,5.512817362438185,Married,4270.084668399037,105.0,-0.3169440565153597,Suburban,Manchester,28.0
Female,College,No,5.680910715098017,Single,4447.949212028616,56.0,1.0173386565919196,Rural,New Castle,42.0
Female,High School,Yes,7.7100084588251026,Divorced,5907.132538276874,,1.117166966450113,Urban,Manchester,7.0
Male,Graduate School,No,5.350672052544861,Divorced,4400.085179582301,71.0,-1.2378395919778953,Suburban,London,26.0
Male,College,No,3.664988189840768,Married,5529.343804288694,42.0,0.1495379708641782,Rural,,40.0
Female,High School,No,4.901812910292691,Single,4431.192012965872,76.0,-0.04031907209689034,Rural,Manchester,39.0
Male,High School,No,2.9998297357208754,Married,5928.812517577565,58.0,0.22140444062443682,Suburban,New Castle,23.0
Male,Graduate School,Yes,7.204874218591924,Married,5033.113730601138,30.0,0.4232868299431185,Urban,New Castle,45.0
Female,College,Yes,6.465861268896171,Single,5769.64924404585,51.0,0.2635595232501365,Suburban,New Castle,40.0
Female,High School,No,3.5257325168430285,Single,5780.055588333731,70.0,-0.3359119340087962,Suburban,London,35.0
Female,College,No,3.818741042871284,Married,6331.368582648854,30.0,0.6405196945571727,Rural,London,20.0
Female,High School,No,5.160715527792391,Married,5185.310880824476,74.0,-1.337216169799255,Urban,London,37.0
Male,College,Yes,6.482382015121132,Single,4998.725203476167,45.0,-0.03714818244904505,Urban,New Castle,32.0
