Marital Status,Education Level,Brand Loyalty,Online Activity,Years after high school graduation,Sex,Renew,Annual Income,Location Code,Years with Company,City
Single,College,0.10416984158090314,6.344366084511836,30.0,Male,Yes,46505.15885608134,Urban,3.0,London
Married,College,0.9969536162827,3.8639765677377436,28.0,Female,No,26966.756198976203,Rural,6.0,New Castle
Divorced,Graduate School,-0.7317440548262613,3.6884841215956268,15.0,Male,Yes,70679.7372221267,Suburban,5.0,Manchester
Divorced,Graduate School,0.15557086255862485,7.15220241506853,28.0,Male,Yes,49229.26570451573,Suburban,3.0,London
Single,Graduate School,0.4137588905945757,6.869511926911518,32.0,Female,Yes,58191.920070818196,Suburban,6.0,
Married,Graduate School,0.47452197677437025,5.5923765047944585,38.0,Female,No,75980.38578542051,Suburban,5.0,New Castle
Single,High School,0.7800862356815504,7.160862193938755,34.0,Female,Yes,31187.49614520185,Suburban,6.0,London
Married,Graduate School,0.7103203219543741,5.896218649671747,26.0,Male,Yes,49775.60379533179,Suburban,1.0,New Castle
Married,Graduate School,0.020791985842684456,4.78065322232147,26.0,Male,No,,Rural,5.0,New Castle
Married,College,0.5412774171549981,4.684168912770077,33.0,Male,No,57530.38893913278,Rural,7.0,London
Divorced,College,0.07772839269889503,4.351464176266514,31.0,Male,No,35971.60884931235,Suburban,3.0,Manchester
Divorced,High School,0.004674269688202358,6.81544073652012,33.0,Female,Yes,52036.48895037468,Urban,5.0,New Castle
Single,College,-0.46643899745802786,4.095744059580479,24.0,Female,No,48877.51191175095,Suburban,6.0,London
Single,Graduate School,0.4020852147786069,6.0019295117421585,20.0,Female,Yes,60482.12222033926,Suburban,6.0,Manchester
Married,College,0.42555160726220054,6.71424784733096,32.0,Male,No,61156.60893341573,Urban,8.0,New Castle
Married,High School,0.5029710008025543,6.313954313480749,37.0,Male,No,46889.666420965106,Suburban,4.0,New Castle
Divorced,Graduate School,-0.180657352069881,5.815782791662866,28.0,Female,Yes,58864.617314742674,Suburban,8.0,Manchester
Married,College,0.0726415409515562,4.189145915495328,29.0,Male,No,60902.73824889207,Suburban,5.0,Manchester
Divorced,College,1.4994972148896601,6.450347614423062,24.0,Female,Yes,56882.27775218446,Urban,5.0,New Castle
Single,College,-0.22376698387005584,5.874294462071934,17.0,Male,Yes,51896.17056052983,Suburban,6.0,Manchester
Divorced,College,0.2817236013069889,3.8009534966566694,24.0,Male,Yes,56239.59585744861,Urban,5.0,London
Married,High School,0.26556642345622505,4.43628348394913,31.0,Female,No,43790.00516973162,Suburban,3.0,Manchester
Single,Graduate School,-0.10296049463925772,4.738044607408824,18.0,Female,Yes,67174.63103636524,Urban,4.0,Manchester
Divorced,High School,0.13294585984295826,5.627010917853339,25.0,Female,Yes,63693.776939210744,Urban,6.0,New Castle
Married,High School,0.35755682790920895,5.936686552679999,33.0,Male,No,54869.075856338604,Urban,3.0,New Castle
Married,Graduate School,0.2034388431158001,6.806397879920056,19.0,Female,No,28256.442700370186,Suburban,5.0,London
Divorced,Graduate School,-0.5937626558755984,4.039397979999074,23.0,Female,Yes,66543.33700004143,Suburban,5.0,Manchester
Married,Graduate School,-0.233991435524192,5.002274025086539,30.0,Male,No,35240.75454415391,Rural,5.0,London
Divorced,High School,-0.012214065212659705,,40.0,Male,Yes,41616.76204568938,Urban,7.0,London
Married,College,0.14310403879938377,4.9860102667152715,29.0,Male,No,27938.947019826854,Rural,6.0,New Castle
Divorced,Graduate School,-0.3338017562957298,5.686414462272291,34.0,Male,Yes,89062.75636300516,Urban,2.0,London
Single,College,-1.5,6.712202589493963,,Male,Yes,63067.261023069215,Urban,7.0,New Castle
Married,College,-0.19007376969575884,5.702254033143206,36.0,Male,Yes,68893.32027923793,Suburban,5.0,London
Divorced,College,0.07805157681573999,3.760607442453355,47.0,,No,84169.1013924652,Suburban,6.0,Manchester
Married,College,0.6602611803028529,5.337946779308829,20.0,Female,No,34150.75305510701,Suburban,3.0,London
Divorced,Graduate School,-0.11694687463326392,5.3728036102307914,24.0,Male,No,62785.161480951385,Rural,5.0,London
Married,High School,0.02167417981093208,6.6105974949163215,36.0,Male,No,55754.83229123472,Rural,4.0,Manchester
Married,College,0.07442856461436018,2.1641067334647266,9.0,Female,Yes,47084.639407789786,,4.0,London
Single,Graduate School,0.6067486288058348,4.106933758381705,32.0,Male,No,43572.53860399712,Urban,3.0,New Castle
Divorced,High School,-0.23231902754416056,4.785022540633552,15.0,Male,Yes,54080.36974809048,Urban,2.0,Manchester
Divorced,Graduate School,0.14045188112339274,4.011937856287134,30.0,Female,,56620.44121716881,Urban,,Manchester
Divorced,Graduate School,-0.02792489527770034,7.510562438254182,22.0,Male,No,52996.830475819734,Urban,4.0,New Castle
Married,Graduate School,-0.10256778538102099,3.7199340097140903,35.0,Male,No,55414.876311707434,Rural,5.0,New Castle
Single,College,-1.3020775506134645,6.050268948972176,20.0,Female,Yes,66041.46843854773,Urban,4.0,Manchester
Divorced,College,-0.25433470425976384,4.600762984752268,11.0,Female,Yes,44686.13734961132,Urban,3.0,New Castle
Single,College,1.308003508850764,7.551723051960408,37.0,Male,Yes,52332.52131467098,Urban,5.0,New Castle
Married,Graduate School,-0.4895142548234067,4.807735722721155,42.0,Male,No,54227.49826921422,Rural,5.0,London
Single,Graduate School,0.37230558948475945,5.072759207486118,27.0,Female,Yes,64318.673471826136,Suburban,4.0,London
Divorced,High School,,3.407938594138419,44.0,Male,No,49774.086548272026,Rural,3.0,New Castle
Divorced,College,-0.3321883713506505,1.6886502935463392,21.0,Female,Yes,70266.4853537187,Rural,4.0,London
Married,High School,-0.2996700936882736,,14.0,Male,Yes,31736.075498079703,Urban,6.0,London
Single,High School,0.3581210400216181,5.130287513774691,29.0,Male,Yes,92062.83839813752,Urban,3.0,Manchester
Married,Graduate School,0.20154285442219166,7.915426861249406,35.0,Female,No,59064.55255016907,Rural,5.0,Manchester
Married,College,0.5782168277506559,4.772156724370101,22.0,Male,No,61272.50610301963,Urban,5.0,New Castle
Single,Graduate School,-0.2106232722718469,7.0224895234847065,37.0,Male,No,54161.79379129823,Suburban,5.0,Manchester
Married,High School,0.39850931077282575,3.6385689929334992,,Male,Yes,67159.05136767929,Urban,3.0,New Castle
Married,College,0.6106234535815719,3.399837006674244,22.0,Female,Yes,58912.61030994885,Suburban,4.0,New Castle
Single,High School,-0.057916733330560674,4.047010208283559,17.0,Female,Yes,46103.341193358676,Suburban,5.0,New Castle
Single,,,4.674463371152641,25.0,Male,No,63886.97412268096,Rural,2.0,London
Single,Graduate School,-0.17654435217644684,6.34840383871075,25.0,Male,Yes,49139.39380730594,Urban,4.0,New Castle
Divorced,Graduate School,0.7900757982056592,4.464662250829103,28.0,Female,Yes,53252.45792941399,Suburban,5.0,New Castle
Married,Graduate School,0.28744416408167406,7.2647512540796795,41.0,Female,No,40175.715963027935,Rural,7.0,London
Married,College,-0.11009127845679473,5.650049825878605,39.0,Female,No,48321.774903765756,Suburban,4.0,New Castle
Divorced,Graduate School,0.14606924624924625,6.0122895716887435,21.0,Female,Yes,66355.79241184678,Urban,6.0,Manchester
Divorced,College,-1.320365839830777,3.7440511455720613,23.0,Female,Yes,40178.89869438528,Suburban,6.0,New Castle
Divorced,High School,-0.6221665924955461,6.583632750545656,28.0,Male,Yes,44795.07574121723,Rural,5.0,London
Divorced,High School,-0.6136090317252675,4.394885275474507,40.0,Male,No,55062.15019698118,Rural,4.0,Manchester
Single,College,0.5191940973882725,4.491655439987092,22.0,Female,Yes,46908.11896453927,Suburban,4.0,London
Married,Graduate School,-0.36156870232959165,7.231855280796571,23.0,Female,No,56906.607183167114,Suburban,5.0,London
Divorced,High School,-0.8866728766349835,7.200592851637818,31.0,Female,No,58572.96928667895,Urban,8.0,Manchester
Married,Graduate School,0.28265942654662246,7.428974956649773,23.0,Male,Yes,48726.9486948384,Urban,3.0,London
Divorced,,-1.1924523409375947,5.2880071171219205,21.0,Female,Yes,73831.39669169986,Rural,5.0,New Castle
Divorced,College,-0.05097038127744133,6.132400381437919,26.0,Female,Yes,53597.187071233304,Urban,3.0,London
Divorced,Graduate School,0.07363861931331782,6.939832491628903,36.0,Male,Yes,,Rural,3.0,London
Divorced,High School,-0.27565622314147736,5.923375867657688,22.0,Female,Yes,62226.73662092675,Suburban,9.0,New Castle
Single,High School,0.07793021251280274,4.43827597871634,27.0,Female,Yes,65517.84092862667,Rural,4.0,Manchester
Single,College,-0.21588370474551416,6.651522419005595,33.0,Female,Yes,55793.56743068409,Urban,5.0,Manchester
Divorced,Graduate School,0.22092742282002445,4.081665056272161,7.0,Female,Yes,32557.101481644288,Urban,6.0,London
Married,Graduate School,-0.7647017102631181,5.384642734330928,29.0,Female,No,61420.978266906655,Rural,5.0,London
Divorced,Graduate School,0.09856138234144218,5.890392079640102,25.0,Male,Yes,56532.72420791506,Suburban,6.0,London
Single,High School,0.5760355048443506,4.7074545864073425,27.0,Female,Yes,67901.27098119604,Suburban,5.0,Manchester
Divorced,Graduate School,0.06902836379053406,7.2947047666786,27.0,Female,Yes,53859.02268561815,Urban,3.0,Manchester
Divorced,High School,-0.3608687971156717,5.533161761763817,23.0,Female,Yes,58183.456423047435,Rural,7.0,London
Divorced,College,-0.5867925610833123,7.008081602587433,26.0,Female,Yes,72184.8780676384,Urban,6.0,London
Married,College,0.01848787164218208,6.122920205503373,18.0,Male,No,58226.61257495376,Urban,5.0,London
Single,High School,0.30309190979580014,5.937979795541948,20.0,,Yes,45738.97673072749,Suburban,5.0,New Castle
Single,College,0.8076759840583729,4.552680527105137,42.0,Female,No,65377.38211226208,Suburban,4.0,New Castle
Divorced,High School,0.3093629969979572,6.058311680550277,23.0,Female,Yes,47000.133803573306,Rural,6.0,New Castle
Married,,-0.8332658303070769,5.59065418979464,35.0,Male,No,66637.92139929328,Rural,5.0,London
Married,High School,0.4604001931827543,4.083844596026617,20.0,Male,No,42048.10789972611,Rural,4.0,New Castle
Divorced,College,0.8830706643612612,5.751045857269839,15.0,Female,Yes,42701.99446650002,Rural,3.0,New Castle
Married,High School,-0.01706909589322539,5.55599788634638,22.0,Male,Yes,78989.22345005556,Suburban,6.0,New Castle
Single,Graduate School,0.3832908891247296,4.7605372191554025,31.0,Female,Yes,68032.66056108742,Urban,6.0,
Divorced,College,0.19702824640657127,5.862684238173898,21.0,Female,Yes,65539.02994136928,Suburban,1.0,Manchester
Single,High School,-0.6761447612189126,5.5913491568926705,24.0,,Yes,56119.71828544848,Urban,4.0,Manchester
Single,Graduate School,-0.17612472217706493,5.612202302256081,25.0,Female,Yes,45299.62006183757,Rural,5.0,New Castle
Divorced,College,-0.32778279462684234,6.911753975053704,31.0,Male,Yes,56142.9827350811,Urban,2.0,London
Divorced,Graduate School,0.4882812122561878,3.829224192095398,13.0,Female,Yes,33293.51632978922,Suburban,7.0,New Castle
Divorced,Graduate School,0.06190857120053748,6.5990535040274105,35.0,Male,No,50441.59876698335,Urban,5.0,Manchester
Single,High School,-0.2475286503721243,3.3301390377703886,17.0,Female,Yes,61987.53479495823,Rural,4.0,New Castle
Divorced,College,1.0634162605648203,4.497114885473826,19.0,Female,Yes,43472.82511209772,Urban,3.0,Manchester
Divorced,High School,1.032656872452542,3.8979768162273194,15.0,Male,Yes,48761.683713884784,Urban,6.0,London
Divorced,High School,0.19164569494736547,5.8518031479491075,21.0,Male,Yes,44787.764041187016,Urban,5.0,Manchester
Married,High School,-0.006016565902166288,4.323206451191943,38.0,Male,No,70520.8494347542,Suburban,5.0,Manchester
Divorced,College,-0.26329663811788306,4.581371644869854,23.0,Male,Yes,45552.99185745468,Rural,8.0,Manchester
Single,College,-0.12202445738901788,5.75980428310549,26.0,Female,Yes,48509.35594770432,Urban,2.0,New Castle
Single,Graduate School,1.041024553118846,7.283347373045824,31.0,Female,Yes,46023.3158408759,Urban,5.0,London
Married,High School,-1.0381723154165776,5.480898118854871,25.0,Male,No,40131.61990343584,Rural,3.0,New Castle
Divorced,College,-0.41271063088001286,3.232038412764192,35.0,Female,No,39879.65782331971,Suburban,6.0,New Castle
Married,College,0.13043655875248045,3.376192450525206,39.0,Male,No,55889.77042371068,Rural,4.0,New Castle
Divorced,College,-0.26355769009479507,6.326561824884166,30.0,Male,No,63547.405349764325,Rural,7.0,Manchester
Single,College,-0.03268441522970557,3.8653537630381605,18.0,Female,Yes,60650.44309953259,Urban,7.0,New Castle
Married,Graduate School,0.14848766946193895,7.68931854763756,32.0,Male,No,53834.322336171674,Rural,5.0,London
Married,Graduate School,-0.2978374553900317,5.848024187948711,38.0,Male,No,55969.7474297102,Suburban,6.0,Manchester
Married,Graduate School,-0.18279197785912946,3.8301080436072255,34.0,Female,No,47264.33793486195,Rural,4.0,Manchester
Single,Graduate School,0.3517972435348223,6.741705361992281,20.0,Male,Yes,39223.9449434454,Urban,3.0,New Castle
Married,Graduate School,1.0648304183673605,5.112990752652141,19.0,Male,Yes,46733.0431844133,Suburban,4.0,Manchester
Single,High School,-0.39911117362072546,6.571049107418193,29.0,Male,Yes,78247.036174904,Rural,6.0,Manchester
Divorced,High School,-0.060567254578512586,5.553019207381988,19.0,Male,Yes,62201.198161532986,Urban,6.0,Manchester
Married,High School,-0.31296227986443503,7.0697317740643095,15.0,Female,No,67119.00204499268,Rural,3.0,New Castle
Divorced,High School,0.0542283129660809,6.180169460524576,28.0,Female,Yes,49553.83114293842,Urban,5.0,London
Divorced,High School,0.15494092620562264,5.51760431807099,32.0,Male,No,51173.011943842095,Rural,5.0,New Castle
Divorced,High School,-0.4509822354782538,,20.0,Female,Yes,56016.16367933411,Urban,3.0,New Castle
Divorced,College,0.33583369721517203,4.188452531380747,20.0,Male,Yes,57416.10809975951,Suburban,5.0,New Castle
Divorced,High School,0.3753991291519291,4.6395412814201675,25.0,Male,Yes,65888.97254243496,Urban,,London
Divorced,College,0.7161038599909852,4.882995383649622,30.0,Male,,61869.36518936892,Rural,4.0,New Castle
Divorced,High School,0.04691498372543103,6.050386434643522,21.0,Female,Yes,44270.31085746075,Suburban,5.0,London
Married,Graduate School,0.03835487871462541,4.372346916546511,33.0,Female,No,52447.13551479425,Suburban,5.0,London
Single,High School,0.08505739039150952,3.240222666834341,21.0,Male,Yes,57833.45166080645,Rural,7.0,London
Single,High School,-0.3596802474939787,4.654410397959812,18.0,Female,Yes,39129.24618736766,Urban,5.0,Manchester
Divorced,High School,0.8050765409919313,4.837933153333197,26.0,Male,,47779.35806065354,Urban,5.0,Manchester
Divorced,College,0.1661253006267862,5.070017580522836,20.0,Male,Yes,51598.966220759445,Urban,5.0,New Castle
Married,High School,-0.8240749201610551,2.9119370044811252,19.0,Male,No,54113.43715630121,Rural,4.0,New Castle
Married,High School,-0.4955089935676271,5.229791509589951,15.0,Male,Yes,38892.360541380986,Rural,4.0,London
Married,Graduate School,0.460703556910756,4.482398888454013,25.0,Female,No,37047.807033533114,Rural,5.0,Manchester
Divorced,High School,0.5405530203090476,4.781796630470697,18.0,Male,Yes,78220.9633553066,,1.0,Manchester
Married,Graduate School,-0.2014511292785488,5.001777017704275,31.0,Male,No,67673.53077241042,Rural,6.0,Manchester
Divorced,Graduate School,0.24885028987472727,5.32121046226758,23.0,Male,Yes,59802.36553907977,Suburban,5.0,New Castle
,College,0.10603464724781979,3.8052260178132555,27.0,Male,Yes,59730.766616304085,Urban,5.0,London
Divorced,High School,-0.3579440632444239,8.402831805277316,35.0,Female,No,49436.21858392018,,5.0,New Castle
Divorced,High School,-0.2973563512710344,6.467200493918016,27.0,Female,No,55815.76508776899,Rural,4.0,New Castle
Divorced,Graduate School,-0.17856081231865206,7.02313280968024,42.0,Male,No,63878.46170331073,Rural,7.0,London
Divorced,Graduate School,-0.3247535600298327,4.432573162978402,18.0,Female,Yes,59472.477285657784,Suburban,6.0,Manchester
,Graduate School,-0.3981634247798795,5.436902435231837,38.0,Female,No,38808.413421008256,Suburban,,New Castle
Divorced,College,-0.12128241685185362,7.1873795340386675,21.0,Female,Yes,46981.44224661813,Suburban,7.0,London
Divorced,,0.34385856374899093,7.5409820522147974,29.0,Male,Yes,,Urban,3.0,Manchester
Single,Graduate School,-0.13787320833069916,7.23631075083108,26.0,Female,No,50361.54146688538,Rural,3.0,New Castle
Divorced,High School,-0.2976457289356322,7.8759701780591,20.0,Male,Yes,46391.967079155474,Urban,7.0,Manchester
Divorced,Graduate School,0.41506684419395534,5.429593843580144,27.0,Male,Yes,40524.66495390848,Urban,6.0,London
,Graduate School,-0.06991817671748901,5.140766967520835,31.0,Female,Yes,100000.0,Rural,5.0,London
Married,High School,0.021838769626542007,4.162524486461378,34.0,Female,No,43380.70032811641,Suburban,2.0,New Castle
Married,Graduate School,0.654231805588414,4.601600477357503,38.0,Female,No,62482.95226778581,Rural,5.0,Manchester
Married,Graduate School,,4.2851333792360204,42.0,Female,No,56144.5665704025,Rural,2.0,Manchester
Married,High School,1.0665103747456346,4.489517286166994,19.0,Male,Yes,41159.42514102719,Suburban,5.0,London
Married,College,-0.11710854642191085,4.980221413382908,35.0,Male,No,66281.84510963572,Suburban,4.0,New Castle
Married,College,-0.1421105875710385,7.358778322283816,37.0,Female,Yes,58065.31523534114,Suburban,5.0,Manchester
