Renew,Years subscribed,City,Sex,Marital Status,Education Level,Active online hours,Location Code,Years after high school graduation,Brand Loyalty,Monthly Income
Yes,5.0,Khon Kaen,Male,Divorced,College,7.545279838912287,Rural,29.0,0.3493952392359496,4653.752480898196
Yes,5.0,Udon,Male,Divorced,Graduate School,5.109831316889089,Urban,28.0,-0.013951147722819163,4742.898200303843
Yes,6.0,Mahasarakam,Female,Single,College,6.947051949704045,Urban,36.0,0.5123241329602692,6949.219861228214
Yes,6.0,Khon Kaen,Female,Single,High School,3.8839569150728614,Suburban,32.0,,4915.561633475081
Yes,4.0,Udon,Male,Single,College,6.0686880790571465,Suburban,24.0,0.05339790530911265,5484.273402751851
No,2.0,Mahasarakam,Male,Divorced,Graduate School,3.7159747809611194,Rural,52.0,-1.0698641172549386,5084.08876577274
Yes,3.0,Udon,Female,Single,High School,5.750552470174956,Urban,17.0,0.09679453496897217,6403.636368384812
No,6.0,Khon Kaen,Female,Married,Graduate School,3.3187375089801265,Rural,32.0,-1.1185672798699753,6748.237257633575
Yes,6.0,Mahasarakam,,Divorced,High School,5.245104769926124,Urban,44.0,-0.1020635763564621,5831.5580186659845
Yes,6.0,Udon,Male,Single,Graduate School,3.234522774805775,Urban,32.0,-0.4158418956659051,3044.454104170385
Yes,6.0,Udon,Male,Divorced,College,6.727304818695796,Urban,25.0,0.10690512001689628,4401.483748313283
No,4.0,Khon Kaen,Female,Single,High School,4.423591055186261,Rural,34.0,0.3898683978378037,4119.155000237924
No,3.0,Udon,Female,Divorced,High School,3.4192478518753195,Rural,20.0,-0.6905589967249602,3488.9639485888215
Yes,7.0,Udon,Female,Divorced,College,5.122383089680662,Urban,43.0,0.5465961648859888,6488.9466226731
No,4.0,Khon Kaen,Female,Married,Graduate School,4.13271173390255,Rural,27.0,-0.13509335164529387,3797.5702729236564
Yes,4.0,Khon Kaen,Male,Divorced,College,1.995901150257481,Suburban,15.0,-0.37839407854639245,3820.446644744976
No,3.0,Mahasarakam,Male,Single,High School,4.371170655643231,Urban,36.0,0.011173291583965878,3183.9418399286174
,6.0,Udon,Female,Single,College,3.2128192883022315,Urban,39.0,-0.21490571826983018,3982.254274796524
No,3.0,Udon,Male,Married,College,5.5284549598932315,Rural,13.0,-0.03674846784639027,4108.015114864268
No,3.0,Mahasarakam,Female,Married,Graduate School,4.162038177695059,Rural,40.0,0.2611438626569603,5162.9492872267865
Yes,2.0,Khon Kaen,Male,Divorced,Graduate School,3.1608644236647834,Urban,31.0,0.19486608017798845,4006.8137919248443
Yes,,Khon Kaen,Male,Divorced,High School,3.372168999790289,Urban,28.0,0.04887027494570881,
No,6.0,Mahasarakam,Female,,Graduate School,4.546356585696831,Rural,44.0,0.14441099346722513,3043.2247042209474
Yes,3.0,Udon,Female,Divorced,High School,7.9641531820551,Urban,30.0,0.5337029101398738,5881.408969484947
Yes,6.0,Udon,Female,Single,College,6.605369080298821,Urban,13.0,0.26348591129162935,4009.090712481937
No,4.0,Mahasarakam,Female,Single,College,2.1126395776539386,Rural,41.0,-0.16304185100380197,5713.813617530162
No,4.0,Khon Kaen,Male,Married,Graduate School,4.602298987605315,Rural,28.0,-0.24626452608557775,5803.3938239228155
No,5.0,Mahasarakam,Female,Married,High School,4.007245990491917,Suburban,49.0,-0.17750853869899635,5020.722003713922
Yes,3.0,Mahasarakam,Male,Divorced,High School,6.684340551559067,Suburban,29.0,0.0006272535911276411,4018.4716935295405
No,3.0,Udon,Female,Married,College,3.993794397814938,Urban,24.0,-0.4430004015030603,3896.3648936573236
No,5.0,Mahasarakam,Male,Married,College,3.252837095210012,Suburban,36.0,0.6090693104459441,3914.21160346216
No,3.0,Khon Kaen,Female,Married,College,3.428107810737284,Rural,33.0,0.2810544740994582,3529.8382850531816
No,6.0,Mahasarakam,Male,Married,Graduate School,3.4832625416625946,Rural,21.0,-0.19835859060961428,6515.258678313188
No,4.0,Udon,Female,Divorced,College,4.883196280433031,Rural,14.0,0.20767907405410024,6102.261229557297
Yes,5.0,Mahasarakam,Male,Divorced,Graduate School,3.2837143649479685,Urban,47.0,-0.0716999274664876,3297.4168956494836
Yes,4.0,Khon Kaen,Male,Divorced,Graduate School,5.343064640327513,Urban,16.0,0.32950398326516894,4581.321605051835
Yes,6.0,Udon,Male,Divorced,Graduate School,4.103163929961454,Suburban,14.0,-0.08383194945721913,4226.250597385709
No,3.0,Khon Kaen,Female,Single,Graduate School,5.901594526217109,Suburban,29.0,-0.23791520255740184,2853.126636508191
Yes,5.0,Khon Kaen,Male,Single,Graduate School,5.990719116535212,Suburban,,-0.23052615769636722,4479.941302580553
Yes,3.0,Mahasarakam,Male,Single,Graduate School,5.415549598160026,Suburban,34.0,-0.40102378818086537,3028.34549768339
Yes,4.0,Mahasarakam,Female,Divorced,High School,6.5626455476191214,Urban,20.0,0.2807801424733018,6019.913343111038
Yes,3.0,Khon Kaen,,Single,High School,3.6016470598970467,Urban,25.0,-0.37410253001066307,3731.380420494082
No,6.0,Mahasarakam,Male,Divorced,High School,5.017733526546769,Rural,29.0,1.3370316479480377,3586.596098245088
Yes,4.0,Khon Kaen,Male,Divorced,Graduate School,6.193205651752462,Urban,6.0,0.4860909549385263,5086.501347931524
Yes,6.0,Udon,Female,Divorced,College,8.09106014860803,Suburban,24.0,0.43994718467502447,
Yes,4.0,Udon,Male,Single,High School,5.171769961033842,Urban,34.0,0.09825371679241507,4403.636093354352
Yes,6.0,Mahasarakam,Male,Married,College,7.268138715507815,Rural,27.0,0.043963830620510846,3962.398648856069
Yes,5.0,Mahasarakam,Female,Single,College,6.475723281789284,Urban,39.0,0.09496532700235882,5706.754909338588
Yes,5.0,Udon,Male,Divorced,College,4.02590069368592,Urban,31.0,-0.06981565949176019,4425.089763319499
No,6.0,Udon,Female,Divorced,College,3.2657737330806667,Rural,17.0,0.27304770065223744,5517.618719607671
Yes,3.0,Mahasarakam,Female,Married,College,6.004881115399829,Suburban,41.0,0.6656648221563569,5252.844831338374
No,6.0,Udon,Male,Married,College,4.965839934739635,Suburban,40.0,-0.8032476318500726,5281.7616583848685
Yes,3.0,Mahasarakam,Male,Divorced,Graduate School,6.714818690310581,Rural,23.0,0.20747780654514747,5648.401912564007
No,6.0,Udon,Female,Single,Graduate School,3.228068839448519,Rural,45.0,1.018859999451693,3261.2823917376936
No,6.0,Udon,Male,Married,College,2.739367969617703,Suburban,19.0,-1.0789282606494142,5902.226739531459
No,4.0,Mahasarakam,Male,Married,College,3.4328883612792023,Rural,40.0,0.3216037266625321,3907.3077721399372
Yes,0.0,Udon,Female,Divorced,College,1.877466264867531,Urban,31.0,-0.3960253420954317,3624.70051475096
No,8.0,Udon,Male,Married,College,4.06696318961701,Suburban,31.0,-0.742298245852066,5435.974558908985
Yes,5.0,Mahasarakam,Female,Single,High School,5.665104414951005,Urban,49.0,-0.04192988140228435,5815.945268377772
Yes,1.0,Khon Kaen,Male,Married,College,5.306031479256864,Rural,22.0,0.23874350590809762,3889.273082273086
No,6.0,Khon Kaen,Female,Married,College,3.6954768947865038,Rural,31.0,-1.1659303222367248,7589.125408631078
Yes,4.0,Udon,Male,,Graduate School,,Suburban,30.0,0.3621289661089574,6010.808324767162
No,4.0,Udon,Female,Divorced,College,4.25237822911699,Rural,27.0,0.15443759494990583,6306.521711880659
No,4.0,Udon,Male,Married,,3.872545749170076,Rural,30.0,0.6947616757619363,4889.036937510131
No,4.0,Khon Kaen,Male,Single,High School,3.916826067661871,Rural,25.0,0.8352744051834455,4742.423972232773
No,5.0,Khon Kaen,Male,Married,High School,3.43043149838416,Rural,16.0,-0.7429545926491155,5809.035844983532
No,4.0,Mahasarakam,Female,Divorced,High School,3.4812354513990096,Rural,31.0,1.019675667679553,2500.467492506367
Yes,5.0,Udon,Male,Single,College,4.7458626517938765,Suburban,36.0,0.5057183364195442,5874.896297041829
Yes,5.0,Udon,Female,Single,High School,8.023154363765483,Rural,24.0,0.08407252862255365,5245.248948665018
No,3.0,Udon,Male,Married,,2.6291357777049056,Suburban,44.0,0.21601539009197918,4919.930853562915
No,6.0,Mahasarakam,Female,Married,Graduate School,3.0103005619491086,Suburban,24.0,-0.8471645922408659,5312.581059790539
No,4.0,Mahasarakam,Female,Married,High School,1.9815189421563528,Rural,27.0,-0.3085566312160515,6805.466348652355
No,4.0,Mahasarakam,Male,Married,Graduate School,3.5937935115331037,Rural,44.0,0.034770404130763766,4982.786774679377
Yes,6.0,Udon,Female,Divorced,Graduate School,4.381550733871589,Suburban,20.0,-0.055274152400121096,5373.406673779667
Yes,6.0,Udon,Female,Divorced,Graduate School,6.979082191617339,Urban,36.0,0.5212076104672784,4964.646989068125
No,7.0,Udon,Male,Married,College,3.928653627166152,Rural,35.0,0.9190158797348036,2691.1730264757052
Yes,7.0,Khon Kaen,Male,Divorced,High School,4.466376876895724,Urban,40.0,-0.09371067720360907,4444.662891801614
Yes,5.0,Mahasarakam,Male,Divorced,College,2.6609442664893885,Rural,44.0,-0.32661997468616555,4474.816332097098
No,4.0,Khon Kaen,Male,Married,Graduate School,4.24523911323363,Suburban,15.0,0.4207816779527799,4181.000532093578
Yes,5.0,Khon Kaen,Male,Divorced,High School,2.2702009888497554,Urban,44.0,-0.0018945618851196055,3658.3530281341004
,3.0,Udon,Female,Divorced,High School,3.0508692833763265,Urban,33.0,-0.23336605601764107,3861.93891347706
No,4.0,Mahasarakam,Female,Single,Graduate School,3.1184770423177133,Suburban,31.0,1.1049585999647886,5663.050665637822
No,6.0,Khon Kaen,Male,Divorced,High School,2.894415610824562,Rural,46.0,1.2518855877067523,
Yes,4.0,Khon Kaen,Female,Married,College,5.4598006365400185,Urban,19.0,0.24517000838915265,5935.226913160961
No,5.0,Khon Kaen,Male,Married,High School,4.406124820612506,Rural,23.0,-0.4492849887841165,7266.053243492384
No,3.0,Mahasarakam,,Married,College,4.045322191684954,Suburban,44.0,-0.22021273545363962,5482.0396712308075
Yes,5.0,Udon,Female,Divorced,College,5.82687717845402,Urban,45.0,0.3044487406766101,4864.303803332704
Yes,4.0,Mahasarakam,Female,Married,High School,3.902351932580241,Suburban,49.0,0.1933174135299357,3595.8760700616403
Yes,3.0,Mahasarakam,Male,Married,Graduate School,3.229286751814846,Urban,28.0,-0.09763132269848335,5262.565140112969
Yes,5.0,Udon,Female,Single,Graduate School,3.0756797458521405,Urban,45.0,-0.3819470325624941,4361.201319187676
Yes,5.0,Udon,Male,Single,Graduate School,7.88028129414821,Suburban,29.0,0.11328598744962953,6613.945529984466
Yes,5.0,Mahasarakam,Female,Divorced,College,6.296396873901649,Suburban,31.0,0.27924003759501875,4538.192418491046
Yes,5.0,Udon,Male,Single,High School,2.8462609920660245,Suburban,22.0,-0.029565539074547426,4543.922037843874
No,6.0,Udon,Male,Married,College,5.527780858071915,Suburban,12.0,-0.4344769916271456,5147.253013938328
No,3.0,Khon Kaen,Female,Married,High School,4.188121732107101,Suburban,17.0,-0.030167377229406434,5788.728431436711
Yes,5.0,Mahasarakam,Male,Single,High School,5.238778017702403,Urban,25.0,0.43339319570489954,5723.062665330576
No,5.0,Mahasarakam,Female,Married,College,,Rural,26.0,-0.5146336379189014,6229.428047308332
Yes,4.0,Udon,Male,Divorced,High School,6.260295231179163,Urban,43.0,,4616.072535939868
,5.0,,Male,Married,College,3.17214887879701,Urban,23.0,-0.5859915349318359,4785.0061729749195
Yes,3.0,Mahasarakam,Female,Single,College,4.64470308751419,Urban,37.0,-0.03553377084339368,3978.1453668484705
Yes,5.0,Mahasarakam,,Divorced,College,5.531204325765112,Suburban,14.0,0.6134758235783546,5207.0189973347315
Yes,4.0,Khon Kaen,Male,Divorced,Graduate School,2.7310808546926335,Suburban,27.0,0.02756735244166178,4405.328674479045
Yes,5.0,Udon,Female,Divorced,Graduate School,5.544342258776415,Suburban,37.0,-0.052845759048917196,3817.356397953745
Yes,6.0,Khon Kaen,Female,Single,High School,5.86662748191948,Urban,43.0,0.3037736244401041,4900.119855670417
Yes,4.0,Mahasarakam,Male,Divorced,College,,Urban,36.0,-0.11369652126592528,5607.738938585046
No,4.0,Mahasarakam,Female,Single,College,3.593706096454564,Rural,52.0,0.020664150183386437,5630.159587898786
No,4.0,Mahasarakam,Female,Single,Graduate School,2.504590894079249,Rural,27.0,0.5213391636023722,5134.063860671415
Yes,3.0,Udon,Female,Divorced,Graduate School,2.6478772331974563,Urban,25.0,-0.11865480160093725,5258.707025471488
No,5.0,Mahasarakam,Female,Married,High School,3.6005020304611346,Rural,41.0,0.39942690370369305,4263.193532787675
No,5.0,Udon,Male,Married,College,4.771777847353321,Rural,25.0,0.34288395352525314,5396.52833367928
Yes,5.0,Khon Kaen,,Single,High School,4.661284853830393,Urban,15.0,-0.1319355409718115,6323.632615864217
No,5.0,Khon Kaen,Female,Single,Graduate School,,Rural,33.0,0.5977605622762552,4369.638126430615
Yes,3.0,Mahasarakam,Female,Single,High School,7.413185098332268,Urban,26.0,0.311686817483099,5369.9306828583085
No,7.0,Khon Kaen,Male,Married,College,3.5873547645884996,Rural,31.0,-0.1248087907206126,5039.892977356134
No,6.0,Khon Kaen,Female,Single,College,1.9649021810870937,Rural,38.0,-0.3419038863152777,6722.683070767276
No,7.0,Mahasarakam,Male,Married,High School,4.381590741973358,Rural,29.0,0.5471332281541441,4993.389577092888
Yes,5.0,Mahasarakam,Male,Single,High School,3.191296954126103,Urban,3.0,-0.01608585443851962,4371.292416183568
Yes,6.0,Khon Kaen,Female,Single,Graduate School,5.9886595622234715,Rural,42.0,-0.03970137421552852,4804.619273515731
No,4.0,Mahasarakam,Female,Single,High School,3.0334911424761177,Rural,32.0,-0.21203036758454433,6933.250335981231
No,5.0,Khon Kaen,Female,Married,College,5.660656709976164,Rural,31.0,0.11711007782452382,4274.910227424985
Yes,2.0,,Female,Single,Graduate School,6.456411970774393,Urban,38.0,-0.2743893881598085,4092.1376081785465
Yes,3.0,Mahasarakam,Male,Divorced,High School,4.300301073753627,,36.0,-0.39113989504596725,4274.35726390502
Yes,3.0,Khon Kaen,Female,Divorced,Graduate School,4.74505159330192,Suburban,25.0,-0.5413914507332704,4192.481629402072
Yes,3.0,Khon Kaen,Female,Divorced,High School,3.1614491175485377,Urban,30.0,,
Yes,4.0,Mahasarakam,Male,Single,College,5.980329114551941,Urban,48.0,0.02836687054569831,5098.8269257283655
Yes,6.0,Mahasarakam,Male,Divorced,,5.815656362111339,Suburban,32.0,-0.05102208798036245,4762.2552353580995
Yes,3.0,Mahasarakam,Female,Divorced,Graduate School,4.373430443899359,Urban,20.0,0.17601075972394215,6031.7360989155295
Yes,4.0,Khon Kaen,Female,Single,Graduate School,6.759403851140027,Suburban,40.0,-0.18354303341218733,4061.8002109203817
No,5.0,Mahasarakam,Male,Married,High School,,Suburban,22.0,-0.16608676059640093,4874.212352363346
Yes,6.0,Udon,Male,Divorced,High School,7.232672441859622,Urban,24.0,0.19596795104545722,5319.175457352837
No,4.0,Udon,Female,Divorced,College,6.545607741758877,Suburban,36.0,0.3952445879548182,3461.088037449956
Yes,2.0,Khon Kaen,Female,Divorced,Graduate School,5.986236537530453,Urban,47.0,0.41788469852598187,5088.355079701869
Yes,5.0,Udon,Female,Divorced,Graduate School,6.8453983101900615,Suburban,21.0,0.21953499751599936,3819.3103978241993
Yes,6.0,Mahasarakam,Male,Divorced,College,5.7432036700913525,Urban,10.0,0.09037458943199278,5464.687922109003
Yes,6.0,Khon Kaen,Male,Single,Graduate School,8.2070374322169,Suburban,25.0,0.18555366067950257,4591.157701708378
No,5.0,Udon,Male,Married,High School,2.9466264239518916,Rural,20.0,-0.13865237387298057,
Yes,2.0,Khon Kaen,Male,Divorced,Graduate School,5.913838430156312,Suburban,27.0,0.05935597848785795,3782.649713749869
Yes,4.0,Mahasarakam,Female,Divorced,College,6.192013809294405,Rural,32.0,0.25037553793254724,5896.349862233248
Yes,6.0,Mahasarakam,Female,Single,Graduate School,7.358062817535124,Urban,38.0,0.5035603737405098,4828.295783133038
No,6.0,,Female,Married,Graduate School,3.482274431872259,Rural,17.0,-0.29144417436851655,5974.396647950474
Yes,4.0,Khon Kaen,Male,Single,High School,4.772882975442365,Urban,24.0,0.05914526987244795,6249.5008850456015
No,5.0,Udon,Female,Divorced,College,3.070129156976609,Rural,19.0,-0.5937103139004498,5478.766234509041
No,4.0,Khon Kaen,Male,Married,High School,3.834776508025807,Rural,46.0,0.0763459113522918,3971.686050012251
Yes,4.0,Mahasarakam,Male,Married,High School,3.911442989156055,Urban,14.0,-0.15170874703296966,2604.146965797397
No,3.0,Mahasarakam,Male,Single,High School,4.482331302682424,Suburban,28.0,-0.7144222650320058,5841.098361955974
Yes,5.0,Udon,Male,Divorced,High School,5.288313068604171,Suburban,20.0,-0.17713750884675622,4087.622440176242
Yes,4.0,Khon Kaen,Female,Married,College,6.09864860269244,Urban,27.0,0.00037599240965879854,4592.678288045306
Yes,5.0,Udon,Female,Divorced,High School,3.165042989225223,Suburban,26.0,-0.22411584780936805,3605.638175290109
Yes,6.0,Udon,Female,Divorced,Graduate School,2.9233020439021167,Urban,24.0,-0.137625591708665,3832.9345721910317
Yes,5.0,Udon,Male,Divorced,Graduate School,6.895897483614107,Rural,31.0,0.06423242248390082,4946.98609179339
Yes,9.0,Udon,Female,Divorced,Graduate School,6.580837724137501,Urban,28.0,-0.043337490449413485,4200.699136295587
Yes,5.0,Udon,Male,Divorced,Graduate School,5.884870920292954,Urban,16.0,-0.25345346801095026,4520.281244780029
No,6.0,Mahasarakam,Male,Married,High School,5.195627748347718,Rural,23.0,-0.48082733761268603,4955.3036438704185
Yes,3.0,Khon Kaen,Male,Single,High School,4.784817714802451,Urban,16.0,0.13254823292234275,4788.824664404978
Yes,5.0,Mahasarakam,Female,Divorced,High School,5.8177763735189565,Suburban,26.0,-0.0394925092058073,5874.595652732951
Yes,5.0,Udon,Female,Divorced,High School,5.438473129484493,Urban,28.0,,6629.764702822135
Yes,4.0,Mahasarakam,Female,Divorced,High School,3.7767179707508625,Urban,26.0,-0.12068290876878932,6825.89272774816
No,6.0,Udon,Female,Married,College,3.9358374427253278,Rural,37.0,-0.2653926372389853,4042.300097146521
Yes,7.0,Udon,Male,Married,High School,4.323860817403805,Rural,24.0,-0.08988310470952113,4082.1740644790307
No,5.0,Udon,Male,Married,High School,1.8070991519630741,Rural,27.0,0.3515052350052663,3770.5306183213156
No,3.0,Khon Kaen,Female,Married,High School,3.7112269400980367,Rural,19.0,0.10886592822252572,5283.26473669346
Yes,6.0,Mahasarakam,Female,Divorced,Graduate School,5.110739740497973,Urban,27.0,-0.0290449967095556,5288.839841715767
Yes,,Udon,Male,Divorced,College,3.059325103220792,Suburban,11.0,-0.32627991221176444,3693.528902821113
No,5.0,Udon,Female,Divorced,Graduate School,5.0140807169712165,Rural,45.0,-0.2165428602347428,5310.712067881006
No,6.0,Mahasarakam,Female,Married,High School,2.955063754672442,Suburban,29.0,0.23997251640926398,4299.355802353104
No,5.0,Mahasarakam,Female,Divorced,College,3.539185372897446,Rural,34.0,-0.0893707994250873,7179.810962512201
Yes,6.0,Udon,Male,Single,High School,6.410755107314646,Urban,34.0,0.055593222696364075,6260.432878458686
Yes,8.0,Udon,Male,Married,College,4.035529658470975,Rural,35.0,-0.22958053472083617,4987.484040565372
No,6.0,Mahasarakam,Male,Divorced,High School,4.771251936754728,Rural,30.0,,6615.1860933873895
Yes,3.0,Udon,Male,Married,College,4.815750619627721,Urban,41.0,0.0898245175689737,4499.251521452173
Yes,6.0,Mahasarakam,Male,Divorced,College,5.086127077829164,Urban,30.0,0.2798026161729499,4518.268322460827
Yes,6.0,Khon Kaen,Female,Married,Graduate School,4.282940364299699,Urban,23.0,-0.10297430235747906,3867.470485465885
