Marital Status,Active online hours,Brand Loyalty,Sex,City,Age,Renew,Location Code,Annual Income,Years subscribed,Education Level
Single,5.345245190798152,-0.12638533390278783,,Kyoto,42.0,No,Rural,52415.18103347765,5.0,Graduate School
Divorced,5.297495604083704,-0.9995354509635059,Male,Tokyo,20.0,Yes,Suburban,35391.460170209684,6.0,Graduate School
Single,8.462009859928706,0.36089589855939164,Male,Kyoto,43.0,Yes,Urban,23619.903779567274,8.0,College
Married,5.937721048633236,0.3374986841164552,Male,Osaka,57.0,No,Rural,58431.1064619626,5.0,Graduate School
Single,5.779949454048647,0.13136447493909864,Female,Tokyo,56.0,No,Suburban,,6.0,Graduate School
Divorced,5.517990471444975,-0.8428452369531774,Female,Osaka,22.0,No,Suburban,60619.708276549645,2.0,Graduate School
Married,5.043651218918171,0.0953919091140224,Male,Tokyo,55.0,No,Rural,74126.9319870093,6.0,Graduate School
Married,6.691216226659838,-0.44032126923433307,,Tokyo,46.0,No,Suburban,72497.4553341039,6.0,High School
Divorced,6.968567435219231,0.0737225775165875,Female,Kyoto,61.0,Yes,Urban,57546.61858158119,5.0,Graduate School
Married,5.011662521883019,0.0652731198267209,Male,Kyoto,50.0,No,Rural,54237.78733851721,5.0,College
Married,4.6014909193134805,-0.6463596665467188,Male,Osaka,33.0,Yes,Urban,71484.88320460236,5.0,High School
Divorced,5.400169670176465,-0.2828156331774955,Female,Kyoto,60.0,No,Rural,59733.23263636425,6.0,Graduate School
Single,5.257397184590263,-0.04144847749905284,Male,Tokyo,45.0,Yes,Suburban,48887.80375501399,4.0,Graduate School
Married,5.112049959483808,0.8274887592352785,Male,Tokyo,63.0,No,Suburban,37353.91747592244,5.0,College
Divorced,5.585870574869999,0.3946597235457575,Male,Kyoto,46.0,Yes,Urban,57066.734677918335,5.0,High School
Single,4.471061218501546,-0.2498750748515418,Male,Osaka,41.0,Yes,Suburban,72213.34752335533,3.0,College
Single,6.877820494686501,0.30643433107902873,Male,Osaka,50.0,Yes,Urban,50564.19717730551,5.0,Graduate School
,3.9160938275857875,-0.4307363890943507,Female,Kyoto,29.0,Yes,Urban,47328.776584270316,5.0,College
Single,5.953670743184702,-0.7488954609218751,Female,Tokyo,60.0,No,Rural,73806.5102366968,5.0,High School
Single,6.687461193851917,-0.29709253831939847,Female,Kyoto,50.0,Yes,Urban,51820.53631805753,5.0,Graduate School
Divorced,5.439548652739464,-0.6651606780173756,Male,Osaka,33.0,Yes,Urban,66203.98722976146,6.0,High School
Single,8.054055692041777,-0.009889666328742441,Female,Kyoto,45.0,Yes,Urban,47617.76677303332,7.0,High School
Divorced,6.165980510605235,-0.4875304141714178,Female,Tokyo,49.0,No,,62379.0195141888,4.0,College
Divorced,5.967535903641522,-0.24406098307513036,Male,Kyoto,51.0,Yes,Urban,51877.116657193634,4.0,High School
Single,5.026091316482845,-0.20567252459989444,Male,Tokyo,51.0,No,Suburban,56430.12404925029,6.0,Graduate School
Married,5.734885522979079,-0.22669688612717803,Male,Tokyo,49.0,No,Suburban,78585.73547844928,5.0,High School
Divorced,7.739330428593217,-0.5835361173498874,Male,Kyoto,37.0,Yes,Suburban,60059.86650953307,8.0,College
Married,4.435115838638992,0.2667966161833264,Male,Osaka,,No,Rural,65909.03575817832,5.0,Graduate School
Divorced,5.180256347830946,-0.008277266543072703,Female,Kyoto,44.0,Yes,Rural,52991.61879746348,4.0,Graduate School
Single,6.020357334713072,-0.39463532734539336,Female,Osaka,40.0,Yes,Suburban,67855.67603882258,5.0,Graduate School
Single,7.296265033776224,-0.239635524331957,Female,Tokyo,50.0,Yes,Urban,57241.42510233948,6.0,College
Single,7.62297728624475,-0.7502971955773345,Male,Osaka,40.0,Yes,Urban,66766.82029039561,7.0,Graduate School
Divorced,5.211328524534863,0.16367551128316093,Male,Osaka,53.0,No,Rural,72953.30498816041,5.0,College
Single,4.587854967886919,-0.5278010292046215,Female,Kyoto,26.0,Yes,Urban,43338.879892416226,5.0,High School
Divorced,6.048752055857048,-0.25431177211841594,Female,Osaka,55.0,No,Rural,64468.54776110438,4.0,High School
Married,5.879506734527563,0.8734881776551605,Female,Tokyo,67.0,No,Rural,47335.43558084967,6.0,High School
Divorced,6.261196801507179,-0.20276274589313864,Male,Kyoto,41.0,Yes,Suburban,52395.82516633093,6.0,High School
Single,6.617092160954449,-0.4105118246690346,Female,Kyoto,41.0,Yes,Urban,40668.54528207432,5.0,High School
Married,6.348294773890785,-0.3333079330100963,Female,Osaka,52.0,No,Rural,46234.18570894001,5.0,
Divorced,6.087102573554867,-0.14451972611021435,Male,Kyoto,51.0,No,Rural,83426.3972562833,4.0,Graduate School
Single,5.5849722364911205,-0.39938039894262245,Male,Kyoto,45.0,Yes,Urban,56331.26130695367,4.0,Graduate School
Married,6.286580120121341,0.6987719481340079,Female,Tokyo,48.0,Yes,Suburban,58994.776772203884,6.0,Graduate School
Married,6.337685050509232,-0.12780666370261534,Female,Osaka,46.0,No,,54967.253072773005,5.0,Graduate School
,4.949108045650673,-0.04727611638621643,Male,Osaka,45.0,Yes,Suburban,26159.61062461976,3.0,High School
Divorced,5.58490821998401,-0.13325872526833338,Male,Tokyo,54.0,No,Suburban,49707.34178783447,6.0,College
Single,7.28284616081249,-1.070300128440059,Male,Osaka,37.0,Yes,Urban,51152.09567847774,7.0,High School
Married,5.9227795809751616,0.0884592473072775,Male,Osaka,58.0,No,Urban,51118.450556971875,6.0,High School
Divorced,4.897070732133244,-0.7082257656767252,Female,Osaka,31.0,Yes,Urban,54580.19815829642,5.0,High School
Single,4.837652748962663,-0.5902574646300451,Male,Kyoto,42.0,Yes,Urban,64098.28200475466,3.0,High School
Divorced,5.365417835902083,-0.6793922683159502,Female,Kyoto,44.0,Yes,Urban,84150.83226947888,4.0,Graduate School
Married,5.642330058267431,-0.20964476086552386,Female,Tokyo,60.0,No,Urban,61882.87872236397,6.0,High School
Single,3.3622366572458953,-0.731482188665699,Male,Tokyo,,Yes,Urban,57151.31909581872,2.0,College
Divorced,7.065782270615131,-0.04132462243332341,Male,Kyoto,58.0,Yes,Urban,69497.53436926547,6.0,High School
Divorced,6.100205916586725,-0.31290336898767357,Female,Osaka,52.0,No,Rural,66521.22174858463,5.0,Graduate School
Divorced,6.246596024513839,-0.40234263620482985,Female,Osaka,53.0,No,Rural,56619.62840394762,6.0,High School
Married,7.718063722773525,-0.4659661766042874,Male,Tokyo,44.0,No,Urban,59097.178827832715,5.0,High School
Single,7.596190503902525,0.26816246945743427,Male,Tokyo,53.0,Yes,Urban,67248.57374477563,6.0,Graduate School
Single,6.167942159888749,-0.0776726348242226,Male,Kyoto,59.0,No,Rural,69371.2421247905,7.0,Graduate School
Married,6.008936774535637,-0.3943548931141748,Male,Osaka,53.0,No,Rural,55530.470758229996,4.0,High School
Divorced,5.0542285434400185,-0.2248785732817843,Male,Kyoto,43.0,Yes,Urban,37436.75489725154,3.0,College
,5.201847875786038,-0.05091751472577655,Female,Osaka,29.0,No,Rural,65638.99841463752,4.0,College
Single,6.549726509061652,-0.018774325620004473,Male,Osaka,44.0,Yes,Urban,58976.82691655625,6.0,College
Married,5.76664207840359,0.09213590950787098,Female,Tokyo,70.0,No,Rural,51966.10968438258,7.0,High School
Divorced,7.317792549411644,-0.2970789907403624,Female,Osaka,35.0,Yes,Suburban,43186.87386625957,7.0,
Single,4.216666321221099,-0.10883083781147629,Male,Kyoto,50.0,Yes,Suburban,45034.82343432364,2.0,High School
Divorced,5.056659171833449,-0.13401433454927042,Female,Tokyo,45.0,Yes,Urban,29558.224943632384,3.0,College
Married,5.975283167866075,0.2693478695399777,Male,Osaka,59.0,No,Rural,31122.005130108075,6.0,College
Single,5.95892822751213,0.09855734607074051,Female,Tokyo,,Yes,Urban,55825.672234965576,5.0,College
Married,5.435143893829627,-0.33974438080063385,Male,Osaka,42.0,No,Rural,53775.99435652518,4.0,College
Single,6.7354704220384605,-0.13414667709642314,Female,Osaka,51.0,Yes,Urban,50215.89335841238,5.0,College
Divorced,6.232044770063764,0.18281298913655297,Male,Tokyo,48.0,Yes,Urban,54400.56461510559,,College
Married,4.768794091895148,0.35980679779585123,Female,Tokyo,53.0,No,Rural,48532.37880531827,5.0,College
Married,6.08016957009373,-0.44363044540481905,Female,Osaka,45.0,No,Urban,48704.150071702265,4.0,Graduate School
Divorced,5.730655470402388,-0.03019210984758547,Male,Tokyo,36.0,Yes,Urban,67595.67395883288,6.0,College
Divorced,5.852546955565832,-0.21978355765221702,Male,Osaka,51.0,No,Rural,47553.566391015745,5.0,College
Divorced,5.390866651494012,-0.7000635778256543,Female,Kyoto,46.0,No,Rural,88470.1655873196,4.0,High School
Married,5.7507536264158245,-0.6651753561745432,Female,Tokyo,42.0,Yes,Rural,76106.71196891324,4.0,Graduate School
Married,4.186752560098502,0.4943350089749293,Male,Tokyo,72.0,No,Rural,75289.44398422925,6.0,Graduate School
Divorced,5.778029717548373,-0.3544482956047631,Female,Osaka,39.0,Yes,Rural,49472.27277234202,6.0,Graduate School
Divorced,5.199789383919109,-0.4858978336830426,Female,Kyoto,42.0,Yes,Suburban,58880.40837077292,5.0,Graduate School
Married,5.963185897300871,-0.22402003837605244,Male,Osaka,50.0,No,Suburban,78909.271613624,6.0,College
Married,,-0.5030776622897759,Male,Kyoto,39.0,No,Rural,52601.25466809869,5.0,Graduate School
Single,7.268638301399479,-0.3453171990062169,Male,Tokyo,63.0,No,Suburban,43096.65752941771,6.0,College
Divorced,5.393092817312418,-0.649481354801981,Female,Kyoto,40.0,Yes,Urban,44875.96238726852,4.0,Graduate School
Divorced,4.896683354826587,-0.25689454174548665,Male,Kyoto,56.0,No,Rural,58335.2576071411,6.0,College
Married,4.130731221523318,-0.20777241575661187,Female,Kyoto,35.0,Yes,Suburban,51929.41919921308,4.0,High School
Divorced,6.973478273963265,-0.676891456391931,Male,Kyoto,54.0,Yes,Urban,34899.03929421171,7.0,High School
Single,5.673130174875405,-0.23731691726516463,Female,Kyoto,42.0,No,Suburban,39580.11083311122,4.0,Graduate School
Divorced,4.358026833321723,0.022967976167792448,Male,,39.0,,Suburban,54713.530585606815,3.0,High School
Single,6.704345264900136,0.20674387200182298,Female,Tokyo,51.0,Yes,Urban,61060.58515520827,5.0,Graduate School
Single,6.645874714813827,-0.7209870028887024,Male,Osaka,44.0,Yes,Rural,62966.58198896865,5.0,College
Married,9.436045002397433,-0.5198249669743515,Female,Kyoto,49.0,Yes,Urban,47333.449004122565,8.0,High School
Married,5.623169110413645,-0.2912084186303714,Female,Kyoto,65.0,No,Suburban,66031.9725375791,5.0,High School
Married,4.785084531132532,0.11449220145036287,Female,Kyoto,33.0,Yes,Urban,63221.083600774466,5.0,Graduate School
Divorced,4.707208916228459,-0.34279097783086976,Female,Kyoto,39.0,Yes,Urban,70001.93864049455,4.0,Graduate School
Divorced,5.222618121655748,-0.48283316860999176,Female,Kyoto,46.0,No,Suburban,32867.57836925922,4.0,College
Single,7.740594895797468,-0.14140290684049267,Female,Tokyo,59.0,Yes,Urban,52352.888415259935,6.0,High School
Divorced,4.320435518604892,0.14997897826210105,Male,Kyoto,48.0,Yes,Suburban,51112.837176675435,3.0,High School
Single,5.917999190461042,-0.15075545803402546,Female,Tokyo,42.0,Yes,Urban,46899.184366072695,6.0,College
Divorced,6.1401094362106985,,Male,Kyoto,59.0,No,Rural,60161.60440546228,5.0,High School
Single,5.175979000117919,0.4571230959352238,Female,Kyoto,67.0,No,Rural,53681.78631311999,6.0,High School
Divorced,5.584053327041566,-0.2935710260990708,Female,Osaka,43.0,No,Suburban,57527.28453427579,4.0,College
Married,5.610293961596339,0.10901712620760595,Male,Kyoto,64.0,No,Rural,56062.312852013565,6.0,College
Single,8.943454621529387,0.17591419897401983,Male,Tokyo,,Yes,Urban,63872.064101853844,8.0,College
Married,5.354444877618424,0.04443910159290787,Female,Kyoto,51.0,Yes,Rural,,4.0,College
Divorced,5.925832159726771,-0.5184625161717207,Male,Osaka,51.0,No,Urban,50600.50979118522,4.0,College
Divorced,4.690588122808766,0.03854052368372618,Male,Kyoto,42.0,Yes,,52875.27088812388,3.0,College
Divorced,5.453665833260739,0.09056778538306776,Female,Osaka,56.0,No,Rural,64779.74577441844,8.0,High School
Single,6.574566162860302,-1.0131561637059834,Female,Tokyo,29.0,Yes,Urban,37535.26469285261,6.0,Graduate School
Divorced,5.79076138150729,0.5212614008718167,Male,Kyoto,55.0,Yes,Suburban,66816.87276229351,4.0,College
Married,5.479941188605984,0.311675528053984,,Kyoto,55.0,No,Urban,49992.300052664315,5.0,Graduate School
Single,4.480877967561495,0.16569748031265097,Female,Tokyo,47.0,Yes,Urban,90594.12797015187,3.0,College
Divorced,5.261724975821331,0.33760188315257367,Male,Kyoto,63.0,No,Rural,63211.87646168603,6.0,College
Single,8.069865754725289,0.21285563133494045,Female,Kyoto,56.0,Yes,,66932.65709875138,7.0,High School
Divorced,7.3438846576586325,-0.14832965598594533,Female,Kyoto,53.0,Yes,Urban,37484.38085830388,5.0,High School
Divorced,9.314109802727206,0.06156619233990401,Female,Tokyo,48.0,Yes,Rural,,8.0,Graduate School
Married,6.126500206686374,-0.6531297772051445,Female,Tokyo,39.0,No,Rural,52057.16995573017,4.0,Graduate School
Single,4.658946755751678,0.04952591304414966,Male,Osaka,46.0,Yes,Urban,71064.10594296236,4.0,Graduate School
Married,5.750620341432748,-0.309283620564865,Female,Tokyo,52.0,No,Suburban,66005.06461192797,4.0,High School
Married,7.429764250004961,0.008458877556622446,Female,Osaka,52.0,,Urban,51434.527650065684,6.0,College
Divorced,5.941366534256512,-0.2467550181748437,Male,Kyoto,38.0,Yes,Rural,26060.348616051535,5.0,College
Single,5.663401345588804,-0.5277062972249851,Male,Osaka,41.0,Yes,Urban,49665.71216583826,5.0,Graduate School
Single,6.097341141129699,0.3198445274100572,Male,Tokyo,63.0,No,Rural,56009.41524180384,6.0,College
Single,6.028163534342328,-0.5872297515043261,Male,Osaka,41.0,No,Rural,58201.835765529766,5.0,College
Single,6.703354696841254,-0.3368638265599299,Female,Osaka,46.0,Yes,Rural,39820.793740153225,3.0,Graduate School
Divorced,5.575705047858147,0.18650921857624136,Female,Tokyo,45.0,Yes,Suburban,35310.30034291128,5.0,College
Single,6.898049066354118,1.181139936985054,Female,Osaka,59.0,Yes,Suburban,37892.85834859952,6.0,High School
Married,4.7182530590430085,0.19635512037005365,Male,Osaka,43.0,No,Suburban,,4.0,High School
Married,5.746662746383302,0.2115281938338125,Female,Kyoto,48.0,No,Rural,61494.39623974418,4.0,Graduate School
Single,6.535809945361678,0.18701442297473414,Male,Osaka,51.0,Yes,Urban,67139.24671245742,6.0,Graduate School
,7.61445182127716,0.042634938627929664,,Tokyo,50.0,Yes,Urban,50586.420485284485,5.0,High School
Single,7.8162074775111385,-1.16316058369824,Female,Tokyo,33.0,Yes,Urban,60374.79120290952,8.0,College
Single,6.4979891552156595,-1.277649440805563,Male,Osaka,36.0,No,Suburban,54940.93979179886,4.0,Graduate School
Divorced,6.353173806064939,0.4040955733570718,Male,Kyoto,62.0,Yes,Urban,48882.01985545608,4.0,College
Divorced,5.599350152184431,0.1747975897712598,Female,Kyoto,41.0,Yes,Urban,65485.54077651113,5.0,Graduate School
Divorced,6.332365159953403,-0.33558852907306735,Male,Osaka,51.0,Yes,Suburban,49543.651644069825,4.0,College
Single,6.635386371801211,0.023740103400209933,Male,Kyoto,,Yes,Urban,35922.50061530059,5.0,College
Single,8.152658466269479,0.1323196152670777,Female,Kyoto,60.0,Yes,Urban,77390.64628632335,6.0,High School
Divorced,4.238935740004096,-0.690870841641402,Female,Kyoto,38.0,Yes,Urban,41432.39649614651,3.0,High School
Married,5.942700213738905,0.255336906008382,Female,Kyoto,48.0,No,Urban,56768.62489575605,4.0,College
Single,8.687698524993369,0.5324058219856816,Female,Tokyo,63.0,Yes,Rural,44051.96469980265,6.0,High School
Single,6.3102333564810635,0.07930943347959041,Female,Osaka,46.0,Yes,Suburban,57655.06069532392,6.0,Graduate School
Divorced,6.793883468187318,-0.7894155610305953,Male,Kyoto,,Yes,Suburban,67158.10091768006,5.0,
Divorced,6.048288872112242,0.6149444341007219,Female,Tokyo,59.0,Yes,Suburban,39611.126192480115,4.0,High School
Divorced,3.808927153737404,-0.5933858888366103,Male,Kyoto,37.0,Yes,Suburban,60915.079135661275,4.0,High School
Divorced,6.277304152002341,-0.7077467402708969,Male,Osaka,44.0,No,Suburban,52325.30226300234,5.0,High School
Single,5.388334479933159,0.2543775393246409,Female,Tokyo,59.0,No,Suburban,63988.28094695423,7.0,College
Divorced,7.001799270307991,-0.1986020335545406,Female,Tokyo,45.0,Yes,Suburban,,7.0,
Married,4.603510259683663,-0.5446355530768056,Male,Kyoto,54.0,No,Rural,40172.31161990958,5.0,Graduate School
Single,5.829965433363052,-1.3453924051542665,Male,Osaka,37.0,No,Suburban,27494.849902444155,3.0,College
Married,5.4694173959786125,-0.5251886952811515,Male,Kyoto,55.0,No,Rural,70390.69141840331,4.0,College
Married,5.169693937618804,0.42037511476456046,Female,Osaka,46.0,No,Suburban,51222.74259384326,4.0,Graduate School
Single,8.383244352294255,-0.36650123509786625,Female,Kyoto,46.0,Yes,Suburban,50430.799357002485,8.0,Graduate School
Single,4.0823347654123525,0.7244318112571696,Female,Tokyo,53.0,Yes,Urban,48641.759081859534,2.0,College
Married,6.114282060021291,-0.18207007264765018,Male,Kyoto,49.0,No,Urban,57788.552222539045,5.0,College
Single,7.891426930709563,,Female,Tokyo,42.0,Yes,Suburban,49644.99657409021,8.0,College
Divorced,5.225632049679661,-0.12357657913513453,Male,Kyoto,55.0,No,Suburban,,5.0,High School
Married,5.927872608204971,-0.28400275555881643,Female,Osaka,46.0,No,Rural,51201.59048367913,5.0,College
Single,6.521772220959255,-0.08508541283966109,Female,Kyoto,40.0,,Suburban,63671.60840871128,6.0,High School
Single,7.289150392646878,-0.7874200141311162,Male,Osaka,41.0,No,Rural,86346.27796453808,4.0,Graduate School
Married,5.842423301440752,0.20157170475199238,Female,Osaka,66.0,No,Rural,63732.293890956134,6.0,College
Single,5.15833105314258,-0.08229983369909688,Female,Osaka,43.0,Yes,Suburban,47293.516226077925,5.0,Graduate School
Single,4.827155509869496,-0.0030552645559086544,Female,Kyoto,47.0,Yes,Urban,56522.643198557205,3.0,Graduate School
Divorced,5.564995956477186,0.08383283885748483,Male,Tokyo,45.0,Yes,Urban,64418.76768382919,4.0,High School
Single,6.1264908121395845,0.023315351776461046,Female,Kyoto,56.0,No,Urban,57263.8164697385,6.0,Graduate School
Single,5.584741071043512,-0.28402579518095983,Male,Osaka,48.0,Yes,Urban,48994.072048200505,5.0,High School
Married,6.575244234971892,-0.3696053347252828,Female,Tokyo,38.0,No,Suburban,65876.54713638878,4.0,College
Single,4.39424064167691,,Male,Tokyo,38.0,Yes,Urban,64028.15116354055,4.0,College
Single,4.569753962199664,-0.12121768113838721,Female,Osaka,32.0,Yes,Rural,58608.388979928815,5.0,College
Single,6.31231205462778,-0.07605962634910174,Male,Osaka,37.0,Yes,Urban,49442.423265094636,6.0,College
Divorced,4.5144307939372,-0.37831984368392524,Male,Tokyo,33.0,Yes,Urban,34508.58256928588,4.0,High School
Divorced,5.985521550226044,-0.7465124274016707,Male,Tokyo,37.0,Yes,Suburban,70518.51184470784,5.0,High School
Divorced,3.3409995852139085,-0.25937140602847075,Female,Kyoto,40.0,Yes,Urban,58087.8201044509,3.0,Graduate School
Divorced,6.381946329845776,0.0834821812211255,Male,Kyoto,49.0,Yes,Urban,62235.460416890135,6.0,Graduate School
Single,4.395501171032404,-0.0014229702790437004,Male,Kyoto,48.0,Yes,Suburban,63921.98584218189,2.0,High School
Married,7.333304492065711,-0.13335593872141405,Female,Osaka,37.0,Yes,Urban,44929.393122797876,7.0,College
Married,6.176868349924045,-0.8270167271758126,Male,Tokyo,61.0,No,Suburban,84942.71559232073,5.0,High School
Divorced,6.070343341610674,-0.4336275769623457,Male,Osaka,33.0,Yes,Urban,74810.6283871921,6.0,High School
