Location Code,Renew,Age,Online Activity,Education Level,City,Brand Loyalty,Monthly Income,Sex,Months with Company,Marital Status
Rural,Yes,41.0,6.345810572721449,College,Manchester,-0.4651485374455088,4475.9626190764375,Female,120.0,Divorced
Suburban,No,56.0,4.845961528908946,High School,London,-0.4123790941166131,3530.591996696534,Female,,Married
Urban,Yes,45.0,6.379568007364212,High School,London,-0.42049774361261016,5206.06899405257,Male,67.0,Divorced
Rural,No,44.0,4.880554713868523,High School,London,-0.1522907707233056,4737.071095284999,Male,71.0,Married
Urban,Yes,54.0,5.447312010446615,Graduate School,New Castle,0.18425211770713507,1661.3925937257986,Male,72.0,Divorced
Rural,Yes,37.0,5.274962449785677,High School,Manchester,-0.8558123704798403,3885.5512726823067,Female,67.0,Single
Suburban,Yes,51.0,4.561740291186787,High School,London,-0.5924669277139107,4900.744322767982,Male,64.0,Divorced
Rural,No,48.0,5.741836237288805,High School,Manchester,-0.40261267815813473,4668.071168160562,Female,70.0,Divorced
Urban,Yes,40.0,4.791627622998062,College,Manchester,-0.22748862328001124,6280.770791984422,Male,60.0,Divorced
Urban,Yes,46.0,5.9383889385807676,High School,Manchester,-0.5719193852351512,2714.6770592778353,Male,36.0,Divorced
Suburban,Yes,57.0,7.102020556962353,College,London,-0.04870050138354415,3930.4894502353413,Female,42.0,Married
Suburban,Yes,47.0,4.666597763433645,Graduate School,New Castle,0.07636915614561635,3596.017795762984,Male,51.0,Single
Urban,Yes,46.0,6.461550043079127,Graduate School,Manchester,-0.870597847344508,6274.479323890969,Male,79.0,Divorced
Suburban,No,41.0,5.298278325075552,Graduate School,New Castle,-0.14874922112552752,5584.377343886157,Male,63.0,Married
Suburban,Yes,56.0,6.870316892537387,High School,New Castle,-0.011766553227108456,5576.277273004119,Female,57.0,Single
,No,57.0,6.119694920349651,Graduate School,New Castle,0.6363792718340278,4862.1062017088,Male,80.0,Married
Urban,Yes,44.0,5.888566496184415,College,London,0.0964226415017404,3791.3878982806696,Female,90.0,Divorced
Urban,Yes,44.0,5.814861801108186,High School,London,-0.21367983706459656,3605.7260669241396,Female,97.0,Married
Suburban,Yes,44.0,4.897802651694885,College,London,-0.2048814900011427,5537.400115893471,Female,63.0,Divorced
Urban,Yes,53.0,4.269434757695022,Graduate School,London,-0.09222439662183113,3744.1191592155337,Female,39.0,Single
Urban,Yes,53.0,6.962197864698981,College,New Castle,0.11752654990208705,5321.931026593159,Female,98.0,Divorced
Rural,No,56.0,5.693915508232297,College,London,,4077.1445181730096,Male,69.0,Married
Urban,Yes,53.0,5.437278452641914,High School,London,0.9137147645706964,2909.6553652766606,Female,54.0,Married
Suburban,No,34.0,6.317325241414566,College,London,-0.5260913130679263,5573.270911813084,Female,54.0,Married
Urban,Yes,34.0,5.938280827665392,High School,London,-0.48280253318720456,4835.791674778845,Female,64.0,Divorced
Urban,No,49.0,5.149798370631263,High School,London,0.4218903546420927,4217.508956657903,Male,59.0,Divorced
Suburban,Yes,47.0,4.759816532708207,,New Castle,-0.7045755428218715,4774.1489689555965,Male,39.0,Divorced
Urban,Yes,48.0,5.314734366310503,Graduate School,London,0.40301106898621053,6246.707519003215,Female,83.0,Single
Suburban,No,,6.4649884660899835,Graduate School,Manchester,0.05742770294691457,6432.1184156593345,Male,52.0,Single
Urban,Yes,,3.5223770076852325,College,London,-0.4902282449746355,3623.156626999295,Female,45.0,Single
Urban,Yes,50.0,6.258548467266399,College,London,-0.3776948992549359,4334.033367057862,Female,61.0,Single
Urban,Yes,61.0,5.810503037932921,College,London,0.03830173016267607,4512.9246782976315,Male,63.0,Single
Rural,No,59.0,4.7621729854649235,High School,New Castle,-0.09103326513807572,5608.165055463264,Male,69.0,Single
Suburban,No,33.0,6.225623108654676,High School,London,0.21829395494422899,4646.5271172091,Female,65.0,Married
Rural,No,54.0,5.849132434941653,Graduate School,Manchester,0.3267527163568851,6111.150592917336,Male,76.0,Married
Rural,Yes,67.0,5.495963035882297,High School,New Castle,0.32343831382393795,4273.548375023355,Male,27.0,Divorced
Rural,No,35.0,5.878456850041165,College,New Castle,-0.05392787956837139,4997.309146465482,Male,49.0,Married
Rural,No,48.0,6.402324815423132,College,Manchester,0.47232565633388035,4161.867874709792,Female,59.0,Married
Suburban,Yes,43.0,7.13905042159485,Graduate School,Manchester,0.5477326627458353,5637.358426766257,Male,65.0,Divorced
Urban,Yes,63.0,5.947029694291826,High School,Manchester,0.18539722206637632,3894.9305174509655,Male,43.0,Single
Urban,Yes,51.0,7.651537988603309,College,Manchester,0.06585284413901038,5174.888782722839,Male,32.0,Divorced
Suburban,Yes,49.0,7.162795776361941,College,London,0.11055238548865237,3425.281427218524,Female,57.0,Divorced
Urban,Yes,54.0,5.223534462954729,College,Manchester,-0.4379516970868877,4295.554375743606,Male,56.0,Single
Suburban,Yes,42.0,5.897585869831863,Graduate School,London,-0.7878507899061209,4985.473882691215,Female,29.0,Single
Urban,Yes,,4.524183974956613,College,Manchester,-0.011020369767587801,3310.9359766027787,Male,75.0,Divorced
Suburban,No,64.0,6.769701906493655,College,London,-0.3597752379428438,5115.777762625397,,81.0,Single
Rural,No,37.0,4.575359662404821,High School,Manchester,-0.26427937270659857,4837.641397233347,Female,61.0,Single
Urban,,58.0,5.566073599153948,Graduate School,,-0.2607482072615822,3702.3993354627846,Female,49.0,Single
Suburban,Yes,54.0,5.172194476295848,Graduate School,New Castle,0.11261347062004706,2856.8193523866225,,84.0,Single
Suburban,No,48.0,4.143504176724063,College,Manchester,,6678.17911533217,Male,66.0,Divorced
Urban,Yes,56.0,6.468699392431039,Graduate School,Manchester,0.3696630106597708,5090.989057331085,Male,63.0,Divorced
Suburban,Yes,48.0,6.480527669791238,High School,London,-0.3075104264319455,6010.906744412685,Female,49.0,Single
Rural,No,44.0,7.257385697472046,College,New Castle,-0.06519797270824951,3677.3254797198015,Male,61.0,Single
Suburban,Yes,50.0,6.241950368886297,Graduate School,London,0.21578815133752005,4756.814843937895,Male,107.0,Single
Suburban,No,47.0,,High School,London,0.04720442390825624,7249.562076140526,Male,57.0,Married
Urban,Yes,59.0,7.86345473160001,Graduate School,London,0.08689613819588676,3762.997872073228,Female,111.0,Divorced
Rural,No,56.0,7.636990433340534,High School,London,0.26050835726434374,3375.9768544686117,Female,62.0,Single
Suburban,Yes,64.0,6.290690597071909,High School,New Castle,0.09964754365678907,5916.931543331509,Female,49.0,Single
Urban,Yes,49.0,5.242659328591285,High School,Manchester,-0.46470566314859985,5365.58989955273,Male,40.0,Single
Urban,Yes,38.0,5.3350638865534155,College,London,0.031644172290738126,4326.458408655209,Male,49.0,Divorced
Urban,Yes,39.0,5.001236017500861,College,London,-0.7693896490532837,5321.004846745667,Female,83.0,Divorced
Rural,Yes,62.0,5.5753876491773635,High School,London,0.5848477058599761,6091.797010403416,Male,43.0,Married
Suburban,No,70.0,4.586564385166085,Graduate School,Manchester,-0.5438698927054969,4070.3981528831932,Female,82.0,Single
Rural,No,59.0,5.021232658305711,High School,New Castle,0.16976230071102338,5838.30869105299,Female,81.0,Divorced
Urban,Yes,47.0,4.846264308506431,High School,Manchester,0.47377118562270737,4049.5504891553314,Female,83.0,Divorced
Suburban,No,44.0,3.444408764195541,Graduate School,Manchester,0.42240538026730534,4112.089544850832,Female,55.0,Married
Urban,Yes,56.0,4.8962391992720535,Graduate School,Manchester,0.5583196086351715,6019.790639095116,Female,62.0,Divorced
Rural,No,36.0,5.339170400821797,College,London,,4951.919963567765,Male,46.0,Married
Rural,No,50.0,4.791989336394534,College,London,-0.9080597620741762,6828.596226705584,Female,64.0,Married
Urban,Yes,48.0,4.716940361874161,College,London,0.2767545861054739,3951.4662556077856,Female,42.0,Divorced
Suburban,No,58.0,6.815463547616619,College,New Castle,0.00377930290080164,3988.1458423830595,Female,87.0,Married
Rural,No,58.0,5.071281936979033,High School,New Castle,0.3390548528825681,5100.946583237775,Female,60.0,Married
Urban,Yes,53.0,7.201036106571911,High School,London,-0.20522131786646902,3957.9144823254637,Female,42.0,Divorced
Urban,Yes,36.0,3.7063061234282175,High School,London,-0.5168263939369578,4835.693163260501,Male,72.0,Divorced
Rural,No,40.0,4.394571117814324,College,Manchester,-0.5693002796084685,5269.091538565363,Male,50.0,Married
Urban,Yes,51.0,5.615411912528569,Graduate School,London,-0.06648705361147533,4860.865094704328,Male,68.0,Divorced
Urban,Yes,52.0,4.993425722994777,High School,New Castle,-0.4131944178439426,5595.617463331968,Female,56.0,Married
Suburban,Yes,50.0,5.731154513632678,High School,London,-0.12290019994776957,3865.9377028843082,Female,49.0,Divorced
Rural,No,47.0,5.982287674760192,High School,New Castle,-0.2821662176704119,6989.370554933289,Female,68.0,Married
Rural,No,48.0,5.513390534996083,College,Manchester,0.04976017387642623,5306.65455720506,Female,69.0,Married
Urban,Yes,54.0,5.111229268797465,College,Manchester,,3078.0402993787975,Female,58.0,Single
,No,60.0,4.4567440373221645,High School,Manchester,-0.3614394718716424,5053.6906921498985,Male,62.0,Married
Urban,Yes,35.0,4.7866652773270175,College,,-0.04657048335347669,4823.808931860929,Female,32.0,Married
Urban,Yes,35.0,4.831627015836165,College,Manchester,-0.29953379117225387,4742.807880149703,Male,62.0,Divorced
Rural,Yes,,6.704175592475933,College,London,-0.4316681454258064,4195.121433370095,Female,70.0,Married
Suburban,Yes,47.0,6.8748015836016325,College,New Castle,0.4265587912649448,4482.464344648931,Female,77.0,Divorced
Urban,Yes,49.0,3.7816935109143994,,New Castle,-0.6301615873073474,3879.546889817204,Male,58.0,Single
Suburban,No,42.0,7.524271457252358,High School,Manchester,1.5,3993.0096055917893,Male,46.0,Single
Rural,No,48.0,5.005628589221539,College,Manchester,0.27025503163392073,2970.5917271558046,Female,65.0,
Rural,No,55.0,6.661753191416043,High School,New Castle,-0.19648084816225606,3026.7152033253396,Female,63.0,Married
Urban,,26.0,5.103301798677439,High School,London,-0.18894240322811284,4955.01168199794,Male,51.0,Divorced
Suburban,Yes,48.0,4.891203489613985,High School,Manchester,-0.14735986727015812,3846.3550838364654,Male,63.0,Married
Urban,Yes,52.0,4.644079890668924,Graduate School,New Castle,-0.2078955283680033,4299.412237049429,Male,93.0,Single
Rural,No,75.0,3.144835297754945,College,Manchester,0.03259802770352771,3670.7719516318953,Male,83.0,Divorced
Urban,Yes,47.0,5.462439107008413,College,Manchester,0.19026895074975453,3167.41981580038,Female,61.0,Divorced
Suburban,Yes,57.0,7.06388465326104,Graduate School,London,0.7767256665002336,4122.282253603427,Male,92.0,Single
Urban,Yes,46.0,5.602981080020953,High School,New Castle,-0.01655440539235631,5891.932685864651,Female,69.0,Divorced
Suburban,Yes,43.0,5.376687672140255,High School,Manchester,0.27717394669423,5503.1423144875525,Male,54.0,Single
Urban,No,64.0,5.901504061897479,Graduate School,London,0.007530685961550654,5149.434655755019,Female,74.0,Married
Rural,No,27.0,4.439481566352991,Graduate School,London,-0.37011439844845284,4108.692746089393,Female,54.0,Married
Rural,No,50.0,5.404609282675558,College,London,-0.20602530120547052,5200.0479904175245,Female,66.0,Married
Urban,Yes,45.0,4.880556870840297,High School,Manchester,0.22868540759574774,4322.212916415803,Female,87.0,Single
Suburban,No,40.0,5.247135424667648,High School,London,0.8137925515778721,6237.967040565563,Female,53.0,Single
Suburban,,43.0,4.476309528389086,Graduate School,New Castle,-0.149731008938606,3742.0320551788577,Female,44.0,Married
Urban,Yes,56.0,5.420406007990842,Graduate School,Manchester,0.36007936381272965,5159.383543324982,Female,60.0,Single
Suburban,Yes,54.0,5.702078687564841,High School,London,,4198.265634689626,Female,71.0,Single
Urban,Yes,54.0,3.5973558046325147,High School,New Castle,,3970.1097560924677,Female,47.0,Divorced
Urban,Yes,60.0,7.388045777208976,College,London,0.1701179779381632,7542.809782786488,Female,49.0,Single
Suburban,No,,5.054358748512978,High School,London,-0.4670693312497057,4894.58379973179,Male,74.0,Married
Suburban,No,61.0,5.609531158995189,Graduate School,London,-0.5709228167398355,4391.9203648083985,Female,75.0,Divorced
Suburban,Yes,49.0,3.618182881672979,College,New Castle,0.2166537769977327,3643.2757698474747,Female,51.0,Divorced
Urban,Yes,49.0,7.916150193202505,College,Manchester,0.3462412131758835,5136.0608276842095,Female,83.0,
Urban,Yes,50.0,3.472834730391593,High School,London,-0.30211006212698754,5296.894120232007,Female,67.0,Divorced
Suburban,No,51.0,6.360328729758078,Graduate School,New Castle,-0.2893595465821157,4589.438610735584,Female,63.0,Married
Rural,No,40.0,5.435929114735266,High School,New Castle,-0.04080199393259698,6371.366153934549,,50.0,Single
Urban,Yes,52.0,3.867301584471098,High School,New Castle,0.20999128023188374,5824.261467913289,Male,79.0,Divorced
Urban,Yes,55.0,6.506282345353339,Graduate School,London,0.49663251261324415,4735.430806204421,Male,48.0,Single
Urban,Yes,49.0,6.381438109557824,High School,Manchester,0.01096480955232143,3596.8947911571086,Female,55.0,Single
Rural,No,48.0,7.063310545211136,College,Manchester,-0.26034940130090023,6582.0122045645585,Female,50.0,Married
Suburban,Yes,42.0,6.5814000780530675,Graduate School,New Castle,-0.8540384795455226,4917.671686912922,Male,79.0,Single
Suburban,Yes,49.0,7.091252540418203,Graduate School,New Castle,-0.41568011403388666,5271.313366273025,Female,32.0,Single
Urban,Yes,36.0,6.12572208116001,High School,New Castle,0.08588143404135473,6126.131068492223,Male,72.0,Married
Rural,Yes,49.0,6.01038265328831,Graduate School,Manchester,-0.3427905002198213,5044.262187769794,Female,66.0,Divorced
Urban,No,49.0,6.858677717984629,High School,London,-0.17456660545203445,4560.109330596832,Male,66.0,Married
Suburban,No,50.0,7.439977694301426,High School,London,0.4248615491230623,4763.735384241125,Female,60.0,Married
Suburban,No,47.0,4.595369663279378,Graduate School,London,-0.12924870885641515,3926.569789868733,Female,69.0,Divorced
Rural,No,63.0,5.330204339306102,College,Manchester,0.15390845316277502,5620.204961819933,Female,76.0,Married
Suburban,,52.0,1.454240837813133,,New Castle,-0.2735017134503948,2679.9997150725358,Male,62.0,Single
Urban,Yes,46.0,4.502667045195223,Graduate School,Manchester,0.2211438784173242,3210.5829523669095,Female,91.0,Single
Urban,Yes,46.0,4.078326646991176,High School,Manchester,-0.6309071291146611,4782.7173958373405,Female,44.0,Single
Rural,Yes,43.0,7.461181113811231,High School,Manchester,-0.46614890255816466,5136.542582474436,Female,42.0,Divorced
Rural,No,56.0,3.2119235351791064,College,London,0.3306545802863555,3408.9473055637345,Male,79.0,Married
Suburban,Yes,42.0,4.918123651450222,Graduate School,Manchester,0.006241265035221322,5104.755691604037,Male,62.0,
Rural,No,53.0,4.60699124345383,High School,Manchester,0.42086154271375953,4820.1509285444345,Male,65.0,Married
Urban,Yes,55.0,4.96624921802736,College,,-0.30915237188562866,4595.186207268057,Male,63.0,Divorced
Urban,Yes,54.0,5.0623068871298935,Graduate School,London,0.30956763188818837,4726.887763807438,Female,58.0,Single
Rural,Yes,48.0,3.430938286437089,High School,,0.26201481772389645,3845.5468770640273,Male,77.0,Single
Urban,Yes,49.0,5.0352293990120565,High School,London,0.015892484093233572,5460.11585764944,Male,86.0,Single
Rural,No,53.0,4.3308620187207225,College,New Castle,-0.537183034218675,5961.0572604186145,Male,66.0,Married
Rural,No,62.0,7.351729634871002,High School,London,-0.020502355199219946,5257.156228384572,Male,64.0,Divorced
Rural,Yes,47.0,6.227986746531015,Graduate School,Manchester,-0.8635158530565734,4371.987643387324,Female,22.0,Divorced
Suburban,No,45.0,3.4930814345751484,Graduate School,Manchester,0.6949097396801016,4370.754651700867,Male,43.0,Married
Urban,No,42.0,7.184957427278871,High School,London,-0.58872908882274,4752.057757002755,Female,66.0,Married
Urban,Yes,55.0,7.283812718547078,Graduate School,Manchester,-0.08423621857306268,5119.0035954582445,Female,26.0,Divorced
Urban,Yes,54.0,4.394099923192571,College,London,-0.014502217768322667,5398.315697773977,Male,32.0,Single
Rural,No,35.0,3.8008560561365403,High School,Manchester,0.10191615145057514,5702.037341757899,Male,62.0,Married
Urban,Yes,40.0,5.556991452059713,Graduate School,New Castle,-0.4772068204611668,5773.82130755588,Female,60.0,Divorced
Rural,No,61.0,7.50301905504204,Graduate School,Manchester,0.7342545531025821,3533.1199140269273,Female,71.0,Single
Suburban,No,57.0,5.797219558028597,College,London,-0.8450414997362441,2702.499169345975,Female,61.0,Married
Rural,No,48.0,4.10394025504131,High School,London,-0.6032157178887869,4585.95864477727,Female,,Married
Suburban,Yes,,5.988100224683715,College,New Castle,-0.20505180919835192,5161.68194591695,Male,64.0,Divorced
Urban,Yes,58.0,5.435470472693665,College,London,0.47904364376480224,4221.484169567393,Male,100.0,Single
Suburban,No,52.0,5.585473547931709,Graduate School,Manchester,-0.2809421866980944,3025.886538989813,Male,73.0,Married
Urban,Yes,52.0,3.996916619422673,Graduate School,London,0.09208799449451993,4130.927164424302,Male,86.0,Single
Suburban,Yes,49.0,,College,New Castle,0.08684787344917233,2432.1393920077453,Female,89.0,Single
