age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income
30.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,<=50K
51.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,60.0,Canada,<=50K
35.0,Private,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
29.0,Private,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,20.0,United-States,<=50K
34.0,Private,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,40.0,United-States,<=50K
41.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,60.0,United-States,<=50K
35.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,45.0,United-States,<=50K
26.0,Private,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,40.0,United-States,<=50K
54.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,50.0,United-States,<=50K
52.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
50.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,20.0,United-States,<=50K
31.0,Private,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,40.0,United-States,<=50K
38.0,Federal-gov,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,<=50K
30.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
34.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.0,United-States,<=50K
31.0,Private,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,57.0,United-States,<=50K
52.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38.0,United-States,<=50K
54.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
38.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,44.0,United-States,<=50K
39.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.0,United-States,<=50K
29.0,Private,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,40.0,United-States,<=50K
45.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
34.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,55.0,United-States,<=50K
38.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,Poland,<=50K
39.0,Private,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
61.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,20.0,United-States,<=50K
43.0,Private,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,<=50K
35.0,Private,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.0,United-States,<=50K
46.0,Private,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,50.0,United-States,<=50K
38.0,Private,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.0,United-States,<=50K
42.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,48.0,United-States,<=50K
34.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,10.0,United-States,<=50K
29.0,Private,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,40.0,United-States,<=50K
32.0,Private,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,30.0,United-States,<=50K
60.0,Private,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,34.0,United-States,<=50K
49.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
53.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,45.0,United-States,<=50K
56.0,Private,7th-8th,4.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.0,United-States,<=50K
48.0,Private,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,<=50K
32.0,Federal-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40.0,Iran,<=50K
42.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
32.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,42.0,United-States,<=50K
28.0,Local-gov,Assoc-acdm,12.0,Married-civ-spouse,Protective-serv,Husband,White,Male,40.0,England,<=50K
26.0,Private,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
59.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.0,United-States,<=50K
47.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,30.0,United-States,<=50K
26.0,,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,40.0,United-States,<=50K
41.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,60.0,United-States,<=50K
36.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,40.0,United-States,<=50K
45.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,55.0,United-States,<=50K
30.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.0,United-States,<=50K
36.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,<=50K
34.0,Self-emp-inc,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.0,United-States,<=50K
53.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,<=50K
51.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,45.0,United-States,<=50K
47.0,Self-emp-not-inc,Doctorate,16.0,Married-civ-spouse,Transport-moving,Husband,White,Male,45.0,United-States,<=50K
19.0,,HS-grad,9.0,Never-married,,Unmarried,White,Male,40.0,United-States,<=50K
30.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,White,Male,42.0,United-States,<=50K
20.0,Private,HS-grad,9.0,Never-married,Other-service,Unmarried,White,Male,40.0,United-States,<=50K
42.0,Federal-gov,Masters,14.0,Divorced,Adm-clerical,Not-in-family,White,Male,60.0,United-States,<=50K
31.0,Private,11th,7.0,Never-married,Craft-repair,Not-in-family,White,Male,40.0,United-States,<=50K
33.0,Private,Bachelors,13.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,40.0,United-States,<=50K
25.0,Private,Assoc-acdm,12.0,Never-married,Tech-support,Not-in-family,White,Female,30.0,United-States,<=50K
20.0,Private,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,40.0,United-States,<=50K
23.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,Black,Male,40.0,United-States,<=50K
55.0,,HS-grad,9.0,Separated,,Not-in-family,Black,Female,40.0,United-States,<=50K
41.0,Self-emp-not-inc,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,50.0,United-States,<=50K
54.0,Self-emp-not-inc,HS-grad,9.0,Widowed,Craft-repair,Not-in-family,White,Male,35.0,United-States,<=50K
25.0,Private,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,50.0,United-States,<=50K
19.0,Private,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,40.0,United-States,<=50K
24.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,37.0,United-States,<=50K
56.0,Federal-gov,Bachelors,13.0,Never-married,Transport-moving,Not-in-family,Black,Male,65.0,United-States,<=50K
21.0,Local-gov,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,40.0,United-States,<=50K
34.0,Private,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40.0,United-States,<=50K
19.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,40.0,United-States,<=50K
21.0,,Some-college,10.0,Never-married,,Not-in-family,White,Male,45.0,United-States,<=50K
48.0,Private,HS-grad,9.0,Separated,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
34.0,Private,Bachelors,13.0,Never-married,Other-service,Not-in-family,White,Male,40.0,United-States,<=50K
31.0,Private,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,40.0,United-States,<=50K
36.0,Private,HS-grad,9.0,Never-married,Other-service,Not-in-family,Black,Female,40.0,United-States,<=50K
27.0,Private,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,40.0,United-States,<=50K
27.0,Private,Some-college,10.0,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40.0,Philippines,<=50K
35.0,Private,Bachelors,13.0,Divorced,Sales,Not-in-family,White,Female,65.0,United-States,<=50K
31.0,Self-emp-not-inc,Bachelors,13.0,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,60.0,United-States,<=50K
27.0,Federal-gov,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,Black,Male,40.0,United-States,<=50K
28.0,Local-gov,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
42.0,Private,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,46.0,United-States,<=50K
44.0,Private,Some-college,10.0,Separated,Exec-managerial,Not-in-family,White,Male,45.0,England,<=50K
41.0,Private,Bachelors,13.0,Divorced,Sales,Not-in-family,White,Male,56.0,United-States,<=50K
28.0,Private,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Female,35.0,United-States,<=50K
41.0,Federal-gov,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
35.0,Private,10th,6.0,Widowed,Other-service,Not-in-family,Black,Female,40.0,United-States,<=50K
58.0,Private,Masters,14.0,Divorced,Adm-clerical,Not-in-family,White,Female,45.0,United-States,<=50K
40.0,Private,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,48.0,United-States,<=50K
31.0,Private,Assoc-voc,11.0,Never-married,Transport-moving,Own-child,White,Male,60.0,United-States,<=50K
30.0,Private,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,40.0,United-States,<=50K
32.0,Private,Some-college,10.0,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,40.0,United-States,<=50K
25.0,Private,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,40.0,United-States,<=50K
34.0,Private,HS-grad,9.0,Never-married,Transport-moving,Own-child,White,Male,40.0,United-States,<=50K
56.0,Private,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,40.0,United-States,<=50K
45.0,Private,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Male,40.0,United-States,<=50K
50.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,40.0,United-States,<=50K
27.0,Private,10th,6.0,Never-married,Sales,Other-relative,White,Male,40.0,United-States,<=50K
51.0,Private,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,40.0,United-States,>50K
40.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,60.0,United-States,>50K
41.0,Private,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,65.0,United-States,>50K
49.0,Private,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.0,United-States,>50K
37.0,Private,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,>50K
36.0,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,45.0,United-States,>50K
35.0,Private,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,80.0,United-States,>50K
29.0,Self-emp-inc,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,25.0,United-States,>50K
50.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.0,United-States,>50K
46.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,40.0,United-States,>50K
44.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.0,United-States,>50K
42.0,Local-gov,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.0,United-States,>50K
38.0,Federal-gov,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
45.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,55.0,United-States,>50K
43.0,Local-gov,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.0,United-States,>50K
47.0,Self-emp-inc,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.0,United-States,>50K
58.0,Self-emp-inc,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
48.0,Private,Prof-school,15.0,Married-civ-spouse,Tech-support,Husband,White,Male,40.0,United-States,>50K
42.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,48.0,United-States,>50K
55.0,Private,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.0,United-States,>50K
51.0,Private,10th,6.0,Married-civ-spouse,Sales,Husband,White,Male,40.0,United-States,>50K
32.0,Private,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40.0,United-States,>50K
45.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.0,United-States,>50K
56.0,Private,Masters,14.0,Married-civ-spouse,Craft-repair,Husband,White,Male,44.0,United-States,>50K
38.0,Private,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.0,United-States,>50K
45.0,Private,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,50.0,United-States,>50K
49.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.0,United-States,>50K
36.0,Private,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.0,United-States,>50K
49.0,Private,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.0,United-States,>50K
30.0,Private,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40.0,China,>50K
42.0,Self-emp-inc,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
55.0,Private,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.0,United-States,>50K
34.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.0,United-States,>50K
54.0,Private,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
42.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,70.0,United-States,>50K
25.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.0,United-States,>50K
55.0,Self-emp-inc,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.0,United-States,>50K
58.0,State-gov,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
62.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,60.0,United-States,>50K
43.0,Self-emp-inc,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.0,United-States,>50K
57.0,Local-gov,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40.0,United-States,>50K
42.0,Self-emp-inc,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.0,United-States,>50K
63.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,32.0,China,>50K
47.0,Self-emp-not-inc,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
37.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.0,United-States,>50K
40.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,60.0,United-States,>50K
43.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
43.0,State-gov,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,70.0,United-States,>50K
41.0,Self-emp-not-inc,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.0,United-States,>50K
32.0,Private,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.0,United-States,>50K
47.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,40.0,United-States,>50K
39.0,Federal-gov,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60.0,United-States,>50K
53.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.0,United-States,>50K
34.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.0,United-States,>50K
36.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.0,United-States,>50K
47.0,Local-gov,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,41.0,United-States,>50K
52.0,Private,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.0,United-States,>50K
40.0,Self-emp-not-inc,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,60.0,United-States,>50K
42.0,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.0,United-States,>50K
51.0,Private,Masters,14.0,Married-civ-spouse,Protective-serv,Husband,White,Male,40.0,United-States,>50K
55.0,Private,Masters,14.0,Married-civ-spouse,Tech-support,Husband,White,Male,20.0,United-States,>50K
38.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,99.0,United-States,>50K
52.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.0,United-States,>50K
60.0,Federal-gov,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,40.0,United-States,>50K
55.0,Private,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,Germany,>50K
47.0,Local-gov,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50.0,United-States,>50K
46.0,Private,Masters,14.0,Married-civ-spouse,Tech-support,Husband,White,Male,40.0,United-States,>50K
35.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,45.0,United-States,>50K
59.0,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.0,United-States,>50K
57.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,45.0,United-States,>50K
46.0,Private,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
46.0,Federal-gov,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.0,United-States,>50K
52.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,>50K
45.0,Private,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,30.0,United-States,>50K
37.0,Private,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,40.0,United-States,>50K
46.0,Private,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.0,United-States,>50K
44.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,50.0,United-States,>50K
45.0,Private,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.0,United-States,>50K
43.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52.0,United-States,>50K
54.0,Local-gov,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.0,United-States,>50K
50.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.0,United-States,>50K
51.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.0,,>50K
45.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.0,United-States,>50K
36.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.0,United-States,>50K
