Location Code,Months with Company,Annual Income,Age,Marital Status,City,Sex,Renew,Brand Loyalty,Online Activity,Education Level
Urban,50.0,53159.71004632331,58.0,Divorced,Mahasarakam,Female,Yes,-0.5825016591902334,8.170049810999783,Graduate School
Urban,36.0,44894.59295142797,39.0,Single,Khon Kaen,Female,Yes,0.8022839591795757,7.086756496929005,High School
Urban,45.0,54673.42088269662,47.0,Divorced,Khon Kaen,Male,Yes,0.40540763842052574,7.5394713110149,Graduate School
Urban,,50869.369285990724,50.0,Married,Khon Kaen,Female,Yes,0.34212351062649893,7.102698095932927,College
Rural,79.0,41484.45634337333,48.0,Single,Khon Kaen,Male,No,0.4981601844193797,4.715834161264819,Graduate School
Suburban,60.0,51960.43940397308,41.0,Married,Udon,Male,Yes,0.897082194406487,5.0171710275988675,Graduate School
,83.0,42488.43055928676,,Divorced,Khon Kaen,Female,No,-0.42186070671049536,6.760775005408446,Graduate School
Suburban,37.0,45453.20602977216,41.0,Divorced,Udon,Male,Yes,-0.308239120368089,9.049542030296164,Graduate School
Suburban,38.0,37408.23622375936,33.0,Divorced,Udon,Male,Yes,0.49912311643412693,5.920204241240257,High School
Urban,39.0,50289.32792460322,54.0,Married,Udon,Male,Yes,0.7569222098107363,,High School
Suburban,60.0,53358.117607917986,56.0,Divorced,Udon,Male,Yes,0.5872513612235405,5.997445396704877,High School
Rural,96.0,39983.78656914708,36.0,Married,Khon Kaen,Female,No,-0.12201178467982546,5.697810498026976,College
Urban,51.0,52489.839815019666,47.0,Divorced,Mahasarakam,Female,Yes,0.41046839652220923,5.284847309291134,
Suburban,30.0,38598.52697910564,52.0,Married,Mahasarakam,Male,Yes,0.15448238452263782,7.927203158717187,College
Suburban,56.0,47372.18096358129,44.0,Divorced,Mahasarakam,Male,Yes,0.4524484545202845,6.393270101737389,High School
Rural,95.0,44003.36744163152,35.0,Divorced,Khon Kaen,Female,No,-0.3228968994049868,5.083327020137366,Graduate School
Suburban,66.0,53801.595197717805,36.0,Single,Mahasarakam,Female,Yes,0.828056663268139,5.441671265337984,High School
Urban,55.0,53511.90363598488,54.0,Married,Udon,Male,Yes,0.3329397591680307,5.277890260803698,Graduate School
Rural,73.0,53749.30272050796,47.0,Married,Mahasarakam,Male,No,-0.39678513619334604,6.142504154857747,High School
Rural,82.0,43612.45279618507,56.0,Married,Udon,Male,No,0.03783694673718439,5.508048705597686,College
Suburban,54.0,,55.0,Single,Mahasarakam,Male,Yes,0.6433982401865443,5.927320425922856,Graduate School
Urban,45.0,38972.72311153554,46.0,Single,Mahasarakam,Female,Yes,-0.7743355742023971,7.066280456121002,Graduate School
Urban,40.0,57140.40475877261,45.0,Divorced,Udon,Female,Yes,0.6821528176205185,6.084836374056527,
Urban,54.0,41090.07207514457,47.0,Divorced,Mahasarakam,Male,Yes,0.5451716533554641,6.383934306502506,High School
Suburban,21.0,58696.42541863827,53.0,Single,Mahasarakam,Female,Yes,0.27689774972530956,8.279737117726208,High School
Rural,70.0,32139.822515720425,52.0,Married,Mahasarakam,Female,,0.3544433481612705,2.895101841110148,College
Rural,91.0,67477.29449752145,40.0,Single,Mahasarakam,Male,No,-0.49109143971631564,4.695295706884096,Graduate School
Urban,59.0,46286.114643701745,37.0,,,Female,Yes,0.3343521066778105,5.80084597691174,College
Suburban,51.0,79970.05852356172,48.0,Married,Khon Kaen,Male,No,-0.09848062773953933,6.404935598049245,Graduate School
Urban,53.0,40201.06818663941,41.0,Divorced,Udon,Male,Yes,0.8953839484029298,4.621604458841314,College
,42.0,34374.69460935584,46.0,Single,Mahasarakam,Female,Yes,-0.2857526604043843,8.166850165017843,Graduate School
Urban,47.0,35151.88075788597,38.0,Single,,Male,Yes,0.9319807223762407,5.177875505689431,Graduate School
Suburban,40.0,65288.00307030203,69.0,Single,Khon Kaen,Male,No,0.089124564872851,4.555229474975821,High School
Suburban,83.0,52496.569981408145,55.0,Married,Mahasarakam,Female,No,-0.007671057796073112,4.925900840788377,College
Suburban,42.0,57984.86670772943,51.0,Divorced,Mahasarakam,Male,Yes,0.8334839874255104,7.41531322743883,Graduate School
Suburban,59.0,44212.302281401964,66.0,Divorced,Udon,Female,Yes,0.40294610288721966,6.6415068653226825,High School
Urban,61.0,41091.08009065928,48.0,Divorced,Udon,Male,Yes,-0.03926340044973313,7.544799918401085,High School
Rural,39.0,49411.62325975399,51.0,Divorced,Mahasarakam,Male,Yes,0.5221505014933778,7.5612555393261465,Graduate School
Urban,36.0,54024.86039850286,64.0,Single,Khon Kaen,Female,Yes,0.6083142920591169,5.935897882649653,Graduate School
,58.0,52504.87731420131,45.0,Divorced,Mahasarakam,Female,Yes,0.32067100895340367,6.696918038959931,College
Suburban,52.0,42550.16372136599,38.0,Divorced,Mahasarakam,,Yes,0.27163864646392266,5.78943050073732,High School
Rural,57.0,44555.19411971789,48.0,Single,Khon Kaen,Male,Yes,0.6111133665645583,6.156702449337193,High School
Rural,46.0,44902.12201054894,46.0,Divorced,Mahasarakam,Male,Yes,0.13931274448658063,6.4888176801063855,College
Urban,60.0,32853.174295042365,41.0,Single,Mahasarakam,Female,Yes,0.11159870611096857,5.9163750795950545,College
Urban,78.0,36681.994694037676,56.0,Single,Udon,Female,Yes,0.11383169506006291,4.899114729395728,College
Rural,41.0,73873.08269241524,35.0,Married,Mahasarakam,Male,No,-0.18297792580277727,4.922855537799418,College
Urban,41.0,50267.01423950835,57.0,Divorced,Mahasarakam,Male,Yes,0.07089346245721606,8.189616984475837,Graduate School
Rural,73.0,38320.43565992056,40.0,Divorced,Udon,Female,No,0.05895563282396965,6.273358828927131,Graduate School
Urban,65.0,46882.0513111873,38.0,Single,Mahasarakam,Female,Yes,0.37830672142484134,6.332922808987663,Graduate School
Urban,62.0,39578.32045722853,50.0,Single,Khon Kaen,Female,Yes,0.32938786676062437,5.517312867536653,Graduate School
Rural,48.0,51112.276897741045,37.0,Single,Mahasarakam,Female,Yes,0.46503493404833995,6.059816259953843,College
Suburban,65.0,44108.20396104124,37.0,Divorced,Mahasarakam,Male,Yes,0.34951822321086656,4.278212179484363,High School
Suburban,58.0,39775.055251258054,47.0,Divorced,Udon,Male,Yes,0.5510857345368103,5.041451318328875,High School
Urban,68.0,42601.7968364542,41.0,Single,Khon Kaen,Female,Yes,-0.5620709719799774,8.528078740054369,High School
Urban,,55755.59605025374,36.0,Single,Udon,Female,Yes,1.0567303867672717,6.174751227720105,College
Suburban,86.0,51285.10832259936,39.0,Married,Udon,Male,No,0.1548746199433691,6.300168421175323,High School
Rural,64.0,46857.53275933339,38.0,Married,Khon Kaen,Male,No,0.10514209125631868,6.03890623960895,College
Urban,45.0,53191.94304288966,66.0,Divorced,Khon Kaen,Female,Yes,0.3052796430176067,7.8838636175158125,Graduate School
Urban,50.0,28323.401305593954,59.0,Single,Mahasarakam,Female,Yes,-0.2581691492593463,7.67378297180303,High School
Rural,79.0,,45.0,,Khon Kaen,Female,No,0.05404247502797814,6.84566889025651,College
Urban,44.0,49904.940550774576,36.0,Divorced,Udon,Male,Yes,0.23695956180109706,7.180239922280544,Graduate School
Rural,58.0,63703.174246642535,43.0,Married,Mahasarakam,Female,No,0.5355887378444355,7.471501909209866,Graduate School
Urban,45.0,67062.84383027026,40.0,Single,Udon,Female,Yes,0.6767796392710678,6.620969382319402,Graduate School
Rural,66.0,40236.01350711509,41.0,Divorced,Udon,Female,Yes,-0.08863853203172326,4.963236756334815,High School
Suburban,61.0,78747.37290126062,61.0,Divorced,Udon,Male,No,-0.2825799157574754,5.91230346050849,Graduate School
Rural,64.0,76270.75359209749,24.0,Married,Khon Kaen,Female,No,-0.5108437904325948,5.967643901041043,College
Rural,56.0,55915.97279941917,43.0,Divorced,Khon Kaen,Female,Yes,-0.2637581051072895,6.5840643804025145,College
Suburban,56.0,39870.3381928381,,Divorced,Mahasarakam,Male,Yes,-0.2447582690788171,6.911397291595683,College
Urban,78.0,34735.870574961955,41.0,Married,Khon Kaen,Female,Yes,-0.3276301099750627,5.5230343115559615,High School
Urban,39.0,51706.324002085756,60.0,Divorced,Mahasarakam,Female,Yes,0.5783686088639697,6.469352642744534,College
Suburban,72.0,41055.836148726696,49.0,Divorced,Mahasarakam,Female,No,-0.09829355994995526,6.028763462842015,College
Urban,41.0,55088.92895933372,28.0,Divorced,Udon,Female,Yes,0.4234729894476453,,College
Urban,33.0,57484.985550584504,46.0,Single,Khon Kaen,Male,Yes,0.48848428866575244,7.1572190208898965,College
Rural,17.0,63615.53787746516,76.0,Single,Khon Kaen,Male,Yes,1.1159679097953248,7.813748961121446,Graduate School
Rural,57.0,74492.25019637606,49.0,Married,Mahasarakam,Male,No,-0.41973265600204446,3.9250999319355917,College
Rural,63.0,49053.23671860463,40.0,Single,Udon,Male,No,-0.19408907906894637,2.9296698113474906,Graduate School
Rural,75.0,43007.21372527488,44.0,Divorced,Khon Kaen,Male,No,-0.44293046841782274,4.750584766317232,College
Urban,29.0,40826.910371028585,25.0,Single,Khon Kaen,Female,Yes,0.3750284723924311,6.55925437100677,College
Urban,49.0,44151.653552666314,45.0,Divorced,Khon Kaen,Male,Yes,0.08643805293404062,7.15260644343792,Graduate School
Suburban,56.0,75254.83543417117,36.0,Divorced,Mahasarakam,Male,No,-0.2370332372123406,6.965106069663566,High School
Suburban,26.0,50808.51836135583,50.0,Single,Udon,Female,Yes,-0.3983675101977157,8.374476107797511,Graduate School
Urban,49.0,,60.0,Married,Khon Kaen,Female,Yes,0.5081276406664059,5.981459807809169,College
Suburban,6.0,63470.96947032008,56.0,Divorced,Mahasarakam,Male,Yes,0.9503265107168585,7.144153923964939,College
Urban,38.0,47917.02035908994,41.0,Single,Mahasarakam,Male,Yes,0.4543579914468322,7.80273741250866,College
Suburban,50.0,45397.51963559124,49.0,Divorced,Mahasarakam,Female,Yes,0.7614212340814507,6.970192217254109,College
Suburban,40.0,57997.86382188416,44.0,Single,Udon,Male,Yes,0.6827360043204316,6.808842042389449,High School
Rural,51.0,74934.77409699102,61.0,Single,Khon Kaen,Female,No,-1.0537720398672576,6.759649124575719,College
Suburban,82.0,45546.51152468069,45.0,Married,Udon,Female,No,0.7368479171327165,5.443677528109973,Graduate School
Urban,63.0,36662.87054550905,47.0,Single,Udon,Female,Yes,0.04510019033739502,5.315087017939877,College
Rural,74.0,51049.63190983519,46.0,Single,Udon,Male,No,0.3516692819294428,3.5239405972153732,Graduate School
Urban,54.0,36647.55733163654,45.0,Divorced,Khon Kaen,Female,Yes,0.5345867174424597,5.71924606823983,High School
Urban,79.0,52348.40474812304,55.0,Single,Khon Kaen,Female,Yes,0.9017264872214292,3.919117206381986,College
Rural,90.0,47227.90564951298,61.0,Married,Udon,Male,No,0.6230816034523157,4.914397239062581,Graduate School
Suburban,49.0,55055.93441690158,47.0,Married,Udon,,Yes,0.5357293025105534,6.596533336614095,High School
Urban,43.0,54769.53132678407,33.0,Married,Khon Kaen,Female,Yes,0.6987873817316647,7.552845484531612,High School
Urban,,57159.844619128955,48.0,Single,Udon,Female,Yes,0.5889341438986371,7.242305306212101,High School
Urban,48.0,53210.430839965324,51.0,Single,Udon,Female,Yes,0.061328921283853755,6.584028903907909,Graduate School
Suburban,53.0,57917.23450316846,53.0,Divorced,Khon Kaen,Male,Yes,0.5262010808809912,6.09933704502601,College
Rural,53.0,50081.910442085595,61.0,Divorced,Khon Kaen,Male,Yes,-0.10855698931844535,7.237081106365866,College
Rural,79.0,38284.59232590532,32.0,Married,Udon,Female,No,-0.17854430729897564,3.049146799046238,College
Rural,93.0,48509.256831816056,52.0,Divorced,Mahasarakam,Female,,0.1856899842382321,4.452389927934096,College
Suburban,41.0,46308.039287392225,50.0,Divorced,Mahasarakam,Male,Yes,0.331093694399387,6.098596590589676,College
Suburban,79.0,30118.132967101614,53.0,Married,Mahasarakam,Male,No,0.07831472353545871,3.232169716427918,College
Urban,51.0,48084.419114393146,42.0,Single,Udon,Female,Yes,-0.07689940519993844,8.586699232006456,High School
Urban,47.0,31440.792561918002,42.0,Divorced,Khon Kaen,Male,Yes,0.07431749355615899,6.523462546499245,Graduate School
Rural,78.0,30211.72901360546,41.0,Married,Mahasarakam,Female,Yes,-0.9348626640132541,7.03603277184643,High School
Suburban,62.0,57770.073220289254,30.0,Married,Khon Kaen,Male,No,-0.13804398755789773,5.803604618331361,High School
Rural,37.0,65435.12530106903,58.0,Married,Mahasarakam,Female,No,-0.37081428599722244,3.6523409980037536,High School
Suburban,83.0,46081.19824229111,53.0,Single,Mahasarakam,Female,No,0.23181925918805316,7.546786016536509,College
Urban,35.0,43121.294756082614,32.0,Divorced,Mahasarakam,Male,Yes,0.4748898684464359,6.868114174475222,Graduate School
Suburban,72.0,36325.44915358318,28.0,Single,Mahasarakam,Male,Yes,0.35644899895598875,6.241167213660802,Graduate School
Suburban,41.0,52939.238886013576,56.0,Divorced,Udon,Female,Yes,1.1818680232067966,4.614589161144143,High School
Suburban,73.0,37665.56742059626,44.0,Married,Udon,Female,No,-0.021901658402043972,5.318828081748495,Graduate School
Rural,57.0,55450.72512428591,64.0,Single,Khon Kaen,Male,No,0.22912492702589382,3.2000749666950767,College
Rural,59.0,63730.97610657788,53.0,Married,Udon,Female,No,-0.9362081062036691,5.430333691497909,High School
Rural,75.0,59241.669801096876,46.0,Married,Khon Kaen,Female,No,-0.09353982476510506,4.511787335018398,Graduate School
Urban,67.0,45150.02406098603,40.0,Married,Khon Kaen,Female,Yes,0.16045229810163106,5.888258239315794,High School
Urban,51.0,32391.360210716448,67.0,Divorced,Udon,Female,Yes,-0.5810250070212039,7.574830459249795,High School
Urban,62.0,51294.85104998286,39.0,Single,Udon,Female,Yes,-0.04112722477715544,6.359177805973696,Graduate School
Urban,82.0,27972.426732938744,32.0,Divorced,Udon,Male,Yes,-0.3681995510712033,5.292813297055726,High School
Rural,52.0,37742.574508657024,49.0,Divorced,Khon Kaen,Male,Yes,-0.5276592114258168,7.311329347940963,Graduate School
Suburban,47.0,49243.98760727518,60.0,Divorced,Mahasarakam,Male,Yes,0.1298441050321611,6.052147903474279,College
Suburban,75.0,39240.81795509293,52.0,Divorced,Udon,Female,Yes,0.2206414741027365,5.311689812241077,College
Rural,41.0,72680.41801617513,62.0,Single,Udon,Female,No,-0.5361289730535872,5.705342516172394,
Urban,66.0,46929.73704538405,42.0,Single,Khon Kaen,Female,Yes,0.43919419043564284,6.351312996526475,High School
Suburban,67.0,71619.67814925427,47.0,Married,Mahasarakam,Male,No,-0.4215476604751506,6.436811914103495,High School
Rural,56.0,49218.47496813384,45.0,Divorced,Mahasarakam,Male,Yes,0.1021494215255796,6.544923345917182,College
Suburban,53.0,45789.575250646325,28.0,Married,Udon,Male,Yes,0.824284040632865,6.076079500110102,Graduate School
,55.0,48866.958678956595,39.0,Divorced,Mahasarakam,Female,Yes,0.49952958350131166,5.867275735938415,Graduate School
Suburban,39.0,55448.38896206176,66.0,Married,Udon,Male,Yes,0.7340755600143037,6.488749832363957,Graduate School
Rural,53.0,60917.4490933683,46.0,Divorced,Mahasarakam,Female,No,-0.2219792964995016,3.1364548277703634,College
Rural,76.0,50660.31127749289,26.0,Single,Mahasarakam,Female,No,-0.048930577911658876,4.125001108436256,Graduate School
Rural,83.0,34147.61421666639,45.0,Divorced,Udon,Female,Yes,0.29521229152319495,4.033642187176887,High School
Urban,75.0,36039.47490726675,38.0,Divorced,Mahasarakam,Male,Yes,0.08225080125358927,,College
Suburban,97.0,52381.01244457078,35.0,Married,Khon Kaen,Female,No,0.5384947644972021,7.017468727039754,High School
Urban,52.0,38854.41242019735,35.0,Single,Khon Kaen,,Yes,-0.2804979546610122,6.8366893446246175,High School
Urban,52.0,51598.452275842086,52.0,Divorced,Udon,Male,Yes,0.40967757393442306,5.935114744205457,College
Rural,61.0,51777.44204013658,50.0,Single,Udon,Male,No,-0.4631456121913856,5.171805554177283,High School
Suburban,46.0,40004.31456416656,45.0,Single,Udon,Male,Yes,0.2711759502821214,6.609847707922317,Graduate School
Urban,71.0,22852.91255331699,68.0,Married,Mahasarakam,Male,Yes,0.024503500144066916,5.7196598685567706,Graduate School
Suburban,54.0,34355.2850623197,55.0,Divorced,Udon,Male,Yes,-0.8272361229481731,7.691260174912942,High School
Suburban,,54341.7724943435,51.0,Married,Khon Kaen,Female,No,0.22566366345099037,5.420217775700722,College
Urban,66.0,35181.78962430949,30.0,Divorced,Khon Kaen,Male,Yes,0.5174626001736536,6.462157609411976,
Urban,28.0,67102.80826463313,53.0,Single,Khon Kaen,Male,Yes,1.130627478525599,7.853982029750734,Graduate School
Urban,65.0,40327.00612393589,28.0,Divorced,Udon,Female,Yes,0.8757314814171853,5.016160546874053,High School
Suburban,53.0,54307.983056580575,70.0,Married,Khon Kaen,Male,Yes,-0.10774956482863562,7.0839301148374165,High School
Suburban,55.0,35050.588475687255,58.0,Divorced,Khon Kaen,Female,Yes,0.501319378102507,5.360126136052481,Graduate School
Urban,46.0,35367.688650885975,63.0,Single,Udon,Male,Yes,,5.727214808171881,College
Urban,66.0,45955.84338755995,47.0,Divorced,Khon Kaen,Female,Yes,0.38880650137833994,5.798804387761129,College
Urban,41.0,45208.789879856944,,Divorced,Mahasarakam,Male,Yes,0.4485326202138723,5.825190542276733,High School
Rural,95.0,48067.94899248943,42.0,Married,Khon Kaen,Female,No,-0.8627658012992805,,Graduate School
Suburban,66.0,58192.067212296126,57.0,Married,Udon,Female,No,0.18787288469609997,,College
Rural,59.0,39202.17831194401,51.0,Single,Khon Kaen,Male,No,-0.5255236598196831,6.606833327722915,College
Urban,42.0,55789.32511817706,51.0,Divorced,Udon,Female,Yes,0.9136621093505493,5.423173208969699,Graduate School
Suburban,49.0,63790.77645898448,56.0,Married,Khon Kaen,Female,No,-1.2445772992900808,6.094763546179946,Graduate School
Suburban,51.0,52074.184325237744,45.0,Married,Udon,Female,Yes,0.022783978561942447,7.338332091794518,High School
Urban,51.0,38491.28829105093,43.0,Single,Khon Kaen,Male,Yes,0.17565197747465283,7.431823902019451,High School
Rural,60.0,73448.20517455979,69.0,Single,Khon Kaen,Female,No,-1.0881293488528527,6.425137800898435,College
Rural,64.0,62808.8410782792,57.0,Married,Mahasarakam,Female,No,-0.6250241900162404,5.2316990340859695,High School
Suburban,34.0,53296.69601687309,40.0,Single,Khon Kaen,Female,Yes,,7.4550336379760145,Graduate School
Suburban,63.0,39805.29082873878,37.0,Divorced,Mahasarakam,Female,Yes,0.59439919975464,5.483106243026023,High School
Urban,,46976.99447147955,32.0,Divorced,Khon Kaen,Male,Yes,0.5711489111406791,5.371968457762287,High School
Suburban,58.0,66620.14322933943,31.0,Married,Khon Kaen,Male,No,-0.9333760439748714,5.599948808012286,High School
Rural,77.0,48672.845345405076,39.0,Single,Udon,Male,No,-0.10287105940862817,5.59579685159292,Graduate School
Rural,71.0,34525.71292206927,37.0,Divorced,Mahasarakam,Male,Yes,-0.7685437672077203,7.683167131693795,High School
Suburban,79.0,54850.03211898717,32.0,Married,Mahasarakam,Female,No,-0.14758811852997342,5.736352203252226,High School
Urban,47.0,37829.85657454054,51.0,Divorced,Udon,Female,Yes,0.07837000326789624,7.3867907282656775,Graduate School
