Annual Income,Active online hours,Years subscribed,City,Gender,Education Level,Renew,Brand Loyalty,Marital Status,Age,Location Code
40433.856759812494,7.669813356846188,2.0,London,Female,College,Yes,-0.6859269340793914,Married,64.0,Urban
42057.67024547387,7.525217390960386,4.0,Manchester,Female,Graduate School,Yes,-0.23131918418171013,Single,44.0,Urban
48927.58457043275,6.23993832739712,5.0,New Castle,Female,College,Yes,0.6594551520079718,Single,43.0,Urban
50163.141975195074,6.552262943350128,4.0,New Castle,Male,Graduate School,Yes,-0.26064237606510643,Divorced,37.0,Rural
62110.73605778815,5.739140560718377,8.0,Manchester,Female,Graduate School,Yes,0.6488742630405969,Divorced,52.0,Rural
48169.197271476914,6.100510923209521,3.0,London,Female,College,No,0.17169825423038987,Married,56.0,Suburban
29299.435300411536,3.7603522456721827,3.0,London,Male,College,No,-0.11536231659958723,Single,45.0,Suburban
64205.0410946865,6.494529515316719,5.0,London,Male,College,No,,Married,58.0,Suburban
62366.61357694112,4.040830606343015,3.0,Manchester,Female,High School,No,0.1839947432428966,Single,45.0,Rural
62246.124972370366,5.613508123279747,3.0,London,Female,Graduate School,No,0.23372610944282918,Married,42.0,Suburban
55730.53183577047,7.09115189105068,5.0,London,Female,Graduate School,Yes,-0.48952641548750186,Single,52.0,Urban
36520.59462163317,2.8615166697563454,4.0,London,Female,High School,No,-0.7783637551380098,Single,,Rural
44738.27246878857,4.486959378756786,6.0,Manchester,Female,High School,Yes,0.3587117916204656,,53.0,Suburban
67899.95457910137,5.2539118055039165,4.0,New Castle,,Graduate School,No,0.6324046153399042,Married,51.0,Rural
42977.252192626125,4.768857302102442,2.0,London,Male,High School,No,0.3459235717322322,Divorced,35.0,Rural
58700.7333249622,5.317405527976263,4.0,Manchester,Male,High School,Yes,0.19880376605321332,Single,56.0,Suburban
44365.67571266187,3.335016108747821,4.0,New Castle,Female,College,No,-0.001144404594327686,Married,47.0,Suburban
47561.219588590066,6.044608796939832,4.0,Manchester,Male,Graduate School,Yes,0.22654505892712806,Single,43.0,Urban
59800.14261945251,6.137176367172488,5.0,New Castle,Female,High School,Yes,-0.29786964993564746,Single,55.0,Urban
41416.371589201946,5.201457514374003,5.0,London,Male,Graduate School,No,-0.6586881336876831,Single,53.0,Urban
49285.85052981956,5.575000862869481,5.0,Manchester,Female,Graduate School,Yes,0.39263272714654707,Married,45.0,Rural
60273.284468889695,4.559483274241069,2.0,Manchester,Male,Graduate School,No,0.18087647526378087,Single,45.0,Suburban
56351.18943965162,4.940254090657449,7.0,Manchester,Female,High School,Yes,0.22022272120258068,Married,54.0,Urban
55877.90609461701,5.230677086309934,4.0,London,Male,College,Yes,0.02635922648241984,Divorced,61.0,Rural
35879.551604381966,5.836559917809072,6.0,London,Female,High School,Yes,0.23274623154703672,Divorced,59.0,Suburban
48118.36265351113,7.243334917312815,3.0,Manchester,Male,High School,Yes,-0.4621063604135084,Single,43.0,Suburban
57478.14963010792,5.897758275050299,5.0,New Castle,Male,Graduate School,Yes,0.42067122441061633,Divorced,56.0,Suburban
58166.80062905818,5.564554828188021,3.0,New Castle,Male,College,No,-0.4808604487968697,Married,57.0,Urban
63317.48201879703,6.409005224978349,4.0,Manchester,Male,Graduate School,Yes,-0.5462795814324969,Divorced,67.0,Urban
44336.718952817864,7.521083437377744,2.0,Manchester,Female,Graduate School,Yes,-0.7031557938407296,Single,38.0,Rural
63927.8275188164,6.62408385397211,6.0,Manchester,Female,High School,Yes,0.2990402308585629,Single,48.0,Urban
40692.964666694315,5.512597463225477,3.0,New Castle,Female,College,Yes,-0.11957487647034988,Married,53.0,Urban
74448.74208428954,5.792802001220825,5.0,Manchester,Male,College,Yes,-0.1924307089443297,Single,40.0,Rural
48108.48314287449,6.264519323707659,5.0,London,Male,College,Yes,0.22031203773021862,Divorced,55.0,Urban
66367.43080954501,3.175420022020407,7.0,London,Male,High School,Yes,0.7665951814644275,Single,48.0,Suburban
60508.24638226863,7.570300892836541,4.0,London,Male,College,,-0.6530929154318508,Single,61.0,Suburban
70400.23861491065,6.834985885270564,3.0,Manchester,Male,Graduate School,No,0.35982529166986676,Married,44.0,Rural
56632.85293002406,4.677297806541176,3.0,New Castle,Female,College,Yes,-0.018085316756727338,Divorced,58.0,Urban
64683.29977385864,5.2937740257070205,4.0,London,Female,High School,No,-0.2565280641495332,Married,52.0,Rural
42862.138550519165,6.019480705082091,5.0,New Castle,Male,Graduate School,Yes,0.3610305078533872,Single,65.0,Suburban
44333.599017405664,5.662858736527983,6.0,New Castle,Male,College,Yes,0.836676984314404,Divorced,46.0,Urban
100000.0,10.0,0.0,New Castle,Female,High School,No,0.9901519065074806,Married,49.0,Suburban
50027.604530224184,4.890481790319246,4.0,London,Male,College,No,-0.6679942914719701,Married,49.0,
49524.342018828494,5.2575153073347565,3.0,Manchester,Female,High School,No,0.31070542858234246,Married,67.0,Suburban
70563.28291613245,5.312465478929646,9.0,Manchester,Female,Graduate School,Yes,0.3669174325416077,Single,46.0,Suburban
63846.35366666279,4.876599641914046,2.0,Manchester,Male,Graduate School,No,-0.030341825515030174,Single,28.0,Suburban
38036.8601504472,7.151212397317968,,London,Female,Graduate School,Yes,-0.8537954304757084,,47.0,Urban
,5.575266273608665,5.0,Manchester,Male,Graduate School,Yes,-0.053258221755093565,Divorced,51.0,Urban
64405.9211339401,5.480116515512248,4.0,London,Female,College,No,-0.09484055822260425,Married,52.0,Suburban
42466.33898254855,6.34057124181383,4.0,London,Female,,Yes,-0.15276869604236612,Divorced,39.0,Urban
65697.39331322088,5.624240379763438,5.0,New Castle,Male,Graduate School,Yes,-0.029198916703001954,Divorced,39.0,Suburban
78284.27085008335,5.8143858607057455,7.0,London,Male,Graduate School,Yes,0.22585086667555332,Married,52.0,Suburban
53565.07841864454,5.770426446464523,3.0,New Castle,Male,College,No,-0.32415286098957014,Married,54.0,Urban
62198.495601921735,4.772801019011856,3.0,Manchester,Male,High School,No,0.044611037110706325,Married,60.0,Rural
62863.23722039205,5.416087310119204,6.0,London,Male,,Yes,0.4312611278267141,Single,59.0,Urban
43411.31649120777,5.919379958160582,6.0,London,Female,Graduate School,Yes,0.7503402314378367,Divorced,48.0,Suburban
47245.47112873848,4.27399545512526,2.0,London,Female,High School,No,0.04977459012954605,Single,43.0,Urban
59264.765848131414,5.031213749490979,4.0,Manchester,Female,High School,No,0.37272543328162666,Married,55.0,Rural
37754.7126525696,7.666008581755946,4.0,London,Female,High School,Yes,-0.3582474260852362,Divorced,57.0,Suburban
57518.06995603182,5.376089962467109,2.0,New Castle,Female,College,No,0.1874524670609255,Married,52.0,Rural
47149.8619522698,4.230409552536178,3.0,Manchester,Female,High School,No,0.2067670605628354,Single,48.0,Rural
47246.89799998276,4.360333341197099,4.0,London,Female,College,No,-0.5105709991200547,Married,61.0,Suburban
47215.12255985054,7.052742922788113,1.0,Manchester,Male,Graduate School,Yes,-0.8832925055289177,Married,42.0,Rural
35050.33765488127,6.92997354188055,4.0,Manchester,Male,High School,Yes,-0.0837999992653291,Married,52.0,Urban
51797.62370996612,6.416408215231674,,London,Female,High School,Yes,0.11701128929733423,,51.0,Suburban
68144.07030323613,5.1779803591324605,7.0,London,Female,Graduate School,Yes,0.18473079188449282,Single,60.0,Urban
40623.04918204684,5.000431563967899,5.0,London,Female,Graduate School,,-0.06741404081840288,Divorced,43.0,Rural
63641.0962884862,5.596547490813534,3.0,New Castle,Female,College,No,-0.011566708601159686,Married,63.0,Suburban
42013.96918290944,4.89682071271727,3.0,Manchester,Female,College,No,0.09822396566058228,Divorced,44.0,
54678.82682834326,7.5010347652519656,4.0,New Castle,Male,College,Yes,-0.47762308884590077,Single,59.0,Urban
66263.83677962705,5.054278249503039,6.0,London,Male,Graduate School,Yes,-0.20661871783686467,Single,47.0,Rural
76150.13730372505,5.367073448735772,6.0,Manchester,Male,College,Yes,0.11942893006216942,Divorced,45.0,Urban
62222.41677832698,5.350336447153507,5.0,London,Female,Graduate School,No,0.10541412103958475,Married,39.0,Rural
51165.2576939789,4.537169741688759,3.0,Manchester,Male,College,Yes,1.073526456959774,Single,51.0,Suburban
70857.01002750687,6.383564717776012,2.0,Manchester,Male,College,No,0.2791649610532774,Married,36.0,Suburban
68239.58180110181,6.212889455882935,5.0,London,Male,High School,Yes,-0.5131148802539798,Single,45.0,Suburban
47631.07812716557,5.276613769544482,4.0,New Castle,Female,College,Yes,0.26787121844755957,Single,50.0,Rural
44595.0890463184,5.28220195898456,5.0,Manchester,Male,High School,Yes,0.6272366218635147,Divorced,39.0,Suburban
50925.85094670407,6.042796435973923,6.0,London,Male,High School,Yes,-0.25965901529895274,Single,45.0,Urban
52274.01591685468,4.6710474561421105,6.0,Manchester,Female,College,Yes,0.7882167389017671,Married,36.0,Urban
46565.38251799969,4.971673722014175,,New Castle,Male,High School,Yes,0.9155107745115885,Divorced,38.0,Urban
35021.25042949303,5.940030285323379,3.0,London,Male,Graduate School,Yes,0.08614035378123008,Divorced,46.0,Urban
45665.996637639124,7.097203635449194,6.0,Manchester,Female,High School,Yes,0.28491514175674804,Single,53.0,Urban
61453.6661138701,5.941512936951246,5.0,Manchester,Female,College,Yes,-0.31603959724140934,Divorced,58.0,Urban
35420.67676217741,6.417340368407634,3.0,Manchester,Male,College,Yes,-0.1739358233420612,,51.0,Urban
51152.60376985006,6.267827870771233,5.0,New Castle,Male,Graduate School,Yes,-0.10284250866232468,Married,49.0,Urban
33396.554507012486,3.9271762989832544,2.0,Manchester,Male,College,No,-0.024011151101844014,Married,,Rural
46885.041210802294,4.604183594306798,4.0,New Castle,Male,Graduate School,No,-0.15097672569111764,Married,49.0,Rural
35796.00887650049,2.6004057830014093,4.0,London,Female,Graduate School,No,-0.28369620648403593,Married,49.0,Urban
43168.1799140966,5.268359699966216,4.0,London,Female,High School,No,0.12405992275817335,Married,58.0,Suburban
34891.95958741819,3.649832487282077,6.0,London,Female,Graduate School,No,-0.08414969274256273,Single,43.0,Suburban
45472.924253883786,6.651785917217,4.0,London,Female,High School,Yes,0.12612340539357736,Divorced,44.0,Suburban
51062.553887154514,3.8937998507682208,3.0,Manchester,Female,College,No,0.04816441443955613,Married,62.0,Rural
53723.439443606694,5.16868589937393,6.0,London,Female,High School,No,-0.3569156523764694,Married,50.0,Rural
32693.71538012806,3.7249936524660496,4.0,New Castle,Male,Graduate School,No,0.07973956063812071,Single,61.0,Rural
60418.67307138346,7.031534050314888,6.0,London,Male,College,Yes,-0.39056984853433757,Married,55.0,Suburban
59502.13656756698,6.239549108275758,5.0,London,Female,College,Yes,0.2445781694197689,Divorced,60.0,Urban
65621.86020088848,6.636362842707644,6.0,London,Female,Graduate School,Yes,-0.0655090569729739,Single,35.0,Suburban
48434.67597789139,6.835069694804867,5.0,Manchester,Female,Graduate School,Yes,0.3860049190606667,Divorced,46.0,Suburban
39640.75538359574,3.984779443274361,6.0,New Castle,Female,College,No,-0.25162857205517575,Divorced,66.0,Suburban
53442.55187995731,5.513649848189255,7.0,London,Female,High School,,0.19410738433658697,Married,,Rural
47962.65151014459,5.821207042988266,6.0,London,Male,High School,Yes,0.6172086848789172,Divorced,61.0,Urban
62797.58575361017,6.175619820403256,5.0,London,Female,High School,Yes,-0.17442910765101538,Single,53.0,Urban
65425.467757254104,5.825236156913842,5.0,Manchester,Male,High School,Yes,-0.16347937397996315,Single,38.0,Urban
80531.13794165666,6.096474179376917,2.0,London,Male,High School,No,0.5779833304495177,Married,60.0,Rural
46791.370818469455,5.410461829634732,5.0,London,Male,High School,Yes,0.26489753912276337,Divorced,37.0,Urban
59669.4054578513,5.346841789170499,4.0,London,Male,Graduate School,Yes,0.3494904965977076,Divorced,43.0,Suburban
51909.505300831945,6.409102442477691,5.0,London,Female,College,Yes,-0.55541894097268,Divorced,48.0,Rural
61895.25153771159,3.941170290545908,3.0,New Castle,Male,,No,0.25625383169833676,Married,27.0,Rural
58046.73811392147,5.457318799107967,4.0,London,Female,High School,No,0.005954430156804136,Single,45.0,Suburban
50377.81162319191,6.519934628518692,3.0,New Castle,Male,High School,Yes,-0.6578535406934453,Divorced,45.0,Suburban
65603.28576823085,4.081775619038617,6.0,Manchester,Female,High School,No,-0.23214322596399328,Married,61.0,Suburban
23867.7460970435,2.5098647539617343,4.0,New Castle,Female,College,No,-0.23277058001405454,Single,64.0,Urban
47636.92715785738,5.2012188201399585,5.0,Manchester,Male,Graduate School,Yes,0.6334280560299335,Single,50.0,Suburban
34389.702091980624,4.057701106546694,5.0,Manchester,Female,College,No,-0.26404706280153445,Married,49.0,Rural
75966.22696716682,4.44577428223933,4.0,London,Female,College,No,0.002998802049345911,Divorced,57.0,Rural
69767.74275231012,7.05609319843938,3.0,New Castle,Female,High School,No,0.55394885110985,Married,51.0,Suburban
53120.806905951584,5.004263988083453,3.0,New Castle,Female,High School,No,0.019936286583819074,Married,40.0,Suburban
54508.09636500168,4.368469210233299,4.0,New Castle,Female,,No,-0.10792237096574778,Married,45.0,Rural
54851.47790278999,7.274135310767653,6.0,Manchester,Female,High School,Yes,0.2792153654689865,Single,32.0,Suburban
71207.67026079554,5.546236484476519,6.0,London,Male,College,Yes,0.03671470681801464,Divorced,46.0,Suburban
42342.4674048981,4.777874293588484,4.0,London,Female,Graduate School,No,0.22405468526988465,Single,45.0,Urban
28882.58066749591,3.4806302501969326,4.0,Manchester,Male,Graduate School,No,-0.22525027040851364,Divorced,43.0,Suburban
49297.232992563535,5.777372383136535,3.0,Manchester,Female,College,Yes,0.3897985248377739,Single,54.0,Urban
64876.38831155662,5.008785105610388,6.0,Manchester,Female,High School,Yes,0.1524151344897256,Married,45.0,Suburban
73864.18987101852,5.866824184828256,3.0,London,Male,Graduate School,No,0.37559411664826114,Single,45.0,Rural
70774.69489430731,6.11010319271379,6.0,Manchester,Female,Graduate School,Yes,-0.023583247349136666,Single,28.0,Urban
57533.002361537256,7.956572454293045,7.0,New Castle,Male,Graduate School,Yes,-0.3547977244777194,Married,50.0,Suburban
33403.85124057665,3.4494540900664616,5.0,London,Female,Graduate School,No,-0.3543852828074791,Divorced,53.0,Rural
52761.01199479388,5.925547190771826,3.0,New Castle,Female,Graduate School,Yes,-0.04762454025013621,Single,40.0,Urban
59628.722465871324,8.1403262983661,5.0,New Castle,Male,High School,Yes,-0.5557584964004094,Divorced,51.0,Rural
77749.61641406728,5.020049969000684,3.0,New Castle,Female,College,No,0.6310644643784901,Married,32.0,Rural
54301.91962841541,5.579311977575529,4.0,London,Female,Graduate School,No,-0.2708771173027969,Married,49.0,Suburban
68244.64900924815,6.380210413666003,7.0,Manchester,Male,College,Yes,-0.666103596952375,Single,63.0,Suburban
55740.79146923657,6.7815856637323435,4.0,New Castle,Male,High School,Yes,-0.7141897642775414,Single,64.0,Suburban
48048.81206682913,4.055220998023319,5.0,Manchester,Female,Graduate School,No,-0.13463683311711147,Married,56.0,Rural
49948.690951577046,6.0123825502897,4.0,New Castle,Female,College,,-0.2110703698139301,Divorced,33.0,Urban
58222.92082678758,4.548208021826608,5.0,London,Female,High School,No,-0.009832855965122372,Single,45.0,Rural
55528.79975417026,4.311804576133551,3.0,London,Female,College,No,0.01586850440978191,Married,50.0,Rural
47885.1613906543,6.200678868111917,5.0,New Castle,Female,High School,Yes,-0.02390007678510181,Divorced,67.0,Suburban
59525.53081104087,5.350921979037951,4.0,London,Male,Graduate School,Yes,0.06754379941137939,Married,50.0,Urban
48969.90850965263,4.51039341494815,6.0,New Castle,Male,Graduate School,Yes,0.5708868956939064,Single,53.0,Urban
41403.68280836985,8.243956445150776,,Manchester,Male,Graduate School,Yes,-0.19397250287052,Single,58.0,Urban
62798.22725547498,6.408379563955776,8.0,Manchester,Male,College,Yes,0.09755968903715251,Divorced,62.0,Urban
54654.52681921392,5.827361439184149,4.0,Manchester,Female,High School,No,0.2581138058037807,Married,47.0,Rural
49444.94205464296,4.888721350134571,3.0,London,Female,Graduate School,Yes,0.11361908006763127,Divorced,,Suburban
51559.13269753814,5.1839803870284875,3.0,London,Male,High School,Yes,-0.1062308693891951,Single,54.0,Urban
,4.542842642295842,2.0,London,Female,Graduate School,No,0.4975578389265344,Married,55.0,Rural
48822.20012279922,5.3021571571197,2.0,Manchester,Female,Graduate School,No,-0.00656975321474404,Married,42.0,Rural
66748.43133869534,5.184195584736683,4.0,London,Female,College,No,0.5513052843710035,Single,58.0,Suburban
29313.03666262724,2.6761220349040045,5.0,London,Male,Graduate School,No,-0.5319030992357687,Divorced,55.0,Rural
57391.2706620222,5.657048449610093,5.0,London,Female,College,Yes,-0.1308674664171881,Married,43.0,Suburban
49309.8720469959,5.462478083312004,6.0,Manchester,Male,High School,Yes,0.1457442894889825,Divorced,46.0,Rural
73583.22837038964,4.204478226401745,5.0,Manchester,Female,College,Yes,,Single,43.0,Urban
49319.4993153819,5.817692574133638,5.0,Manchester,Male,College,Yes,0.11079407736893321,Single,43.0,Rural
75983.22657455607,6.669886317804043,,New Castle,Female,High School,No,0.4039792748832959,Married,50.0,Rural
