Location Code,Annual Income,Years after high school graduation,Marital Status,Sex,Renew,Brand Loyalty,Hours Online,Years subscribed,City,Education Level
Rural,41996.87860891309,32.0,Married,Female,No,0.5543153802170956,3.872564560002376,2.0,Khon Kaen,Graduate School
Suburban,50349.24284159199,26.0,Single,Female,Yes,0.3303955099372067,5.062763198696278,3.0,Mahasarakam,College
Suburban,,34.0,Divorced,Male,Yes,-0.6082544975836771,7.599925780827276,3.0,Udon,High School
Urban,49811.79914138677,26.0,Divorced,Male,Yes,0.20495559724054008,5.733369034002443,3.0,Udon,High School
Urban,54969.98135162795,,Single,Female,Yes,-0.5514062239506959,6.550318499909826,3.0,Udon,Graduate School
Rural,47327.4181055933,43.0,Married,Female,No,-0.048613555486126586,5.355926874292712,4.0,Mahasarakam,Graduate School
Urban,39256.620924739094,29.0,Single,Female,Yes,-0.14239882136497006,5.736906907873362,3.0,Mahasarakam,High School
Rural,45585.80414648779,35.0,Single,Female,Yes,-0.48302447200615867,5.291696733839947,3.0,Mahasarakam,Graduate School
Rural,57455.78888013816,30.0,Single,Female,No,0.1371221717800858,5.285651766848939,4.0,Mahasarakam,College
Rural,50224.92961142477,25.0,Divorced,Male,No,-0.01504043978769709,3.35750158605733,3.0,Mahasarakam,Graduate School
Suburban,28438.23454746958,44.0,Single,Male,No,-0.053573319730899446,4.943018611047483,5.0,Udon,High School
Urban,40173.16873928383,37.0,Divorced,Male,Yes,0.18855985774157558,5.939174061162423,3.0,Udon,Graduate School
Suburban,51226.482675825115,41.0,Single,Female,Yes,-0.6688410614243632,7.557146736830451,4.0,Mahasarakam,High School
Urban,49585.76571999681,27.0,Divorced,Male,Yes,-0.7647464011253889,6.527380772889933,3.0,Udon,College
Rural,32507.47910541026,38.0,Married,Female,No,-0.7875729533196997,4.930964831278936,4.0,Khon Kaen,College
Suburban,22885.188291130657,24.0,Married,Female,Yes,0.03064625895841583,3.5740214406653927,1.0,Mahasarakam,College
Urban,48239.78944882214,21.0,Divorced,Male,Yes,-0.4250946298155965,6.324881825616254,4.0,Mahasarakam,College
Rural,75303.78883215185,32.0,Divorced,Female,No,-0.04589799214849036,3.563557631222902,6.0,Khon Kaen,College
Rural,41340.45111559055,33.0,Married,Male,No,0.04131819041301238,5.3143103965416625,5.0,Khon Kaen,High School
Rural,43705.471376604575,36.0,Married,Female,No,-0.51454518914909,4.728229974310743,6.0,Udon,High School
Rural,60485.05769958334,46.0,Divorced,Female,Yes,0.884617370659087,3.827959644199818,6.0,Khon Kaen,Graduate School
Rural,46813.757285585954,35.0,Married,Male,No,-0.09291157852944991,4.812683765385852,4.0,Khon Kaen,College
Urban,62191.97042192078,13.0,Divorced,Female,Yes,-0.072782954755516,6.5507576246028245,5.0,Mahasarakam,
Suburban,32264.462482073002,28.0,Divorced,Female,Yes,0.4736493261911142,3.566192245471533,0.0,Mahasarakam,High School
Rural,31496.146851920395,17.0,Single,Female,Yes,0.11188552822265585,5.429042321955502,1.0,Udon,College
Suburban,23922.78449021119,31.0,Single,Male,Yes,0.7474394840000298,,2.0,Mahasarakam,College
Urban,53581.06437553032,32.0,Divorced,Female,Yes,0.49900359281595585,5.741148976153734,3.0,Mahasarakam,High School
Rural,64494.215557314485,24.0,Married,Female,No,0.12002202012031898,5.150712306645443,5.0,Udon,College
Suburban,47396.717200235056,26.0,Single,Male,No,0.5741719375428137,5.596897988134156,1.0,Udon,Graduate School
Urban,48150.438451074,29.0,Divorced,Female,Yes,0.042083226033842985,5.5563706667518336,3.0,Mahasarakam,High School
Urban,74183.98805108815,27.0,Single,Female,No,0.4099227420624776,3.1664008879764025,6.0,Mahasarakam,Graduate School
Urban,45496.38624885987,34.0,Married,Male,Yes,-0.2543908981212138,5.656603236346396,1.0,Mahasarakam,High School
Urban,50522.046964169225,33.0,Divorced,,Yes,-0.32384317106122246,6.5040842499676135,3.0,Khon Kaen,College
Suburban,48819.499333034386,43.0,Divorced,Male,Yes,0.13826857462481523,5.160869179632872,3.0,Udon,College
Urban,39235.48082710643,32.0,Divorced,Female,Yes,-0.3097158907019373,6.024762542855455,3.0,Udon,College
Urban,54008.80672586752,34.0,Divorced,Male,Yes,-0.0732730071619445,6.770678403418584,3.0,Khon Kaen,High School
Urban,29013.881724530485,16.0,Divorced,Male,Yes,0.4914436581772039,4.757010556430938,3.0,Khon Kaen,Graduate School
Urban,53816.42665978821,36.0,Divorced,Female,Yes,-0.5476657214914242,6.9563211037157044,4.0,Khon Kaen,College
Rural,75761.9341681805,24.0,Single,Male,No,0.09172762950459229,5.422387744702979,2.0,Udon,College
Suburban,40540.96084797407,29.0,Married,Male,No,0.2787497734039516,5.177861544764958,2.0,Udon,College
Urban,55776.7251620732,26.0,Single,Female,Yes,0.3328292836122977,6.311504676344057,4.0,Mahasarakam,Graduate School
Rural,37234.400240590185,25.0,Married,Female,No,-0.29961691027877335,6.815034248717201,3.0,Udon,Graduate School
Suburban,68604.05581142259,30.0,Married,Male,No,0.11811779383933041,5.763544587505297,3.0,Khon Kaen,High School
Suburban,41888.90987886865,36.0,Divorced,Female,Yes,0.8526525825393463,5.7605465290093685,4.0,Udon,College
Urban,64657.17082705129,30.0,Single,Female,Yes,0.6623255313297229,3.7516748735155474,3.0,Udon,College
Suburban,58474.702592829824,49.0,Divorced,Male,No,0.12562216291583977,4.009868924685224,4.0,Khon Kaen,High School
,70744.69118508224,48.0,Single,Female,Yes,-0.34251741452037066,7.498753881924101,6.0,Mahasarakam,High School
Urban,42746.17279493665,36.0,Divorced,Female,Yes,0.5549186602324792,4.857710863105727,3.0,Udon,College
Urban,43953.60773324176,20.0,Single,Male,No,-0.7528222616424207,6.113093916825754,7.0,Khon Kaen,Graduate School
Urban,33538.90983671471,27.0,Divorced,Male,Yes,-0.06652297996943436,4.520494948796278,2.0,Udon,Graduate School
Rural,45533.80849863273,21.0,Married,Male,No,0.1715753790588757,2.826099713852663,4.0,Mahasarakam,College
Suburban,60413.11147403699,45.0,Married,Female,No,-0.09702297022164058,4.273588200824674,5.0,Udon,College
Rural,58839.3494764589,33.0,Married,Male,,0.37837655994058583,5.6023330765681845,3.0,Khon Kaen,High School
Suburban,42677.29704604825,25.0,Single,Male,Yes,-0.04668314779671226,5.814651350853174,3.0,Khon Kaen,College
Rural,89094.97852275755,29.0,Married,Female,No,0.4539729671939554,1.7976136113815602,4.0,Mahasarakam,High School
Rural,42206.4219246131,32.0,Married,Male,No,0.1208434251018895,3.5145338119217326,4.0,Mahasarakam,College
Rural,64402.810018364435,26.0,Married,Male,No,0.559500653042724,2.1606594041915694,5.0,Khon Kaen,College
Suburban,76609.973497365,25.0,Married,Female,No,-0.2828570444194167,5.387400085829152,3.0,Udon,College
Suburban,73357.04478712022,41.0,Married,Male,No,-0.18888949114854792,7.221730136704481,4.0,Mahasarakam,
Urban,75873.54139805216,37.0,Married,Male,No,1.008573913545406,3.371368573906759,3.0,Udon,College
Rural,54907.85586322273,20.0,Single,Male,No,-0.31439655078534945,3.8808718895585375,6.0,Udon,Graduate School
Rural,59884.87033729562,,Single,Female,No,0.31098952388805445,4.130725519016005,5.0,Mahasarakam,Graduate School
Suburban,53346.883490341614,17.0,Divorced,Female,No,0.22432034167059395,5.635166956990103,7.0,Mahasarakam,College
Rural,45148.413354114375,45.0,Divorced,Female,Yes,0.042181643551112535,6.212350251416402,4.0,Udon,College
Urban,48860.50722942283,14.0,Divorced,Female,Yes,0.003240618436867293,5.684306621371886,3.0,Mahasarakam,College
Rural,36455.92101493437,17.0,Single,Male,No,0.3284281049647728,6.307998929795388,3.0,Khon Kaen,Graduate School
Rural,50583.214072723444,42.0,Married,Female,No,-0.10756945140284763,6.040048308656116,4.0,Udon,High School
Rural,79258.87721119718,39.0,Single,Female,No,,2.5311317358050673,4.0,Udon,Graduate School
Rural,57399.011494118015,19.0,Married,Female,No,0.4751092456896746,5.852516196439852,5.0,Udon,High School
Suburban,33725.051934201445,10.0,Single,Male,Yes,1.0392366248415168,4.778755050784414,2.0,,Graduate School
Urban,38188.117683887496,48.0,Divorced,Male,Yes,-0.04498349716852565,4.769819959211173,3.0,Udon,Graduate School
Urban,52184.87025388775,29.0,Married,Female,Yes,-0.3805179432190008,5.949216521567358,4.0,Udon,High School
Rural,63080.19213435296,37.0,Single,Male,No,0.4011111172538917,3.967306406537659,,Khon Kaen,Graduate School
Urban,52123.42522362344,46.0,Single,Male,Yes,0.011331168806192143,7.239324151237114,4.0,,College
Rural,51657.1123871261,30.0,Married,Male,No,0.17929436830428214,3.5552069514265385,7.0,Mahasarakam,Graduate School
Rural,47962.806105168034,40.0,Married,Female,No,-1.0519249673580786,4.433966598041064,8.0,,Graduate School
Suburban,29782.5420656657,23.0,Married,Male,No,-0.9183579234503916,5.7791165744184445,5.0,Udon,High School
Rural,55193.35448480352,22.0,Divorced,Male,No,0.0744176640045181,2.667135473779164,4.0,Mahasarakam,Graduate School
Rural,66739.55378903932,17.0,Married,Female,No,-0.08624866410700303,4.4403784810634095,5.0,Mahasarakam,High School
Urban,49553.924074019174,26.0,Single,Male,Yes,-0.6760870154551659,6.361630817083461,3.0,Udon,High School
Suburban,44848.56726338549,34.0,Married,Female,No,-0.6381519263174031,4.313969953246783,7.0,Khon Kaen,High School
Suburban,48889.05839500768,19.0,Married,Female,Yes,-0.8536863901973833,6.116851463002165,4.0,Mahasarakam,Graduate School
Suburban,49606.8869060135,36.0,Divorced,Female,Yes,0.05482672348582271,4.940292159713955,4.0,Udon,Graduate School
Suburban,62140.682895979284,29.0,Married,Male,No,0.09375241125842781,4.580402928635806,3.0,Udon,High School
Suburban,54424.146828358826,24.0,Divorced,Male,,-0.4561689367991333,6.900679505132876,4.0,Mahasarakam,College
Rural,73494.38854756401,30.0,,Male,No,0.06687040893552584,5.847497322821567,6.0,Udon,Graduate School
Suburban,67400.8926354503,32.0,Married,Male,No,0.7314771771558813,1.8275877275293717,3.0,Khon Kaen,High School
Urban,48002.19325075228,36.0,Single,Female,Yes,-0.9514670446741266,5.856948955434245,3.0,Udon,College
Rural,63382.00484168124,28.0,Married,Female,No,0.29928364916024824,3.5841833153121643,3.0,Udon,College
Suburban,40837.30725254728,25.0,Single,Male,No,-0.3774403212749622,3.8764728368013337,5.0,Mahasarakam,High School
Urban,37212.08383297663,29.0,Married,Male,Yes,-0.20599874119284292,5.027364382316979,3.0,Mahasarakam,High School
Urban,50031.43622977713,19.0,Single,Female,Yes,0.25198373272162417,5.775752852638304,4.0,Mahasarakam,College
Urban,33971.480680212095,19.0,Divorced,Female,Yes,0.10844940522999064,4.27102390127206,3.0,Udon,High School
Urban,30696.338702141013,24.0,Single,Male,Yes,0.6887529571938206,3.768950921120144,2.0,Khon Kaen,College
Rural,38016.881987397,22.0,Single,Female,Yes,-0.14314782712953183,4.265155684139977,,Udon,High School
Suburban,27258.279838429695,34.0,Divorced,Female,Yes,0.8508282919480077,4.068898589791187,3.0,Khon Kaen,College
Urban,42694.26081130453,35.0,Divorced,Female,Yes,-0.256045592669175,6.592713178189913,4.0,Khon Kaen,College
Rural,51013.03620295093,33.0,Divorced,Male,Yes,-0.3000512182125625,6.464106801592226,4.0,Mahasarakam,College
Suburban,19899.15220780322,35.0,Divorced,Male,Yes,0.903388708131579,3.442103772243942,2.0,Udon,Graduate School
Rural,63525.25918044351,34.0,Married,,No,0.6344108325952155,2.5423144789889407,4.0,Udon,Graduate School
Urban,34702.60968374574,25.0,Divorced,Female,Yes,-0.09850319458244959,5.551632229867885,3.0,Khon Kaen,College
Urban,35801.1190114315,8.0,Divorced,Female,No,-0.5669445460429638,7.148992907770049,0.0,Mahasarakam,Graduate School
Suburban,39904.17643961429,22.0,Married,Male,Yes,0.13711118613670004,5.524356605161091,4.0,Udon,High School
Suburban,37597.1124999891,54.0,Single,Female,Yes,0.3195385213700018,5.567715991155112,4.0,Udon,High School
,37819.234934616536,41.0,Divorced,Female,Yes,0.49480998603098447,4.533273515246766,3.0,Udon,Graduate School
Rural,50346.24093989817,23.0,Married,Female,No,0.1281450298876332,3.5010618802174327,4.0,Udon,High School
Suburban,44702.43363050731,18.0,Married,Female,No,0.0655997815673369,3.855581399044145,5.0,Khon Kaen,College
Urban,45181.31323317499,37.0,Divorced,Male,Yes,0.2967842779175968,5.098729692254839,3.0,Udon,Graduate School
Suburban,60735.17225479684,41.0,Married,Male,No,,5.818065253075725,3.0,Khon Kaen,High School
Urban,28492.964784352815,32.0,Divorced,Male,Yes,0.49016671551112345,3.677600193497603,2.0,Mahasarakam,College
Urban,49887.660232125185,28.0,Divorced,Male,Yes,-0.10649352284105539,5.244373110946639,3.0,Khon Kaen,High School
Urban,50926.79959034847,37.0,Divorced,Male,Yes,-0.0118743608943985,6.099142321298787,2.0,Udon,High School
Urban,56713.50388140544,35.0,Divorced,Female,Yes,0.0330351458398255,6.35585278699874,3.0,Khon Kaen,Graduate School
Urban,45967.32156824015,25.0,Divorced,Male,Yes,-0.42344157373075353,5.944312325742951,3.0,Mahasarakam,Graduate School
Rural,60984.37675568152,25.0,Married,Male,No,0.05517313554766881,,5.0,Khon Kaen,College
Rural,43071.14700328692,17.0,Divorced,Female,No,-0.020343486541535866,6.267006986535706,4.0,Udon,High School
Urban,,30.0,Divorced,Male,Yes,-0.2730842764990401,6.876994476919068,3.0,Khon Kaen,High School
,59719.51268594483,36.0,Married,Male,Yes,-0.41148293147593673,6.514536165670101,4.0,Khon Kaen,College
Urban,44133.87338320953,21.0,Single,Male,Yes,0.363654802995915,5.623058965055927,2.0,Khon Kaen,Graduate School
Urban,43546.93683016003,22.0,Divorced,Male,Yes,-0.3438401255151967,7.487535902281506,4.0,Udon,College
,39644.54669253981,24.0,Single,Male,Yes,0.4035262915757649,5.5263976421006875,3.0,Khon Kaen,Graduate School
Rural,45435.4918777386,26.0,Married,Female,Yes,0.12806386394666092,5.752277016597382,3.0,Khon Kaen,High School
Suburban,41322.45180154669,36.0,Divorced,Male,Yes,0.24976182347051995,,1.0,Mahasarakam,Graduate School
Rural,49917.64852465086,31.0,Married,Male,No,0.4099631411980127,5.636706690855704,4.0,Mahasarakam,College
Urban,66811.55063932844,30.0,Married,Female,Yes,-0.46132868020175366,7.75994323987279,5.0,Khon Kaen,College
Suburban,31408.58017813253,21.0,Divorced,Female,Yes,0.6973080028421494,4.484832268264186,,Mahasarakam,High School
Suburban,31791.76715356397,28.0,Married,Female,Yes,0.15500364495855468,5.250487330169478,2.0,Udon,Graduate School
Rural,33677.488578717326,,Divorced,Female,Yes,0.4562334120694487,6.06186189591427,3.0,Udon,Graduate School
Urban,46396.14805711166,31.0,Single,Female,Yes,0.4580029733037,5.278549151572184,5.0,Khon Kaen,Graduate School
Rural,37948.51767816028,55.0,Divorced,Male,Yes,0.305181338976442,5.357632772692865,3.0,Khon Kaen,Graduate School
Urban,62574.452387942976,20.0,Single,Female,Yes,-0.9642624429690594,8.386784669140333,5.0,Mahasarakam,High School
Urban,52158.5582718655,18.0,Divorced,Female,Yes,-0.9428069343330818,7.256256185695902,3.0,Udon,College
Suburban,61752.67183416649,21.0,Married,Male,No,0.513449276640228,5.26357989009905,5.0,Udon,Graduate School
Urban,46928.64437477461,22.0,Divorced,Male,Yes,0.33854955243161666,5.269599883027758,3.0,Udon,College
Suburban,78823.64555772828,37.0,Married,Female,,-0.21507154018911406,3.966088633815202,5.0,Udon,Graduate School
Suburban,55627.19345443872,24.0,Single,Male,No,-0.07685067626386896,4.941059481426026,,,High School
Urban,52146.241987703645,40.0,Divorced,Male,Yes,0.013525658386920325,6.134249791431323,4.0,Udon,Graduate School
Rural,46856.67627932101,35.0,Married,Male,No,-0.034672957028765466,6.5763832909998445,3.0,Udon,Graduate School
Rural,36378.80943587427,,Divorced,Female,Yes,0.04907169011547635,5.571329723297593,4.0,Mahasarakam,High School
Rural,42231.3224149748,42.0,Married,Male,No,-0.20414846259661146,5.2875980255307615,5.0,Mahasarakam,Graduate School
Urban,40805.463785556916,23.0,Married,Female,Yes,-0.7902604842255122,5.695888866975464,3.0,Mahasarakam,Graduate School
Rural,46526.38553209838,27.0,Divorced,Female,No,0.12041159818426256,5.916030412979862,5.0,Mahasarakam,
Urban,47771.582722270956,18.0,Divorced,Female,Yes,-0.04555521699681442,6.68570692452211,4.0,Mahasarakam,High School
,44386.27718644402,36.0,Divorced,Male,Yes,-0.6703489662230641,6.670008024716333,2.0,Udon,High School
Urban,45846.055911141324,25.0,Single,,Yes,-0.036082311321008365,5.709792228453204,4.0,Udon,College
Urban,49517.17454420272,34.0,Single,Female,Yes,-0.12444934937535765,5.86011738866788,5.0,Udon,College
Rural,66008.46213893472,25.0,Single,Female,No,0.5194306507971003,4.215767804134641,3.0,Udon,College
Rural,65217.583593430805,39.0,Divorced,Female,No,0.1798415255772715,4.560504771191774,4.0,Udon,Graduate School
Rural,47421.94854999286,27.0,Single,,No,-0.3365396774341048,5.918642548856285,5.0,Mahasarakam,Graduate School
Urban,40484.47581957339,43.0,Divorced,Male,Yes,-0.1577957478946381,4.956790121523966,2.0,Udon,High School
Rural,53072.764098507614,30.0,Married,Female,No,-0.08359374373811942,4.804605021209639,4.0,Mahasarakam,College
Rural,50825.26313659943,27.0,Divorced,Female,No,-1.03070552392211,6.032939502380865,6.0,Udon,College
Suburban,32070.164041248467,24.0,Divorced,Male,Yes,0.5022821140813145,3.8493301016146,3.0,Khon Kaen,College
Rural,56281.16847859586,46.0,Married,Male,No,-0.019966636120300085,4.014438958180004,5.0,Khon Kaen,High School
Urban,42846.81132460743,19.0,Divorced,Male,Yes,-0.21338703696797873,5.781531226170372,4.0,Mahasarakam,High School
Rural,40212.25358606299,24.0,Married,Female,No,-0.4194180279078933,7.053975843060568,7.0,Mahasarakam,High School
Suburban,56602.54463974619,28.0,Married,Male,No,0.18692592641995392,2.5518090601098935,6.0,Khon Kaen,College
,58839.111848537235,20.0,Married,Male,No,-0.1708018507482763,4.7486901741394085,3.0,Mahasarakam,College
Suburban,77683.52199605873,36.0,Divorced,Male,No,1.4135774153228682,2.4695544497146544,1.0,Khon Kaen,Graduate School
Rural,59176.505786421796,29.0,Married,Male,No,0.43755454362264756,4.053863627993673,3.0,Khon Kaen,
Urban,65427.68584732422,21.0,Single,Female,Yes,-0.1329353508027999,6.826562716725094,6.0,Mahasarakam,High School
,52790.462446120495,28.0,Married,Male,No,0.2680502284168966,5.321691767816165,3.0,Udon,Graduate School
Rural,44780.73414691694,32.0,Married,Male,No,0.09314285132604205,5.677305105199619,,Mahasarakam,College
Suburban,42174.67865966438,31.0,Married,Female,Yes,0.11698746022508971,4.980962608740987,2.0,Udon,College
Urban,58353.72696002396,15.0,Single,Female,Yes,-0.33151992549109033,5.9415618937351775,4.0,Mahasarakam,College
Urban,46870.12023045601,29.0,Single,Male,Yes,-0.044065139667453734,6.1546079585472535,4.0,Mahasarakam,
Urban,69133.29128315055,19.0,Divorced,Male,,-0.8798647237323209,,5.0,Mahasarakam,Graduate School
Urban,,37.0,Divorced,Male,Yes,0.22797353095033118,5.453422391620823,4.0,Khon Kaen,High School
Urban,36008.80390212982,40.0,Single,,Yes,0.013921902642972772,5.457474718837806,2.0,,Graduate School
Suburban,62366.87380147801,43.0,Divorced,Male,No,0.5974906051900698,4.125774202283959,5.0,,College
Urban,46045.229233744496,38.0,Divorced,Female,Yes,,6.09360888401542,4.0,Mahasarakam,Graduate School
Suburban,58286.80109663913,33.0,Divorced,Female,Yes,-0.30250058846418343,5.235106609958539,5.0,Udon,Graduate School
Urban,45147.41998264445,29.0,Married,Female,Yes,-0.17348373120437866,5.262034262575535,2.0,Mahasarakam,Graduate School
