Renew,Brand Loyalty,Marital Status,City,Education Level,Age,Gender,Monthly Income,Months after becoming member,Location Code,Active online hours
Yes,-0.08099046552824346,Married,New Castle,Graduate School,38.0,M,5435.93927312281,78.0,Urban,5.859497480418566
Yes,0.5633370387955982,Divorced,Manchester,High School,49.0,F,6621.788956808809,54.0,Rural,4.0686239526059484
Yes,0.10756934058253348,Married,Manchester,College,53.0,F,6542.980590070001,75.0,Urban,7.5703372163724545
No,0.257994784593809,Married,New Castle,High School,42.0,M,4796.653807492835,53.0,Rural,4.502156867917382
Yes,0.8377346220480819,Divorced,London,College,46.0,M,6416.353723329468,107.0,Urban,4.563447353310143
Yes,0.15035416963777665,Divorced,New Castle,College,60.0,M,5227.237284947836,84.0,Urban,5.504514821831834
No,-0.0720599966315777,Married,London,Graduate School,51.0,M,4982.450571876475,72.0,Rural,5.991732743707864
No,-0.3867736882890259,Divorced,Manchester,College,55.0,F,7106.951743033806,40.0,Rural,7.597673968336703
Yes,-0.5995533920433274,Married,London,Graduate School,51.0,F,4701.116581866117,41.0,Suburban,4.809773136199962
Yes,0.2805258050521723,Single,New Castle,High School,58.0,M,6435.046393406819,60.0,Urban,4.821961444759416
No,-0.16402948443733223,Married,Manchester,Graduate School,39.0,F,5114.2661958439785,46.0,Rural,5.824492848509342
No,-0.3434519146075403,Married,Manchester,High School,48.0,F,4960.230010730125,45.0,Rural,5.496766893029321
Yes,-0.29068894525881384,Divorced,Manchester,Graduate School,38.0,F,5365.710519092254,68.0,,8.960385235124313
No,-0.13166746917344097,Married,New Castle,High School,43.0,F,5688.43414031435,60.0,Rural,6.833617397470827
No,0.010986180205215967,Married,Manchester,,36.0,F,4603.218901379436,49.0,Rural,4.5559227458563445
Yes,0.36332187917546344,Divorced,London,High School,30.0,M,6956.823474964267,53.0,Suburban,6.414214733893015
Yes,0.7243398957436706,Married,Manchester,Graduate School,35.0,F,5595.306915565075,53.0,Suburban,4.765900435294936
Yes,-0.08939141921740335,Married,New Castle,Graduate School,38.0,F,7541.995407516785,48.0,,8.553193917719735
Yes,-0.5038333887254673,Married,London,College,37.0,M,3419.1776563299322,47.0,Urban,3.610866089488352
No,-0.2905730598754911,Married,Manchester,High School,46.0,M,6781.740475631772,56.0,Suburban,7.657747603441244
,-0.09776014544580658,Divorced,New Castle,High School,39.0,M,6216.007896009373,73.0,Rural,7.528438775374636
Yes,0.20759489701897568,Divorced,New Castle,High School,55.0,F,6058.085885662113,78.0,Urban,5.141878048729233
,0.2566205181417724,Divorced,London,High School,63.0,F,5013.62691065764,46.0,Rural,
Yes,0.778455229322812,Divorced,New Castle,High School,,M,5412.98418195201,79.0,Urban,5.367412092167026
No,-0.4936973185843946,Married,Manchester,High School,33.0,M,5645.421487922198,34.0,Rural,4.163941439481622
No,0.22800021574552543,Single,London,,31.0,M,2888.5853723669275,44.0,Rural,6.7837647356700055
No,-0.042640698262597476,Married,Manchester,High School,63.0,F,5821.052647172549,80.0,Rural,5.835764159072575
No,0.5304028305821611,Divorced,Manchester,Graduate School,52.0,F,5489.731827725041,83.0,Rural,8.358594539850921
No,0.16641853576660504,Married,Manchester,High School,32.0,M,4640.3500909224595,38.0,Rural,3.610214376950501
Yes,,Divorced,London,Graduate School,51.0,M,6013.413315019809,51.0,Urban,7.49936368558664
Yes,-0.12217385305306949,Single,Manchester,College,34.0,F,5790.662445488296,60.0,Urban,7.201342068588134
Yes,0.07596806648152177,Divorced,London,High School,57.0,M,5656.831558563691,54.0,Urban,5.686039570138151
Yes,-0.37177489675697606,Married,Manchester,Graduate School,48.0,M,7214.36497336656,61.0,Urban,7.858451506461973
Yes,-0.12779999682851373,Divorced,Manchester,High School,51.0,F,6300.080892656357,27.0,Urban,7.103196221837286
Yes,0.09205034566556908,,New Castle,High School,46.0,M,4710.05251293114,84.0,Suburban,6.46492318049923
No,-0.02054142696841693,Single,London,Graduate School,48.0,M,6322.150761191676,52.0,Rural,9.332791800351668
Yes,0.18556296874801526,Divorced,London,Graduate School,41.0,M,6927.393475076225,92.0,Suburban,8.74398719464066
No,-0.2569977066629171,Married,London,College,57.0,M,5248.235911573415,57.0,Rural,3.9229266864166377
Yes,-0.2619801287429744,Single,New Castle,High School,45.0,M,6278.022052323929,61.0,Urban,6.855288349282875
Yes,0.011400560180562291,Single,Manchester,College,43.0,F,5993.145065124707,80.0,Rural,5.7292409695914746
No,0.01857533894344937,Single,New Castle,College,53.0,F,5418.946170735374,55.0,Rural,5.271598099850342
Yes,-0.2072775391340531,Divorced,New Castle,College,54.0,M,5095.044060787766,51.0,Suburban,7.186875205936346
Yes,0.3387323665906283,Divorced,,High School,55.0,F,5793.6953422237,78.0,Suburban,7.0505470767041105
No,-0.02489151788412075,Married,Manchester,College,,M,5181.990982218028,50.0,Rural,5.228600955391235
No,-0.47657888861334863,Married,New Castle,Graduate School,52.0,F,6392.445964617819,64.0,Rural,6.075534456114305
Yes,0.6279416335571424,Divorced,New Castle,Graduate School,51.0,F,5845.213819383224,52.0,Urban,4.049856500414137
Yes,0.05515024047086692,Divorced,New Castle,High School,59.0,F,4889.121111355177,70.0,Urban,4.856658942015137
Yes,-0.031333989598304135,Single,Manchester,High School,60.0,F,5562.1805939763235,49.0,Suburban,5.605670483547668
Yes,-1.0019697596069608,Divorced,New Castle,High School,47.0,M,3451.3726944837326,41.0,Urban,6.150122059323197
Yes,0.0016813253240109405,Divorced,Manchester,Graduate School,57.0,M,5621.034011097118,69.0,Urban,5.2358334569512515
No,0.8585482946126843,Married,New Castle,Graduate School,39.0,F,4021.3933824739397,71.0,Rural,6.96024353511602
Yes,0.25071394125578095,Divorced,Manchester,College,36.0,M,6412.5751829481615,91.0,Rural,8.510648972183315
Yes,,Single,Manchester,College,34.0,M,5277.126307955821,38.0,Urban,5.244221319492652
No,-0.09054040520050066,Divorced,Manchester,College,39.0,F,5943.261468975333,82.0,Rural,6.214986276975745
No,0.6914799425139495,Divorced,New Castle,High School,58.0,M,5118.917652758973,84.0,Rural,6.049595860746188
Yes,-0.12231664553134569,Divorced,Manchester,Graduate School,24.0,F,5313.387339893095,61.0,Suburban,4.982874180621167
Yes,0.8959559101066213,Divorced,London,High School,55.0,M,6126.7761785461535,73.0,Urban,3.76560731003768
No,0.11472411917877279,Married,Manchester,High School,42.0,F,6405.403819705622,49.0,Rural,8.383612646045298
Yes,0.49215591598851544,Divorced,New Castle,,47.0,F,6534.632610831278,53.0,Urban,4.083269719750387
Yes,0.21847955846521172,Divorced,London,College,42.0,M,5657.674832666123,67.0,Urban,8.03547057540087
No,0.2410323558627039,Single,London,Graduate School,50.0,M,6549.658199498812,47.0,Rural,7.022759194734729
Yes,-0.05571231416143685,Divorced,London,Graduate School,65.0,F,5034.574327457604,81.0,Urban,5.661811574810246
No,0.19907182960038433,Married,New Castle,High School,41.0,F,5438.778983562209,40.0,Rural,5.9903621423436055
Yes,-0.054917856479942684,Divorced,London,Graduate School,58.0,M,6796.033225067872,89.0,,6.160139011984314
Yes,0.4996768327216671,Divorced,Manchester,High School,48.0,M,6009.704077289817,45.0,Urban,6.102845108183173
No,0.035962460471477664,Single,Manchester,College,37.0,F,4256.167451931258,58.0,Rural,6.046452946321226
No,-0.1695982796336838,Divorced,New Castle,College,49.0,M,5602.359374353361,64.0,Suburban,6.433846091828089
No,0.08613748772383228,Married,London,High School,56.0,F,5439.274273944745,68.0,Rural,6.016781587960234
Yes,0.3945886135771533,Divorced,New Castle,High School,68.0,M,6421.0221065160895,101.0,Urban,4.620956030297646
No,0.020480109218779796,Divorced,London,College,54.0,M,5425.557659918727,75.0,,4.755506882313007
Yes,0.22924989763189974,Single,New Castle,Graduate School,36.0,M,5722.717881047586,63.0,Suburban,6.021748870164987
No,0.27505646060583167,Married,London,High School,49.0,M,4643.802021515971,66.0,Urban,5.360512575311824
No,0.3105692346000846,Divorced,London,College,61.0,M,5611.963658074508,43.0,Suburban,8.126280737881512
No,0.5145766696970004,Divorced,New Castle,College,43.0,M,4301.196887398531,51.0,Suburban,6.046849728352539
No,0.4481401101675935,Divorced,Manchester,College,27.0,M,4815.8757332750565,68.0,Rural,6.681963762280203
Yes,-0.8682894022326622,Divorced,London,,41.0,M,7570.094537413077,79.0,Urban,8.782550175787978
Yes,0.5290342280019098,Single,London,Graduate School,60.0,M,4841.69023664735,60.0,Urban,5.08950640337996
Yes,-0.011173204511871981,Single,Manchester,Graduate School,53.0,F,5661.128292573897,50.0,Urban,4.8425821735922945
Yes,-0.5566154107354523,Divorced,London,College,40.0,M,5722.291789307499,69.0,Suburban,7.1619215605634645
Yes,0.5375249467510301,Divorced,New Castle,High School,50.0,M,7206.869625879835,90.0,Urban,6.913920754024387
Yes,-0.5992613492366541,Divorced,London,High School,52.0,M,5306.604497546648,43.0,Urban,7.266444762678671
Yes,0.9609550260752906,Single,London,College,48.0,M,7206.9999927137815,90.0,Urban,4.610605491966588
Yes,-0.1439073058728696,Divorced,London,Graduate School,66.0,M,4579.278649850855,81.0,Urban,4.489824675108451
Yes,-0.5386329332523351,Married,Manchester,High School,48.0,M,,20.0,Urban,6.6702062181399375
Yes,0.3047820855247245,Divorced,Manchester,College,54.0,F,5355.348706826215,56.0,Urban,4.607787160476577
Yes,1.3225967107786063,Single,New Castle,High School,58.0,M,7655.629450083691,42.0,Urban,5.235102400264461
No,0.2364036392034452,Divorced,New Castle,High School,44.0,M,3357.569710907341,69.0,Suburban,5.30953532380062
Yes,0.12320901150535107,Divorced,New Castle,Graduate School,40.0,M,6072.552583674929,62.0,Urban,7.021072372405476
No,0.7130365459928332,Single,Manchester,Graduate School,58.0,F,3233.6901155236706,54.0,Suburban,6.124456176053793
No,-0.10684518579931535,Married,New Castle,Graduate School,52.0,M,4260.196711595561,62.0,Suburban,3.706396523616217
No,0.5059222618443562,Divorced,London,College,25.0,F,5605.957709364299,68.0,Suburban,5.776502948276864
No,-0.166206538114131,Divorced,London,Graduate School,57.0,F,5440.7429118605505,83.0,Rural,6.894443760654518
No,-0.25455980528111144,Divorced,London,Graduate School,58.0,M,5701.867811517284,79.0,Suburban,6.4869177648057645
No,0.40091727527380894,Divorced,Manchester,,24.0,F,5434.740342702849,61.0,Rural,5.689319504926825
No,0.14054478030295303,Married,Manchester,High School,54.0,M,4050.225502174432,43.0,Rural,6.23920419091311
Yes,0.5731457177470051,Divorced,London,High School,35.0,M,5385.6313013041545,82.0,Suburban,5.063421886979322
Yes,0.6501031098283749,Single,London,,40.0,F,5959.456766787718,,Urban,5.362815220255126
Yes,-0.23996098097996266,Single,London,High School,53.0,F,4480.052117383173,42.0,Suburban,4.693460046699918
Yes,-0.34463548026490365,Divorced,New Castle,High School,68.0,M,4618.758204486943,37.0,Urban,3.475761758011731
Yes,0.3143140096631557,Single,London,College,44.0,M,6284.4839644868525,84.0,Suburban,4.589764439647871
Yes,0.26910705933477014,Divorced,London,College,31.0,M,5664.353764726958,73.0,Urban,4.49500916935236
Yes,-0.26294145966765925,Single,New Castle,Graduate School,,M,5554.016608339646,38.0,Suburban,6.481497312143029
Yes,0.023975962716846766,Divorced,Manchester,Graduate School,39.0,F,6493.7755097177915,48.0,Urban,5.42126763530224
No,0.6812337057671367,Married,Manchester,Graduate School,68.0,,4406.251695436056,62.0,Rural,5.973148010834109
Yes,-0.30649262433161817,Married,Manchester,High School,62.0,M,5154.236268807661,74.0,Urban,6.4983144510572775
Yes,-0.0660480424777331,Divorced,New Castle,Graduate School,50.0,M,6909.772890790348,55.0,Suburban,7.541097022862234
No,-0.3653168517198325,Divorced,New Castle,High School,48.0,M,5551.811885139052,44.0,Urban,4.387063707434445
Yes,-0.10101837671078129,Single,New Castle,High School,51.0,F,6207.987196807656,56.0,Urban,6.325339691138747
No,-0.4127082534447476,Married,Manchester,High School,52.0,M,4707.810867964201,65.0,Rural,2.8749655556031932
No,0.002358305627349233,Married,Manchester,Graduate School,57.0,M,5468.8663441963945,50.0,Suburban,6.851020294445644
Yes,-0.07586392567107775,Divorced,London,High School,41.0,M,5283.751478214915,39.0,Urban,6.113355859809317
,0.9190683552070525,Married,Manchester,Graduate School,37.0,M,3837.992264552645,40.0,Suburban,4.467970427508753
No,0.5625833174273155,Married,New Castle,High School,51.0,F,4286.675492650786,62.0,Urban,4.879746168253188
Yes,-0.1275801594466892,Married,New Castle,High School,47.0,M,5567.7015813501885,32.0,Urban,5.45821012803302
No,0.4942906299839079,Married,Manchester,College,52.0,F,4609.22691834121,67.0,Rural,6.725813769447919
No,-0.47318103474237616,Married,Manchester,College,56.0,M,6191.490085595473,39.0,Rural,6.207390328426091
Yes,0.6504204565971816,Divorced,New Castle,College,54.0,F,7144.55172491392,38.0,Urban,5.89857595042569
No,-0.09043599638832711,Married,Manchester,Graduate School,56.0,M,4321.038928080778,,Suburban,4.307087025821217
Yes,0.9754330201825405,Married,Manchester,Graduate School,42.0,M,6140.017331739224,72.0,Urban,4.686873830548933
Yes,0.37729725711521284,Divorced,London,High School,31.0,F,6005.470266878499,72.0,Suburban,6.250008534944019
No,-0.4003543579991573,Married,Manchester,College,53.0,F,4251.59868134691,63.0,Suburban,4.990353414156927
Yes,-0.9405890302997273,Married,London,High School,52.0,M,4539.86054523669,72.0,Suburban,6.564053617488021
No,0.12686483441526963,Single,New Castle,,44.0,M,5180.7152550335795,55.0,Rural,5.3507355092368805
No,-0.16070063946468804,Single,London,Graduate School,50.0,F,4816.29487375622,95.0,Rural,4.780059327379273
No,0.37124524300085626,Married,New Castle,Graduate School,40.0,M,3657.0244567150467,80.0,Suburban,4.928018406030967
Yes,0.12367663609979967,Divorced,Manchester,College,24.0,M,4512.329606484591,66.0,Urban,4.131765706170464
No,-0.2719535095129665,Married,London,College,46.0,F,5249.824603431192,37.0,Urban,6.573387506654713
Yes,1.028433689635946,Single,London,College,52.0,F,6941.510772072436,62.0,Urban,5.32648677208117
No,0.2176424391138605,Married,London,College,51.0,F,5238.363686339608,53.0,Rural,6.328381949750954
No,-0.4405138147279415,Married,New Castle,Graduate School,47.0,F,7047.169380769699,60.0,Suburban,8.564539564428019
Yes,0.5951297139336821,Single,Manchester,College,40.0,F,7018.599217254494,63.0,Suburban,7.668305721080818
Yes,0.11499785181344424,Married,New Castle,High School,57.0,M,5504.19384296747,50.0,Suburban,4.985016206337147
Yes,0.4273106201461954,Single,London,Graduate School,50.0,M,5998.4780040406795,67.0,Suburban,6.5403023639707145
Yes,1.0566097521131215,Single,London,High School,40.0,F,6298.825450998078,45.0,Urban,4.892407329142545
,-0.33229270128581645,Single,Manchester,College,53.0,F,4797.656077960888,84.0,Suburban,4.359256286939351
Yes,0.3502033117279907,Married,London,High School,54.0,M,5394.551885296389,32.0,Suburban,6.025727781836425
Yes,0.09320207714193168,Divorced,Manchester,College,54.0,F,5492.243454593329,60.0,Suburban,5.806163156292445
Yes,0.008082809578082994,Divorced,Manchester,Graduate School,44.0,F,7087.487629591847,67.0,Suburban,8.81279432710922
Yes,-0.22919042321084826,Married,New Castle,College,45.0,M,4634.493700056193,75.0,Urban,8.421660310126924
Yes,0.7559517321380271,Married,London,Graduate School,45.0,M,5997.90313455509,80.0,Suburban,4.836707716334228
Yes,0.2866060617697074,Single,Manchester,Graduate School,56.0,M,6208.429161368024,52.0,Suburban,6.51960944418407
No,0.1092437843368862,Married,Manchester,College,43.0,F,4719.747962210736,37.0,Suburban,5.475173620639789
No,-0.5154119806653588,Divorced,London,High School,48.0,F,5323.218632816143,31.0,Suburban,6.1041531173693295
Yes,0.2596688081321698,Divorced,Manchester,High School,47.0,F,5525.5113151096875,58.0,Urban,3.730162490650205
Yes,-0.40539068756563934,Single,New Castle,Graduate School,53.0,F,5764.699586675419,43.0,Urban,6.628936468083791
No,0.4397088320621389,Married,New Castle,College,36.0,M,4127.542018033196,12.0,Suburban,4.3169465700518455
Yes,-0.3050200533929873,Divorced,New Castle,,44.0,F,4998.3559356397,56.0,Suburban,5.910744282415496
Yes,-0.5616690312168954,Divorced,London,Graduate School,,F,3663.2263150419803,70.0,Suburban,6.845279909145099
No,0.16219540411092725,Single,Manchester,High School,54.0,M,5130.407447965925,73.0,Urban,5.480006892809685
Yes,0.7566095492442921,Married,New Castle,Graduate School,61.0,F,7274.941335150069,86.0,Urban,6.199983383114402
Yes,0.06874434659754453,Divorced,New Castle,High School,50.0,F,6297.60452723617,103.0,Urban,8.216812301217015
Yes,-0.1629948124114271,Divorced,Manchester,College,48.0,F,6540.385974741652,59.0,Urban,7.291634798532733
Yes,0.01729248046290477,Divorced,London,Graduate School,56.0,M,7374.363385736295,46.0,Suburban,9.47829160987956
Yes,-0.25013308174336957,Divorced,Manchester,College,47.0,M,5936.836804876049,89.0,Suburban,6.4190422849258235
No,-0.053316970760080906,Married,New Castle,High School,65.0,M,3733.112360897374,83.0,Rural,3.9206963396038175
No,-0.02630361664361508,Married,London,Graduate School,49.0,F,5547.753992573443,40.0,Suburban,8.929703520797647
No,-0.001300274287002745,Divorced,New Castle,Graduate School,52.0,F,5909.62281942894,58.0,Rural,5.650077207258453
Yes,0.12871018977810328,Divorced,London,High School,45.0,M,4231.046434717592,69.0,Urban,4.650498506309868
No,0.17364984416877116,Married,London,Graduate School,53.0,F,5371.961690760963,68.0,Rural,6.236165969218906
No,0.7835856658514051,Married,Manchester,College,47.0,M,4182.707267252538,50.0,Urban,5.787940138392269
No,0.39911036806002254,Single,New Castle,College,47.0,M,5747.664246558162,59.0,Rural,8.930049306854347
No,0.23023856579563465,Married,,High School,54.0,F,5592.164678975281,68.0,Suburban,6.900519613784131
Yes,0.03181953610047816,Divorced,London,College,64.0,F,6115.709455807507,36.0,Suburban,6.479484810720571
