Months with Company,Location Code,Renew,Marital Status,Brand Loyalty,Education Level,Annual Income,Active online hours,Age,Gender,City
71.0,Suburban,Yes,Single,-0.09554375443652516,High School,65295.95872533571,6.940361109418301,56.0,M,Manchester
48.0,Rural,Yes,Divorced,-0.7807224655281296,College,56129.069811102556,4.353896650717545,65.0,F,Manchester
48.0,Suburban,Yes,Divorced,0.41942540705466413,College,80793.5873272169,4.0378048657653745,69.0,,London
83.0,Urban,No,Married,0.08199240592995366,High School,40026.68737308699,6.2417667351574115,49.0,M,London
34.0,Rural,,Single,0.62368088098037,Graduate School,57591.553258786225,3.745078654154312,54.0,M,New Castle
63.0,Suburban,Yes,Married,-0.6664608663992297,Graduate School,50325.52456637422,5.1446453928692355,52.0,F,London
46.0,Urban,Yes,Single,-0.9038107722769081,College,59992.61870811127,5.888980241697955,42.0,M,London
68.0,Suburban,Yes,Single,-0.4996204282732315,College,58201.84679107455,7.2456707383734695,56.0,F,Manchester
46.0,Suburban,No,Single,-0.6342550939536196,High School,44787.979803473434,5.514899718522041,45.0,M,London
36.0,Urban,Yes,Single,-0.1860123622273597,Graduate School,60380.89500979618,6.805117228940476,55.0,M,Manchester
62.0,Rural,Yes,Divorced,-0.7354622910557445,High School,49676.84181549883,7.172422529597163,49.0,M,London
38.0,Urban,Yes,Divorced,0.36074278005850513,College,49534.02835274656,7.139715833558634,52.0,M,London
50.0,Suburban,Yes,Divorced,0.42859474518027096,High School,54809.86482465036,5.130379014451633,58.0,M,London
26.0,Urban,Yes,Divorced,-0.1893353654176812,Graduate School,52325.32735787147,2.5318041669693856,50.0,M,New Castle
49.0,Urban,Yes,Divorced,0.18754465393591407,College,64949.65190074139,6.758875275517569,53.0,F,Manchester
42.0,Urban,Yes,Divorced,0.7912137951961524,Graduate School,73745.60259225252,4.730078449757507,62.0,M,London
54.0,Rural,Yes,Divorced,0.07891464349176872,College,56912.07860621092,6.958043350774227,57.0,M,New Castle
35.0,Suburban,Yes,Single,0.14710520334958666,College,58289.7856568978,5.320780295409625,52.0,M,New Castle
78.0,Rural,No,Married,0.2768670324341672,,58799.247974755446,6.848858472492194,52.0,M,Manchester
70.0,Rural,No,Married,-0.07229536271568571,College,50435.04719818273,5.360663693707979,47.0,,London
57.0,Urban,Yes,Divorced,-0.040019599593634714,College,64892.378956449655,5.13209826045645,59.0,M,Manchester
38.0,Suburban,No,Married,0.0632701454499763,High School,44142.09920178801,6.054425527117551,39.0,F,Manchester
89.0,Rural,No,Single,-0.06010088722595053,Graduate School,46789.368451413975,8.382512013280156,50.0,M,Manchester
91.0,Suburban,No,,-0.6074159321319331,Graduate School,52020.83554194142,8.47490782860824,42.0,M,London
78.0,Rural,No,Married,0.26185713139960476,Graduate School,59852.98826945108,6.068929162457427,39.0,M,Manchester
,Urban,Yes,Single,-0.26447414253384866,High School,46625.70231224684,3.59229456157226,56.0,F,Manchester
38.0,Urban,Yes,Divorced,0.48272625482763454,High School,57904.29175553296,5.11715063291625,52.0,M,London
58.0,Urban,Yes,Divorced,0.1665888156326504,College,54338.56360945248,6.580216736592459,53.0,M,New Castle
54.0,Suburban,No,Married,-0.9523560982348518,High School,47099.01221661285,6.698754972306763,40.0,M,London
12.0,Suburban,Yes,Divorced,0.15715667011679477,College,59466.6944320837,2.8106067799275274,59.0,M,London
71.0,Rural,No,Married,-0.36205941504068884,Graduate School,46404.05014622112,6.8482900307689265,41.0,M,London
50.0,Suburban,,,0.33811888048625743,Graduate School,69096.40600269407,5.246717725091202,53.0,M,New Castle
47.0,Suburban,Yes,Divorced,-0.42378653438492764,Graduate School,48756.420392740685,5.834978928192854,53.0,M,Manchester
,Suburban,Yes,Divorced,-0.3563852750802424,College,63497.827613296155,4.731743848403354,66.0,F,New Castle
35.0,Rural,No,Married,0.5080752447012152,College,36314.86562677218,7.728400647736009,39.0,M,Manchester
60.0,Urban,Yes,Single,-0.5624862701259761,Graduate School,85594.85773749027,6.085772162994992,51.0,M,Manchester
42.0,Suburban,Yes,Single,-0.2637438505781968,College,53612.528705295044,6.742248955853699,45.0,F,Manchester
56.0,Urban,Yes,Divorced,-0.07679725057548291,College,45317.03702300789,6.493679655439692,47.0,F,New Castle
75.0,Rural,No,Married,0.02774659346579922,High School,43062.791303222286,5.276574633660468,55.0,M,London
32.0,Urban,,Single,-0.1954518161128877,Graduate School,39329.220063908004,5.888124897900194,45.0,M,New Castle
60.0,Suburban,No,Married,-0.21207781060574632,Graduate School,44296.35615930625,6.590748487487461,53.0,F,London
61.0,Urban,Yes,Single,0.44875256206303005,Graduate School,58171.15834206305,6.69227926777447,48.0,F,New Castle
68.0,Suburban,No,Single,0.4194730793117362,College,44031.654249352534,6.347715209934964,45.0,M,Manchester
33.0,Suburban,Yes,Divorced,-1.0599050444441191,High School,59082.12638304956,6.0196239708057755,,F,New Castle
50.0,Suburban,Yes,Divorced,-0.6328904910930181,College,,7.39132888215505,45.0,M,Manchester
68.0,Rural,No,Married,0.4426628095911219,Graduate School,42016.648256118984,6.633848213824969,47.0,F,Manchester
46.0,Rural,No,Married,-0.33855195846930325,College,36437.33207744384,6.377953896614982,50.0,M,
41.0,Urban,Yes,Divorced,-0.15970378123801535,Graduate School,50308.67799934737,6.445135880117614,48.0,F,London
27.0,Urban,Yes,Single,0.10610894287583139,High School,58137.13513766484,4.0186833572715,52.0,M,London
88.0,Rural,No,Married,,Graduate School,45242.93986908435,8.128583734461113,41.0,M,Manchester
57.0,Urban,Yes,Single,-0.1026538030701847,High School,67996.64654563354,5.026520996006795,67.0,F,New Castle
54.0,Suburban,No,Married,0.05505378081871831,Graduate School,,5.782350880033518,56.0,M,
19.0,Urban,Yes,Single,-0.0223453619108177,College,40430.25691111178,4.905493743776967,53.0,M,Manchester
41.0,Rural,No,Married,0.4666344740269138,High School,45505.91185459333,6.137447588840641,58.0,F,New Castle
70.0,Suburban,No,Divorced,-0.2802892011183983,College,35441.18122550017,5.935777775289235,49.0,M,New Castle
70.0,Rural,No,Married,-0.34584928981558805,College,61110.99429569757,,33.0,M,New Castle
77.0,Suburban,Yes,Divorced,-0.5073247211211724,High School,63808.96170299167,5.885668145941952,52.0,F,New Castle
,Rural,No,Divorced,-0.031821114152536585,College,26575.582605200758,6.945756133504172,59.0,F,New Castle
39.0,Rural,No,Married,0.14496992980019305,,52222.21501863944,4.955434967695412,,M,New Castle
62.0,Rural,No,Married,-0.8633431140746349,College,55229.84557274669,8.06068419794621,41.0,F,New Castle
50.0,Urban,Yes,Divorced,0.09856848943931773,Graduate School,57801.236403845294,5.293330640575289,57.0,F,New Castle
30.0,Rural,Yes,Divorced,0.482899014971381,Graduate School,54216.15977220389,5.1608397359004154,59.0,F,Manchester
45.0,Urban,Yes,Divorced,-0.42852037801246506,College,46252.39733722064,6.0537848366308555,50.0,F,London
101.0,Rural,No,Single,-0.8367580948884993,Graduate School,36417.617950025844,7.092349286118337,59.0,F,New Castle
37.0,Urban,Yes,Single,0.26939218421612193,College,52931.950707737364,4.5925756146651135,51.0,F,London
85.0,Suburban,No,Divorced,0.20973222560339477,Graduate School,,7.877791145476259,40.0,F,New Castle
44.0,,Yes,Single,-0.8331739281473092,Graduate School,58296.99445360864,7.420848829943455,39.0,M,New Castle
80.0,Rural,No,Divorced,0.13210672735396306,High School,48405.074307970295,6.212502583982607,49.0,F,London
66.0,Rural,No,Married,0.6800544411574682,High School,61098.00522881309,5.755915586126119,54.0,M,New Castle
32.0,Suburban,Yes,Divorced,0.020920048760007734,College,47379.58356424639,4.320457586108749,52.0,M,New Castle
76.0,Urban,Yes,Single,0.08653278928893249,High School,63902.0792843973,5.428753661594185,47.0,F,London
60.0,Suburban,Yes,Single,0.5899557572412019,High School,56212.67903074143,6.152638697538053,61.0,F,London
83.0,Urban,No,Married,-0.5310628993865164,Graduate School,,7.940939147796563,39.0,F,Manchester
29.0,Urban,Yes,Married,-0.049841084551459344,College,43617.46628001171,5.866714135784697,50.0,M,Manchester
56.0,Rural,No,Divorced,-0.9621792554526184,Graduate School,43293.70011987135,5.445438995382711,48.0,F,New Castle
56.0,Rural,No,Married,0.30857922452400477,Graduate School,44318.856748031336,5.482757294032354,37.0,M,Manchester
68.0,Urban,Yes,Divorced,-0.3777668909801462,High School,61696.17336969514,7.777193723787331,51.0,F,London
51.0,Rural,No,Married,-0.4196502192427293,High School,48107.819032493375,6.368987193379165,49.0,F,London
62.0,Urban,Yes,Divorced,-0.38083276982705017,Graduate School,38565.30339622458,6.822317162311554,54.0,M,New Castle
82.0,Rural,No,Single,0.0921123408492231,Graduate School,51699.46838946458,8.563482780957655,42.0,M,Manchester
73.0,Rural,No,Married,0.2992519217972246,Graduate School,59442.9055159289,7.06125661653479,51.0,,Manchester
73.0,Rural,No,Married,0.25048995984094585,College,50942.60004772925,7.090696577399776,46.0,M,Manchester
46.0,Urban,Yes,Single,-0.0078106714845772585,High School,47979.01084032642,5.407452075128565,49.0,F,New Castle
55.0,Rural,No,Single,0.4369193036894319,Graduate School,45915.014147638925,5.324015978453675,52.0,F,New Castle
75.0,Rural,Yes,Divorced,-0.12751348891182337,High School,57912.00267696884,7.302815340426976,46.0,F,Manchester
62.0,Rural,No,Married,0.04827077728580609,High School,41794.62835550604,4.513355654435405,43.0,M,New Castle
64.0,Suburban,Yes,Single,-0.2873834166580703,Graduate School,73405.38011109186,5.095212973988702,69.0,F,New Castle
38.0,,Yes,Single,-0.46334357790642855,College,47193.0887439362,5.709744934385283,48.0,F,Manchester
85.0,Rural,No,Married,0.24764297052621326,College,58870.8939253266,7.973510745861832,35.0,M,Manchester
68.0,Urban,Yes,Single,0.29140819122505246,High School,60589.1897341036,8.438009108463023,49.0,F,Manchester
34.0,Urban,Yes,Single,-0.23598332233452518,High School,60694.50543327538,5.498614826871965,53.0,F,London
35.0,Rural,No,Married,0.5422210928861696,,41594.925617081375,5.155155045864638,44.0,,Manchester
36.0,,Yes,Single,-0.8306507152647301,High School,63097.536206330784,5.544951971883787,49.0,F,Manchester
37.0,Suburban,Yes,Divorced,-0.04092242096277065,Graduate School,44730.179078188026,7.233088567500154,41.0,M,London
69.0,Urban,Yes,Married,-0.07723742107204486,Graduate School,71772.45090203715,3.9235565850940266,59.0,F,London
70.0,Suburban,No,Divorced,0.26342255522623514,College,45845.520629171704,6.89171458265748,52.0,F,New Castle
84.0,Urban,No,Divorced,-0.2633738839007981,Graduate School,79490.62288916526,8.444076877308962,25.0,F,London
42.0,Rural,Yes,Single,-0.17630555346795423,High School,61359.46692534952,4.379362938824016,50.0,M,Manchester
63.0,Urban,Yes,Single,-0.0016059393967202407,Graduate School,53759.02211641716,6.494744409489403,62.0,F,New Castle
62.0,Urban,Yes,Divorced,1.3005265913772472,Graduate School,55338.11821709857,6.879748171113934,50.0,F,Manchester
68.0,Suburban,Yes,Single,0.03945328244347365,College,83341.92262526823,5.4611445592170575,59.0,F,London
70.0,Suburban,No,Single,0.2615545875861248,High School,53470.019069077076,6.827101113994055,44.0,M,Manchester
75.0,Suburban,No,Divorced,-0.26128594760784773,College,46590.013116277805,6.093586656854114,42.0,M,New Castle
59.0,Urban,Yes,Divorced,-0.06758477369668421,High School,52235.748783847856,6.039236454904556,58.0,F,Manchester
67.0,Rural,No,Divorced,0.32757648622155444,Graduate School,59739.66413981721,7.672481627419458,48.0,F,London
52.0,Suburban,Yes,Single,1.163374885725355,High School,60372.80206036302,5.042227960598737,46.0,M,New Castle
46.0,,Yes,Single,-0.32284231747501607,College,46657.46687898366,6.820856997687917,47.0,M,London
84.0,Suburban,No,Married,0.47283325806412124,College,43787.16893822578,7.129852765437985,58.0,M,London
77.0,Urban,No,Married,0.12658655678162525,High School,55813.10426462784,7.70998470249824,60.0,F,Manchester
51.0,Suburban,Yes,Divorced,-0.025366713840248162,Graduate School,56931.27571152338,4.853505702248531,50.0,F,Manchester
49.0,Urban,Yes,Single,-0.506029248626108,College,50061.53014383542,6.1002633352771145,44.0,M,New Castle
67.0,Rural,,Married,-0.2310491473907614,College,37516.82263562588,4.211711891399663,51.0,M,Manchester
52.0,Urban,Yes,Married,0.1864476283833103,College,58151.54968156489,5.638976418355376,57.0,,Manchester
49.0,Suburban,No,Single,0.30482724514162574,High School,59244.63349939628,7.558442737210018,42.0,F,New Castle
62.0,Rural,No,Single,0.456544115751246,Graduate School,51835.75944746492,6.221362627206339,58.0,M,New Castle
57.0,Suburban,No,Divorced,-0.7156482318673647,,,4.9443002333509165,48.0,F,London
71.0,Suburban,,Married,-0.15223694754714684,Graduate School,48130.30722802799,5.84698087030528,48.0,F,London
44.0,Urban,Yes,Divorced,-0.20871389631647644,Graduate School,54228.677752537726,5.317019638586675,55.0,F,London
78.0,Rural,No,Divorced,-0.370818859454255,College,72688.8501661787,8.824721479516981,41.0,F,London
43.0,Rural,No,Single,-0.0016543060517339864,Graduate School,,5.334636405996973,63.0,,Manchester
43.0,Suburban,No,Married,0.20467319971502823,High School,53886.981075615135,4.853536625537761,39.0,M,New Castle
52.0,Urban,Yes,Divorced,0.20000067735865973,College,43663.81717383873,6.4815906826589975,49.0,F,Manchester
23.0,Suburban,Yes,Married,0.3741366489688867,High School,51836.584088465075,5.526652349467119,43.0,F,London
85.0,Suburban,Yes,,0.572920466990083,Graduate School,61533.23234444625,5.926717612737996,61.0,F,New Castle
85.0,Suburban,No,Divorced,-0.7263410443603731,High School,73386.3337385212,7.9475167996966745,30.0,F,London
82.0,Rural,No,Single,-0.006169442604758574,High School,42574.735713426075,6.766384639624237,51.0,F,New Castle
53.0,Suburban,No,Married,0.2363117018762102,High School,47762.50857834734,8.344622744480105,42.0,F,New Castle
50.0,Urban,Yes,Divorced,0.24425347631872574,College,73905.65155430186,5.971505544207757,59.0,M,London
80.0,Urban,Yes,Single,0.07414813156573818,High School,67679.78923802737,5.240307781365957,64.0,F,Manchester
,Urban,No,Married,-0.2714216264696875,College,64423.14076036755,6.16249365513184,46.0,F,Manchester
,Rural,No,Married,-0.8604684033278335,Graduate School,45044.33388619804,5.723485672529249,56.0,F,Manchester
102.0,Rural,No,Married,-0.6242420810754573,College,52199.372996828555,8.149438163674358,46.0,M,Manchester
76.0,Rural,No,Married,0.7005664898577264,Graduate School,56532.47651364444,7.401943760129328,53.0,F,London
58.0,Rural,No,Divorced,-0.8559946523036753,High School,51624.31406448265,,32.0,M,New Castle
55.0,Urban,Yes,,-0.104915793093116,Graduate School,64387.633966255824,6.56564172001537,58.0,M,New Castle
10.0,Suburban,Yes,Single,0.0595192467186107,College,39889.326020102424,4.934619900642675,49.0,F,London
65.0,Rural,No,Married,-0.2330825207775485,Graduate School,55077.556503968444,6.014781914231772,46.0,F,Manchester
63.0,Suburban,No,Married,0.007401616004608438,College,59997.02222427498,6.25353897002258,41.0,,Manchester
60.0,Rural,No,Married,0.17008617828973682,College,40398.746436428795,6.384830737462612,44.0,M,London
72.0,Suburban,No,Divorced,0.11461820541996912,Graduate School,39867.30149706012,5.415861020098472,57.0,F,London
51.0,Suburban,Yes,Divorced,0.9418142697889096,College,64110.375680936326,5.754322092183652,58.0,M,London
45.0,Urban,Yes,Divorced,-0.10535516196230815,High School,55796.46103459138,4.17538405861834,64.0,M,New Castle
42.0,Urban,No,Married,-0.3732094155197319,High School,39477.107550070294,5.949378494585228,,M,Manchester
79.0,Suburban,No,Divorced,-0.10538443184041725,High School,27424.552517390883,6.326726950663218,65.0,M,London
66.0,Suburban,No,Married,-0.2938901294687983,Graduate School,54973.28192797991,8.448907262975244,61.0,F,Manchester
58.0,Urban,Yes,Divorced,0.07422938895738004,College,78805.75628260044,5.162705316280977,56.0,F,Manchester
28.0,Urban,Yes,Single,-0.14004455807355118,College,47119.872284216355,5.045708801125634,48.0,M,London
36.0,Urban,Yes,Married,0.7255861961250255,College,72620.5089001696,6.315352553934121,54.0,M,London
94.0,Suburban,No,Single,-0.20832758450387548,Graduate School,65078.656150042574,7.470818476901198,50.0,F,London
75.0,Urban,Yes,Married,-0.20028837390270682,Graduate School,77311.96403904476,5.685784438913738,51.0,F,Manchester
48.0,Suburban,Yes,Married,0.033135166155267196,College,53059.262686101974,6.252691460860017,54.0,M,New Castle
44.0,Rural,Yes,Divorced,0.09687460441434029,Graduate School,45811.833632215756,5.387799171623036,49.0,F,London
65.0,Urban,Yes,Divorced,0.4005301225649133,Graduate School,52397.70620465092,5.474192938351199,48.0,M,
58.0,Urban,Yes,Single,0.5817575897833093,Graduate School,82192.79884961898,4.6306788422772645,74.0,M,London
37.0,Urban,Yes,Divorced,,College,56093.980855168214,4.715315354678731,41.0,F,London
69.0,Rural,Yes,Single,0.2177007976041312,Graduate School,68766.11277714607,7.569632575027564,43.0,M,Manchester
54.0,Urban,Yes,Divorced,-0.8282104673310492,Graduate School,55837.389965653434,5.754794510228585,58.0,F,Manchester
45.0,Suburban,Yes,Divorced,-0.12944166559836667,College,29696.010303091298,4.638284082592067,51.0,M,New Castle
79.0,Suburban,No,Married,-0.2796610688748564,Graduate School,43892.60250603795,5.257671699701559,49.0,M,London
48.0,Rural,No,Single,-0.636561896116794,College,70461.68750875778,6.27951086188854,40.0,F,Manchester
44.0,,No,Married,0.134442228689707,Graduate School,57981.1002814569,7.128157768642195,44.0,M,Manchester
34.0,Rural,Yes,Divorced,-0.10961795466998155,High School,46279.05995194361,4.451119854152873,40.0,M,London
63.0,Urban,Yes,Divorced,-0.4702806306996039,High School,53642.78347779154,6.675626426103725,48.0,F,New Castle
49.0,Urban,Yes,Divorced,0.32332531338388415,College,53842.418758491774,5.6032640301513865,53.0,F,New Castle
