Education Level,Years after high school graduation,Hours Online,Monthly Income,Gender,Marital Status,Location Code,City,Years subscribed,Brand Loyalty,Renew
Graduate School,40.0,7.778778988987149,6331.943939418648,F,Married,Rural,Mahasarakam,8.0,0.38871658682856763,No
Graduate School,15.0,4.345464745757256,4391.311141318773,F,Divorced,Rural,Mahasarakam,3.0,-0.12560885333114247,No
College,24.0,6.017012210341451,3253.804112196482,F,Single,Urban,Mahasarakam,5.0,0.6891439539937976,Yes
Graduate School,23.0,5.696119538997078,5586.328240079524,M,Married,Rural,Khon Kaen,5.0,-0.19388156076093782,No
Graduate School,17.0,3.523640855638612,2578.575717636854,F,Divorced,Suburban,Udon,4.0,-0.5355757556527874,No
Graduate School,27.0,5.972643144915896,4312.466681175565,F,Divorced,Rural,Udon,4.0,-0.04867709754120671,Yes
High School,40.0,3.5329847685239657,3808.2046567144293,M,Single,Urban,Udon,3.0,0.20818310565564369,Yes
Graduate School,40.0,6.920477469366994,3672.077147202982,F,Married,Urban,Udon,6.0,-0.6323501690140186,No
College,32.0,4.241628879953411,3931.705021902716,M,Married,Suburban,Khon Kaen,5.0,-0.4052718353796101,No
Graduate School,22.0,6.22325277654811,4159.731767305634,M,Divorced,Rural,Udon,5.0,-0.44971793536749044,No
College,26.0,4.992829863867259,4498.590589111584,F,Married,Urban,Mahasarakam,7.0,-0.1732814646779633,No
High School,23.0,5.398578295583629,4076.230734852544,F,Single,Rural,,5.0,-0.10841613274426978,Yes
Graduate School,29.0,4.681062246148519,3944.879581026269,M,Married,Suburban,Udon,9.0,-0.25970832196500326,No
College,43.0,5.212108447115845,3368.9152904888283,M,Single,Suburban,Mahasarakam,4.0,0.16593893154124134,Yes
College,30.0,3.55307609858962,3733.139291645524,M,Single,Rural,Mahasarakam,6.0,-0.36061747902918306,No
High School,37.0,4.793189659322149,2647.5611195117726,M,Single,Urban,Mahasarakam,3.0,0.5745360260510024,Yes
College,24.0,7.037328826709398,3226.920522034991,M,Single,Suburban,Mahasarakam,6.0,0.8211054079819838,Yes
High School,49.0,5.498397397121416,4269.72429597561,F,Single,Suburban,Udon,2.0,0.32356072556818594,Yes
High School,23.0,7.561224725458928,4149.467331431814,F,Single,Urban,Khon Kaen,6.0,-0.06872775492366066,Yes
Graduate School,30.0,6.460415872297313,5454.688748036547,M,Single,Suburban,Udon,,-0.5208224706460209,Yes
Graduate School,27.0,6.024428453353804,4033.564325819243,M,Single,Rural,Khon Kaen,5.0,0.0683699259129156,No
High School,39.0,5.252963355385546,,F,Married,Urban,Mahasarakam,6.0,-0.07068733670000843,No
Graduate School,34.0,5.600438824268295,2861.3779964566975,M,Divorced,Rural,Udon,5.0,-0.3063387203509894,No
,48.0,7.018344212840439,4604.808642254706,F,Married,Rural,Khon Kaen,7.0,-0.3463180752710165,No
Graduate School,31.0,7.585631163511048,3629.1662896553366,M,Married,Rural,Khon Kaen,5.0,-0.6928387974943842,
High School,22.0,7.084315585334728,4859.3886440510505,F,Married,Rural,Udon,5.0,-0.4347924158410836,No
Graduate School,3.0,4.783366862425233,3841.9122647205213,M,Married,Urban,Khon Kaen,5.0,-0.3289580270285904,No
College,36.0,5.361011101259735,4325.60173607593,F,Divorced,Suburban,Mahasarakam,3.0,-0.06433832406685736,Yes
Graduate School,,6.397280234009414,5703.669091475098,F,Single,Rural,Mahasarakam,5.0,-0.30253453339322073,No
High School,32.0,6.568852599877415,6691.898022064391,M,Single,Rural,Khon Kaen,7.0,0.376349829973582,No
High School,42.0,4.1177277572615605,3496.7455421212426,,Divorced,Urban,Udon,3.0,0.5925496636675606,Yes
College,34.0,5.335811976130039,3566.192443425713,M,Divorced,Urban,Udon,5.0,-0.39317563254049714,No
High School,35.0,4.5267780379546565,4015.65792507009,M,Single,,Udon,3.0,0.013678542528885555,Yes
College,39.0,5.621057435722881,3943.0777336128663,M,Divorced,Suburban,Udon,,0.4383235880891728,Yes
Graduate School,31.0,6.5063863725558235,5237.622965720547,M,Single,Urban,Udon,3.0,-0.2998560641777016,Yes
High School,33.0,5.830898343947945,,M,Single,Rural,Khon Kaen,3.0,-0.19399389306716935,Yes
High School,28.0,6.237232637825005,5290.186665123181,F,Single,Suburban,Khon Kaen,4.0,-0.06179684844505849,Yes
College,19.0,6.935919604871854,4399.928218201107,M,Divorced,Urban,Udon,5.0,-0.23439584760945473,Yes
High School,56.0,7.769697762377734,4857.637756760494,M,Married,Rural,Udon,7.0,-0.31845027941007226,No
Graduate School,37.0,6.725820975020182,4490.1716411355455,M,Single,Urban,Udon,4.0,0.3774764352721955,Yes
High School,25.0,8.538478892859068,5275.969775823742,M,Single,Urban,Mahasarakam,5.0,-0.29712343330654273,Yes
College,47.0,4.433937840163552,2351.6052560647877,F,Single,Suburban,Khon Kaen,3.0,0.8468452796914605,Yes
High School,48.0,5.027488076181176,4539.228318846802,,Single,Urban,Khon Kaen,1.0,0.18852092109198548,Yes
High School,21.0,5.321840442258102,5033.149501352983,F,Single,Suburban,Udon,4.0,0.09156525098050353,
Graduate School,36.0,5.160653755395033,4414.99694517381,F,Single,Urban,Khon Kaen,3.0,0.13525207582474266,Yes
High School,14.0,7.016072910700477,3568.09246797177,F,Single,Urban,Khon Kaen,7.0,0.4539738879287525,Yes
Graduate School,24.0,3.8881031866859104,2541.343930731976,F,Single,Rural,Khon Kaen,4.0,-0.0687371997247514,No
Graduate School,30.0,7.055734080631561,5771.2196500215005,M,Married,Suburban,Mahasarakam,6.0,-0.32712306998306007,No
Graduate School,33.0,4.081093774488814,3108.5521671888187,M,Single,Suburban,Udon,6.0,-0.7773775319368059,No
High School,33.0,3.559390443544747,3426.561915317932,M,Married,Suburban,Udon,5.0,-1.0256362364548481,No
,31.0,4.818877784847547,3743.2985259446423,F,Divorced,Suburban,Udon,3.0,0.16105659452868984,Yes
College,30.0,2.5753352361756128,5854.7814743542285,F,Married,Rural,Udon,9.0,0.435856900290043,No
High School,36.0,4.796415548135301,4026.3621211227933,M,Divorced,Urban,Mahasarakam,3.0,0.11957339405985246,Yes
High School,25.0,4.02850957187236,5612.505527907594,F,Divorced,Rural,Khon Kaen,6.0,-0.015851465754829694,No
College,24.0,4.680458070265705,3397.000955121516,F,Married,Rural,Udon,4.0,0.011684840714827026,Yes
College,7.0,7.128287911165503,3622.575687289195,M,Married,Rural,Mahasarakam,8.0,0.42211310772538363,Yes
High School,36.0,6.846002305153444,2705.595646605873,M,Married,Urban,Udon,6.0,-0.5304683007461588,No
College,39.0,6.2860234580543946,6699.169636676634,F,Single,Suburban,Udon,3.0,-0.5406218339428385,Yes
Graduate School,23.0,4.885337988782244,4408.720002930532,F,Single,Rural,Mahasarakam,,-0.24901097874440853,Yes
High School,16.0,7.257205255515268,5689.829562187766,F,Single,Urban,Khon Kaen,6.0,0.0009365938678222024,Yes
Graduate School,37.0,5.771332593468749,3452.600558562308,M,Single,Urban,Mahasarakam,4.0,0.6975515978410264,Yes
Graduate School,43.0,5.0625048438308795,4636.159441518894,M,Divorced,Urban,Khon Kaen,1.0,-0.20644730528404037,Yes
College,25.0,5.286245889818884,3869.5477828835665,M,Married,Suburban,Khon Kaen,4.0,-0.37315754369479676,No
College,15.0,7.03934453437708,3133.211134606007,F,Divorced,Urban,Mahasarakam,6.0,0.2721628501317805,Yes
High School,39.0,4.728828141497266,3298.298213911112,F,Divorced,Urban,Khon Kaen,4.0,0.7357199366912645,Yes
College,28.0,5.857677990608376,4114.422874148684,M,Divorced,Urban,Udon,5.0,0.3860747871994294,Yes
College,32.0,4.314641381155398,4942.366044335469,M,Married,Rural,Udon,6.0,-0.18090744657922456,No
College,45.0,4.139246244173965,4956.756168598043,F,Married,Suburban,Udon,7.0,-0.9252468029236728,No
High School,33.0,4.887442218442628,3555.673345589763,M,Single,Suburban,Khon Kaen,5.0,0.372733817803616,Yes
College,25.0,5.406445455520733,4057.5939574501326,F,Divorced,Rural,Mahasarakam,4.0,0.2422950039933643,No
Graduate School,29.0,5.522258776470583,4236.47126566401,F,Single,Urban,Udon,5.0,-0.03328425811348862,No
Graduate School,41.0,5.551458222014944,4287.000093771654,M,Divorced,Urban,,2.0,-0.0013686156184222822,Yes
Graduate School,46.0,5.812062005490345,4280.114454845253,F,Divorced,,,2.0,0.28518635813485393,Yes
College,38.0,6.5641281738562745,5072.333660534665,F,Married,Rural,Mahasarakam,7.0,-0.3921023008004381,No
High School,22.0,6.654506745756333,2951.2432854671874,F,Divorced,Urban,,6.0,0.5516062284485985,Yes
Graduate School,43.0,5.168702913337883,4345.424685899886,M,Single,Urban,Khon Kaen,2.0,0.4716559681167193,Yes
Graduate School,36.0,7.6280624529171135,4410.0670036516585,M,Married,Rural,Khon Kaen,6.0,-0.1190146569921313,No
College,19.0,8.306418535073536,2234.5072417524534,F,Married,Rural,Udon,6.0,0.06272802678513424,No
Graduate School,32.0,6.3463850394713885,4014.7972314341387,F,Married,Rural,Khon Kaen,2.0,-0.6334079323269117,No
College,25.0,4.466317580542558,3136.9921022958197,F,Married,Rural,Udon,5.0,0.6404121414406513,Yes
High School,37.0,6.512173766300268,6298.221965843462,F,Single,Suburban,Mahasarakam,3.0,-0.6195976279784586,Yes
High School,33.0,5.7886776369070345,4343.137931523474,M,Divorced,Rural,Khon Kaen,4.0,0.03640072484758275,
Graduate School,36.0,6.175802695797896,6569.6083874202795,M,Married,Rural,Khon Kaen,6.0,0.07054470677088523,No
High School,30.0,6.308732976151942,6291.708402409992,M,Divorced,Urban,Udon,3.0,-0.9577127727710141,Yes
Graduate School,28.0,5.334684788245162,2801.058212451623,F,Single,Urban,Khon Kaen,4.0,0.4455651984530804,Yes
College,35.0,5.467133453800727,3959.231175919289,M,Married,Rural,Udon,6.0,-0.293207919940802,No
High School,26.0,7.545629200658318,6582.268766845241,M,Single,Urban,Mahasarakam,3.0,,Yes
Graduate School,13.0,5.35903191561165,3567.181986901626,F,Divorced,Suburban,Mahasarakam,4.0,0.19020631329169577,No
Graduate School,38.0,5.770003712633873,4211.286403393178,M,Married,Rural,Khon Kaen,6.0,0.17700503373852114,No
Graduate School,39.0,4.579658072213027,3927.0029327943857,M,Married,Urban,,3.0,0.23368047741839287,Yes
Graduate School,25.0,6.593383984573694,4849.766429580251,M,Single,Rural,Udon,5.0,0.01081827718068682,Yes
High School,39.0,4.412316960901425,5050.471695834496,F,Single,Suburban,Udon,4.0,-0.30379242755739566,No
High School,23.0,6.539630499078733,5409.240689962787,M,Divorced,Rural,Mahasarakam,4.0,-0.6237508807813608,Yes
Graduate School,40.0,5.953494196533629,4862.979319701212,F,Divorced,Suburban,Mahasarakam,7.0,0.06440703579620699,
College,28.0,,4209.466942341443,F,Married,Suburban,Udon,7.0,-0.021124116128844097,No
High School,48.0,4.9154027228310735,4408.99498155188,M,Divorced,Urban,Udon,1.0,-0.13207900099039024,Yes
High School,34.0,5.739331549360438,3301.3382955225225,F,Married,Urban,Udon,3.0,0.4125121602202136,Yes
College,41.0,6.401984694374235,6194.045413157648,M,Married,,Udon,5.0,0.004128550325567228,No
College,29.0,4.467147235333472,2080.126992433779,F,Divorced,Urban,Mahasarakam,5.0,0.9295705289153078,Yes
High School,12.0,6.043678702575175,,M,Married,Suburban,Mahasarakam,3.0,-0.5873299335225598,No
College,,5.576536663734011,3518.821972737823,F,Single,Urban,Udon,4.0,0.5820829901317519,Yes
College,33.0,6.626947146338237,3334.909047095992,F,Single,Rural,Udon,6.0,-0.5410539765854534,No
High School,35.0,7.00331683481629,6823.487438583139,M,Divorced,Urban,Mahasarakam,3.0,,Yes
College,40.0,4.751627918278838,4802.105790687916,M,Divorced,Suburban,Udon,2.0,-0.10200991940444364,Yes
College,20.0,5.916406889765432,,M,Single,Rural,Udon,4.0,-0.039423878227266576,No
High School,28.0,5.434730939003492,4486.427706011827,F,Divorced,Urban,Mahasarakam,3.0,-0.08166337378993141,Yes
High School,29.0,5.247078985524666,4445.894861039794,M,Divorced,Rural,Khon Kaen,5.0,0.38275965391088523,No
College,46.0,4.885331403753094,3663.995565193215,M,Married,Rural,Mahasarakam,6.0,-0.20935242500945692,No
High School,39.0,7.5767092414915265,3845.685461411246,M,Married,Urban,Khon Kaen,5.0,-0.5380513936746927,No
High School,30.0,4.8948736305019604,3475.995495275679,F,Divorced,,Khon Kaen,5.0,0.40873942210788733,Yes
Graduate School,23.0,4.567876523216193,5289.5837023636905,M,Divorced,Rural,Khon Kaen,7.0,-0.28780573598832926,No
Graduate School,,4.748055938639643,3562.6728031111434,M,Divorced,Urban,Udon,4.0,0.2915223957646654,Yes
High School,46.0,4.715516115412201,3748.2216383536224,M,Divorced,,Udon,2.0,0.2786701645164383,Yes
High School,36.0,6.967777583557397,5000.004825922175,F,Divorced,Urban,Khon Kaen,3.0,-0.06361944109792901,Yes
Graduate School,25.0,7.5586788443634845,3980.3620996284935,M,Divorced,Suburban,Mahasarakam,2.0,0.12370340258278026,No
,32.0,6.093821640207384,4407.833871036286,,Single,Rural,Mahasarakam,4.0,-0.499557672743308,No
High School,,5.997666820041308,3973.4616002728285,M,Married,Suburban,Mahasarakam,4.0,0.47031678980193536,Yes
High School,42.0,4.87173914044429,5070.9775735589765,M,Divorced,Urban,Khon Kaen,3.0,,Yes
College,22.0,6.38966523162573,4277.35440061033,M,Divorced,Urban,Mahasarakam,5.0,0.2354248026058638,Yes
High School,39.0,4.361079780898352,3093.6733164526963,M,Divorced,Suburban,Khon Kaen,4.0,0.5523893165026887,Yes
High School,13.0,6.0237141915976355,3649.6659798635014,M,Single,Rural,Udon,4.0,-0.18068671710840015,No
Graduate School,39.0,5.068649863921497,3443.231101266435,M,Divorced,Rural,Udon,7.0,-0.39772628790638814,No
High School,22.0,3.0473283434197516,3040.580640324194,M,Married,Suburban,Mahasarakam,4.0,-1.0170496171209584,No
Graduate School,29.0,5.744679466728751,4015.772725450694,F,Divorced,Suburban,Khon Kaen,5.0,0.18437508282964646,Yes
College,30.0,6.691430276219843,2257.9776806229247,M,Divorced,Urban,Khon Kaen,6.0,1.0556210317180728,Yes
Graduate School,20.0,5.312697270488113,,F,Married,Urban,Khon Kaen,4.0,-0.015512412363346797,Yes
Graduate School,39.0,6.623737738079575,3304.746048500237,M,Married,Urban,Khon Kaen,6.0,-0.46714715725053957,No
Graduate School,41.0,4.583261890192771,5393.90400656969,M,Single,Suburban,Mahasarakam,2.0,-0.41476015222258933,Yes
Graduate School,35.0,3.909350101480404,4891.663450659445,F,Married,Rural,Udon,6.0,-0.4424654548689694,No
College,24.0,4.978447622119855,3994.781047618965,M,Single,Suburban,Mahasarakam,4.0,-0.08888365978171267,No
Graduate School,58.0,7.177425483723015,5701.7152718981315,M,Single,Urban,Mahasarakam,2.0,0.1156489367762498,Yes
College,37.0,5.1228971040546005,3494.6563035153713,F,Single,Urban,Mahasarakam,3.0,0.5275125969537691,Yes
College,26.0,4.805706334105274,4248.706126391532,F,Divorced,Suburban,Mahasarakam,4.0,0.11944118450422961,Yes
College,25.0,6.939481406460107,4794.93745664312,F,Divorced,Urban,Udon,4.0,-0.04967984511690049,Yes
High School,,6.6225668736112215,5735.634842975157,M,Divorced,Urban,Khon Kaen,3.0,-0.803565984613012,Yes
High School,27.0,3.7825702559810725,1874.5816486188328,M,Divorced,Urban,Mahasarakam,6.0,0.9485929587907126,Yes
Graduate School,32.0,2.8689569210423116,1803.096515233949,M,Married,Rural,Mahasarakam,3.0,-0.802749579988529,No
Graduate School,41.0,4.927053627921517,2312.430820150929,M,Single,Urban,Khon Kaen,4.0,0.9424952662908013,Yes
Graduate School,28.0,5.6719983495341895,4247.575835237597,F,Divorced,Rural,Udon,6.0,-0.175549253473611,
College,45.0,6.004708479864807,5186.229513491154,F,Divorced,Urban,Khon Kaen,2.0,0.39106846408269813,
College,20.0,8.235814772708864,5703.817368329966,M,Single,Suburban,Khon Kaen,5.0,-0.4852920717712007,Yes
High School,25.0,4.9045431323360535,3912.7949920260066,M,Married,Rural,Mahasarakam,7.0,-0.11377827699162826,No
High School,36.0,8.439788318894328,4752.226136465701,M,Divorced,Rural,Khon Kaen,6.0,0.22350191826921617,No
Graduate School,38.0,5.470459916383822,4206.380190261004,M,Married,Suburban,Khon Kaen,4.0,0.5001884617014596,Yes
High School,13.0,6.312971296037412,3414.801916729996,F,Divorced,Urban,Mahasarakam,7.0,0.3013808103913417,Yes
High School,30.0,4.4542433548854135,4247.551146838023,M,,Suburban,Mahasarakam,6.0,-0.37502284184001944,No
Graduate School,23.0,5.652562730940458,3871.4024198705774,F,Divorced,Rural,Udon,5.0,-0.253215111467312,Yes
High School,,6.132716675807326,3224.9158734574953,F,Single,Rural,Khon Kaen,4.0,-0.42124247308524165,No
College,20.0,6.637652813213229,4166.67307651099,M,Divorced,Rural,Mahasarakam,6.0,0.26052106282839727,No
High School,43.0,6.755344586662594,4230.066226600034,M,Married,Rural,Khon Kaen,6.0,-0.2111378634365788,No
High School,36.0,6.6378612731169,4309.763050506133,F,Married,Rural,Udon,3.0,-0.5984790019020749,No
Graduate School,38.0,4.834527722756717,4792.562006851851,F,Divorced,Suburban,Udon,3.0,0.08102383271478636,Yes
High School,27.0,4.18271729233062,2955.217647320109,F,Married,Urban,Khon Kaen,6.0,-0.30556017646015743,No
Graduate School,32.0,5.651462148741079,2890.0423427673063,M,Married,Rural,Udon,4.0,-0.5055801552684835,No
College,34.0,3.9466274477701795,5010.136737235916,F,Single,Urban,Khon Kaen,3.0,-0.1862905850688622,Yes
College,38.0,7.007485800097628,3400.5921705970677,M,Married,Rural,Khon Kaen,5.0,-0.5224183359864241,No
College,31.0,7.195464209292554,2850.5492495191556,F,Married,Suburban,Khon Kaen,,-0.2422492156952641,No
Graduate School,36.0,6.672311967781257,4909.637540032902,F,Married,Rural,Khon Kaen,5.0,-0.3325122541825543,No
,36.0,5.905932178122609,4308.86793658419,M,Divorced,Rural,Khon Kaen,5.0,-0.39722373696890884,No
Graduate School,31.0,4.078243805067254,4212.024031002689,M,Married,Rural,Khon Kaen,4.0,-0.14645877595336682,No
College,20.0,5.173893948119866,3638.760742941052,F,Divorced,Urban,Udon,6.0,0.09735803048064437,Yes
College,42.0,5.304095750350156,3723.6392570349003,M,,Suburban,Mahasarakam,2.0,0.43946573616797124,Yes
Graduate School,23.0,5.232678731060494,4090.314599890271,M,Married,Rural,Khon Kaen,5.0,-0.12191049396979814,No
College,44.0,4.432197437117308,4773.1690575612865,F,Single,Suburban,Khon Kaen,1.0,-0.1706658613258272,Yes
College,40.0,6.6319699137079215,5339.325807890593,F,,Rural,Khon Kaen,8.0,-0.16976574413264328,No
High School,42.0,8.063667882130511,6270.155505494546,M,Single,Rural,Khon Kaen,3.0,-0.23675074181963787,Yes
High School,16.0,5.439882651929246,2609.6230949553656,M,Divorced,Rural,Udon,7.0,0.5447378998871178,Yes
High School,28.0,6.251617361155918,2686.301714545012,F,Single,Urban,Khon Kaen,5.0,0.4745287759882393,Yes
,21.0,6.059198260721269,4771.470676552456,M,Single,Urban,Udon,4.0,-0.2536453126332213,Yes
College,23.0,5.52747790223349,3731.4560160763576,F,Married,Urban,Khon Kaen,2.0,-0.23312212489962114,No
High School,47.0,5.3483475901020725,4966.508932631056,M,Married,Suburban,Khon Kaen,2.0,-0.27010148103764253,Yes
College,15.0,5.844887991605518,3685.977169211788,F,Single,Urban,Mahasarakam,6.0,0.24785336110880596,Yes
High School,35.0,7.44560579760149,4768.578391832979,F,Married,Rural,Udon,4.0,0.3224378736954625,No
High School,24.0,5.127978249084028,4448.937779001297,F,Divorced,Urban,Khon Kaen,4.0,0.0516201688849552,Yes
High School,52.0,6.300411183125128,4024.1067812992783,F,Divorced,Rural,Khon Kaen,6.0,-0.3021163761629912,No
College,35.0,4.470455962789824,3799.7314106767394,F,Married,Urban,Khon Kaen,4.0,0.16282083593144722,Yes
College,29.0,4.862353580865701,3385.2923973092775,F,Divorced,Urban,Mahasarakam,5.0,0.38273210219553877,Yes
Graduate School,36.0,8.316217858691282,4002.117468026901,F,Divorced,Suburban,Udon,9.0,-0.4091664366209402,No
College,37.0,6.5395017286205865,4671.644469798006,F,Married,Suburban,Udon,3.0,0.10099579432376488,Yes
Graduate School,22.0,7.0153936729627615,2744.079314745493,F,Married,Rural,Mahasarakam,3.0,-0.07413599142318049,No
Graduate School,31.0,4.714687625264255,4357.58194021886,F,Divorced,Urban,Khon Kaen,4.0,0.28472627397614636,Yes
High School,33.0,6.260604214208303,4912.096256206223,M,Married,Suburban,Khon Kaen,4.0,-0.19941242723433078,No
Graduate School,45.0,5.432018621524061,5187.863494703001,F,Married,Rural,Udon,6.0,-0.2161336922758752,No
College,10.0,7.020259307981492,2907.9844822176574,M,Married,Urban,Khon Kaen,3.0,0.3383952523191305,No
