Education Level,Marital Status,Gender,Age,Years with Company,Location Code,Online Activity,Annual Income,City,Brand Loyalty,Renew
Graduate School,Married,F,64.0,4.0,Rural,6.4778513528362724,51315.169977322905,Kyoto,-0.408046598593792,No
College,Divorced,M,52.0,3.0,Rural,4.746420992623281,70210.17511450959,Osaka,0.05237252986869082,No
Graduate School,Single,M,50.0,5.0,Suburban,4.953606491873353,65543.83640071945,Kyoto,0.5317634307085564,No
Graduate School,Divorced,M,55.0,4.0,Suburban,7.39403272795512,44509.94517824872,Kyoto,-0.4153823548212937,No
College,Single,,49.0,5.0,Suburban,5.008656630610145,62827.04194301821,Osaka,-0.31146728774131927,No
High School,Single,M,39.0,,Suburban,5.54703817883937,61523.03305508948,Tokyo,0.10832780975422795,Yes
Graduate School,Divorced,M,36.0,7.0,Suburban,6.004853025987015,46636.65686946895,Tokyo,-1.0282075468843441,Yes
High School,Married,M,55.0,6.0,Suburban,5.339004341783062,42911.84859845802,Kyoto,-0.4397108245743554,Yes
Graduate School,Divorced,F,41.0,3.0,Urban,4.284927462705523,51009.18935547682,Tokyo,0.2079703928166807,Yes
College,Divorced,M,39.0,4.0,Rural,4.579874762718582,79462.47996820488,Tokyo,0.16635716892354316,No
High School,Divorced,M,49.0,3.0,Urban,6.683280274113329,57351.230806999425,Tokyo,0.10037512752651566,Yes
College,Single,F,47.0,6.0,Suburban,4.1254644502552935,44666.141747291236,Tokyo,0.38406061830671345,Yes
High School,Divorced,M,53.0,8.0,,7.725839247351146,51010.79812135505,Kyoto,0.6034868771146427,Yes
High School,Married,M,50.0,4.0,Rural,4.482449190895755,53763.3656043645,Tokyo,-0.4193579503167213,No
College,Married,F,,5.0,Suburban,5.327133783115688,37586.58594892019,Kyoto,-0.3015878628192226,Yes
Graduate School,Married,F,50.0,5.0,,5.84075312756444,56050.41087938755,Osaka,0.5459938938623958,No
High School,Married,F,50.0,5.0,Rural,5.406592146969348,54227.23450583388,Kyoto,0.1459449296989991,No
College,Divorced,M,56.0,5.0,Suburban,7.622297535004874,40588.56418769344,Tokyo,0.12473248299601494,Yes
Graduate School,Divorced,M,44.0,4.0,Urban,6.691581527065614,38725.057738074756,Tokyo,0.03283864178503908,Yes
High School,Divorced,M,53.0,8.0,Urban,6.211303388062138,34316.64377277292,,0.06740860751490838,Yes
High School,Married,F,44.0,4.0,Urban,5.963831868263165,84159.2469613028,Tokyo,0.003043485246068428,No
Graduate School,Divorced,M,51.0,6.0,Urban,6.226533326160668,52158.799174284824,Osaka,-0.15459954038710655,Yes
College,Single,F,46.0,4.0,Suburban,3.4236053540564644,54345.25688393774,Kyoto,0.4734077175302421,Yes
Graduate School,Married,M,43.0,3.0,Suburban,6.427541954549465,56870.17576855727,Osaka,0.8709572297260053,Yes
High School,Single,M,56.0,8.0,Rural,5.273136358668344,60637.6718356604,Kyoto,-0.2557378816108554,No
Graduate School,Single,F,45.0,4.0,Rural,7.186222966746664,39454.32237550591,Osaka,0.27808680113014983,No
Graduate School,Married,M,47.0,4.0,Rural,7.041577368580066,57011.18665781485,Kyoto,-0.30067603436722184,No
High School,Divorced,F,44.0,3.0,Urban,4.822461168015497,54570.355740161096,Osaka,-0.745207045024167,Yes
High School,Divorced,M,53.0,2.0,Urban,6.439794514621373,51307.85876838912,Tokyo,1.0361861107946666,Yes
College,Divorced,F,47.0,7.0,Urban,4.941841703880554,50297.578192596855,Tokyo,0.43197365318049713,Yes
College,Married,F,41.0,5.0,Suburban,5.825876919938205,62998.70302393955,Kyoto,-0.7127990492860986,Yes
Graduate School,Single,F,51.0,6.0,Suburban,4.155870411287323,31438.606983875055,Tokyo,0.5482657612098437,Yes
Graduate School,Single,F,43.0,5.0,Urban,5.404297029681899,51467.75656271466,Kyoto,-0.3308293953109843,Yes
College,,M,51.0,3.0,Rural,6.379963236144741,59455.82389077582,Tokyo,0.3136475658292502,No
Graduate School,Married,M,57.0,6.0,,5.43455243351565,31127.41640101904,Osaka,-0.7490612189274559,Yes
High School,Divorced,M,57.0,5.0,Urban,3.8387625251216444,43378.120996625774,Osaka,1.0250460835897635,Yes
College,Divorced,M,51.0,2.0,Urban,5.650127041871705,45897.35547890321,Kyoto,0.45849885325538964,Yes
High School,Divorced,M,36.0,6.0,Rural,7.212893571631383,51091.997618049194,Tokyo,0.22790575996309548,No
High School,Single,M,65.0,4.0,Urban,6.130904059782151,34284.60321342207,Kyoto,0.7469159514443314,Yes
High School,Divorced,M,44.0,5.0,Rural,7.834362310988478,31801.052084983065,Tokyo,-0.463366726279958,Yes
Graduate School,Single,F,46.0,,Urban,3.149620719121159,50262.632166238596,Kyoto,0.1455656265223548,Yes
High School,Divorced,F,43.0,4.0,Rural,6.547684466212596,72778.25812035054,Kyoto,-0.35229444079839134,No
High School,Married,M,56.0,5.0,Rural,4.774030778945414,53003.35552767952,Osaka,0.21981080531142272,No
High School,Single,M,47.0,5.0,Urban,6.89224335969396,44343.017570748205,Kyoto,0.7204923905644467,Yes
High School,Divorced,F,40.0,5.0,Rural,5.2367005412999585,37407.2470000507,Kyoto,0.0841888084428044,No
Graduate School,Divorced,M,38.0,8.0,Urban,4.383416326752032,53010.94968437297,Tokyo,-0.30727381339329396,Yes
Graduate School,Single,F,44.0,6.0,Suburban,4.212656943900184,,Tokyo,0.10671886490788511,No
College,Married,F,39.0,5.0,Rural,4.015984307562703,68404.7218985305,Osaka,0.13411457432407287,No
Graduate School,Divorced,F,46.0,3.0,Urban,6.1878324398212845,53798.12806461836,Tokyo,0.4276328405092076,Yes
High School,Married,M,49.0,5.0,Suburban,4.705334524658471,56809.8030404177,Kyoto,-0.02935705760155702,No
High School,Divorced,M,46.0,5.0,Urban,8.322327341218125,37799.87256417553,Tokyo,,Yes
High School,Married,M,47.0,3.0,Rural,4.834266135869774,52375.86921454556,Kyoto,0.19146829974414814,No
Graduate School,Married,M,49.0,5.0,Rural,6.550627044003679,56536.85978612428,Osaka,0.18733478891441868,No
College,Married,F,61.0,1.0,Rural,6.825163018170485,51832.9209366921,Tokyo,-0.1761178599049904,No
High School,Divorced,F,33.0,5.0,Urban,5.210277126878713,52489.15016370121,Osaka,0.7989000328280584,Yes
Graduate School,Divorced,M,48.0,3.0,Urban,6.119744659895731,36703.49647768302,Kyoto,-0.10422209651738287,Yes
Graduate School,Married,M,48.0,6.0,Rural,5.5608014201409715,81387.8199240703,Tokyo,0.12112046158305632,No
High School,Single,M,49.0,2.0,Urban,6.087901129646984,45121.76470702232,Kyoto,0.3260480396107407,Yes
College,Married,F,40.0,5.0,Suburban,4.914319015970933,28498.203282834984,Kyoto,0.32352460626164037,No
College,Married,F,50.0,3.0,Suburban,10.000000000000002,51761.98791217257,Osaka,-0.2962369471699308,No
Graduate School,Married,F,57.0,6.0,Suburban,7.006803432843705,65216.857085041076,Tokyo,0.1271101562973314,No
Graduate School,Single,M,55.0,4.0,Rural,6.097410522946694,44778.025671927804,Osaka,-0.346033860079358,No
Graduate School,Divorced,,41.0,5.0,Urban,3.825298730005098,,Osaka,0.3642251637364086,Yes
College,Divorced,M,52.0,6.0,,5.432176827424179,38287.15311354851,Osaka,0.9496362953119034,Yes
Graduate School,Married,F,53.0,3.0,Rural,6.01021568648943,62714.85707088627,Kyoto,-0.6949843387269102,No
College,Single,F,49.0,7.0,Suburban,4.285327129155911,80466.5558667854,Kyoto,-0.41246298175988594,No
Graduate School,Married,M,55.0,4.0,Rural,4.6629826007024535,37490.987549999045,,0.41779109693933747,No
,Divorced,M,41.0,2.0,Urban,4.522909570049769,53207.639732609896,Tokyo,0.3824020932933575,Yes
Graduate School,Married,F,52.0,6.0,Rural,6.342344991115633,59311.406925739226,Kyoto,-0.7535009906393791,No
High School,Married,F,55.0,8.0,Suburban,7.053540174134717,47121.4361203049,Osaka,0.7649307776678941,Yes
Graduate School,Single,F,54.0,7.0,Suburban,5.686340406174401,43923.7296968892,Tokyo,0.09926136861154955,Yes
College,Divorced,M,49.0,4.0,Urban,4.7865574251943,51210.44657835962,Osaka,0.8232727494757612,Yes
College,Single,M,37.0,8.0,Suburban,4.9337106651066875,38952.21347624619,Kyoto,0.24677877586182176,No
Graduate School,Married,F,63.0,7.0,Suburban,5.000986875896268,38469.925599245784,Tokyo,-0.1967613739057122,No
College,Single,M,55.0,3.0,Urban,5.20360501564849,51523.57882700163,Kyoto,0.6137339633568271,Yes
College,Married,M,44.0,3.0,Urban,6.225716872027668,42852.609774654324,Kyoto,0.3242477490523159,Yes
High School,Divorced,F,52.0,6.0,Urban,6.207221447428655,62303.95933703067,Osaka,0.9450368629915201,Yes
College,Single,M,55.0,4.0,Rural,4.448884334988467,43800.88135035618,Osaka,0.8043171910646246,Yes
College,Divorced,F,43.0,6.0,Urban,6.371844745579335,50166.00974717877,Kyoto,0.90635835485876,Yes
Graduate School,Married,F,58.0,7.0,Rural,4.946302217373918,44218.005745324626,Kyoto,0.03334252292074988,No
College,Divorced,F,61.0,6.0,Rural,5.483859196648624,41527.16287294236,Osaka,0.941384169015105,Yes
Graduate School,Married,F,42.0,2.0,Rural,3.9902500569025268,54442.3152737499,Tokyo,-0.19969641906899405,No
College,Divorced,M,71.0,3.0,Urban,6.593147574153148,25203.750497083365,Osaka,0.18828352441966772,Yes
Graduate School,Single,F,56.0,5.0,Urban,5.283381860259587,51593.65556967133,Osaka,0.14195020760106114,Yes
Graduate School,Divorced,M,,4.0,Rural,5.339283774074532,49777.30150692197,Tokyo,0.19960543109832862,Yes
,Divorced,F,62.0,4.0,Urban,5.255009243435033,36444.45325851405,Kyoto,,Yes
Graduate School,Single,M,54.0,3.0,Suburban,4.5219236474047815,51767.63560155471,Tokyo,-0.33873130913115435,No
Graduate School,Married,F,59.0,2.0,Rural,5.12991213865372,52349.2903566405,Kyoto,-0.1867339013313924,No
High School,Divorced,F,38.0,5.0,Suburban,4.837711478424678,50714.166335239504,Tokyo,0.03919556007644176,Yes
High School,Married,F,68.0,3.0,Rural,5.160652993545066,45670.166166193645,Osaka,0.15629883985449322,No
High School,Single,F,53.0,4.0,Urban,6.182083799651753,43166.7086929991,Tokyo,-0.149472580180451,Yes
High School,Single,M,45.0,6.0,Urban,6.398713828279628,40393.739583178285,Kyoto,0.2679933540643006,Yes
College,Married,M,49.0,5.0,Rural,6.538140362183098,63016.405621200756,Tokyo,-0.13348617402541535,No
College,,F,47.0,5.0,Suburban,5.1145350101150315,,Kyoto,-0.6502842194430634,No
High School,Divorced,M,48.0,5.0,Suburban,5.773718101937068,58047.682873735415,,0.7230242568028636,Yes
Graduate School,Divorced,F,,6.0,Suburban,4.958917436259661,54283.61746862917,Kyoto,-0.20912929248021395,Yes
Graduate School,Single,F,61.0,5.0,Rural,5.6194872026,45632.88172595261,Kyoto,0.46824164969706267,Yes
Graduate School,Single,M,55.0,8.0,Urban,5.119797970015071,,Osaka,0.6956419295606263,Yes
Graduate School,Married,M,51.0,3.0,Suburban,6.725828376460695,43484.653773061014,Tokyo,0.549182363790119,
Graduate School,Single,M,53.0,5.0,Urban,5.397341340549104,51813.25704266162,Tokyo,0.32733335724122903,Yes
Graduate School,Married,F,62.0,7.0,Rural,6.869000150091667,50090.97463966006,Osaka,-0.4480746798949343,
High School,Married,M,32.0,4.0,Urban,3.1517051876101445,47824.04883816173,Tokyo,0.451040266324718,Yes
High School,Married,M,47.0,3.0,Suburban,7.112225325483235,61457.0937446216,Kyoto,0.02509413115546931,No
High School,Married,F,46.0,4.0,Rural,8.147249918105015,55623.971768293806,Kyoto,-0.06875876372855885,No
Graduate School,Single,F,49.0,5.0,Urban,4.630611097019349,59868.57838674604,Tokyo,0.5133293731118683,Yes
High School,Divorced,M,41.0,3.0,Urban,8.319848712924784,60108.553820451496,Osaka,0.9793480310618606,Yes
High School,Divorced,M,49.0,4.0,Urban,6.290888397442497,39335.24658043014,Kyoto,0.16000919341049394,Yes
Graduate School,Married,M,58.0,3.0,Rural,4.896625245011428,71354.83146939946,Osaka,-0.6427822832056626,No
Graduate School,Married,M,47.0,6.0,Rural,5.677605594117001,66429.13119798328,Kyoto,-0.1893267806922342,No
College,Married,F,33.0,4.0,Rural,5.022239517382795,68155.11442272329,Osaka,-0.2108114971575929,No
High School,Single,F,43.0,4.0,Suburban,4.5746377309204185,42809.15977545255,Osaka,0.5044155390627272,Yes
High School,Single,F,56.0,5.0,Suburban,4.2698800452465075,35886.41867872418,Osaka,0.24864510791790603,Yes
High School,Single,F,41.0,4.0,,4.776875710025596,43742.58167014432,Tokyo,0.14854004438867327,No
High School,Single,F,50.0,5.0,Suburban,6.7043462625946475,47679.52088754999,Kyoto,0.42292930332352857,Yes
High School,Married,F,62.0,4.0,Suburban,6.524963920492617,54869.06849859786,Osaka,-0.09115239458230634,No
College,Divorced,M,60.0,8.0,Suburban,4.837732769140784,39618.115736233725,Kyoto,-0.3911896272337831,No
High School,Divorced,M,49.0,4.0,Suburban,5.2564751692217015,38184.32464603927,Tokyo,0.23889235651578192,Yes
Graduate School,Single,M,38.0,3.0,Rural,5.4749189234256725,58325.13346849842,Kyoto,-0.11261720040077469,No
College,Divorced,F,51.0,7.0,Rural,5.227227173140339,56316.42974392342,Osaka,0.5571752247192798,No
High School,Married,F,53.0,5.0,Urban,5.0241667654959565,59332.04362887786,Osaka,1.2018183073989233,Yes
High School,Divorced,M,54.0,4.0,Rural,5.49335002339994,52596.9218763984,Kyoto,-0.5402437820153587,No
College,Married,F,64.0,7.0,Rural,4.401293327509194,73555.87173625664,Osaka,-0.959552422480991,No
High School,Single,M,80.0,7.0,Rural,6.938067485416538,,Osaka,,No
Graduate School,Married,M,46.0,3.0,Rural,3.1235981306689338,71735.8387846523,Kyoto,-0.04150374882019908,No
High School,Divorced,F,44.0,7.0,Rural,,47833.22176314736,Kyoto,-0.47779631676153,Yes
Graduate School,Married,F,54.0,5.0,Suburban,7.838452948359828,66735.25660800644,Tokyo,-0.034420255829392205,No
Graduate School,Divorced,M,54.0,5.0,Suburban,7.011377589911515,31765.398806431513,Osaka,0.004997563360810975,Yes
Graduate School,Divorced,F,27.0,2.0,Rural,6.602339549879079,71396.46966395358,Osaka,0.27942570624981794,No
College,Married,M,46.0,5.0,Rural,6.4764927144735385,46172.72847724812,Kyoto,0.009237200844510476,No
High School,Single,M,49.0,5.0,Urban,4.500518825105488,41828.63115221299,Tokyo,0.4100721246454604,Yes
College,Divorced,F,53.0,5.0,Suburban,5.370070832271995,40007.817728779744,Kyoto,0.740267916363955,Yes
College,Divorced,M,50.0,4.0,Urban,3.5772963076374737,46604.20325079041,Osaka,0.1602189043840895,Yes
High School,Married,F,43.0,3.0,Rural,4.424023114121561,67192.21710417586,Osaka,0.15997974376457408,No
High School,Divorced,M,48.0,5.0,Urban,6.142989024795753,47172.167498000774,Osaka,0.5145312220694436,Yes
Graduate School,Divorced,F,50.0,4.0,Suburban,,,Kyoto,-0.6900053145869973,No
Graduate School,Single,F,53.0,6.0,Rural,3.7276805100100745,38244.51985846234,Osaka,0.8426544177600382,Yes
College,Married,F,39.0,3.0,Rural,4.853859359887036,65252.083509949734,Osaka,-0.18673910826045031,No
High School,Married,,58.0,6.0,Suburban,7.733210991224002,67799.32268023377,Kyoto,-0.8119227816944619,No
College,Divorced,M,49.0,4.0,Rural,4.621359604352993,53539.792849266254,Osaka,-0.11890513047180212,Yes
High School,Married,M,34.0,5.0,Urban,4.217853181438487,68205.809785816,Osaka,0.3821469200989629,No
,Divorced,M,55.0,4.0,Urban,3.5928870169643887,61901.17919206533,Tokyo,0.5124346977505392,No
Graduate School,Divorced,F,41.0,6.0,,,47433.41899187935,Kyoto,0.08508842400484956,Yes
College,Single,F,46.0,4.0,Rural,4.851769428446389,46085.33411475009,Kyoto,-0.0405197703242246,Yes
College,Divorced,M,52.0,5.0,Rural,5.286143953034982,48491.357328263424,Tokyo,-0.5440344173343803,No
College,Single,,37.0,4.0,Urban,3.7875018914414262,38560.438726588254,Osaka,-0.3348415944550287,Yes
Graduate School,Divorced,M,51.0,5.0,Suburban,6.2197462572020425,47460.30038153481,Osaka,0.9974911679495786,No
High School,Married,M,45.0,3.0,Suburban,8.95489479687574,58193.01621506107,Kyoto,,No
College,Married,F,32.0,5.0,Suburban,7.328029244241687,76465.79187569108,Kyoto,-0.8876894270600806,No
High School,Married,F,,3.0,Urban,5.6867304634479865,39758.81920865756,Tokyo,0.4358502796973642,Yes
High School,Single,M,51.0,6.0,Suburban,4.65510152564312,45944.78884875825,Tokyo,0.22207115888059484,Yes
Graduate School,Married,F,50.0,6.0,Urban,7.951884552836884,58209.7403595669,Kyoto,0.0655434668893603,No
Graduate School,Divorced,F,52.0,4.0,Suburban,7.396754054972513,61753.0961755687,Kyoto,1.037024792641667,Yes
Graduate School,Divorced,F,55.0,2.0,Suburban,4.936201689540047,37784.52571049239,Tokyo,0.6565454944712246,Yes
,Married,F,40.0,,Rural,3.6627219104570132,71570.00648952334,Tokyo,,No
College,Divorced,F,38.0,6.0,Urban,5.127563116571523,57450.07493491169,Tokyo,0.16564481883284154,Yes
College,Single,F,36.0,3.0,Rural,8.15100889234232,37198.63255130276,Osaka,-0.3895623724347284,Yes
College,Married,F,65.0,3.0,Rural,4.437334038418706,49222.9646440902,Kyoto,0.128155457475673,No
College,Single,M,53.0,5.0,Rural,4.498142393658115,65981.0124609752,Kyoto,-0.13577115933660533,No
College,Married,M,43.0,7.0,Rural,6.485455039720916,56983.30432801614,Kyoto,0.2366380901750763,
Graduate School,Married,M,52.0,6.0,Urban,6.223365316258857,28576.589333057535,Kyoto,0.09600000364785338,No
College,Divorced,M,54.0,3.0,Urban,5.596048116469701,56312.01154111921,Kyoto,0.5540986956070619,Yes
Graduate School,Married,M,43.0,6.0,Suburban,4.75794818390321,57397.44632132734,Osaka,0.12811334723421014,No
High School,Divorced,F,61.0,6.0,Urban,7.105477552721198,22893.668052411645,Osaka,0.6965218235305424,Yes
Graduate School,Divorced,M,54.0,6.0,Urban,3.962146172146869,43183.02954812025,Osaka,0.35033764246245264,Yes
Graduate School,Divorced,M,37.0,7.0,Urban,5.520578600072465,36333.082113684286,Osaka,0.09779863164456332,Yes
High School,Divorced,M,50.0,5.0,Urban,7.546965081479483,52051.060000055906,Kyoto,0.39408499058750013,Yes
High School,Divorced,F,47.0,4.0,Rural,4.845218930982579,30666.60201860259,Kyoto,0.501492923607282,No
Graduate School,Divorced,F,60.0,4.0,Urban,4.7306857047531565,40303.08411330354,Osaka,0.9017440796809802,Yes
Graduate School,Single,M,42.0,3.0,Suburban,6.4264876815912615,46327.425542707555,Osaka,0.06894632734569733,
Graduate School,Married,M,50.0,1.0,Rural,6.606581493066482,53705.52483433407,Kyoto,-0.3615503007417033,No
High School,Married,M,43.0,4.0,Urban,6.039841482605159,35887.86013402504,Kyoto,0.18533607104377675,Yes
College,Divorced,F,59.0,4.0,Suburban,5.746900303912532,39047.8089924724,Kyoto,0.7416881479041117,Yes
College,Married,M,65.0,2.0,Suburban,4.932737787396257,52053.010321551854,Tokyo,0.030134275928272586,No
High School,Married,M,49.0,4.0,Rural,6.6075434591753845,41086.491959138955,Tokyo,-0.11141924140867063,No
High School,Divorced,M,42.0,6.0,Urban,5.821050295918377,42596.85876917046,Tokyo,-0.427165500645458,Yes
High School,Married,F,52.0,2.0,,6.091282918160104,56873.54965418264,Tokyo,0.22645801532569915,No
College,Single,M,59.0,4.0,Suburban,6.7086612006575015,70898.74596956166,Tokyo,-0.07231313300373463,No
High School,Single,F,51.0,4.0,Suburban,5.058608564128095,72827.72842587467,Osaka,-0.024268748704380144,No
College,Married,F,47.0,3.0,Urban,6.415511780725301,59196.884837580306,Osaka,0.8120086373076045,Yes
Graduate School,Divorced,F,65.0,5.0,Suburban,6.793287287921702,47167.157244131035,Kyoto,0.5865590303227229,Yes
College,Divorced,M,50.0,6.0,Rural,6.755236196837694,30628.47635644671,Tokyo,0.9863788596353057,No
College,Single,M,41.0,3.0,Rural,4.960051397849809,54655.3561568326,Tokyo,-0.40757128153731415,No
Graduate School,Single,M,46.0,4.0,Urban,6.748466788866908,,Kyoto,0.5572547084156416,Yes
Graduate School,Divorced,M,52.0,6.0,Rural,3.0391713777716336,45165.56256828996,Kyoto,0.7126378132308361,Yes
High School,Divorced,M,50.0,5.0,Urban,6.369688498578094,31557.94281218311,Osaka,0.06556167310523142,Yes
Graduate School,Divorced,M,56.0,4.0,Urban,7.600208028305811,15000.0,Osaka,0.43988347903696795,Yes
College,Divorced,M,52.0,5.0,Urban,6.822690728127203,,Tokyo,-0.3119284371826124,No
College,Divorced,F,48.0,3.0,Suburban,4.550204474796245,50210.85757280109,Tokyo,,Yes
Graduate School,Single,M,67.0,6.0,Rural,3.420805197927025,41178.89537510021,Kyoto,-0.009752471365927828,No
Graduate School,Single,F,54.0,5.0,Urban,4.5962665325844565,57031.599126787594,Osaka,0.7733562948593092,Yes
College,,M,45.0,3.0,Suburban,6.598594168174781,44270.18602979141,Tokyo,-0.08623460864131041,Yes
